,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Adam El-Abd,eg EGY,DF,Shrewsbury,31,1984,28,24,2028,22.5,2,1,3,2,0,0,6,2,0.09,0.04,0.13,0.09,0.13,Matches,4eb90566
2,Nadjim Abdou,km COM,MF,Millwall,32,1984,12,6,651,7.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5b7a0657
3,Ché Adams,sct SCO,FWMF,Sheffield United,20,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2bf1b0f
4,Hakeeb Adelakun,eng ENG,FWMF,Scunthorpe,20,1996,17,7,828,9.2,2,3,5,2,0,0,0,0,0.22,0.33,0.54,0.22,0.54,Matches,042d182c
5,Kieran Agard,eng ENG,FWMF,MK Dons,26,1989,42,33,2865,31.8,12,1,13,11,1,2,1,0,0.38,0.03,0.41,0.35,0.38,Matches,a6c9bf1c
6,Dan Agyei,gh GHA,FWMF,Coventry City,19,1997,16,12,886,9.8,4,1,5,4,0,0,0,0,0.41,0.10,0.51,0.41,0.51,Matches,5c374509
7,Yakubu Aiyegbeni,ng NGA,FW,Coventry City,33,1982,3,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a1fe3f62
8,Nicky Ajose,eng ENG,FW,Swindon Town,24,1991,15,15,1333,14.8,5,1,6,5,0,0,0,0,0.34,0.07,0.41,0.34,0.41,Matches,9ba0ea6e
9,Nicky Ajose,eng ENG,FW,Charlton Athletic,24,1991,21,17,1452,16.1,6,2,8,5,1,1,0,0,0.37,0.12,0.50,0.31,0.43,Matches,9ba0ea6e
10,Jamie Allen,eng ENG,MF,Rochdale,21,1995,31,26,2361,26.2,2,0,2,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,2c183a79
11,Lloyd Allinson,eng ENG,GK,Chesterfield,22,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab852c99
12,Ben Alnwick,eng ENG,GK,Peterborough,29,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,55b11e73
13,Ben Alnwick,eng ENG,GK,Bolton,29,1987,21,20,1859,20.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,55b11e73
14,Jak Alnwick,eng ENG,GK,Port Vale,23,1993,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b0835fc0
15,Sammy Ameobi,eng ENG,FWMF,Bolton,24,1992,20,15,1367,15.2,2,2,4,2,0,0,1,0,0.13,0.13,0.26,0.13,0.26,Matches,acd61628
16,Sébastien Amoros,fr FRA,MF,Port Vale,21,1995,10,7,620,6.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e1609124
17,Luke Amos,eng ENG,MF,Southend United,19,1997,3,2,124,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,77128f7e
18,Harry Anderson,eng ENG,FWMF,Peterborough,19,1997,1,0,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6f940ed
19,Jermaine Anderson,eng ENG,DFMF,Peterborough,20,1996,7,5,369,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,97d9a4df
20,Keshi Anderson,eng ENG,FWMF,Bolton,21,1995,8,3,277,3.1,1,0,1,1,0,0,1,2,0.32,0.00,0.32,0.32,0.32,Matches,864a3eba
21,Keshi Anderson,eng ENG,FWMF,Northampton,21,1995,14,9,840,9.3,3,0,3,3,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches,864a3eba
