,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Thelo Aasgaard,no NOR,MF,Wigan Athletic,18,2002,33,13,1295,14.4,3,2,5,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,Matches,c88a28b9
2,Timmy Abraham,eng ENG,FW,Plymouth Argyle,19,2000,3,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,94ad5868
3,Nicky Adams,wls WAL,MF,Northampton,33,1986,14,10,868,9.6,0,1,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,Matches,a1a33d78
4,Rio Adebisi,eng ENG,DF,Crewe Alexandra,19,2000,15,11,1033,11.5,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,94fe66e5
5,Hakeeb Adelakun,eng ENG,FW,Hull City,24,1996,14,11,792,8.8,3,1,4,3,0,0,1,0,0.34,0.11,0.45,0.34,0.45,Matches,042d182c
6,Dan Agyei,gh GHA,FWMF,Oxford United,23,1997,39,11,1300,14.4,5,3,8,5,0,0,5,0,0.35,0.21,0.55,0.35,0.55,Matches,5c374509
7,Will Aimson,eng ENG,DF,Plymouth Argyle,24,1995,40,39,3435,38.2,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,4f71beda
8,Callum Ainley,eng ENG,MF,Crewe Alexandra,22,1997,22,12,1090,12.1,1,3,4,1,0,0,0,0,0.08,0.25,0.33,0.08,0.33,Matches,836e8740
9,John Akinde,eng ENG,FW,Gillingham,31,1989,44,19,2059,22.9,7,5,12,5,2,3,5,0,0.31,0.22,0.52,0.22,0.44,Matches,93a09a47
10,Lucas Akins,gd GRN,MFFW,Burton Albion,31,1989,45,45,3919,43.5,9,0,9,6,3,3,3,0,0.21,0.00,0.21,0.14,0.14,Matches,a8e93bd1
11,Cheye Alexander,lc LCA,DFMF,AFC Wimbledon,25,1995,29,18,1662,18.5,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,9f0cfe44
12,Thomas Allan,eng ENG,MF,Accrington,20,1999,4,1,65,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e95726c1
13,Ben Amos,eng ENG,GK,Charlton Athletic,30,1990,46,46,4140,46.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f6799cd2
14,Danny Amos,nir NIR,DF,Doncaster,20,1999,8,4,366,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18772a6d
15,Harry Anderson,eng ENG,FWMF,Lincoln City,23,1997,29,14,1451,16.1,3,5,8,3,0,0,0,0,0.19,0.31,0.50,0.19,0.50,Matches,c6f940ed
16,Keshi Anderson,eng ENG,MF,Blackpool,25,1995,17,11,966,10.7,2,0,2,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches,864a3eba
17,Tom Anderson,eng ENG,DF,Doncaster,26,1993,44,44,3883,43.1,2,1,3,2,0,0,6,0,0.05,0.02,0.07,0.05,0.07,Matches,76e8c264
18,Danny Andrew,eng ENG,DFMF,Fleetwood Town,29,1990,45,45,4024,44.7,2,1,3,2,0,0,9,0,0.04,0.02,0.07,0.04,0.07,Matches,90b57521
19,Chuks Aneke,eng ENG,FW,Charlton Athletic,27,1993,38,11,1539,17.1,15,2,17,15,0,0,11,2,0.88,0.12,0.99,0.88,0.99,Matches,c3afe72e
20,Rob Apter,sct SCO,MF,Blackpool,17,2003,1,0,3,0.0,0,1,1,0,0,0,0,0,0.00,30.00,30.00,0.00,30.00,Matches,1c12ee0a
21,Theo Archibald,sct SCO,FWMF,Lincoln City,22,1998,7,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8bb20652
22,Steve Arnold,eng ENG,GK,Northampton,30,1989,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8c0d375b
23,Bernard Ashley-Seal,eng ENG,FW,Northampton,21,1998,23,7,813,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4f187520
24,Ayoub Assal,eng ENG,MF,AFC Wimbledon,18,2002,14,10,858,9.5,4,2,6,4,0,0,1,0,0.42,0.21,0.63,0.42,0.63,Matches,a294d618
25,Robert Atkinson,eng ENG,DF,Oxford United,22,1998,39,39,3426,38.1,1,0,1,1,0,0,1,1,0.03,0.00,0.03,0.03,0.03,Matches,181df6a4
26,Jonah Ayunga,ke KEN,FW,Bristol Rovers,23,1997,30,13,1486,16.5,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,Matches,2fb31f60
