,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Thelo Aasgaard,no NOR,MF,Wigan Athletic,19,2002,5,1,164,1.8,1,1,2,1,0,0,0,0,0.55,0.55,1.10,0.55,1.10,Matches,c88a28b9
2,Terry Ablade,fi FIN,FW,AFC Wimbledon,19,2001,12,2,296,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d524dcd7
3,Rio Adebisi,eng ENG,DF,Crewe Alexandra,20,2000,22,22,1940,21.6,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,94fe66e5
4,Korede Adedoyin,ng NGA,FW,Accrington,20,2000,12,6,559,6.2,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,9af1b8c2
5,Hakeeb Adelakun,eng ENG,FW,Lincoln City,25,1996,23,10,1081,12.0,2,2,4,2,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches,042d182c
6,Dennis Adeniran,eng ENG,MF,Sheffield Weds,22,1999,18,12,1139,12.7,3,0,3,3,0,0,3,0,0.24,0.00,0.24,0.24,0.24,Matches,506eff98
7,Dylan Adjei-Hersey,eng ENG,FW,AFC Wimbledon,18,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0b1becea
8,Daniel Adshead,eng ENG,DFMF,Gillingham,19,2001,15,11,820,9.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8f817fc7
9,Dapo Afolayan,eng ENG,MFFW,Bolton,23,1997,44,38,3396,37.7,12,3,15,12,0,0,11,0,0.32,0.08,0.40,0.32,0.40,Matches,5054c359
10,Kieran Agard,eng ENG,FW,Doncaster,31,1989,8,4,307,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6c9bf1c
11,Kieran Agard,eng ENG,FW,Plymouth Argyle,31,1989,12,3,303,3.4,1,0,1,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches,a6c9bf1c
12,Dan Agyei,gh GHA,FWMF,Crewe Alexandra,24,1997,9,8,711,7.9,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,5c374509
13,Dan Agyei,gh GHA,FWMF,Oxford United,24,1997,14,0,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c374509
14,Will Aimson,eng ENG,DF,Bolton,25,1995,25,22,2029,22.5,1,1,2,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,Matches,4f71beda
15,Callum Ainley,eng ENG,MFFW,Crewe Alexandra,23,1997,31,24,2164,24.0,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,836e8740
16,Bailey Akehurst,eng ENG,DF,Gillingham,17,2003,5,2,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,720522a3
17,John Akinde,eng ENG,FW,Gillingham,32,1989,18,13,1203,13.4,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,Matches,93a09a47
18,Adebayo Akinfenwa,eng ENG,FW,Wycombe,39,1982,34,3,583,6.5,5,1,6,5,0,0,1,0,0.77,0.15,0.93,0.77,0.93,Matches,dcb17ca5
19,Lucas Akins,gd GRN,MFFW,Burton Albion,32,1989,22,21,1843,20.5,3,3,6,2,1,1,2,0,0.15,0.15,0.29,0.10,0.24,Matches,a8e93bd1
20,Ryan Alebiosu,ng NGA,DF,Crewe Alexandra,19,2001,6,6,369,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ce048fb8
