,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Nadjim Abdou,km COM,MF,AFC Wimbledon,33,1984,34,26,2317,25.7,2,0,2,2,0,0,4,1,0.08,0.00,0.08,0.08,0.08,Matches,5b7a0657
2,Ebou Adams,gm GAM,DFMF,Shrewsbury,21,1996,5,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,84d7ae33
3,Hakeeb Adelakun,eng ENG,MFFW,Scunthorpe,21,1996,39,29,2462,27.4,4,11,15,4,0,0,2,0,0.15,0.40,0.55,0.15,0.55,Matches,042d182c
4,Daniel Adshead,eng ENG,MF,Rochdale,15,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f817fc7
5,Kieran Agard,eng ENG,FWMF,MK Dons,27,1989,41,24,2354,26.2,6,1,7,3,3,3,2,0,0.23,0.04,0.27,0.11,0.15,Matches,a6c9bf1c
6,Dan Agyei,gh GHA,FW,Walsall,20,1997,18,7,655,7.3,4,0,4,4,0,0,2,0,0.55,0.00,0.55,0.55,0.55,Matches,5c374509
7,Dan Agyei,gh GHA,FW,Blackpool,20,1997,9,1,167,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c374509
8,Will Aimson,eng ENG,DF,Blackpool,21,1995,17,13,1219,13.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4f71beda
9,Lionel Ainsworth,eng ENG,MFFW,Plymouth Argyle,29,1987,19,3,608,6.8,0,2,2,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches,2f9d0135
10,Semi Ajayi,ng NGA,DF,Rotherham,23,1993,35,29,2638,29.3,5,1,6,5,0,0,4,0,0.17,0.03,0.20,0.17,0.20,Matches,d6192210
11,Nicky Ajose,eng ENG,FW,Charlton Athletic,25,1991,12,7,619,6.9,1,1,2,1,0,0,0,0,0.15,0.15,0.29,0.15,0.29,Matches,9ba0ea6e
12,Nicky Ajose,eng ENG,FWMF,Bury,25,1991,9,8,677,7.5,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,9ba0ea6e
13,Craig Alcock,eng ENG,DF,Doncaster,29,1987,9,6,620,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86f6cfd2
14,Tom Aldred,sct SCO,DF,Bury,26,1990,19,18,1577,17.5,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,2a75e914
15,Jamie Allen,eng ENG,MF,Rochdale,22,1995,4,3,274,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2c183a79
16,Ryan Allsop,eng ENG,GK,Blackpool,25,1992,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af615123
17,Ben Amos,eng ENG,GK,Charlton Athletic,27,1990,46,46,4140,46.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f6799cd2
18,Danny Amos,nir NIR,MFDF,Doncaster,17,1999,3,2,196,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18772a6d
19,Jermaine Anderson,eng ENG,MF,Peterborough,21,1996,17,7,560,6.2,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,97d9a4df
20,Tom Anderson,eng ENG,DF,Doncaster,23,1993,7,7,595,6.6,2,0,2,2,0,0,2,0,0.30,0.00,0.30,0.30,0.30,Matches,76e8c264
21,Nick Anderton,eng ENG,DFMF,Blackpool,21,1996,4,3,240,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cb03c4d4
22,Alexis André Jr.,,,Bristol Rovers,20,1997,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86561c6e
23,Calvin Andrew,eng ENG,FW,Rochdale,30,1986,31,26,2420,26.9,3,6,9,3,0,0,2,0,0.11,0.22,0.33,0.11,0.33,Matches,4b2711f5
24,Danny Andrew,eng ENG,DF,Doncaster,26,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90b57521
25,Chuks Aneke,eng ENG,FWMF,MK Dons,24,1993,31,26,2391,26.6,9,8,17,7,2,2,11,1,0.34,0.30,0.64,0.26,0.56,Matches,c3afe72e
26,Marcus Antonsson,se SWE,FWMF,Blackburn,26,1991,31,22,1763,19.6,7,3,10,7,0,0,1,0,0.36,0.15,0.51,0.36,0.51,Matches,ba3378a5
27,Kwesi Appiah,gh GHA,FW,AFC Wimbledon,26,1990,14,8,627,7.0,3,1,4,3,0,0,1,0,0.43,0.14,0.57,0.43,0.57,Matches,8fb893a5
28,Joe Aribo,ng NGA,MFFW,Charlton Athletic,21,1996,26,19,1796,20.0,5,2,7,5,0,0,0,0,0.25,0.10,0.35,0.25,0.35,Matches,328f7d51
29,Gboly Ariyibi,us USA,MF,Northampton,22,1995,12,3,433,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,37849392
30,Gboly Ariyibi,us USA,MFFW,MK Dons,22,1995,22,17,1487,16.5,3,0,3,3,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches,37849392
31,Adam Armstrong,eng ENG,MFFW,Blackburn,20,1997,21,17,1621,18.0,9,2,11,9,0,0,0,0,0.50,0.11,0.61,0.50,0.61,Matches,68c720b5
32,Amadou Ba,fr FRA,FW,Southend United,19,1998,5,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0a49e528
33,Mohammad Baghdadi,lb LIB,DF,Bristol Rovers,20,1996,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca8b62ca
34,Amadou Bakayoko,sl SLE,FWMF,Walsall,21,1996,41,33,2898,32.2,5,3,8,5,0,1,7,1,0.16,0.09,0.25,0.16,0.25,Matches,7831875a
35,Carl Baker,eng ENG,MF,Portsmouth,34,1982,2,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ab0af00
36,Jack Baldwin,eng ENG,DF,Peterborough,24,1993,33,32,2844,31.6,3,2,5,3,0,0,6,4,0.09,0.06,0.16,0.09,0.16,Matches,8ae7c4f9
37,David Ball,eng ENG,FWMF,Rotherham,27,1989,32,26,2222,24.7,8,3,11,8,0,0,1,0,0.32,0.12,0.45,0.32,0.45,Matches,c538e9e7
38,Ollie Banks,eng ENG,MF,Oldham Athletic,24,1992,7,5,389,4.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,d4ec6c9a
39,Andy Barcham,eng ENG,MFFW,AFC Wimbledon,30,1986,45,38,3293,36.6,4,2,6,4,0,0,4,0,0.11,0.05,0.16,0.11,0.16,Matches,75d942ab
40,Leon Barnett,eng ENG,DF,Northampton,31,1985,15,13,1216,13.5,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,76854cdf
41,Lachlan Barr,eng ENG,DF,Bradford City,22,1994,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3e0f0da3
42,Alex Bass,eng ENG,GK,Portsmouth,19,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3278d395
43,Mathieu Baudry,fr FRA,DF,Doncaster,29,1988,22,19,1597,17.7,1,1,2,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,Matches,f3c2e308
44,Patrick Bauer,de GER,DF,Charlton Athletic,24,1992,34,33,2894,32.2,3,1,4,3,0,0,5,0,0.09,0.03,0.12,0.09,0.12,Matches,1bd6bc77
45,Jermaine Beckford,jm JAM,FW,Bury,33,1983,15,15,1283,14.3,8,1,9,8,0,1,2,0,0.56,0.07,0.63,0.56,0.63,Matches,393303c7
46,Omar Beckles,gd GRN,DF,Shrewsbury,25,1991,33,29,2601,28.9,3,1,4,3,0,0,6,2,0.10,0.03,0.14,0.10,0.14,Matches,668005c9
47,Alfie Beestin,eng ENG,FWMF,Doncaster,19,1997,26,17,1646,18.3,2,4,6,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches,a02effcc
48,Amari'i Bell,jm JAM,MFDF,Fleetwood Town,23,1994,27,27,2430,27.0,4,1,5,4,0,0,1,0,0.15,0.04,0.19,0.15,0.19,Matches,399e9474
49,Amari'i Bell,jm JAM,MFDF,Blackburn,23,1994,12,6,654,7.3,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,399e9474
50,Issam Ben Khémis,tn TUN,MF,Doncaster,21,1996,3,2,128,1.4,1,0,1,1,0,0,0,0,0.70,0.00,0.70,0.70,0.70,Matches,fe44c055
51,Elliott Bennett,eng ENG,MFDF,Blackburn,28,1988,41,40,3545,39.4,2,4,6,2,0,0,6,2,0.05,0.10,0.15,0.05,0.15,Matches,02c9ea40
52,Kyle Bennett,eng ENG,MFFW,Bristol Rovers,26,1990,17,15,1301,14.5,3,0,3,3,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches,46b16c2c
53,Kyle Bennett,eng ENG,MF,Portsmouth,26,1990,18,11,978,10.9,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,46b16c2c
54,Jonathan Benteke,be BEL,FW,Oldham Athletic,22,1995,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c59bc47
55,Kundai Benyu,zw ZIM,MFFW,Oldham Athletic,19,1997,4,3,240,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,64b23c35
56,Leon Best,ie IRL,MF,Charlton Athletic,30,1986,5,2,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0780ab75
57,Harrison Biggins,eng ENG,MF,Fleetwood Town,21,1996,7,2,286,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a98a15b2
58,Billy Bingham,eng ENG,MF,Gillingham,27,1990,9,9,792,8.8,0,1,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches,fd084a71
59,Nathan Bishop,eng ENG,GK,Southend United,17,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bf713136
60,Neal Bishop,eng ENG,MFDF,Scunthorpe,35,1981,35,33,2747,30.5,1,1,2,1,0,0,8,1,0.03,0.03,0.07,0.03,0.07,Matches,2c7b276d
61,Matty Blair,eng ENG,MFDF,Doncaster,28,1989,40,32,2751,30.6,2,2,4,2,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matches,14455ab7
62,Nathan Blissett,eng ENG,FW,Plymouth Argyle,27,1990,13,6,605,6.7,1,0,1,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches,827ecad9
63,Billy Bodin,wls WAL,FWMF,Bristol Rovers,25,1992,21,20,1709,19.0,9,4,13,9,0,0,1,0,0.47,0.21,0.68,0.47,0.68,Matches,49eb2779
64,Omar Bogle,eng ENG,FW,Peterborough,24,1993,9,4,432,4.8,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,c334bcfc
