,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Thelo Aasgaard,no NOR,MFFW,Wigan Athletic,21,2002,35,31,2644,29.4,8,3,11,8,0,0,4,0,0.27,0.10,0.37,0.27,0.37,Matches,c88a28b9
2,James Abankwah,ie IRL,DF,Charlton Athletic,19,2004,2,2,137,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4b7a9fcc
3,Nelson Abbey,eng ENG,DF,Reading,19,2003,22,21,1896,21.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,33f40a36
4,Peter Abimbola,,MF,Northampton,,,1,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5e5b5aff
5,Terry Ablade,fi FIN,FW,Carlisle United,21,2001,12,0,267,3.0,0,2,2,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,Matches,d524dcd7
6,Kelvin Abrefa,eng ENG,DF,Reading,19,2003,11,2,314,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ceabce33
7,Ebou Adams,gm GAM,MF,Derby County,27,1996,17,17,1424,15.8,1,1,2,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,Matches,84d7ae33
8,Victor Adeboyejo,eng ENG,FW,Bolton,25,1998,35,28,2006,22.3,10,1,11,10,0,0,3,0,0.45,0.04,0.49,0.45,0.49,Matches,e3c24495
9,Babajide Adeeko,ie IRL,MF,Wigan Athletic,20,2003,42,38,3057,34.0,0,2,2,0,0,0,10,0,0.00,0.06,0.06,0.00,0.06,Matches,6d4bbd51
10,Hakeeb Adelakun,eng ENG,FW,Lincoln City,27,1996,19,10,933,10.4,3,0,3,3,0,0,2,0,0.29,0.00,0.29,0.29,0.29,Matches,042d182c
11,Oluwalopemiwa Aderoju,,,Peterborough,,,2,0,39,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6402ac70
12,Daniel Adshead,eng ENG,MF,Cheltenham,21,2001,4,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f817fc7
13,Daniel Adu-Adjei,eng ENG,FW,Leyton Orient,18,2005,10,2,234,2.6,1,0,1,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,Matches,2093823e
14,Brandon Aguilera,cr CRC,MFFW,Bristol Rovers,20,2003,12,8,753,8.4,2,0,2,2,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches,938fa024
15,Dan Agyei,gh GHA,FW,Leyton Orient,26,1997,17,7,740,8.2,5,3,8,4,1,1,1,0,0.61,0.36,0.97,0.49,0.85,Matches,5c374509
16,Will Aimson,eng ENG,DF,Exeter City,27,1995,36,34,2975,33.1,4,0,4,4,0,0,5,2,0.12,0.00,0.12,0.12,0.12,Matches,4f71beda
17,Jack Aitchison,sct SCO,MFFW,Exeter City,23,2000,37,33,2835,31.5,4,2,6,4,0,0,9,1,0.13,0.06,0.19,0.13,0.19,Matches,cd3110c7
18,David Ajiboye,eng ENG,MF,Peterborough,24,1998,40,14,1614,17.9,3,5,8,3,0,0,3,0,0.17,0.28,0.45,0.17,0.45,Matches,5b1e9f24
19,Millenic Alli,ie IRL,FW,Exeter City,23,2000,10,3,410,4.6,4,0,4,4,0,0,1,0,0.88,0.00,0.88,0.88,0.88,Matches,b639311c
20,Harry Anderson,eng ENG,FWMF,Stevenage,26,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6f940ed
21,Joe Anderson,eng ENG,DF,Shrewsbury,22,2001,24,20,1862,20.7,0,1,1,0,0,0,7,1,0.00,0.05,0.05,0.00,0.05,Matches,19a890ba
22,Karoy Anderson,jm JAM,MF,Charlton Athletic,18,2004,25,24,1977,22.0,2,3,5,2,0,0,8,0,0.09,0.14,0.23,0.09,0.23,Matches,fb69f073
23,Jökull Andrésson,is ISL,GK,Carlisle United,21,2001,6,6,478,5.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,34e46ce2
24,Danny Andrew,eng ENG,DF,Cambridge,32,1990,45,45,3890,43.2,2,1,3,2,0,0,9,0,0.05,0.02,0.07,0.05,0.07,Matches,90b57521
25,Chuks Aneke,eng ENG,FW,Charlton Athletic,30,1993,17,2,530,5.9,2,2,4,2,0,2,3,0,0.34,0.34,0.68,0.34,0.68,Matches,c3afe72e
26,Faustino Anjorin,eng ENG,MF,Portsmouth,21,2001,12,5,460,5.1,1,0,1,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,b105919e
27,Louis Appere,sct SCO,FW,Northampton,24,1999,37,16,1652,18.4,6,2,8,6,0,0,1,0,0.33,0.11,0.44,0.33,0.44,Matches,fb4de109
28,Oliver Arblaster,eng ENG,MF,Port Vale,19,2004,20,18,1487,16.5,2,1,3,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,Matches,afe1a491
29,Theo Archibald,sct SCO,MF,Leyton Orient,25,1998,29,28,2397,26.6,2,5,7,2,0,0,8,0,0.08,0.19,0.26,0.08,0.26,Matches,8bb20652
30,Jack Armer,sct SCO,DFMF,Carlisle United,22,2001,41,38,3415,37.9,1,2,3,1,0,0,5,1,0.03,0.05,0.08,0.03,0.08,Matches,e521925c
31,Finlay Armstrong,eng ENG,DF,Fleetwood Town,20,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,746e68ad
32,Luke Armstrong,eng ENG,FW,Carlisle United,27,1996,21,21,1866,20.7,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,Matches,d6556450
