,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Rolando Aarons,eng ENG,FWMF,Wycombe,23,1995,10,5,472,5.2,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,c5942695
2,Adam El-Abd,eg EGY,DF,Wycombe,34,1984,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4eb90566
3,Timmy Abraham,eng ENG,FW,Bristol Rovers,18,2000,4,0,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,94ad5868
4,Emile Acquah,eng ENG,FWMF,Southend United,19,2000,7,0,123,1.4,1,0,1,1,0,0,2,1,0.73,0.00,0.73,0.73,0.73,Matches,9fa500fb
5,Victor Adeboyejo,eng ENG,FW,Bristol Rovers,21,1998,18,6,709,7.9,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,e3c24495
6,Hakeeb Adelakun,eng ENG,MF,Rotherham,23,1996,9,8,628,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,042d182c
7,Kieran Agard,eng ENG,FW,MK Dons,29,1989,19,11,960,10.7,2,1,3,2,0,0,1,1,0.19,0.09,0.28,0.19,0.28,Matches,a6c9bf1c
8,Dan Agyei,gh GHA,FW,Oxford United,22,1997,13,1,266,3.0,3,0,3,3,0,0,0,0,1.02,0.00,1.02,1.02,1.02,Matches,5c374509
9,John Akinde,eng ENG,FWMF,Gillingham,30,1989,9,7,648,7.2,1,1,2,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,Matches,93a09a47
10,John Akinde,eng ENG,FW,Lincoln City,30,1989,23,3,753,8.4,5,2,7,4,1,1,1,0,0.60,0.24,0.84,0.48,0.72,Matches,93a09a47
11,Adebayo Akinfenwa,eng ENG,FW,Wycombe,37,1982,32,20,1996,22.2,10,5,15,8,2,2,6,1,0.45,0.23,0.68,0.36,0.59,Matches,dcb17ca5
12,Lucas Akins,gd GRN,FWMF,Burton Albion,30,1989,35,35,3141,34.9,9,4,13,6,3,5,2,0,0.26,0.11,0.37,0.17,0.29,Matches,a8e93bd1
13,Ajibola Alese,eng ENG,DF,Accrington,18,2001,10,6,636,7.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,182a8b9d
14,Matthew Alexander,eng ENG,GK,Bolton,17,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,246cd0f4
15,Jamie Allen,eng ENG,MF,Coventry City,24,1995,11,7,604,6.7,1,3,4,1,0,0,0,0,0.15,0.45,0.60,0.15,0.60,Matches,2c183a79
16,Ryan Allsop,eng ENG,GK,Wycombe,27,1992,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,af615123
17,Jak Alnwick,eng ENG,GK,Blackpool,26,1993,22,22,1919,21.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b0835fc0
18,Danny Amos,nir NIR,DF,Doncaster,19,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18772a6d
19,Harry Anderson,eng ENG,MF,Lincoln City,22,1997,30,24,1987,22.1,5,4,9,5,0,0,1,0,0.23,0.18,0.41,0.23,0.41,Matches,c6f940ed
20,Jevan Anderson,sct SCO,DF,Burton Albion,19,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4b73755
21,Tom Anderson,eng ENG,DF,Doncaster,25,1993,32,32,2838,31.5,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,Matches,76e8c264
22,Nick Anderton,eng ENG,DF,Blackpool,23,1996,2,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cb03c4d4
23,Bruno Andrade,pt POR,MF,Lincoln City,25,1993,17,11,1092,12.1,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches,6e87c80f
24,Calvin Andrew,eng ENG,MFFW,Rochdale,32,1986,20,3,533,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4b2711f5
25,Danny Andrew,eng ENG,DF,Fleetwood Town,28,1990,35,35,3080,34.2,2,1,3,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,Matches,90b57521
26,Kwesi Appiah,gh GHA,FW,AFC Wimbledon,28,1990,19,9,866,9.6,4,1,5,3,1,1,4,0,0.42,0.10,0.52,0.31,0.42,Matches,8fb893a5
27,Jordan Archer,sct SCO,GK,Oxford United,26,1993,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,480c4a00
28,Bernard Ashley-Seal,eng ENG,FW,Accrington,20,1998,5,3,256,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4f187520
29,Dylan Asonganyi,eng ENG,FW,MK Dons,18,2000,3,0,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3cbe49dc
30,Kwadwo Baah,eng ENG,MFFW,Rochdale,16,2003,7,4,340,3.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f240e4f2
31,Amadou Bakayoko,sl SLE,FW,Coventry City,23,1996,23,11,1060,11.8,4,0,4,4,0,0,2,0,0.34,0.00,0.34,0.34,0.34,Matches,7831875a
32,Courtney Baker-Richardson,eng ENG,FW,Accrington,23,1995,2,2,105,1.2,0,1,1,0,0,0,0,0,0.00,0.86,0.86,0.00,0.86,Matches,3e2edcd1
33,Ollie Banks,eng ENG,MF,Tranmere Rovers,26,1992,11,8,752,8.4,3,0,3,3,0,0,4,1,0.36,0.00,0.36,0.36,0.36,Matches,d4ec6c9a
34,Will Bapaga,eng ENG,MF,Coventry City,16,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2dfb3ec3
35,Alex Baptiste,eng ENG,DF,Doncaster,33,1986,2,2,118,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b72f0b6
36,Shandon Baptiste,gd GRN,MF,Oxford United,21,1998,17,9,991,11.0,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches,2886c9b5
37,Ben Barclay,eng ENG,MF,Accrington,22,1996,8,8,614,6.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,17dff2e1
38,Daniel Barlaser,tr TUR,MF,Rotherham,22,1997,27,24,1973,21.9,2,5,7,2,0,0,2,0,0.09,0.23,0.32,0.09,0.32,Matches,91ea9f40
39,Sam Barratt,eng ENG,MF,Southend United,23,1995,9,3,334,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8506c40f
40,Josh Barrett,ie IRL,FWMF,Bristol Rovers,21,1998,7,3,269,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0e1365b3
41,Alex Bass,eng ENG,GK,Portsmouth,21,1998,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3278d395
42,Mads Bech Sørensen,dk DEN,DF,AFC Wimbledon,20,1999,9,9,743,8.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30db8574
43,Omar Beckles,gd GRN,DF,Shrewsbury,27,1991,28,25,2411,26.8,3,1,4,3,0,0,4,0,0.11,0.04,0.15,0.11,0.15,Matches,668005c9
44,Mark Beevers,eng ENG,DF,Peterborough,29,1989,32,32,2876,32.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,30bea884
45,Kyle Bennett,eng ENG,MFFW,Bristol Rovers,28,1990,12,2,332,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,46b16c2c
46,Rhys Bennett,eng ENG,DF,Peterborough,27,1991,13,7,709,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,50c7de8f
47,Maxime Biamou,fr FRA,FWMF,Coventry City,28,1990,18,5,661,7.3,4,1,5,4,0,0,0,1,0.54,0.14,0.68,0.54,0.68,Matches,1336958c
48,Harrison Biggins,eng ENG,MF,Fleetwood Town,23,1996,10,5,340,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a98a15b2
49,Rakish Bingham,eng ENG,FWMF,Doncaster,25,1993,8,3,328,3.6,1,0,1,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches,2f74966e
50,Colby Bishop,eng ENG,FW,Accrington,22,1996,27,24,2058,22.9,10,1,11,7,3,4,1,0,0.44,0.04,0.48,0.31,0.35,Matches,4a7dee3b
51,Nathan Bishop,eng ENG,GK,Southend United,19,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bf713136
52,Teddy Bishop,eng ENG,MFFW,Ipswich Town,23,1996,9,2,247,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,682f5364
53,Corey Blackett-Taylor,eng ENG,MF,Tranmere Rovers,21,1997,24,13,1296,14.4,2,2,4,2,0,0,2,2,0.14,0.14,0.28,0.14,0.28,Matches,28016827
54,Andre Blackman,eng ENG,DF,Southend United,28,1990,3,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4519be7a
55,Jamal Blackman,eng ENG,GK,Bristol Rovers,25,1993,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd26b605
56,Matty Blair,eng ENG,MF,Doncaster,30,1989,12,3,296,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,14455ab7
57,Frazer Blake-Tracy,eng ENG,DF,Peterborough,23,1995,14,11,993,11.0,0,2,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches,d77b812f
58,Matt Bloomfield,eng ENG,MF,Wycombe,35,1984,27,22,1652,18.4,2,0,2,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches,a57ae0ee
59,Hiram Boateng,eng ENG,MFFW,MK Dons,23,1996,20,14,1160,12.9,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,929917ce
60,Marc Bola,eng ENG,DFMF,Blackpool,21,1997,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3986000d
61,Cian Bolger,ie IRL,DF,Lincoln City,27,1992,28,25,2382,26.5,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches,53d53255
62,James Bolton,eng ENG,DF,Portsmouth,24,1994,23,20,1785,19.8,1,3,4,1,0,0,0,0,0.05,0.15,0.20,0.05,0.20,Matches,bf6fbdca
63,Jack Bonham,ie IRL,GK,Gillingham,25,1993,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3539472e
64,Jordan Boon,eng ENG,DF,Bolton,18,2000,3,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,843bb30f
