 
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,-9999
467,David McAllister,ie IRL,MF,Sheffield United,22,1988,4,3,250,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,94d9f989
468,Jamie McAllister,sct SCO,DFMF,Preston,33,1978,4,4,325,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,59df2b39
469,Mark McChrystal,nir NIR,DF,Tranmere Rovers,27,1984,18,17,1497,16.6,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,2afa7283
470,Matt McClure,nir NIR,FW,Wycombe,19,1991,12,3,322,3.6,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,1dc33c8f
471,Jamie McCombe,eng ENG,DF,Preston,28,1983,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,759d755b
472,Jamie McCombe,eng ENG,DF,Huddersfield,28,1983,20,20,1794,19.9,3,0,3,3,0,0,2,1,0.15,0.00,0.15,0.15,0.15,759d755b
473,Sean McConville,eng ENG,MF,Rochdale,22,1989,4,2,200,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6d1c00a8
474,Marvin McCoy,ag ATG,DF,Wycombe,22,1988,28,24,2202,24.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,b1a0940f
475,Donal McDermott,ie IRL,FWMF,Bournemouth,21,1989,14,10,763,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,fca5f360
476,Donal McDermott,ie IRL,FWMF,Huddersfield,21,1989,9,6,445,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,fca5f360
477,Kevin McDonald,sct SCO,MF,Sheffield United,22,1988,31,30,2540,28.2,3,5,8,3,0,0,4,0,0.11,0.18,0.28,0.11,0.28,71a08f97
478,Niall McGinn,nir NIR,FWMF,Brentford,24,1987,37,27,2328,25.9,5,4,9,5,0,0,0,0,0.19,0.15,0.35,0.19,0.35,2915df74
479,David McGoldrick,ie IRL,FWMF,Sheffield Weds,23,1987,4,3,204,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,dbe56a33
480,Jon-Paul McGovern,sct SCO,MF,Carlisle United,30,1980,45,40,3658,40.6,3,6,9,3,0,0,2,0,0.07,0.15,0.22,0.07,0.22,9e315cf8
481,Adam McGurk,nir NIR,FW,Tranmere Rovers,22,1989,31,25,2202,24.5,4,1,5,4,0,0,4,0,0.16,0.04,0.20,0.16,0.20,bcfe5c70
482,Conor McLaughlin,nir NIR,DF,Preston,20,1991,16,10,992,11.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,179055e8
483,Brian McLean,nir NIR,DF,Preston,26,1985,16,15,1294,14.4,1,1,2,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,914cc4fb
484,Ian McLoughlin,ie IRL,GK,MK Dons,19,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3803b4f0
485,Anthony McNamee,eng ENG,MF,MK Dons,28,1983,7,0,67,0.7,0,1,1,0,0,0,0,0,0.00,1.34,1.34,0.00,1.34,abd2cf8d
486,Anthony McNamee,eng ENG,MF,Wycombe,28,1983,15,11,958,10.6,2,4,6,2,0,0,0,0,0.19,0.38,0.56,0.19,0.56,abd2cf8d
487,Callum McNish,eng ENG,MF,Exeter City,19,1992,5,2,189,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,e0ba95e9
488,Leon McSweeney,ie IRL,DFMF,Leyton Orient,27,1983,29,28,2487,27.6,0,2,2,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,09f5ead9
489,David Mellor,eng ENG,DFMF,Oldham Athletic,18,1993,21,19,1554,17.3,1,0,1,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,b11b581d
490,Neil Mellor,eng ENG,FW,Preston,28,1982,16,15,1283,14.3,8,2,10,8,0,0,3,0,0.56,0.14,0.70,0.56,0.70,f18d8642
491,Nathaniel Mendez-Laing,gt GUA,FWMF,Sheffield United,19,1992,8,4,290,3.2,1,0,1,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,b4b2f632
492,Alexandre Mendy,fr FRA,DFFW,Chesterfield,27,1983,34,31,2770,30.8,2,5,7,2,0,0,2,0,0.06,0.16,0.23,0.06,0.23,588a9f54
493,Ľubomír Michalík,sk SVK,DF,Carlisle United,27,1983,36,33,3076,34.2,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,3ae06b45
494,Doyle Middleton,eng ENG,MF,Preston,17,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,99466349
495,Kirk Millar,nir NIR,FWMF,Oldham Athletic,19,1992,4,2,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e500f8ef
496,George Miller,,MF,Preston,19,1991,6,2,228,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8a377c5b
497,Lee Miller,sct SCO,FW,Carlisle United,28,1983,33,33,2827,31.4,14,10,24,11,3,4,1,1,0.45,0.32,0.76,0.35,0.67,95cb2b6d
498,Tommy Miller,eng ENG,MF,Huddersfield,32,1979,26,24,2187,24.3,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,0ad6e1dc
499,Sam Minihan,eng ENG,DF,Rochdale,17,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,624b8070
500,David Mirfin,eng ENG,DF,Scunthorpe,26,1985,19,19,1665,18.5,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,903a011a
501,Mark Molesley,eng ENG,MF,Bournemouth,30,1981,11,4,446,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,6a88f75d
502,Andy Monkhouse,eng ENG,FWMF,Hartlepool,30,1980,45,39,3698,41.1,3,5,8,3,0,0,4,0,0.07,0.12,0.19,0.07,0.19,e23797e6
503,Cristian Montaño,co COL,DFFW,Notts County,19,1991,15,5,620,6.9,4,0,4,4,0,0,2,0,0.58,0.00,0.58,0.58,0.58,c7be313e
504,Nick Montgomery,sct SCO,MF,Sheffield United,29,1981,20,14,1323,14.7,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,72d237e2
505,Dave Mooney,ie IRL,FW,Leyton Orient,26,1984,37,28,2412,26.8,5,4,9,4,1,1,4,0,0.19,0.15,0.34,0.15,0.30,fb6f5a60
506,Simon Moore,eng ENG,GK,Brentford,21,1990,10,9,855,9.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e7434f04
507,Filipe Morais,pt POR,MF,Oldham Athletic,25,1985,36,23,2307,25.6,5,6,11,5,0,0,4,0,0.20,0.23,0.43,0.20,0.43,daf6dca5
508,Craig Morgan,wls WAL,DF,Preston,26,1985,19,18,1573,17.5,1,0,1,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06,bb4e1546
509,Dean Morgan,ms MSR,FWMF,Chesterfield,27,1983,17,10,906,10.1,3,1,4,2,1,1,1,0,0.30,0.10,0.40,0.20,0.30,38a6c299
510,Josh Morris,eng ENG,DFFW,Yeovil Town,19,1991,5,3,284,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6449a543
511,Clinton Morrison,ie IRL,FW,Brentford,32,1979,8,4,395,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,e80d5b3b
512,Clinton Morrison,ie IRL,FW,MK Dons,32,1979,6,5,451,5.0,3,0,3,3,0,0,2,0,0.60,0.00,0.60,0.60,0.60,e80d5b3b
513,Clinton Morrison,ie IRL,FW,Sheffield Weds,32,1979,19,7,763,8.5,1,2,3,1,0,0,1,0,0.12,0.24,0.35,0.12,0.35,e80d5b3b
514,Michael Morrison,eng ENG,DF,Charlton Athletic,23,1988,45,45,4028,44.8,4,2,6,4,0,0,6,0,0.09,0.04,0.13,0.09,0.13,c7354a11
515,Sean Morrison,eng ENG,DF,Huddersfield,20,1991,19,19,1710,19.0,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,09fec029
516,John Mousinho,eng ENG,DFMF,Stevenage,25,1986,19,14,1262,14.0,3,2,5,2,1,3,3,0,0.21,0.14,0.36,0.14,0.29,ea49ad8f
517,Franck Moussa,be BEL,MF,Chesterfield,22,1989,10,10,874,9.7,4,2,6,4,0,0,0,0,0.41,0.21,0.62,0.41,0.62,9e9bfb15
518,Damien Mozika,fr FRA,MF,Bury,24,1987,4,3,271,3.0,1,0,1,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,3a5147c7
519,Damien Mozika,fr FRA,MF,Scunthorpe,24,1987,18,17,1482,16.5,2,0,2,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,3a5147c7
520,Peter Murphy,ie IRL,DF,Carlisle United,30,1980,40,38,3339,37.1,1,1,2,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,dd33b351
521,Rhys Murphy,eng ENG,FW,Preston,20,1990,5,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ced7a86c
522,Paul Murray,eng ENG,MF,Hartlepool,34,1976,45,44,3434,38.2,1,4,5,1,0,0,5,1,0.03,0.10,0.13,0.03,0.13,35da890c
523,Jennison Myrie-Williams,eng ENG,FWMF,Stevenage,23,1988,17,3,511,5.7,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,746fc1a0
524,Bondz N'Gala,eng ENG,DF,Yeovil Town,21,1989,31,24,2336,26.0,2,0,2,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,4bcf595b
525,Dany N'Guessan,fr FRA,FWMF,Charlton Athletic,23,1987,7,6,447,5.0,4,0,4,4,0,0,0,0,0.81,0.00,0.81,0.81,0.81,b315c9be
526,Daniel Nardiello,wls WAL,FW,Exeter City,28,1982,36,28,2553,28.4,9,3,12,6,3,4,10,1,0.32,0.11,0.42,0.21,0.32,a6b66a87
527,Gary Naysmith,sct SCO,DFMF,Huddersfield,32,1978,22,20,1874,20.8,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,71cbf286
528,Michael Nelson,eng ENG,DF,Scunthorpe,31,1980,10,8,779,8.7,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,bee6a418
529,Stuart Nelson,eng ENG,GK,Notts County,29,1981,46,46,4123,45.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1fdf595b
530,Alex Nicholls,eng ENG,FWMF,Walsall,23,1987,44,31,3129,34.8,7,2,9,6,1,3,2,0,0.20,0.06,0.26,0.17,0.23,58222f7e
531,Tom Nichols,eng ENG,FWMF,Exeter City,17,1993,7,2,264,2.9,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,8a3fcbf2
532,Barry Nicholson,sct SCO,MF,Preston,32,1978,30,22,1983,22.0,2,4,6,2,0,0,3,0,0.09,0.18,0.27,0.09,0.27,a31efd61
533,Colin Nish,sct SCO,FW,Hartlepool,30,1981,19,12,1120,12.4,4,0,4,4,0,0,1,0,0.32,0.00,0.32,0.32,0.32,1c5b72e0
534,Derek Niven,sct SCO,MF,Chesterfield,27,1983,7,4,419,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,788478aa
535,David Noble,eng ENG,MF,Exeter City,29,1982,42,42,3633,40.4,2,3,5,2,0,0,6,1,0.05,0.07,0.12,0.05,0.12,80406167
536,Liam Noble,eng ENG,MF,Carlisle United,20,1991,40,32,2941,32.7,6,2,8,6,0,0,10,0,0.18,0.06,0.24,0.18,0.24,3b21a4f4
537,Ryan Noble,eng ENG,FW,Hartlepool,20,1991,9,9,794,8.8,2,2,4,2,0,0,0,0,0.23,0.23,0.45,0.23,0.45,7f758194
538,Eddie Nolan,ie IRL,DF,Scunthorpe,22,1988,30,29,2566,28.5,1,3,4,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14,3144c7fa
539,Luke Norris,eng ENG,FW,Brentford,18,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6158b76c
540,Oliver Norwood,nir NIR,MF,Scunthorpe,20,1991,15,14,1147,12.7,1,0,1,1,0,0,2,1,0.08,0.00,0.08,0.08,0.08,43439614
541,Lee Novak,eng ENG,FW,Huddersfield,22,1988,41,29,2566,28.5,13,10,23,13,0,1,3,0,0.46,0.35,0.81,0.46,0.81,25d5c75d
542,Alan O'Brien,ie IRL,MF,Yeovil Town,26,1985,13,8,698,7.8,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,d1d6fced
543,Luke O'Brien,eng ENG,DF,Exeter City,22,1988,3,2,183,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2988ba0f
544,James O'Connor,ie IRL,MF,Sheffield Weds,31,1979,18,11,851,9.5,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,a7247357
545,Kevin O'Connor,ie IRL,DFFW,Brentford,29,1982,14,9,855,9.5,1,0,1,0,1,1,1,0,0.11,0.00,0.11,0.00,0.00,48a7f4da
546,Michael O'Connor,nir NIR,FWMF,Scunthorpe,23,1987,33,29,2556,28.4,2,6,8,2,0,1,7,1,0.07,0.21,0.28,0.07,0.28,68192fe7
547,Richard O'Donnell,eng ENG,GK,Sheffield Weds,22,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,89265c89
548,John O'Flynn,ie IRL,FW,Exeter City,29,1982,24,8,831,9.2,2,0,2,1,1,1,0,0,0.22,0.00,0.22,0.11,0.11,cf3f6e16
549,Chris O'Grady,eng ENG,FW,Rochdale,25,1986,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,da7c9e6f
550,Chris O'Grady,eng ENG,FW,Sheffield Weds,25,1986,32,25,2143,23.8,5,2,7,5,0,0,1,0,0.21,0.08,0.29,0.21,0.29,da7c9e6f
551,Michael O'Halloran,sct SCO,DFFW,Sheffield United,20,1991,7,1,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b10222cb
552,Stephen O'Halloran,ie IRL,DF,Carlisle United,23,1987,3,3,251,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0a1afeaf
553,Jay O'Shea,ie IRL,MF,MK Dons,22,1988,28,12,1197,13.3,5,6,11,4,1,2,2,0,0.38,0.45,0.83,0.30,0.75,2100a116
554,John-Joe O'Toole,ie IRL,DFMF,Colchester,22,1988,15,8,699,7.8,0,1,1,0,0,0,3,1,0.00,0.13,0.13,0.00,0.13,17d223c5
555,Matt Oakley,eng ENG,MF,Exeter City,33,1977,7,7,579,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,79974582
556,Tope Obadeyi,eng ENG,FWMF,Rochdale,21,1989,6,3,306,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,55ca974a
557,Tope Obadeyi,eng ENG,FWMF,Chesterfield,21,1989,5,3,268,3.0,0,1,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,55ca974a
558,Jonathan Obika,eng ENG,FW,Yeovil Town,20,1990,27,24,2016,22.4,4,4,8,4,0,0,3,0,0.18,0.18,0.36,0.18,0.36,ccecacd5
559,Kayode Odejayi,ng NGA,FW,Colchester,29,1982,43,33,3118,34.6,4,6,10,4,0,0,4,0,0.12,0.17,0.29,0.12,0.29,3c47e354
560,Moses Odubajo,eng ENG,DFMF,Leyton Orient,18,1993,3,1,98,1.1,1,0,1,1,0,0,0,0,0.92,0.00,0.92,0.92,0.92,761bc132
561,Magnus Okuonghae,ng NGA,DF,Colchester,25,1986,42,42,3705,41.2,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,bdfdad23
562,Elliot Omozusi,eng ENG,DF,Leyton Orient,22,1988,10,8,769,8.5,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,cb604608
563,Femi Orenuga,eng ENG,MF,Notts County,18,1993,2,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,224451d2
564,Brett Ormerod,eng ENG,FW,Rochdale,34,1976,5,4,368,4.1,1,0,1,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,fde1ce8d
565,Karleigh Osborne,eng ENG,DF,Brentford,23,1988,25,22,1952,21.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1e27b998
566,Jon Otsemobor,eng ENG,DF,Sheffield Weds,28,1983,11,8,766,8.5,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,9ced37b6
567,Emmanuel Oyeleke,eng ENG,DFMF,Brentford,18,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ea46ac31
568,Kudus Oyenuga,eng ENG,FW,Bury,18,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5b090648
569,Ash Palmer,eng ENG,DFMF,Scunthorpe,18,1992,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4f0f830e
570,Liam Palmer,sct SCO,DFMF,Sheffield Weds,19,1991,14,6,707,7.9,1,2,3,1,0,0,1,0,0.13,0.25,0.38,0.13,0.38,93affd76
571,Ben Parker,eng ENG,DF,Carlisle United,23,1987,5,5,450,5.0,1,0,1,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,78a5dadd
572,Josh Parker,ag ATG,FWMF,Oldham Athletic,20,1990,13,7,758,8.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0264be98
573,Jon Parkin,eng ENG,DFFW,Huddersfield,29,1981,3,2,153,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e8ec19c2
574,Jon Parkin,eng ENG,DFFW,Scunthorpe,29,1981,14,13,1159,12.9,6,0,6,5,1,1,4,0,0.47,0.00,0.47,0.39,0.39,e8ec19c2
575,Dean Parrett,eng ENG,MF,Yeovil Town,19,1991,10,9,653,7.3,1,1,2,1,0,0,3,1,0.14,0.14,0.28,0.14,0.28,c14bd5ff
576,Paul Parry,wls WAL,FWMF,Preston,30,1980,40,39,3335,37.1,4,6,10,1,3,3,6,1,0.11,0.16,0.27,0.03,0.19,025d6710
577,Alex Parsons,eng ENG,MF,Bournemouth,18,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f121eb00
578,Joe Partington,wls WAL,DFMF,Bournemouth,21,1990,5,1,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,902e61f7
579,Jamie Paterson,eng ENG,FWMF,Walsall,19,1991,34,24,2165,24.1,3,3,6,3,0,0,1,0,0.12,0.12,0.25,0.12,0.25,8b6bfc53
580,Krystian Pearce,bb BRB,DF,Notts County,21,1990,27,25,2288,25.4,3,2,5,3,0,0,7,0,0.12,0.08,0.20,0.12,0.20,8fc3af9f
581,Anton Peterlin,us USA,MF,Walsall,24,1987,26,20,1692,18.8,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,9c1e038f
582,Jaime Peters,ca CAN,DFMF,Bournemouth,24,1987,8,8,709,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1610a0d5
583,Matt Phillips,sct SCO,FWMF,Sheffield United,20,1991,6,5,452,5.0,5,0,5,5,0,0,0,0,1.00,0.00,1.00,1.00,1.00,7bb5f40e
584,Phil Picken,eng ENG,DF,Bury,25,1985,37,36,3127,34.7,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,5903d918
585,Lenny Pidgeley,eng ENG,GK,Exeter City,27,1984,10,8,776,8.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c2469d4e
586,James Poole,eng ENG,FWMF,Hartlepool,21,1990,27,15,1432,15.9,7,0,7,7,0,0,1,0,0.44,0.00,0.44,0.44,0.44,6f90c389
587,Chris Porter,eng ENG,FW,Sheffield United,27,1983,34,18,1551,17.2,5,3,8,5,0,0,2,0,0.29,0.17,0.46,0.29,0.46,2a05f837
588,George Porter,eng ENG,FWMF,Leyton Orient,19,1992,34,9,1226,13.6,1,3,4,1,0,0,0,0,0.07,0.22,0.29,0.07,0.29,35d00566
589,Darren Potter,ie IRL,MF,MK Dons,26,1984,40,40,3577,39.7,2,4,6,2,0,0,2,1,0.05,0.10,0.15,0.05,0.15,fc561eff
590,Daniel Powell,eng ENG,FWMF,MK Dons,20,1991,43,22,2178,24.2,6,2,8,6,0,0,2,1,0.25,0.08,0.33,0.25,0.33,852a7aa0
591,Max Power,eng ENG,DFMF,Tranmere Rovers,18,1993,4,2,168,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,62bac55a
592,Bradley Pritchard,zw ZIM,MF,Charlton Athletic,25,1985,20,10,1007,11.2,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,e81ca41c
593,Andrew Procter,eng ENG,MF,Preston,28,1983,19,19,1664,18.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,fe6f0ee0
594,Jamie Proctor,eng ENG,FW,Preston,19,1992,31,24,2033,22.6,3,4,7,3,0,0,4,0,0.13,0.18,0.31,0.13,0.31,9c451bde
595,David Prutton,eng ENG,MF,Sheffield Weds,29,1981,25,19,1606,17.8,2,1,3,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,7123fdc0
596,Marc Pugh,eng ENG,FWMF,Bournemouth,24,1987,42,42,3728,41.4,8,7,15,8,0,0,2,0,0.19,0.17,0.36,0.19,0.36,9aacb284
597,Stephen Purches,eng ENG,DF,Bournemouth,31,1980,24,20,1688,18.8,0,1,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,2dc0bab3
598,Darren Purse,eng ENG,DF,Yeovil Town,34,1977,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,70137152
599,Stephen Quinn,ie IRL,FWMF,Sheffield United,25,1986,45,43,3754,41.7,4,14,18,4,0,0,6,0,0.10,0.34,0.43,0.10,0.43,9ff17f6f
600,Paul Rachubka,eng ENG,GK,Tranmere Rovers,30,1981,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f3229025
601,Paul Rachubka,eng ENG,GK,Leyton Orient,30,1981,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f3229025
602,Andy Rafferty,eng ENG,GK,Hartlepool,23,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0db5315d
603,Mark Randall,eng ENG,MF,Chesterfield,21,1989,16,10,885,9.8,1,3,4,1,0,0,3,0,0.10,0.31,0.41,0.10,0.41,0871bc14
604,Nile Ranger,eng ENG,FW,Sheffield Weds,20,1991,8,7,626,7.0,2,0,2,2,0,0,3,0,0.29,0.00,0.29,0.29,0.29,161e95ac
605,David Raven,eng ENG,DF,Tranmere Rovers,26,1985,17,17,1530,17.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,055ddd29
606,Ricky Ravenhill,eng ENG,MF,Notts County,30,1981,5,5,375,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,88788e5e
607,Jamie Reckord,eng ENG,DFMF,Scunthorpe,19,1992,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d6ebce08
608,Adam Reed,ph PHI,MF,Leyton Orient,20,1991,11,10,884,9.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,02d1fc0b
609,Jake Reeves,eng ENG,MF,Brentford,18,1993,8,7,487,5.4,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,290a9106
610,Craig Reid,eng ENG,FW,Stevenage,25,1985,28,24,1832,20.4,6,1,7,6,0,1,3,0,0.29,0.05,0.34,0.29,0.34,b0f57e90
611,Paul Reid,eng ENG,DF,Scunthorpe,29,1982,36,36,3136,34.8,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,b4ca388e
612,Reuben Reid,eng ENG,FW,Oldham Athletic,23,1988,20,17,1359,15.1,5,1,6,2,3,3,2,0,0.33,0.07,0.40,0.13,0.20,6f8fbbb5
613,Scott Rendell,eng ENG,FW,Wycombe,24,1986,6,2,258,2.9,1,1,2,0,1,1,0,0,0.35,0.35,0.70,0.00,0.35,2c88b447
614,Alex Revell,eng ENG,FW,Leyton Orient,28,1983,5,4,281,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b64dae45
615,Mark Reynolds,sct SCO,DF,Sheffield Weds,24,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5ca80164
616,Jordan Rhodes,sct SCO,FW,Huddersfield,21,1990,40,36,3298,36.6,35,3,38,34,1,1,0,0,0.96,0.08,1.04,0.93,1.01,3b8b641c
617,Christian Ribeiro,wls WAL,DF,Carlisle United,21,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1f0b3a3c
618,Christian Ribeiro,wls WAL,DF,Scunthorpe,21,1989,10,10,811,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1f0b3a3c
619,Jordan Richards,eng ENG,DFMF,Hartlepool,18,1993,2,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,70991c20
620,Michael Richardson,eng ENG,MF,Leyton Orient,19,1992,3,1,101,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,066f69f6
621,Rohan Ricketts,eng ENG,MF,Exeter City,28,1982,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,78d55186
622,Liam Ridehalgh,eng ENG,DFMF,Chesterfield,20,1991,20,20,1794,19.9,1,4,5,1,0,0,1,0,0.05,0.20,0.25,0.05,0.25,d7be605e
623,Gary Roberts,eng ENG,MF,Huddersfield,27,1984,39,28,2472,27.5,6,7,13,6,0,0,3,0,0.22,0.25,0.47,0.22,0.47,245c2093
624,Mark Roberts,eng ENG,DF,Stevenage,27,1983,46,46,4140,46.0,6,0,6,6,0,0,3,0,0.13,0.00,0.13,0.13,0.13,9459a3ea
625,Chris Robertson,sct SCO,DF,Preston,24,1986,18,17,1565,17.4,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,45c7076e
626,Gregor Robertson,sct SCO,DF,Chesterfield,27,1984,12,11,1002,11.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,caca17a2
627,Jordan Robertson,eng ENG,FW,Scunthorpe,23,1988,19,12,1047,11.6,3,1,4,3,0,0,2,1,0.26,0.09,0.34,0.26,0.34,69941afb
628,Andy Robinson,eng ENG,MF,Tranmere Rovers,31,1979,25,21,1799,20.0,4,6,10,4,0,0,3,0,0.20,0.30,0.50,0.20,0.50,a46bae56
