,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Adam El-Abd,eg EGY,DF,Wycombe,33,1984,34,34,3013,33.5,3,0,3,3,0,0,8,1,0.09,0.00,0.09,0.09,0.09,Matches,4eb90566
2,Emile Acquah,eng ENG,FW,Southend United,18,2000,3,1,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9fa500fb
3,Victor Adeboyejo,eng ENG,MFFW,Barnsley,20,1998,25,2,456,5.1,3,0,3,3,0,0,0,0,0.59,0.00,0.59,0.59,0.59,Matches,e3c24495
4,Daniel Adshead,eng ENG,MF,Rochdale,16,2001,10,8,590,6.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f817fc7
5,Lionel Ainsworth,eng ENG,MF,Plymouth Argyle,30,1987,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f9d0135
6,Nicky Ajose,eng ENG,FW,Charlton Athletic,26,1991,9,6,497,5.5,1,1,2,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36,Matches,9ba0ea6e
7,Adebayo Akinfenwa,eng ENG,FW,Wycombe,36,1982,36,26,2466,27.4,8,7,15,8,0,0,1,0,0.29,0.26,0.55,0.29,0.55,Matches,dcb17ca5
8,Lucas Akins,gd GRN,FWDF,Burton Albion,29,1989,46,46,4140,46.0,13,4,17,9,4,4,1,0,0.28,0.09,0.37,0.20,0.28,Matches,a8e93bd1
9,Hope Akpan,ng NGA,MF,Bradford City,26,1991,28,24,2019,22.4,2,1,3,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,Matches,1ccbca79
10,Reise Allassani,eng ENG,FW,Coventry City,22,1996,5,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5913dbc1
11,Jamie Allen,eng ENG,MF,Burton Albion,23,1995,42,41,3496,38.8,7,2,9,7,0,0,1,1,0.18,0.05,0.23,0.18,0.23,Matches,2c183a79
