,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
162,Thomas Cruise,eng ENG,DF,Carlisle United,19,1991,3,3,191,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7c96b395
163,Warren Cummings,sct SCO,DF,Bournemouth,29,1980,14,9,859,9.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,5625dcda
164,Jamie Cureton,eng ENG,FW,Exeter City,34,1975,41,34,3008,33.4,17,4,21,17,0,0,0,0,0.51,0.12,0.63,0.51,0.63,42f6103b
165,Craig Curran,eng ENG,FW,Carlisle United,20,1989,45,36,3211,35.7,8,1,9,8,0,0,6,0,0.22,0.03,0.25,0.22,0.25,96d750e8
166,Darren Currie,eng ENG,MF,Dag & Red,35,1974,22,12,1143,12.7,1,1,2,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,db5116b4
167,Scott Cuthbert,sct SCO,DFMF,Swindon Town,23,1987,41,38,3495,38.8,2,0,2,2,0,0,2,0,0.05,0.00,0.05,0.05,0.05,a76227cb
168,Christian Dailly,sct SCO,DF,Charlton Athletic,36,1973,32,32,2723,30.3,0,1,1,0,0,0,3,3,0.00,0.03,0.03,0.00,0.03,0210c453
169,Lauri Dalla Valle,fi FIN,FW,Bournemouth,18,1991,8,5,365,4.1,2,0,2,2,0,0,0,0,0.49,0.00,0.49,0.49,0.49,efca7b19
170,Charlie Daniels,eng ENG,DFMF,Leyton Orient,23,1986,42,41,3587,39.9,0,8,8,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,9d107085
171,Luke Daniels,eng ENG,GK,Rochdale,22,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,87fce32b
172,Luke Daniels,eng ENG,GK,Bristol Rovers,22,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,87fce32b
173,Stephen Darby,eng ENG,DF,Notts County,21,1988,23,23,2029,22.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f2909779
174,Liam Darville,eng ENG,DF,Tranmere Rovers,19,1990,9,8,726,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,57794690
175,Andrew Davies,eng ENG,DF,Walsall,25,1984,3,3,239,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8912dc31
176,Arron Davies,wls WAL,MF,Peterborough,26,1984,22,12,1089,12.1,1,2,3,1,0,0,0,0,0.08,0.17,0.25,0.08,0.25,c8a73b55
177,Ben Davies,eng ENG,DFMF,Notts County,29,1981,22,22,1960,21.8,5,0,5,5,0,0,1,0,0.23,0.00,0.23,0.23,0.23,b99746b2
178,Scott Davies,ie IRL,DFMF,Bristol Rovers,22,1988,7,4,397,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7862840b
179,David Davis,eng ENG,MF,Walsall,19,1991,7,7,615,6.8,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,d992542e
180,Kelvin Davis,eng ENG,GK,Southampton,33,1976,46,46,4140,46.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,33b6ee02
181,Craig Dawson,eng ENG,DF,Rochdale,20,1990,45,44,3976,44.2,10,0,10,10,0,0,4,0,0.23,0.00,0.23,0.23,0.23,3e9e06cb
182,Stephen Dawson,ie IRL,MF,Leyton Orient,24,1985,40,39,3285,36.5,2,4,6,2,0,0,5,0,0.05,0.11,0.16,0.05,0.16,fd55dd25
183,Njogu Demba-Nyrén,gm GAM,FW,Notts County,31,1979,12,5,520,5.8,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,c25cb168
184,Martin Devaney,eng ENG,MF,Walsall,30,1980,4,4,346,3.8,1,2,3,1,0,0,1,0,0.26,0.52,0.78,0.26,0.78,a5d56a0e
185,Toumani Diagouraga,fr FRA,MF,Brentford,23,1987,32,32,2689,29.9,1,1,2,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,2b434600
186,Gary Dicker,ie IRL,MF,Brighton,24,1986,46,38,3552,39.5,3,4,7,2,1,2,4,0,0.08,0.10,0.18,0.05,0.15,306a31a4
187,Liam Dickinson,eng ENG,FW,Walsall,24,1985,4,2,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,496a1d0f
188,Liam Dickinson,eng ENG,FW,Rochdale,24,1985,14,7,631,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,496a1d0f
189,Paul Dickov,sct SCO,FW,Oldham Athletic,37,1972,2,0,19,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1ea43e27
190,Ryan Dickson,eng ENG,DFMF,Southampton,23,1986,23,15,1495,16.6,1,3,4,1,0,0,0,0,0.06,0.18,0.24,0.06,0.24,1eb7cac1
191,Rodrigue Dikaba,cd COD,DFMF,Oldham Athletic,24,1985,1,1,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,91e9f95b
192,Scott Doe,eng ENG,DF,Dag & Red,21,1988,38,38,3360,37.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,60d0b4e2
193,Gary Doherty,ie IRL,DFFW,Charlton Athletic,30,1980,38,35,3164,35.2,0,2,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,db5c50dd
194,Ryan Donaldson,eng ENG,DFFW,Hartlepool,19,1991,12,11,790,8.8,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,afa2d317
195,Matt Done,wls WAL,DFFW,Rochdale,22,1988,33,16,1941,21.6,5,0,5,5,0,0,3,0,0.23,0.00,0.23,0.23,0.23,004bdc92
196,Thomas Dossevi,tg TOG,FWMF,Swindon Town,31,1979,27,16,1364,15.2,3,1,4,3,0,0,4,0,0.20,0.07,0.26,0.20,0.26,c76b6b18
197,Jonathan Douglas,ie IRL,MF,Swindon Town,28,1981,39,38,3371,37.5,1,1,2,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,7670e1c6
198,Mathias Doumbé,fr FRA,DF,MK Dons,30,1979,44,42,3775,41.9,5,2,7,5,0,0,5,0,0.12,0.05,0.17,0.12,0.17,dd5cd43e
199,Joe Dudgeon,nir NIR,DF,Carlisle United,19,1990,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,96ff7c5d
200,Darryl Duffy,sct SCO,FW,Bristol Rovers,26,1984,3,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f9d91dfd
201,Richard Duffy,wls WAL,DF,Exeter City,24,1985,42,41,3359,37.3,2,2,4,2,0,0,7,1,0.05,0.05,0.11,0.05,0.11,4faca002
202,Karl Duguid,eng ENG,DFMF,Plymouth Argyle,32,1978,26,19,1843,20.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b5fcd02b
203,Lewis Dunk,eng ENG,DF,Brighton,18,1991,5,2,275,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,282f75f3
204,James Dunne,eng ENG,DFMF,Exeter City,20,1989,42,36,3215,35.7,1,2,3,1,0,0,8,0,0.03,0.06,0.08,0.03,0.08,abd5315c
205,Jermaine Easter,wls WAL,FW,MK Dons,28,1982,14,11,978,10.9,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,354243aa
206,Nathan Eccleston,eng ENG,FW,Charlton Athletic,19,1990,21,8,851,9.5,3,0,3,3,0,0,1,0,0.32,0.00,0.32,0.32,0.32,5d83b302
207,Matty Edwards,sct SCO,GK,Rochdale,18,1991,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9e5efb21
208,Mike Edwards,eng ENG,DF,Notts County,30,1980,37,36,3233,35.9,1,0,1,1,0,0,6,2,0.03,0.00,0.03,0.03,0.03,020839bb
209,Rob Edwards,wls WAL,DF,Exeter City,37,1973,9,6,539,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,c1b6c33b
210,Max Ehmer,eng ENG,DFMF,Yeovil Town,18,1992,27,26,2381,26.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,ca4d02c3
211,Anthony Elding,eng ENG,FW,Rochdale,28,1982,17,9,810,9.0,3,3,6,3,0,0,0,0,0.33,0.33,0.67,0.33,0.67,02e4505f
212,Lateef Elford-Alliyu,eng ENG,FW,Tranmere Rovers,18,1992,16,13,1199,13.3,5,1,6,5,0,0,0,0,0.38,0.08,0.45,0.38,0.45,e3410da6
213,Medy Elito,eng ENG,MF,Dag & Red,20,1990,10,8,695,7.7,2,1,3,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,e7b905c1
214,Rob Elliot,ie IRL,GK,Charlton Athletic,24,1986,35,35,3105,34.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,b1b25949
215,Tommy Elphick,eng ENG,DF,Brighton,22,1987,27,22,2047,22.7,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,14caf5c9
216,Corry Evans,nir NIR,DFMF,Carlisle United,20,1990,1,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3e38b72f
217,Cedric Evina,cm CMR,DF,Oldham Athletic,18,1991,27,24,2033,22.6,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,8362e9f2
218,Rory Fallon,nz NZL,FW,Plymouth Argyle,28,1982,28,25,2193,24.4,4,4,8,4,0,0,2,0,0.16,0.16,0.33,0.16,0.33,4ab4976e
219,Liam Feeney,eng ENG,FWMF,Bournemouth,24,1986,46,44,3868,43.0,4,10,14,4,0,0,2,0,0.09,0.23,0.33,0.09,0.33,ff4d77df
220,Warren Feeney,nir NIR,FW,Oldham Athletic,29,1981,23,13,1191,13.2,0,2,2,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,fded2f45
221,Simon Ferry,sct SCO,MF,Swindon Town,22,1988,21,18,1527,17.0,0,1,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,2de27c00
222,Tom Flanagan,nir NIR,DF,MK Dons,18,1992,2,2,173,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3419ab84
223,Carl Fletcher,wls WAL,MF,Plymouth Argyle,30,1980,38,37,3347,37.2,2,1,3,2,0,0,9,0,0.05,0.03,0.08,0.05,0.08,0c427217
224,Steve Fletcher,eng ENG,FW,Bournemouth,38,1972,38,7,1218,13.5,6,4,10,6,0,0,2,0,0.44,0.30,0.74,0.44,0.74,a5efd8a7
225,Scott Flinders,eng ENG,GK,Hartlepool,24,1986,26,26,2340,26.0,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,db1aa85c
226,Aden Flint,eng ENG,DF,Swindon Town,21,1989,3,2,186,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,952672e1
227,Matthew Flynn,,DF,Rochdale,21,1989,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f461869a
228,Owain Fôn Williams,wls WAL,GK,Rochdale,23,1987,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bd0f03fe
229,José Fonte,pt POR,DF,Southampton,26,1983,43,43,3863,42.9,7,0,7,7,0,0,9,0,0.16,0.00,0.16,0.16,0.16,90f87966
230,Terrell Forbes,eng ENG,DF,Leyton Orient,28,1981,34,32,2946,32.7,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,1ca98ff3
231,Nicky Forster,eng ENG,FW,Brentford,36,1973,18,6,676,7.5,1,2,3,1,0,0,1,0,0.13,0.27,0.40,0.13,0.40,8947bae8
232,Jonathan Forte,bb BRB,FWMF,Southampton,24,1986,10,2,251,2.8,2,0,2,2,0,0,1,0,0.72,0.00,0.72,0.72,0.72,203d94d6
233,Jonathan Fortune,eng ENG,DF,Charlton Athletic,29,1980,16,12,1135,12.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,dfa0cd77
234,Andy Frampton,eng ENG,DF,Leyton Orient,30,1979,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,562670f9
235,Andy Frampton,eng ENG,DF,Swindon Town,30,1979,23,23,1979,22.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,562670f9
236,Simon Francis,eng ENG,DF,Charlton Athletic,25,1985,34,32,2870,31.9,0,2,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1e0b6a73
237,Ryan Fraughan,eng ENG,MF,Tranmere Rovers,19,1991,13,4,496,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7c3c9068
238,Lee Frecklington,eng ENG,MF,Peterborough,24,1985,9,3,309,3.4,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,fa75c4ca
239,Luke Freeman,eng ENG,FWMF,Yeovil Town,18,1992,13,5,442,4.9,2,0,2,2,0,0,2,0,0.41,0.00,0.41,0.41,0.41,636b64cd
240,Matt Fry,eng ENG,DF,Charlton Athletic,19,1990,25,20,1689,18.8,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11,3ae5e618
241,Dean Furman,za RSA,MF,Oldham Athletic,22,1988,42,42,3667,40.7,5,2,7,5,0,0,12,0,0.12,0.05,0.17,0.12,0.17,0adce8ab
242,Peter Gain,ie IRL,MF,Dag & Red,33,1976,37,35,3196,35.5,0,2,2,0,0,0,8,1,0.00,0.06,0.06,0.00,0.06,c4093a87
243,Joe Gamble,ie IRL,MF,Hartlepool,28,1982,30,25,2252,25.0,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,ee766ad3
244,Joe Garner,eng ENG,FWMF,Huddersfield,22,1988,16,10,807,9.0,0,3,3,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,adb9f204
245,Ryan Garry,eng ENG,DFMF,Bournemouth,26,1983,10,10,898,10.0,2,0,2,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,bacfeec7
246,Marco Gbarssin,cf CTA,MF,Walsall,25,1984,9,8,657,7.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,bd488dbb
247,Antonio German,gd GRN,FWMF,Yeovil Town,18,1991,4,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12183e9e
248,Billy Gibson,eng ENG,MF,Yeovil Town,19,1990,4,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fc9017f7
249,Matthew Gill,eng ENG,MF,Peterborough,29,1980,4,4,260,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,09416589
250,Matthew Gill,eng ENG,MF,Walsall,29,1980,8,8,607,6.7,2,1,3,2,0,0,0,0,0.30,0.15,0.44,0.30,0.44,09416589
251,Steven Gillespie,eng ENG,FW,Colchester,25,1985,18,11,1089,12.1,9,0,9,9,0,0,1,0,0.74,0.00,0.74,0.74,0.74,02eee26b
252,Stephen Gleeson,ie IRL,MF,MK Dons,21,1988,36,35,3136,34.8,2,0,2,2,0,0,9,0,0.06,0.00,0.06,0.06,0.06,a07359aa
253,Lewis Gobern,eng ENG,MF,Notts County,25,1985,5,0,72,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,16546462
254,Oscar Gobern,eng ENG,DFMF,Southampton,19,1991,11,1,306,3.4,1,1,2,1,0,0,0,1,0.29,0.29,0.59,0.29,0.59,a69d4228
255,Scott Golbourne,eng ENG,DFMF,Exeter City,22,1988,44,42,3818,42.4,2,5,7,2,0,0,1,1,0.05,0.12,0.17,0.05,0.17,aefb8831
256,Alan Goodall,eng ENG,DF,Rochdale,28,1981,5,3,327,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4729d8eb
257,Ian Goodison,jm JAM,DF,Tranmere Rovers,37,1972,40,40,3568,39.6,4,3,7,4,0,0,11,0,0.10,0.08,0.18,0.10,0.18,dcad858e
258,Terry Gornell,eng ENG,FW,Tranmere Rovers,20,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6653ce78
259,Alan Gow,sct SCO,FWMF,Notts County,27,1982,16,12,1029,11.4,1,2,3,0,1,2,0,0,0.09,0.17,0.26,0.00,0.17,68b4a94c
260,Lewis Grabban,eng ENG,FWMF,Brentford,22,1988,22,13,1190,13.2,5,1,6,4,1,1,1,0,0.38,0.08,0.45,0.30,0.38,1a857282
261,Jermaine Grandison,eng ENG,DF,Tranmere Rovers,19,1990,8,6,574,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,937c65b1
262,Bobby Grant,eng ENG,FWMF,Rochdale,20,1990,6,5,383,4.3,2,0,2,2,0,0,1,0,0.47,0.00,0.47,0.47,0.47,8f5d56ff
263,Julian Gray,eng ENG,FWMF,Walsall,30,1979,43,42,3647,40.5,10,5,15,10,0,0,4,0,0.25,0.12,0.37,0.25,0.37,8b545182
264,Reece Gray,eng ENG,FW,Rochdale,17,1992,2,0,37,0.4,1,0,1,1,0,0,1,0,2.43,0.00,2.43,2.43,2.43,66f0f053
265,Danny Green,eng ENG,MF,Dag & Red,22,1988,41,41,3585,39.8,11,3,14,6,5,6,10,2,0.28,0.08,0.35,0.15,0.23,98d09542
266,Mike Green,eng ENG,GK,Bristol Rovers,22,1988,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,511b86a0
267,Gordon Greer,sct SCO,DF,Brighton,29,1980,32,32,2824,31.4,0,1,1,0,0,0,4,2,0.00,0.03,0.03,0.00,0.03,59cb1a73
268,Sean Gregan,eng ENG,DF,Oldham Athletic,36,1974,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ea44eeb9
269,Mike Grella,us USA,FWMF,Carlisle United,23,1987,10,7,663,7.4,3,1,4,3,0,0,0,0,0.41,0.14,0.54,0.41,0.54,996c5a04
270,Mike Grella,us USA,FWMF,Swindon Town,23,1987,7,6,504,5.6,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,996c5a04
271,Will Grigg,nir NIR,FW,Walsall,19,1991,28,8,1082,12.0,4,0,4,4,0,0,0,0,0.33,0.00,0.33,0.33,0.33,35ac6cc1
272,Martin Gritton,sct SCO,FW,Yeovil Town,32,1978,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2948d1cf
273,Péter Gulácsi,hu HUN,GK,Tranmere Rovers,20,1990,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,bcb2ccd8
274,Lewis Guy,eng ENG,FW,MK Dons,24,1985,34,20,1785,19.8,2,3,5,2,0,0,1,0,0.10,0.15,0.25,0.10,0.25,9378edb8
275,Joey Guðjónsson,is ISL,MF,Huddersfield,30,1980,37,29,2714,30.2,2,2,4,2,0,0,5,0,0.07,0.07,0.13,0.07,0.13,b79e0fde
276,Gareth Gwillim,eng ENG,DF,Dag & Red,27,1983,2,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,47dbba9a
277,Simon Hackney,eng ENG,MF,Colchester,26,1984,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,180c47d0
278,Dietmar Hamann,de GER,MF,MK Dons,36,1973,12,12,743,8.3,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,01c05efb
279,Ben Hamer,eng ENG,GK,Brentford,22,1987,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d822a850
280,Ben Hamer,eng ENG,GK,Exeter City,22,1987,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d822a850
281,Dean Hammond,eng ENG,MF,Southampton,27,1983,41,40,3607,40.1,4,6,10,4,0,0,8,0,0.10,0.15,0.25,0.10,0.25,577c12e5
282,Dan Harding,eng ENG,DF,Southampton,26,1983,36,35,2952,32.8,0,2,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,f0ccb090
283,Jon Harley,eng ENG,DF,Notts County,30,1979,39,39,3419,38.0,0,1,1,0,0,0,10,1,0.00,0.03,0.03,0.00,0.03,1c85d7f3
284,Ryan Harley,eng ENG,MF,Exeter City,25,1985,42,40,3621,40.2,10,11,21,6,4,4,1,0,0.25,0.27,0.52,0.15,0.42,67c72a0f
285,Jed Harper-Penman,eng ENG,MF,Plymouth Argyle,16,1994,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,72bb852b
286,Callum Harriott,gy GUY,MF,Charlton Athletic,16,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5eed3c9c
287,Ellis Harrison,wls WAL,FWMF,Bristol Rovers,16,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c9408be8
288,Gary Hart,eng ENG,FW,Brighton,33,1976,3,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5b2f74e0
289,Ian Harte,ie IRL,DF,Carlisle United,32,1977,4,4,344,3.8,2,2,4,1,1,1,0,0,0.52,0.52,1.05,0.26,0.78,fd4fa092
290,Peter Hartley,eng ENG,DF,Hartlepool,22,1988,40,38,3424,38.0,2,1,3,2,0,0,8,0,0.05,0.03,0.08,0.05,0.08,9607d8ca
291,Steve Haslam,eng ENG,DF,Hartlepool,30,1979,29,22,2110,23.4,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,2debf5bf
292,Karl Hawley,eng ENG,FW,Notts County,28,1981,24,12,1205,13.4,0,2,2,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,de9f1be3
293,Reuben Hazell,eng ENG,DF,Oldham Athletic,31,1979,33,33,2970,33.0,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,37189b0c
294,Matt Heath,eng ENG,DF,Colchester,28,1981,27,26,2349,26.1,2,1,3,2,0,0,3,0,0.08,0.04,0.11,0.08,0.11,6b4899eb
295,Paul Heffernan,ie IRL,FW,Sheffield Weds,28,1981,17,3,526,5.8,3,0,3,3,0,0,0,0,0.51,0.00,0.51,0.51,0.51,f602097e
296,Ian Henderson,eng ENG,FWMF,Colchester,25,1985,36,24,2147,23.9,10,0,10,9,1,1,4,0,0.42,0.00,0.42,0.38,0.38,afb0fae3
297,Liam Henderson,eng ENG,FW,Colchester,20,1989,8,0,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6a615e11
298,Stephen Henderson,ie IRL,GK,Yeovil Town,22,1988,33,33,2925,32.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f234c188
299,David Hibbert,eng ENG,FW,Peterborough,24,1986,7,0,183,2.0,1,0,1,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,0206e15a
300,Richard Hinds,eng ENG,DF,Sheffield Weds,29,1980,4,4,344,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a56f9816
301,Darren Holden,eng ENG,DF,Hartlepool,16,1993,1,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ea4f1e83
302,Danny Hollands,eng ENG,DFMF,Bournemouth,24,1985,42,31,2928,32.5,7,0,7,7,0,0,8,1,0.22,0.00,0.22,0.22,0.22,118a8745
303,Lee Holmes,eng ENG,MF,Southampton,23,1987,7,0,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8129ba96
304,Marcus Holness,eng ENG,DF,Rochdale,21,1988,46,46,4111,45.7,1,0,1,1,0,0,2,0,0.02,0.00,0.02,0.02,0.02,90f554c6
305,Chris Holroyd,eng ENG,FW,Brighton,23,1986,3,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,667b7110
306,Evan Horwood,eng ENG,DF,Hartlepool,24,1986,45,44,3953,43.9,2,9,11,2,0,0,3,0,0.05,0.20,0.25,0.05,0.25,3e9ca1a1
307,Will Hoskins,eng ENG,FW,Bristol Rovers,24,1986,43,41,3526,39.2,17,6,23,16,1,1,2,0,0.43,0.15,0.59,0.41,0.56,25ba1c55
308,Rene Howe,eng ENG,FW,Bristol Rovers,23,1986,12,8,736,8.2,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,11955956
309,Luke Howell,eng ENG,DFMF,MK Dons,23,1987,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7467a32a
310,Kirk Hudson,eng ENG,FWMF,Brentford,23,1986,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c52fde31
311,Jeff Hughes,nir NIR,DFMF,Bristol Rovers,25,1985,42,40,3529,39.2,10,1,11,5,5,5,6,0,0.26,0.03,0.28,0.13,0.15,f38f0c25
312,Lee Hughes,eng ENG,FW,Notts County,34,1976,31,24,2286,25.4,13,0,13,12,1,2,10,0,0.51,0.00,0.51,0.47,0.47,fd08b4e6
313,Stephen Hughes,sct SCO,MF,MK Dons,27,1982,6,2,274,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,47bf1b63
314,Ritchie Humphreys,eng ENG,DFFW,Hartlepool,32,1977,25,14,1208,13.4,2,0,2,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,67423398
315,David Hunt,eng ENG,DFMF,Brentford,27,1982,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,68a34dc1
316,Jack Hunt,eng ENG,DFMF,Huddersfield,19,1990,19,14,1397,15.5,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,60af9352
317,Stephen Hunt,eng ENG,DF,Notts County,25,1984,4,3,244,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,db08ffe9
318,Paul Huntington,eng ENG,DF,Yeovil Town,22,1987,40,40,3435,38.2,5,1,6,5,0,0,5,2,0.13,0.03,0.16,0.13,0.16,930585c0
319,Kevan Hurst,eng ENG,MF,Carlisle United,24,1985,2,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,be142bc2
320,Jabo Ibehre,eng ENG,FW,MK Dons,27,1983,42,19,2154,23.9,3,3,6,3,0,0,3,0,0.13,0.13,0.25,0.13,0.25,a21b88de
321,Jerel Ifil,eng ENG,DF,Bristol Rovers,28,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cfe2c3c0
322,Philip Ifil,eng ENG,DF,Dag & Red,23,1986,14,13,1074,11.9,0,2,2,0,0,0,3,1,0.00,0.17,0.17,0.00,0.17,37b04be1
323,Femi Ilesanmi,eng ENG,DFMF,Dag & Red,19,1991,25,24,2116,23.5,0,1,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,b0bc6771
324,Tom Ince,eng ENG,FWMF,Notts County,18,1992,6,3,325,3.6,2,0,2,2,0,0,0,0,0.55,0.00,0.55,0.55,0.55,67d23ab0
325,Danny Ings,eng ENG,FW,Bournemouth,18,1992,26,21,1774,19.7,7,3,10,6,1,1,2,0,0.36,0.15,0.51,0.30,0.46,07802f7f
