,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Adam El-Abd,eg EGY,DF,Bury,29,1984,24,24,2119,23.5,1,0,1,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,Matches,4eb90566
2,Charlie Adams,eng ENG,MF,Stevenage,20,1994,9,5,525,5.8,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,a6d6e9d0
3,Nicky Adams,wls WAL,MF,Bury,27,1986,38,29,2396,26.6,1,6,7,1,0,0,2,0,0.04,0.23,0.26,0.04,0.26,Matches,a1a33d78
4,Patrick Agyemang,gh GHA,FW,Dag & Red,33,1980,4,2,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,80f1245c
5,Patrick Agyemang,gh GHA,FW,Portsmouth,33,1980,8,3,302,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,80f1245c
6,Will Aimson,eng ENG,DF,Tranmere Rovers,18,1995,2,2,110,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4f71beda
7,Adebayo Akinfenwa,eng ENG,FW,AFC Wimbledon,32,1982,45,43,3687,41.0,13,7,20,13,0,2,7,0,0.32,0.17,0.49,0.32,0.49,Matches,dcb17ca5
8,Lucas Akins,gd GRN,DFFW,Burton Albion,25,1989,35,32,2778,30.9,10,2,12,8,2,2,3,0,0.32,0.06,0.39,0.26,0.32,Matches,a8e93bd1
9,James Akintunde,eng ENG,FWMF,Cambridge,18,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2e13c8c4
