,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Tristan Abrahams,eng ENG,MFFW,Yeovil Town,19,1998,14,10,914,10.2,3,1,4,2,1,1,3,0,0.30,0.10,0.39,0.20,0.30,Matches,cfd667ae
2,Tristan Abrahams,eng ENG,FW,Exeter City,19,1998,16,4,440,4.9,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,cfd667ae
3,Joe Adams,wls WAL,MF,Bury,17,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9c8b3f1
4,Nicky Adams,wls WAL,MF,Bury,31,1986,46,44,3812,42.4,3,14,17,3,0,0,2,0,0.07,0.33,0.40,0.07,0.40,Matches,a1a33d78
5,Alex Addai,eng ENG,FWMF,Cheltenham,24,1993,21,10,980,10.9,0,6,6,0,0,0,1,0,0.00,0.55,0.55,0.00,0.55,Matches,2ae8286c
6,Elijah Adebayo,eng ENG,FW,Stevenage,20,1998,2,0,23,0.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,0480ebc7
7,Elijah Adebayo,eng ENG,FW,Swindon Town,20,1998,25,20,1827,20.3,5,1,6,5,0,0,6,0,0.25,0.05,0.30,0.25,0.30,Matches,0480ebc7
8,Sam Adewusi,eng ENG,MF,Carlisle United,18,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9cdc9840
9,Dapo Afolayan,eng ENG,FWMF,Oldham Athletic,20,1997,10,4,394,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5054c359
10,Kieran Agard,eng ENG,FW,MK Dons,28,1989,43,40,3370,37.4,20,2,22,16,4,7,5,0,0.53,0.05,0.59,0.43,0.48,Matches,a6c9bf1c
11,Will Aimson,eng ENG,DF,Bury,22,1995,37,36,3140,34.9,4,2,6,4,0,0,3,1,0.11,0.06,0.17,0.11,0.17,Matches,4f71beda
12,Callum Ainley,eng ENG,MFFW,Crewe Alexandra,20,1997,43,35,2918,32.4,6,2,8,6,0,0,3,0,0.19,0.06,0.25,0.19,0.25,Matches,836e8740
13,Nicky Ajose,eng ENG,FW,Mansfield Town,26,1991,10,8,682,7.6,2,1,3,2,0,1,0,0,0.26,0.13,0.40,0.26,0.40,Matches,9ba0ea6e
14,Franklyn Akammadu,ng NGA,FW,Tranmere Rovers,19,1998,1,0,7,0.1,0,1,1,0,0,0,0,0,0.00,12.86,12.86,0.00,12.86,Matches,f3faadd9
15,John Akinde,eng ENG,FW,Lincoln City,29,1989,45,41,3559,39.5,15,7,22,6,9,10,10,0,0.38,0.18,0.56,0.15,0.33,Matches,93a09a47
16,Craig Alcock,eng ENG,DF,Yeovil Town,30,1987,4,4,333,3.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,86f6cfd2
17,Craig Alcock,eng ENG,DFMF,Cheltenham,30,1987,8,6,592,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,86f6cfd2
18,Lewis Alessandra,eng ENG,MFFW,Notts County,29,1989,26,17,1494,16.6,2,3,5,2,0,0,1,0,0.12,0.18,0.30,0.12,0.30,Matches,c9b22fff
19,Tarryn Allarakhia,tz TAN,DFFW,Crawley Town,20,1997,5,0,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,81db2ca6
20,Steven Alzate,co COL,MF,Swindon Town,19,1998,22,15,1452,16.1,2,2,4,2,0,0,2,0,0.12,0.12,0.25,0.12,0.25,Matches,ad1f61f3
21,Pádraig Amond,ie IRL,FW,Newport County,30,1988,45,43,3839,42.7,14,7,21,13,1,1,3,0,0.33,0.16,0.49,0.30,0.47,Matches,75499f71
22,David Amoo,eng ENG,MF,Cambridge,27,1991,43,25,2418,26.9,5,2,7,5,0,0,2,0,0.19,0.07,0.26,0.19,0.26,Matches,3c1c24d0
23,Harry Anderson,eng ENG,MFFW,Lincoln City,21,1997,43,39,3348,37.2,5,3,8,5,0,0,3,1,0.13,0.08,0.22,0.13,0.22,Matches,c6f940ed
24,Keshi Anderson,eng ENG,FWMF,Swindon Town,23,1995,43,36,3252,36.1,4,2,6,4,0,1,5,0,0.11,0.06,0.17,0.11,0.17,Matches,864a3eba
25,Bruno Andrade,pt POR,MFFW,Lincoln City,24,1993,42,39,3244,36.0,10,4,14,10,0,0,2,1,0.28,0.11,0.39,0.28,0.39,Matches,6e87c80f
26,Chuks Aneke,eng ENG,FW,MK Dons,25,1993,38,26,2547,28.3,17,1,18,15,2,3,9,0,0.60,0.04,0.64,0.53,0.57,Matches,c3afe72e
27,Lee Angol,eng ENG,FWMF,Lincoln City,23,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,139aeffa
28,Theo Archibald,sct SCO,MFFW,Forest Green,20,1998,14,4,587,6.5,1,2,3,1,0,0,3,0,0.15,0.31,0.46,0.15,0.46,Matches,8bb20652
29,Devon Arnold,eng ENG,FW,Yeovil Town,16,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a5fa7f5
30,Yoann Arquin,mq MTQ,MFFW,Yeovil Town,30,1988,32,22,1982,22.0,4,3,7,4,0,0,1,0,0.18,0.14,0.32,0.18,0.32,Matches,b37dfa0b
31,Koby Arthur,gh GHA,MFFW,Macclesfield,22,1996,20,17,1337,14.9,3,1,4,3,0,0,1,0,0.20,0.07,0.27,0.20,0.27,Matches,20f583a7
32,Dylan Asonganyi,eng ENG,FW,MK Dons,17,2000,3,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3cbe49dc
33,Nigel Atangana,fr FRA,MF,Cheltenham,28,1989,26,25,2159,24.0,2,0,2,2,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,ab07c4b6
34,Will Atkinson,eng ENG,MF,Mansfield Town,29,1988,18,4,525,5.8,1,0,1,1,0,0,3,1,0.17,0.00,0.17,0.17,0.17,Matches,a16b77f1
35,Ade Azeez,eng ENG,FW,Cambridge,24,1994,26,12,1176,13.1,2,1,3,2,0,0,2,0,0.15,0.08,0.23,0.15,0.23,Matches,c7b4fa70
36,Ade Azeez,eng ENG,FW,Newport County,24,1994,12,3,425,4.7,1,1,2,1,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches,c7b4fa70
37,James Bailey,eng ENG,DFMF,Yeovil Town,29,1988,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c16d7863
38,Zoumana Bakayogo,ci CIV,DF,Tranmere Rovers,31,1986,21,20,1743,19.4,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,1d2647b1
39,Tyreeq Bakinson,eng ENG,MF,Newport County,19,1998,30,26,2294,25.5,1,4,5,1,0,0,1,0,0.04,0.16,0.20,0.04,0.20,Matches,f918369c
40,Aden Baldwin,eng ENG,DF,Cheltenham,21,1997,4,3,264,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8637abd1
41,Jimmy Ball,eng ENG,MFFW,Stevenage,22,1995,18,12,818,9.1,3,1,4,3,0,0,3,0,0.33,0.11,0.44,0.33,0.44,Matches,ba63ed1e
