,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,McKeal Abdullah,pk PAK,FW,Mansfield Town,18,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e6392f49
2,Derrick Abu,eng ENG,DFMF,Harrogate Town,19,2003,14,12,1084,12.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a6f0688b
3,Emile Acquah,eng ENG,FW,Barrow,23,2000,44,25,2397,26.6,8,3,11,8,0,0,2,0,0.30,0.11,0.41,0.30,0.41,Matches,9fa500fb
4,Joe Adams,eng ENG,MF,Morecambe,19,2004,21,17,1464,16.3,2,0,2,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,baa5c107
5,Corey Addai,jm JAM,GK,Crawley Town,25,1997,39,39,3510,39.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a95f407f
6,Tobi Adebayo-Rowling,eng ENG,MF,Notts County,26,1996,19,3,527,5.9,0,1,1,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17,Matches,a60a16ce
7,Rio Adebisi,eng ENG,MFDF,Crewe Alexandra,22,2000,46,46,4082,45.4,4,7,11,4,0,0,5,0,0.09,0.15,0.24,0.09,0.24,Matches,94fe66e5
8,Korede Adedoyin,ng NGA,FWMF,Accrington,22,2000,16,8,793,8.8,2,1,3,2,0,0,4,0,0.23,0.11,0.34,0.23,0.34,Matches,9af1b8c2
9,Emmanuel Adegboyega,ie IRL,DF,Walsall,19,2003,13,11,1056,11.7,3,1,4,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,Matches,45dde494
10,Leslie Adekoya,ie IRL,FW,Accrington,19,2004,7,0,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,09c60c46
11,Hakeeb Adelakun,eng ENG,MFFW,Doncaster,27,1996,19,18,1506,16.7,9,7,16,9,0,0,3,0,0.54,0.42,0.96,0.54,0.96,Matches,042d182c
12,Ade Adeyemo,eng ENG,MFFW,Crawley Town,25,1998,22,5,684,7.6,1,2,3,1,0,0,3,0,0.13,0.26,0.39,0.13,0.39,Matches,ceb7a48e
13,Sashiel Adom-Malaki,,MFDF,Sutton United,,,18,18,1452,16.1,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,a1901d19
14,Chisom Afoka,eng ENG,FW,Bradford City,19,2003,2,1,98,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,515507a7
15,Calum Agius,wls WAL,MF,Crewe Alexandra,17,2005,3,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d359075
16,Ricky Aguiar,eng ENG,MF,Swindon Town,22,2001,9,5,460,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,81ef747a
