,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,-9999
152,Sam Deering,eng ENG,MF,Barnet,19,1991,16,14,1198,13.3,2,4,6,2,0,0,2,0,0.15,0.30,0.45,0.15,0.45,3fedc6b4
153,Sam Deering,eng ENG,MF,Oxford United,19,1991,6,0,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3fedc6b4
154,Ishmel Demontagnac,eng ENG,MF,Stockport,22,1988,7,7,621,6.9,2,0,2,2,0,0,3,0,0.29,0.00,0.29,0.29,0.29,81c7d697
155,Benjamin van den Broek,nz NZL,MF,Shrewsbury,22,1987,11,0,204,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cc51ea00
156,Darren Dennehy,ie IRL,DF,Barnet,21,1988,5,4,316,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0d09ac27
157,Joe Devera,eng ENG,DF,Barnet,23,1987,43,43,3865,42.9,1,1,2,1,0,0,6,0,0.02,0.02,0.05,0.02,0.05,30d05221
158,Tony Diagne,fr FRA,DF,Macclesfield,19,1990,20,19,1791,19.9,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,327a004a
159,Craig Disley,eng ENG,MF,Shrewsbury,28,1981,24,22,1914,21.3,2,3,5,2,0,0,1,0,0.09,0.14,0.24,0.09,0.24,90db9266
160,Terry Dixon,ie IRL,FW,Stevenage,20,1990,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9133c7e6
161,Kieran Djilali,eng ENG,MF,Chesterfield,19,1991,10,7,592,6.6,1,1,2,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,0ef80d3a
162,Scott Dobie,sct SCO,FW,Bradford City,31,1978,13,8,651,7.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,64640563
163,Ryan Doble,wls WAL,FWMF,Oxford United,19,1991,3,1,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,183656ca
164,Ryan Doble,wls WAL,FWMF,Stockport,19,1991,3,3,245,2.7,1,0,1,1,0,0,0,1,0.37,0.00,0.37,0.37,0.37,183656ca
165,Craig Dobson,jm JAM,MF,Barnet,26,1984,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d63b9d13
166,Louis Dodds,eng ENG,FWMF,Port Vale,23,1986,33,14,1547,17.2,7,2,9,7,0,0,2,0,0.41,0.12,0.52,0.41,0.52,62fe7159
167,Tommy Doherty,nir NIR,MF,Bradford City,31,1979,18,17,1401,15.6,0,1,1,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,9dfe211d
168,Clayton Donaldson,jm JAM,FW,Crewe Alexandra,26,1984,43,42,3654,40.6,28,5,33,23,5,8,0,1,0.69,0.12,0.81,0.57,0.69,d2e8446e
169,George Donnelly,eng ENG,FW,Stockport,22,1988,23,23,2051,22.8,8,1,9,8,0,0,3,0,0.35,0.04,0.39,0.35,0.39,85fa3416
170,Scott Donnelly,eng ENG,MF,Wycombe,22,1987,18,11,1082,12.0,3,2,5,3,0,0,1,0,0.25,0.17,0.42,0.25,0.42,07f076f4
171,Ross Draper,eng ENG,MF,Macclesfield,21,1988,40,34,2954,32.8,5,1,6,5,0,0,8,0,0.15,0.03,0.18,0.15,0.18,d6bab027
172,Stewart Drummond,eng ENG,MF,Morecambe,34,1975,41,39,3527,39.2,6,2,8,6,0,0,4,1,0.15,0.05,0.20,0.15,0.20,5b6be0ed
173,Shane Duff,nir NIR,DF,Bradford City,28,1982,14,14,1188,13.2,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,06a5b184
174,Mark Duffy,eng ENG,MF,Morecambe,24,1985,22,16,1517,16.9,0,6,6,0,0,1,1,0,0.00,0.36,0.36,0.00,0.36,d86ccbc9
175,Adam Dugdale,eng ENG,DF,Crewe Alexandra,22,1987,20,15,1389,15.4,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,27e5adf5
176,Ian Dunbavin,eng ENG,GK,Accrington,30,1980,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,540c8508
177,John Dunleavy,ie IRL,MF,Barnet,19,1991,3,1,144,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,66e1027e
178,Chris Dunn,eng ENG,GK,Northampton,22,1987,39,39,3427,38.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,04213939
179,Jack Dyer,eng ENG,MF,Burton Albion,18,1991,5,4,307,3.4,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,08e369bf
180,Ashley Eastham,eng ENG,DF,Cheltenham,19,1991,9,8,766,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b045cd5c
181,Craig Easton,sct SCO,MF,Southend United,31,1979,32,32,2819,31.3,4,0,4,4,0,0,4,0,0.13,0.00,0.13,0.13,0.13,35900157
182,Richard Eckersley,eng ENG,DF,Bradford City,21,1989,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b98ff3a7
183,Richard Eckersley,eng ENG,DF,Bury,21,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b98ff3a7
184,Phil Edwards,eng ENG,DFMF,Accrington,24,1985,44,44,3954,43.9,13,0,13,2,11,12,9,0,0.30,0.00,0.30,0.05,0.05,eb434ce3
185,Anthony Elding,eng ENG,FW,Stockport,28,1982,21,18,1642,18.2,3,3,6,3,0,1,1,0,0.16,0.16,0.33,0.16,0.33,02e4505f
186,Medy Elito,eng ENG,MF,Cheltenham,20,1990,2,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e7b905c1
187,Steve Elliott,eng ENG,DF,Cheltenham,31,1978,41,39,3401,37.8,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,2fc040aa
188,Tom Elliott,eng ENG,FW,Rotherham,19,1990,6,4,309,3.4,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,d73aa456
189,Mark Ellis,eng ENG,DFMF,Torquay United,21,1988,27,24,2148,23.9,2,0,2,2,0,0,3,1,0.08,0.00,0.08,0.08,0.08,8bbcf14c
190,James Ellison,eng ENG,FW,Burton Albion,18,1991,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,65dce50f
191,Kevin Ellison,eng ENG,MF,Bradford City,31,1979,7,6,544,6.0,1,0,1,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,5baecff6
192,Kevin Ellison,eng ENG,MF,Rotherham,31,1979,23,20,1668,18.5,3,0,3,3,0,0,2,0,0.16,0.00,0.16,0.16,0.16,5baecff6
193,Gareth Evans,eng ENG,FWMF,Bradford City,22,1988,36,28,2657,29.5,3,5,8,2,1,2,5,0,0.10,0.17,0.27,0.07,0.24,eccc9817
194,Rhys Evans,eng ENG,GK,Southend United,28,1982,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,049c2cbb
195,Delroy Facey,gd GRN,FW,Lincoln City,30,1980,32,26,2363,26.3,3,2,5,3,0,0,0,0,0.11,0.08,0.19,0.11,0.19,3966915f
196,Waide Fairhurst,eng ENG,FW,Hereford United,21,1989,15,9,836,9.3,3,1,4,3,0,0,3,0,0.32,0.11,0.43,0.32,0.43,0d5e3f59
197,Waide Fairhurst,eng ENG,FW,Southend United,21,1989,3,2,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0d5e3f59
198,Nicky Featherstone,eng ENG,DFFW,Hereford United,21,1988,27,20,1816,20.2,1,1,2,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,6db8d67b
199,Jerome Federico,eng ENG,MF,Wycombe,18,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f266e28c
200,Nick Fenton,eng ENG,DF,Rotherham,30,1979,32,31,2719,30.2,3,0,3,3,0,0,5,0,0.10,0.00,0.10,0.10,0.10,b8108aea
201,Kane Ferdinand,ie IRL,DFMF,Southend United,17,1992,22,19,1646,18.3,2,0,2,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,705da758
202,Tom Fisher,eng ENG,FWMF,Stockport,18,1992,26,6,832,9.2,1,2,3,1,0,0,0,0,0.11,0.22,0.32,0.11,0.32,29336c5a
203,Stuart Fleetwood,wls WAL,FW,Hereford United,24,1986,43,36,3170,35.2,14,2,16,14,0,0,7,0,0.40,0.06,0.45,0.40,0.45,2e551572
204,Andrew Fleming,eng ENG,MF,Morecambe,22,1987,30,23,1971,21.9,2,0,2,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,b597f4f5
205,Wes Fletcher,eng ENG,FW,Stockport,19,1991,9,8,732,8.1,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,ea98bdfe
206,Alex Flett,eng ENG,MF,Bradford City,17,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f82941df
207,Michael Flynn,wls WAL,MF,Bradford City,29,1980,19,16,1374,15.3,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,cde68d72
208,Owain Fôn Williams,wls WAL,GK,Bury,23,1987,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bd0f03fe
209,Owain Fôn Williams,wls WAL,GK,Stockport,23,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,bd0f03fe
210,Simon Ford,jm JAM,DF,Chesterfield,28,1981,31,31,2681,29.8,1,0,1,1,0,0,0,0,0.03,0.00,0.03,0.03,0.03,77ade927
211,Clayton Fortune,eng ENG,DFMF,Aldershot Town,27,1982,7,3,259,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,77d55e19
212,Danny Foster,eng ENG,DF,Wycombe,25,1984,38,37,3341,37.1,1,2,3,1,0,0,4,0,0.03,0.05,0.08,0.03,0.08,91ded65e
213,Luke Foster,eng ENG,DF,Stevenage,24,1985,23,16,1549,17.2,2,0,2,2,0,0,5,2,0.12,0.00,0.12,0.12,0.12,77e6a4c1
214,George Francomb,eng ENG,DFMF,Barnet,18,1991,13,13,1107,12.3,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,20b32465
215,Leigh Franks,eng ENG,DF,Oxford United,19,1991,5,4,384,4.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,f059caeb
216,Tommy Fraser,eng ENG,MF,Barnet,22,1987,15,10,777,8.6,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,18f09529
217,Tommy Fraser,eng ENG,MF,Port Vale,22,1987,11,7,562,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,18f09529
218,Barry Fuller,eng ENG,DF,Gillingham,25,1984,42,40,3631,40.3,0,3,3,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,423fcbd7
219,Ali Fuseini,gh GHA,MF,Lincoln City,21,1988,18,15,1388,15.4,0,2,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,48e7398b
220,Ben Futcher,eng ENG,DF,Bury,29,1981,11,6,636,7.1,1,1,2,1,0,0,3,0,0.14,0.14,0.28,0.14,0.28,aa03517f
221,Ben Futcher,eng ENG,DF,Oxford United,29,1981,6,6,495,5.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,aa03517f
222,Kevin Gallen,eng ENG,FW,Barnet,34,1975,7,6,472,5.2,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,aa4d048f
223,Andy Gallinagh,eng ENG,DF,Cheltenham,25,1985,24,20,1880,20.9,2,0,2,2,0,0,0,1,0.10,0.00,0.10,0.10,0.10,411a94f3
224,Exodus Geohaghon,eng ENG,DFMF,Shrewsbury,25,1985,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5d9b17f8
225,Exodus Geohaghon,eng ENG,DFMF,Rotherham,25,1985,14,14,1260,14.0,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,5d9b17f8
226,Exodus Geohaghon,eng ENG,DFMF,Port Vale,25,1985,12,11,960,10.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,5d9b17f8
227,Antonio German,gd GRN,FWMF,Southend United,18,1991,4,3,260,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12183e9e
228,Peter Gilbert,wls WAL,DF,Southend United,27,1983,26,26,2245,24.9,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,c0d4dc9a
229,Oliver Gill,eng ENG,DF,Bradford City,19,1990,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,e51640a6
230,Ryan Gilligan,eng ENG,MF,Torquay United,23,1987,5,0,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,46ad9f7a
231,Ryan Gilligan,eng ENG,MF,Northampton,23,1987,22,20,1692,18.8,1,3,4,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21,46ad9f7a
232,Keith Gilroy,ie IRL,MF,Burton Albion,27,1983,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3cd069d1
233,Matt Glennon,eng ENG,GK,Stockport,31,1978,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1067a248
234,Connor Goldson,eng ENG,DF,Shrewsbury,17,1992,3,1,113,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,56f6f826
235,Alan Goodall,eng ENG,DF,Stockport,28,1981,13,13,1131,12.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,4729d8eb
236,Terry Gornell,eng ENG,FW,Accrington,20,1989,40,40,3579,39.8,13,6,19,13,0,0,6,0,0.33,0.15,0.48,0.33,0.48,6653ce78
237,Jeff Goulding,eng ENG,FW,Cheltenham,26,1984,39,34,2891,32.1,10,5,15,10,0,0,4,0,0.31,0.16,0.47,0.31,0.47,9ae4cf9d
238,Josh Gowling,eng ENG,DF,Gillingham,26,1983,22,21,1815,20.2,2,1,3,2,0,0,1,0,0.10,0.05,0.15,0.10,0.15,4f8b99a4
239,Josh Gowling,eng ENG,DF,Lincoln City,26,1983,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4f8b99a4
240,Simon Grand,eng ENG,DF,Aldershot Town,26,1984,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,d179e8f1
241,Jermaine Grandison,eng ENG,DF,Shrewsbury,19,1990,13,13,1015,11.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,937c65b1
242,Anthony Grant,jm JAM,DFMF,Southend United,23,1987,43,41,3678,40.9,8,2,10,8,0,0,7,0,0.20,0.05,0.24,0.20,0.24,79b041fa
243,Joel Grant,jm JAM,FWMF,Crewe Alexandra,22,1987,25,16,1329,14.8,5,3,8,4,1,1,0,0,0.34,0.20,0.54,0.27,0.47,dc90d045
244,Dan Gray,eng ENG,DFMF,Chesterfield,20,1989,2,1,118,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ad7f74cb
245,Dan Gray,eng ENG,DFMF,Macclesfield,20,1989,21,18,1611,17.9,1,4,5,1,0,0,1,0,0.06,0.22,0.28,0.06,0.28,ad7f74cb
246,Jamie Green,,DFMF,Rotherham,20,1989,7,5,520,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e6a32f10
247,Matt Green,eng ENG,FW,Oxford United,23,1987,17,9,662,7.4,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,bcfec3dd
248,Matt Green,eng ENG,FW,Cheltenham,23,1987,19,10,1087,12.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bcfec3dd
249,Paul Green,eng ENG,DFMF,Lincoln City,23,1987,17,14,1232,13.7,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,5dc90ebe
250,Ryan Green,wls WAL,DF,Hereford United,29,1980,41,40,3571,39.7,1,1,2,1,0,0,1,1,0.03,0.03,0.05,0.03,0.05,7a5d9ac7
251,Matthew Grieve,eng ENG,DF,Stockport,19,1990,3,3,266,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,46b1818d
252,Adam Griffin,eng ENG,DFMF,Stockport,25,1984,45,42,3711,41.2,1,2,3,1,0,0,3,1,0.02,0.05,0.07,0.02,0.07,41c2028d
253,Charlie Griffin,eng ENG,FW,Stevenage,31,1979,15,13,1026,11.4,3,1,4,3,0,0,1,0,0.26,0.09,0.35,0.26,0.35,483d5e3a
254,Anthony Griffith,ms MSR,MF,Port Vale,23,1986,40,36,3226,35.8,1,2,3,1,0,0,8,1,0.03,0.06,0.08,0.03,0.08,28115e03
255,Scott Griffiths,eng ENG,DF,Chesterfield,24,1985,29,28,2510,27.9,0,4,4,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,e7ec129d
256,Ashley Grimes,eng ENG,MF,Lincoln City,23,1986,27,24,2112,23.5,15,1,16,13,2,3,9,0,0.64,0.04,0.68,0.55,0.60,f58317ab
257,Martin Gritton,sct SCO,FW,Torquay United,32,1978,12,3,382,4.2,0,1,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,2948d1cf
258,Kevin Grocott,eng ENG,DF,Burton Albion,18,1992,2,0,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4536c2a7
259,Steve Guinan,eng ENG,FW,Northampton,34,1975,11,5,493,5.5,1,0,1,0,1,1,0,0,0.18,0.00,0.18,0.00,0.00,e42ddbe5
260,Gavin Gunning,ie IRL,DFMF,Bury,19,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,815ee2b3
261,Luke Guttridge,eng ENG,MF,Aldershot Town,28,1982,41,36,3262,36.2,8,2,10,8,0,0,4,0,0.22,0.06,0.28,0.22,0.28,6761f5c4
262,Sam Gwynne,eng ENG,MF,Hereford United,22,1987,6,3,321,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,16cf76d5
263,Simon Hackney,eng ENG,MF,Oxford United,26,1984,13,2,365,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,180c47d0
264,Will Haining,sct SCO,DF,Morecambe,27,1982,12,12,950,10.6,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,35d0dc83
265,Lewis Haldane,wls WAL,FWMF,Port Vale,25,1985,23,14,1147,12.7,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,55eb4e70
266,Asa Hall,eng ENG,DFMF,Oxford United,23,1986,41,34,2905,32.3,4,1,5,4,0,0,5,0,0.12,0.03,0.15,0.12,0.15,f6312f3d
267,Marcus Hall,eng ENG,DF,Northampton,34,1976,24,21,1930,21.4,0,2,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,10a2c499
268,Ryan Hall,eng ENG,FWMF,Southend United,22,1988,41,36,3247,36.1,9,16,25,9,0,0,4,0,0.25,0.44,0.69,0.25,0.69,46ee2a4a
269,Andy Halls,eng ENG,DF,Stockport,18,1992,19,17,1508,16.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1ad6c55a
270,John Halls,eng ENG,DFMF,Aldershot Town,28,1982,23,16,1526,17.0,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,8146582b
271,Saul Halpin,,MF,Torquay United,18,1991,4,0,43,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d2f12127
272,Matt Hamshaw,eng ENG,MF,Macclesfield,28,1982,28,18,1669,18.5,2,7,9,2,0,0,0,0,0.11,0.38,0.49,0.11,0.49,41f6986c
273,James Hanson,eng ENG,FW,Bradford City,22,1987,36,31,2623,29.1,6,2,8,6,0,0,2,1,0.21,0.07,0.27,0.21,0.27,d8e0f3bc
274,Mitchell Hanson,eng ENG,DF,Oxford United,21,1988,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c404217c
275,Ben Harding,eng ENG,MF,Aldershot Town,25,1984,35,29,2566,28.5,2,1,3,2,0,0,1,0,0.07,0.04,0.11,0.07,0.11,c1aef4e5
276,Shaun Harrad,eng ENG,FW,Northampton,25,1984,18,18,1566,17.4,6,0,6,3,3,3,1,1,0.34,0.00,0.34,0.17,0.17,7df0cd65
277,Shaun Harrad,eng ENG,FW,Burton Albion,25,1984,20,16,1467,16.3,10,1,11,8,2,2,3,0,0.61,0.06,0.67,0.49,0.55,7df0cd65
278,Sebastian Harris,us USA,DFFW,Northampton,22,1987,4,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a623de27
279,Byron Harrison,eng ENG,FW,Stevenage,23,1987,20,11,1109,12.3,6,1,7,6,0,0,0,0,0.49,0.08,0.57,0.49,0.57,d185baeb
280,Danny Harrison,eng ENG,MF,Rotherham,27,1982,30,23,2159,24.0,4,1,5,4,0,0,2,0,0.17,0.04,0.21,0.17,0.21,e39d617f
281,Matt Harrold,eng ENG,FW,Shrewsbury,26,1984,41,28,2728,30.3,8,10,18,8,0,0,5,1,0.26,0.33,0.59,0.26,0.59,6874478d
282,Max Harrop,eng ENG,MF,Bury,17,1993,3,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8904246d
283,Andy Haworth,eng ENG,MF,Bury,21,1988,40,20,1930,21.4,3,4,7,3,0,0,3,0,0.14,0.19,0.33,0.14,0.33,8e055808
284,Kyle Haynes,eng ENG,DF,Cheltenham,18,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,59433882
285,Joe Heath,eng ENG,DF,Hereford United,21,1988,26,26,2340,26.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1d8eca6b
286,Ashley Hemmings,eng ENG,DFFW,Torquay United,19,1991,8,4,404,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b107f48e
287,Liam Henderson,eng ENG,FW,Rotherham,20,1989,11,5,543,6.0,0,3,3,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50,6a615e11
288,Liam Henderson,eng ENG,FW,Aldershot Town,20,1989,1,1,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6a615e11
289,Lee Hendrie,eng ENG,MF,Bradford City,33,1977,12,8,776,8.6,2,0,2,1,1,1,2,0,0.23,0.00,0.23,0.12,0.12,8716663c
290,Stuart Hendrie,eng ENG,FW,Morecambe,20,1989,7,1,114,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8f560dfe
291,Ronnie Henry,eng ENG,DF,Stevenage,26,1984,42,42,3780,42.0,0,3,3,0,0,0,9,0,0.00,0.07,0.07,0.00,0.07,a49c8ac4
292,Courtney Herbert,eng ENG,FW,Northampton,21,1988,15,1,352,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,be0d215a
293,Ben Herd,eng ENG,DF,Aldershot Town,25,1985,43,43,3870,43.0,1,0,1,1,0,0,6,0,0.02,0.00,0.02,0.02,0.02,6920c77e
294,Johnny Herd,,DF,Southend United,20,1989,9,6,497,5.5,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,745b0e5f
295,Simon Heslop,eng ENG,MF,Oxford United,23,1987,38,30,2693,29.9,3,3,6,3,0,0,6,0,0.10,0.10,0.20,0.10,0.20,360899d6
296,Sean Hessey,eng ENG,DF,Accrington,31,1978,41,40,3527,39.2,1,0,1,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,92921891
297,Dean Holden,eng ENG,DF,Shrewsbury,30,1979,13,11,1143,12.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,f71c82f4
298,Dean Holden,eng ENG,DF,Chesterfield,30,1979,17,17,1530,17.0,2,0,2,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,f71c82f4
299,Dean Holden,eng ENG,DF,Rotherham,30,1979,6,4,403,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f71c82f4
300,Andy Holdsworth,eng ENG,DFMF,Morecambe,26,1984,15,12,1117,12.4,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,f39971c0
301,Ricky Holmes,eng ENG,MF,Barnet,23,1987,25,14,1300,14.4,2,2,4,2,0,0,3,0,0.14,0.14,0.28,0.14,0.28,27650ab0
302,Chris Holroyd,eng ENG,FW,Stevenage,23,1986,12,12,1080,12.0,6,0,6,6,0,1,1,0,0.50,0.00,0.50,0.50,0.50,667b7110
303,Chris Holroyd,eng ENG,FW,Bury,23,1986,4,3,263,2.9,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,667b7110
304,Andy Holt,eng ENG,DF,Northampton,32,1978,39,32,2935,32.6,6,2,8,6,0,0,3,0,0.18,0.06,0.25,0.18,0.25,fcf6b086
305,Danny Hone,eng ENG,DF,Lincoln City,20,1989,26,25,2266,25.2,0,1,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,e89fc592
306,Luke Howell,eng ENG,DFMF,Lincoln City,23,1987,25,23,1932,21.5,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,7467a32a
307,Gavin Hoyte,tt TRI,DF,Lincoln City,20,1990,12,11,912,10.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,e5fa95f7
308,Bryan Hughes,eng ENG,MF,Burton Albion,34,1976,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2afff071
309,Caspar Hughes,eng ENG,MF,Crewe Alexandra,17,1993,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,392d41b7
310,Mark Hughes,nir NIR,MF,Barnet,26,1983,33,31,2527,28.1,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,f4f0f6a4
311,Cian Hughton,ie IRL,DF,Lincoln City,21,1989,22,17,1664,18.5,2,0,2,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,c67e9dbf
312,Jack Hunt,eng ENG,DFMF,Chesterfield,19,1990,20,18,1641,18.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,60af9352
313,Lewis Hunt,eng ENG,DFMF,Bradford City,27,1982,24,24,2066,23.0,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,aba30d24
314,Stephen Hunt,eng ENG,DF,Lincoln City,25,1984,14,14,1206,13.4,2,0,2,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,db08ffe9
315,Garry Hunter,eng ENG,MF,Morecambe,25,1985,33,27,2469,27.4,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0f168706
