,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,George Abbott,eng ENG,MF,Notts County,18,2005,40,37,3404,37.8,5,6,11,5,0,0,8,0,0.13,0.16,0.29,0.13,0.29,Matches,56628958
2,Ken Aboh,eng ENG,FWMF,Colchester,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,282cee33
3,Emile Acquah,eng ENG,FWMF,Barrow,24,2000,39,19,1784,19.8,6,0,6,6,0,0,3,0,0.30,0.00,0.30,0.30,0.30,Matches,9fa500fb
4,Finlay Adair,eng ENG,FW,Fleetwood Town,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e7f4fca
5,Joe Adams,eng ENG,MF,Bradford City,20,2004,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,baa5c107
6,Tayo Adaramola,ie IRL,MF,Bradford City,20,2003,16,15,1255,13.9,0,3,3,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22,Matches,c150b220
7,Val Adedokun,ie IRL,DF,Cheltenham,21,2003,15,11,1032,11.5,0,2,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,1b5344ef
8,Hakeeb Adelakun,eng ENG,FWMF,Salford City FC,28,1996,30,23,2182,24.2,13,3,16,8,5,5,1,1,0.54,0.12,0.66,0.33,0.45,Matches,042d182c
9,Albert Adomah,gh GHA,FW,Walsall,36,1987,42,10,1330,14.8,5,4,9,5,0,0,5,0,0.34,0.27,0.61,0.34,0.61,Matches,c7174e81
10,Daniel Adu-Adjei,eng ENG,FWMF,Carlisle United,19,2005,14,11,1028,11.4,2,1,3,2,0,0,2,0,0.18,0.09,0.26,0.18,0.26,Matches,2093823e
11,Asher Agbinone,eng ENG,MFFW,Gillingham,18,2005,6,5,329,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a10efb3
12,Calum Agius,wls WAL,FW,Crewe Alexandra,18,2005,14,1,307,3.4,1,1,2,1,0,0,2,0,0.29,0.29,0.59,0.29,0.59,Matches,1d359075
13,Callum Ainley,eng ENG,MF,Grimsby Town,26,1997,26,4,713,7.9,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,836e8740
14,David Ajiboye,eng ENG,FWMF,Newport County,25,1998,21,16,1246,13.8,2,1,3,2,0,0,1,0,0.14,0.07,0.22,0.14,0.22,Matches,5b1e9f24
15,Tim Akinola,eng ENG,MF,Chesterfield,23,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e8cd04a6
16,Kyle Alex John,eng ENG,MFDF,Port Vale,23,2001,28,24,2038,22.6,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,c9093a1a
17,Sonny Aljofree,eng ENG,DF,Accrington,19,2004,25,24,2128,23.6,3,0,3,3,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,bd44b52f
18,Taylor Allen,eng ENG,DF,Walsall,24,2000,45,44,3952,43.9,10,7,17,8,2,2,5,1,0.23,0.16,0.39,0.18,0.34,Matches,e9c56e6e
19,George Alston,,FW,Swindon Town,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b81e2999
20,Levi Amantchi,eng ENG,FW,Bromley,23,2000,14,2,361,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71629af8
21,Levi Amantchi,eng ENG,FW,Walsall,23,2000,18,4,601,6.7,3,0,3,3,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,71629af8
22,Botan Ameen,iq IRQ,MF,Swindon Town,17,2007,14,3,485,5.4,1,2,3,1,0,0,0,0,0.19,0.37,0.56,0.19,0.56,Matches,ed2a6e16
23,Ben Amos,eng ENG,GK,Port Vale,34,1990,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f6799cd2
24,Harry Anderson,eng ENG,MF,Colchester,27,1997,31,20,1724,19.2,3,1,4,3,0,0,0,0,0.16,0.05,0.21,0.16,0.21,Matches,c6f940ed
25,Tom Anderson,eng ENG,DF,Doncaster,30,1993,29,24,2171,24.1,1,1,2,1,0,0,3,1,0.04,0.04,0.08,0.04,0.08,Matches,76e8c264
26,Josh Andrews,eng ENG,FW,Gillingham,22,2001,12,2,278,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ae6ff51a
27,Lee Angol,eng ENG,FW,Morecambe,29,1994,26,21,1591,17.7,7,0,7,6,1,1,5,1,0.40,0.00,0.40,0.34,0.34,Matches,139aeffa
28,Cameron Antwi,eng ENG,MF,Newport County,22,2001,40,31,2715,30.2,1,2,3,1,0,0,8,0,0.03,0.07,0.10,0.03,0.10,Matches,75c50805
29,Harvey Araujo,,DF,Chesterfield,,,20,15,1189,13.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,eeda6489
30,Ethon Archer,eng ENG,MF,Cheltenham,21,2002,46,42,3776,42.0,7,6,13,7,0,0,2,0,0.17,0.14,0.31,0.17,0.31,Matches,f0f595eb
31,Luke Armstrong,eng ENG,FW,Carlisle United,28,1996,20,13,1236,13.7,3,1,4,3,0,0,0,0,0.22,0.07,0.29,0.22,0.29,Matches,d6556450
32,Jude Arthurs,eng ENG,MF,Bromley,22,2001,41,37,3146,35.0,4,1,5,4,0,0,6,0,0.11,0.03,0.14,0.11,0.14,Matches,22ae4aeb
33,Zico Asare,eng ENG,DFMF,Harrogate Town,23,2001,26,16,1456,16.2,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,042e5c2f
34,Luca Ashby-Hammond,eng ENG,GK,Gillingham,23,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f836a177
35,Ossama Ashley,eng ENG,MF,Salford City FC,23,2000,33,31,2515,27.9,1,5,6,1,0,0,13,0,0.04,0.18,0.21,0.04,0.21,Matches,6da942ce
36,Nathan Asiimwe,ug UGA,MF,Walsall,19,2004,10,7,613,6.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,90817cad
37,Josh Austerfield,eng ENG,MFDF,Salford City FC,22,2001,21,12,1212,13.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,01f86799
38,Sam Austin,eng ENG,MF,Notts County,27,1996,23,18,1642,18.2,1,1,2,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,Matches,cc8b833a
39,Sebastian Auton,,GK,Grimsby Town,,,1,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,550a01e1
40,Zach Awe,eng ENG,DF,Accrington,20,2004,21,21,1890,21.0,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,7a0ae4f0
41,Tommy Backwell,eng ENG,MFFW,Cheltenham,21,2003,13,10,726,8.1,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,fbb6b453
42,Owen Bailey,eng ENG,MFDF,Doncaster,25,1999,46,46,4123,45.8,5,5,10,5,0,0,9,0,0.11,0.11,0.22,0.11,0.22,Matches,dee69b15
43,Ibrahim Bakare,eng ENG,DF,Cheltenham,22,2002,30,18,1660,18.4,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,01033876
