,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Dave Abimbola,,FW,Accrington,,,11,3,363,4.0,1,0,1,1,0,0,0,1,0.25,0.00,0.25,0.25,0.25,Matches,aa79bfc8
2,Emile Acquah,eng ENG,FW,Harrogate Town,25,2000,20,13,1213,13.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9fa500fb
3,Hakeeb Adelakun,eng ENG,FWMF,Cheltenham,29,1996,11,6,653,7.3,3,2,5,3,0,0,2,0,0.41,0.28,0.69,0.41,0.69,Matches,042d182c
4,Dennis Adeniran,eng ENG,MF,Barnet,26,1999,10,1,224,2.5,1,0,1,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches,506eff98
5,Ade Adeyemo,eng ENG,MFDF,Crawley Town,27,1998,31,24,1898,21.1,1,1,2,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,Matches,ceb7a48e
6,Toby Adeyemo,eng ENG,FW,Crawley Town,20,2005,12,8,651,7.2,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,80d9aac2
7,Albert Adomah,gh GHA,FW,Walsall,37,1987,42,11,1340,14.9,6,3,9,6,0,0,1,0,0.40,0.20,0.60,0.40,0.60,Matches,c7174e81
8,Michael Adu-Poku,eng ENG,FW,Barrow,19,2005,4,0,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e47141d7
9,Calum Agius,wls WAL,MF,Crewe Alexandra,19,2005,40,33,2935,32.6,6,2,8,6,0,0,1,0,0.18,0.06,0.25,0.18,0.25,Matches,1d359075
10,Hugo Aiston,,,Shrewsbury,,,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4c228db9
11,Oyindamola Ajayi,eng ENG,MFFW,Bromley,19,2005,11,4,370,4.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d3a6f5a3
12,Romeo Akachukwu,ie IRL,MF,Colchester,19,2006,15,3,454,5.0,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches,e964b8f3
13,Adrian Akande,ng NGA,MF,Colchester,21,2003,7,1,179,2.0,0,1,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches,981c64ea
14,Yusuf Akhamrich,eng ENG,MFFW,Bristol Rovers,19,2005,19,9,965,10.7,6,1,7,6,0,0,1,0,0.56,0.09,0.65,0.56,0.65,Matches,e19dc888
15,Travis Akomeah,eng ENG,DF,Gillingham,19,2006,13,8,775,8.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,27737745
16,Sonny Aljofree,eng ENG,DF,Notts County,20,2004,9,8,686,7.6,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,bd44b52f
17,Justin Amaluzor,eng ENG,MF,Grimsby Town,28,1996,35,12,1268,14.1,3,3,6,3,0,0,4,0,0.21,0.21,0.43,0.21,0.43,Matches,b3f78f19
18,Botan Ameen,iq IRQ,FW,Swindon Town,18,2007,2,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ed2a6e16
19,Freddie Anderson,eng ENG,DF,Barrow,18,2006,4,4,312,3.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,27e95c19
20,Harry Anderson,eng ENG,MF,Colchester,28,1997,33,31,2575,28.6,11,4,15,11,0,0,2,0,0.38,0.14,0.52,0.38,0.52,Matches,c6f940ed
21,Isaac Anderson,,,Oldham Athletic,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2b57ed2
22,Joe Anderson,eng ENG,DFMF,Barrow,24,2001,14,10,937,10.4,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,19a890ba
23,Max Anderson,sct SCO,MFFW,Crawley Town,24,2001,20,10,926,10.3,2,1,3,2,0,0,4,0,0.19,0.10,0.29,0.19,0.29,Matches,e8d431fb
24,Taine Anderson,eng ENG,DF,Cheltenham,19,2005,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2917046f
25,Tom Anderson,eng ENG,DF,Shrewsbury,31,1993,28,25,2196,24.4,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches,76e8c264
26,Josh Andrews,eng ENG,FW,Gillingham,23,2001,36,23,2008,22.3,4,1,5,4,0,0,12,0,0.18,0.04,0.22,0.18,0.22,Matches,ae6ff51a
27,Chuks Aneke,eng ENG,FWMF,Shrewsbury,32,1993,13,0,194,2.2,1,0,1,1,0,0,4,0,0.46,0.00,0.46,0.46,0.46,Matches,c3afe72e
28,Lee Angol,eng ENG,FW,Cheltenham,30,1994,9,6,501,5.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,139aeffa
29,Cameron Antwi,eng ENG,MF,Gillingham,23,2001,5,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,75c50805
30,Cameron Antwi,eng ENG,MF,Newport County,23,2001,24,18,1552,17.2,3,0,3,3,0,1,1,0,0.17,0.00,0.17,0.17,0.17,Matches,75c50805
31,Louis Appere,sct SCO,FW,Cambridge,26,1999,40,34,2589,28.8,7,2,9,7,0,0,1,0,0.24,0.07,0.31,0.24,0.31,Matches,fb4de109
32,Harvey Araujo,,DF,Colchester,,,28,27,2476,27.5,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,eeda6489
33,Ethon Archer,eng ENG,MFFW,Cheltenham,22,2002,24,22,1887,21.0,2,3,5,2,0,0,2,0,0.10,0.14,0.24,0.10,0.24,Matches,f0f595eb
34,Jude Arthurs,eng ENG,MF,Bromley,23,2001,43,25,2375,26.4,1,0,1,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches,22ae4aeb
35,Zico Asare,eng ENG,DFMF,Harrogate Town,24,2001,14,10,965,10.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,042e5c2f
36,Harry Ashfield,eng ENG,MF,Cheltenham,19,2006,17,9,745,8.3,2,1,3,2,0,0,2,0,0.24,0.12,0.36,0.24,0.36,Matches,bb1076f8
