,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Peter Abimbola,,MF,Northampton,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5e5b5aff
2,Timmy Abraham,eng ENG,FW,Walsall,21,2000,8,1,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,94ad5868
3,Tristan Abrahams,eng ENG,FW,Gillingham,23,1998,12,2,147,1.6,0,1,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,Matches,cfd667ae
4,Corey Addai,jm JAM,GK,Crawley Town,24,1997,32,31,2835,31.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,a95f407f
5,Rio Adebisi,eng ENG,DFMF,Crewe Alexandra,21,2000,32,27,2372,26.4,3,0,3,3,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,94fe66e5
6,Manny Adebowale,eng ENG,DF,Crawley Town,24,1997,3,2,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6b540029
7,Hakeeb Adelakun,eng ENG,MFFW,Gillingham,26,1996,21,15,1262,14.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,042d182c
8,Tomi Adeloye,eng ENG,FW,Swindon Town,26,1996,13,1,191,2.1,1,0,1,1,0,0,0,0,0.47,0.00,0.47,0.47,0.47,Matches,eb8afd9e
9,Dylan Adjei-Hersey,eng ENG,MF,AFC Wimbledon,19,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0b1becea
10,Kieran Agard,eng ENG,FW,Doncaster,32,1989,27,6,766,8.5,3,2,5,3,0,0,0,0,0.35,0.23,0.59,0.35,0.59,Matches,a6c9bf1c
11,Ricky Aguiar,eng ENG,MF,Swindon Town,21,2001,8,1,159,1.8,0,1,1,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,Matches,81ef747a
12,Dan Agyei,gh GHA,FWMF,Crewe Alexandra,25,1997,46,46,4069,45.2,16,5,21,10,6,6,7,0,0.35,0.11,0.46,0.22,0.33,Matches,5c374509
13,Callum Ainley,eng ENG,MF,Crewe Alexandra,24,1997,33,24,1902,21.1,2,6,8,2,0,0,0,0,0.09,0.28,0.38,0.09,0.38,Matches,836e8740
14,David Ajiboye,eng ENG,MF,Sutton United,23,1998,21,19,1657,18.4,4,4,8,4,0,0,0,0,0.22,0.22,0.43,0.22,0.43,Matches,5b1e9f24
