,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
34,George Baldock,gr GRE,DFMF,Northampton,18,1993,5,4,363,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,394854c4
35,Pat Baldwin,eng ENG,DF,Southend United,28,1982,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,09823596
36,Pim Balkestein,nl NED,DF,AFC Wimbledon,24,1987,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cc6b8e3f
37,Jason Banton,eng ENG,MF,Burton Albion,18,1992,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fa6ba5e8
38,Chris Barker,eng ENG,DF,Southend United,31,1980,43,42,3750,41.7,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,c67c2a68
39,Tom Barkhuizen,eng ENG,FWMF,Hereford United,18,1993,38,32,2897,32.2,11,3,14,11,0,1,1,0,0.34,0.09,0.43,0.34,0.43,9cf7496b
40,Charlie Barnett,eng ENG,MF,Accrington,22,1988,42,27,2486,27.6,1,4,5,1,0,0,2,1,0.04,0.14,0.18,0.04,0.18,9eb6ca3e
41,Tyrone Barnett,eng ENG,FW,Crawley Town,25,1985,26,25,2088,23.2,13,6,19,13,0,0,1,0,0.56,0.26,0.82,0.56,0.82,ba241676
42,Adam Bartlett,eng ENG,GK,Hereford United,25,1986,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,673406a9
43,Cédric Baseya,cd COD,FW,Barnet,23,1987,2,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,401edc9f
44,Jonathan Bateson,eng ENG,DF,Macclesfield,21,1989,21,17,1593,17.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,e789297b
45,Damian Batt,eng ENG,DF,Oxford United,26,1984,40,34,3152,35.0,1,2,3,1,0,0,8,1,0.03,0.06,0.09,0.03,0.09,3448a1a5
46,Shaun Batt,eng ENG,FWMF,Crawley Town,24,1987,5,2,181,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,74c0ce72
47,Mathieu Baudry,fr FRA,DF,Dag & Red,23,1988,11,11,974,10.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f3c2e308
48,James Baxendale,eng ENG,MF,Hereford United,18,1992,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5db90096
49,Cameron Belford,eng ENG,GK,Southend United,22,1988,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,25e47120
50,Lee Bell,eng ENG,DFMF,Crewe Alexandra,28,1983,30,22,1939,21.5,0,1,1,0,0,1,5,0,0.00,0.05,0.05,0.00,0.05,e9acd900
51,Tom Bender,wls WAL,DF,Accrington,18,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ab4fbcf0
52,Alan Bennett,ie IRL,DF,Cheltenham,29,1981,44,44,3960,44.0,2,1,3,2,0,0,5,0,0.05,0.02,0.07,0.05,0.07,46a58262
53,Paul Benson,eng ENG,FW,Swindon Town,31,1979,22,20,1855,20.6,11,2,13,11,0,0,5,0,0.53,0.10,0.63,0.53,0.63,9585d6ce
54,Daniel Bentley,eng ENG,GK,Southend United,18,1993,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,68db6358
55,Elliot Benyon,eng ENG,FW,Southend United,23,1987,16,8,800,8.9,2,2,4,2,0,0,1,1,0.23,0.23,0.45,0.23,0.45,d5e92a6b
56,Saido Berahino,bi BDI,FWMF,Northampton,17,1993,14,14,1250,13.9,6,1,7,6,0,0,1,0,0.43,0.07,0.50,0.43,0.50,25b166d0
57,Doug Bergqvist,se SWE,DF,Aldershot Town,18,1993,2,0,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,73221bb0
58,Durrell Berry,eng ENG,DF,Plymouth Argyle,19,1992,35,33,3025,33.6,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,468a942c
59,Scott Bevan,eng ENG,GK,Bristol Rovers,31,1979,37,37,3285,36.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,71779ca3
60,Onismor Bhasera,zw ZIM,DFFW,Plymouth Argyle,24,1986,27,24,2135,23.7,1,3,4,1,0,0,6,1,0.04,0.13,0.17,0.04,0.17,516eab81
61,Paul Bignot,eng ENG,DF,Plymouth Argyle,25,1986,14,14,1215,13.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,ec830b3a
62,Billy Bingham,eng ENG,DFMF,Dag & Red,21,1990,27,17,1570,17.4,2,2,4,2,0,0,0,0,0.11,0.11,0.23,0.11,0.23,fd084a71
63,Maxime Blanchard,fr FRA,DFMF,Plymouth Argyle,24,1986,28,28,2520,28.0,2,0,2,2,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0eaeb240
64,Danny Blanchett,eng ENG,DF,Burton Albion,24,1987,14,9,881,9.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1140d640
65,Daniel Boateng,eng ENG,DF,Swindon Town,18,1992,2,2,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6665b50e
66,Scott Boden,eng ENG,FWMF,Macclesfield,21,1989,7,6,483,5.4,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,36971f53
67,Billy Bodin,wls WAL,FWMF,Torquay United,19,1992,17,15,1266,14.1,5,1,6,5,0,0,1,0,0.36,0.07,0.43,0.36,0.43,49eb2779
68,Billy Bodin,wls WAL,FWMF,Swindon Town,19,1992,11,9,680,7.6,3,1,4,3,0,0,0,0,0.40,0.13,0.53,0.40,0.53,49eb2779
69,Billy Bodin,wls WAL,FWMF,Crewe Alexandra,19,1992,8,8,638,7.1,0,2,2,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,49eb2779
70,Adam Bolder,eng ENG,MF,Burton Albion,30,1980,44,41,3623,40.3,3,4,7,3,0,0,10,0,0.07,0.10,0.17,0.07,0.17,0acd3255
71,Cian Bolger,ie IRL,DF,Bristol Rovers,19,1992,39,38,3458,38.4,2,1,3,2,0,0,11,1,0.05,0.03,0.08,0.05,0.08,53d53255
72,Jonathan Bond,eng ENG,GK,Dag & Red,18,1993,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c3a86eea
73,Gary Borrowdale,eng ENG,DF,Barnet,26,1985,11,11,976,10.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,e6076933
74,John Bostock,tt TRI,MF,Swindon Town,19,1992,3,3,252,2.8,0,1,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,46291841
75,Mark Bradley,wls WAL,DFMF,Rotherham,23,1988,21,18,1686,18.7,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,301ceabb
76,Sonny Bradley,eng ENG,DF,Aldershot Town,19,1991,14,13,1173,13.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,94ffccb3
77,Tom Bradshaw,wls WAL,FW,Shrewsbury,19,1992,8,5,385,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,a9d071f8
78,Guy Branston,eng ENG,DF,Bradford City,32,1979,16,15,1399,15.5,1,1,2,1,0,0,0,0,0.06,0.06,0.13,0.06,0.13,7e17f7fe
79,Guy Branston,eng ENG,DF,Rotherham,32,1979,2,2,147,1.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,7e17f7fe
80,Dean Brill,eng ENG,GK,Barnet,25,1985,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,028b9b6f
81,Shaun Brisley,eng ENG,DF,Macclesfield,21,1990,29,29,2530,28.1,3,1,4,3,0,0,1,0,0.11,0.04,0.14,0.11,0.14,cf4522d0
82,Aaron Brown,eng ENG,DFMF,Aldershot Town,28,1983,11,6,629,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1b7d3ae2
83,Jordan Brown,eng ENG,DF,Aldershot Town,19,1991,3,2,185,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,34d2a135
84,Jordan Brown,eng ENG,DF,Crewe Alexandra,19,1991,7,2,285,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,34d2a135
85,Lee Brown,eng ENG,DF,Bristol Rovers,20,1990,43,35,3180,35.3,7,2,9,6,1,1,2,0,0.20,0.06,0.25,0.17,0.23,315f6ae9
86,Nat Brown,eng ENG,DF,Macclesfield,30,1981,37,37,3327,37.0,0,2,2,0,0,0,3,1,0.00,0.05,0.05,0.00,0.05,078a5f15
87,Scott Brown,eng ENG,GK,Cheltenham,26,1985,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5f95f4d6
88,Seb Brown,eng ENG,GK,AFC Wimbledon,21,1989,44,44,3960,44.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0f9e585d
89,Troy Brown,wls WAL,DF,Aldershot Town,20,1990,17,14,1346,15.0,2,0,2,2,0,0,1,1,0.13,0.00,0.13,0.13,0.13,1b63a767
90,Troy Brown,wls WAL,DF,Rotherham,20,1990,6,4,339,3.8,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,1b63a767
91,Wayne Brown,eng ENG,GK,Oxford United,34,1977,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c7ed2617
92,Wayne Brown,eng ENG,MF,Bristol Rovers,22,1988,11,4,509,5.7,0,2,2,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,f32c65c3
93,Michael Bryan,nir NIR,MF,Bradford City,21,1990,8,5,375,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b00864fc
94,Bradley Bubb,gd GRN,FW,Aldershot Town,23,1988,9,1,187,2.1,0,1,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,ad929c55
95,Lee Bullock,eng ENG,MF,Bradford City,30,1981,19,14,1313,14.6,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,1b44751d
96,Dannie Bulman,eng ENG,MF,Crawley Town,32,1979,41,41,3650,40.6,3,2,5,3,0,0,1,0,0.07,0.05,0.12,0.07,0.12,fd567e78
97,Ben Burgess,ie IRL,FW,Cheltenham,29,1981,7,6,472,5.2,2,1,3,2,0,0,0,0,0.38,0.19,0.57,0.38,0.57,c454e8b8
98,Jordan Burrow,eng ENG,FW,Morecambe,18,1992,19,14,1186,13.2,4,2,6,4,0,0,1,0,0.30,0.15,0.46,0.30,0.46,013463b0
99,Alan Burton,eng ENG,MF,Accrington,20,1991,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3ecc42f3
100,Chris Bush,eng ENG,DFFW,AFC Wimbledon,19,1992,22,16,1492,16.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,6d14377a
101,Jack Butland,eng ENG,GK,Cheltenham,18,1993,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cc70a1d5
102,Mark Byrne,ie IRL,MF,Barnet,22,1988,43,38,3311,36.8,5,6,11,5,0,0,4,0,0.14,0.16,0.30,0.14,0.30,f2c487f1
103,Paul Caddis,sct SCO,DFMF,Swindon Town,23,1988,39,39,3434,38.2,4,3,7,2,2,2,5,0,0.10,0.08,0.18,0.05,0.13,dc478234
104,Kieron Cadogan,eng ENG,FWMF,Rotherham,20,1990,13,7,601,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,afbfe2e7
105,Stuart Campbell,sct SCO,MF,Bristol Rovers,33,1977,11,10,904,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,59996464
106,Tony Capaldi,nir NIR,DFMF,Oxford United,29,1981,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fca32f3b
107,Mustapha Carayol,gm GAM,FWMF,Bristol Rovers,22,1988,30,24,2019,22.4,4,5,9,4,0,0,6,0,0.18,0.22,0.40,0.18,0.40,597d0f13
108,Clarke Carlisle,eng ENG,DF,Northampton,31,1979,18,18,1620,18.0,1,1,2,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,4128d875
109,Danny Carlton,eng ENG,FW,Morecambe,27,1983,44,34,3115,34.6,9,6,15,9,0,0,5,0,0.26,0.17,0.43,0.26,0.43,20353c9b
110,Marcus Carver,eng ENG,FW,Accrington,17,1993,2,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,330f3e43
111,Nick Chadwick,eng ENG,FW,Plymouth Argyle,28,1982,22,19,1482,16.5,5,1,6,4,1,1,4,0,0.30,0.06,0.36,0.24,0.30,b6602cb4
112,Lewis Chalmers,eng ENG,MF,Macclesfield,25,1986,23,17,1540,17.1,3,0,3,0,3,3,2,0,0.18,0.00,0.18,0.00,0.00,a47842ec
113,James Chambers,eng ENG,DF,Hereford United,30,1980,7,7,616,6.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4f2a1eb0
114,Adam Chapman,nir NIR,MF,Oxford United,21,1989,14,10,928,10.3,1,0,1,1,0,1,0,0,0.10,0.00,0.10,0.10,0.10,cdce8c2f
115,Anthony Charles,eng ENG,DF,Northampton,30,1981,9,5,458,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d0d0cd10
116,Kieran Charnock,eng ENG,DF,Morecambe,26,1984,4,0,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,944a5601
117,Ollie Chenoweth,,GK,Plymouth Argyle,19,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2d4f740c
118,Liam Chilvers,eng ENG,DF,Port Vale,29,1981,12,12,1006,11.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,cadf3b28
119,Alessandro Cibocchi,it ITA,DF,Swindon Town,28,1982,18,11,1049,11.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,556634da
120,Billy Clarke,ie IRL,FWMF,Crawley Town,23,1987,17,16,1353,15.0,3,3,6,3,0,1,0,0,0.20,0.20,0.40,0.20,0.40,8286db68
121,Leon Clarke,eng ENG,FW,Crawley Town,26,1985,4,4,336,3.7,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,91c975a0
122,Leon Clarke,eng ENG,FW,Swindon Town,26,1985,2,2,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,91c975a0
123,Ryan Clarke,eng ENG,GK,Oxford United,29,1982,42,42,3780,42.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,854761a8
124,Max Clayton,eng ENG,FW,Crewe Alexandra,16,1994,24,1,463,5.1,3,1,4,3,0,0,0,0,0.58,0.19,0.78,0.58,0.78,f30a0031
125,Simon Clist,eng ENG,MF,Hereford United,30,1981,28,27,2305,25.6,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,05cb5128
126,Sean Clohessy,eng ENG,DF,Southend United,24,1986,45,45,4012,44.6,0,4,4,0,0,0,2,1,0.00,0.09,0.09,0.00,0.09,f546e3e8
127,Sam Clucas,eng ENG,MF,Hereford United,20,1990,17,3,576,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,987718f5
128,Seanan Clucas,nir NIR,MF,Burton Albion,18,1992,2,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,27e64020
129,Danny Coid,eng ENG,DF,Accrington,29,1981,21,16,1350,15.0,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,d48abb1e
130,Joe Colbeck,eng ENG,MF,Hereford United,24,1986,28,19,1811,20.1,1,3,4,1,0,0,6,0,0.05,0.15,0.20,0.05,0.20,d96c3efb
131,Jake Cole,eng ENG,GK,Plymouth Argyle,25,1985,37,37,3302,36.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7c5b4491
132,Charlie Collins,eng ENG,FW,Aldershot Town,19,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8853d3bd
133,James Collins,ie IRL,FW,Shrewsbury,20,1990,42,32,2777,30.9,14,5,19,12,2,2,6,0,0.45,0.16,0.62,0.39,0.55,95471a13
134,Jamie Collins,eng ENG,DFMF,Aldershot Town,26,1984,25,21,1911,21.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,d4d081d1
135,Lee Collins,eng ENG,DFMF,Port Vale,22,1988,16,15,1313,14.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7b8f9dcd
136,Alberto Comazzi,it ITA,DF,Swindon Town,32,1979,4,4,259,2.9,0,1,1,0,0,0,3,1,0.00,0.35,0.35,0.00,0.35,0e99149a
137,Jack Compton,wls WAL,MF,Bradford City,22,1988,14,9,815,9.1,0,4,4,0,0,0,1,0,0.00,0.44,0.44,0.00,0.44,fb112bb3
138,Alan Connell,eng ENG,FW,Swindon Town,28,1983,32,13,1245,13.8,11,1,12,11,0,0,1,0,0.80,0.07,0.87,0.80,0.87,5ed7060f
139,Mark Connolly,ie IRL,DF,Macclesfield,19,1991,7,7,622,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d89eb771
140,Reece Connolly,eng ENG,FW,Aldershot Town,19,1992,7,1,186,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,23c63075
141,James Constable,eng ENG,FW,Oxford United,26,1984,40,32,2959,32.9,11,1,12,11,0,0,5,1,0.33,0.03,0.36,0.33,0.36,e60043fb
142,Andrew Corbett,eng ENG,DF,Burton Albion,29,1982,33,31,2838,31.5,0,2,2,0,0,0,6,1,0.00,0.06,0.06,0.00,0.06,5428b5f0
143,Ashley Corker,eng ENG,DF,Northampton,20,1990,16,9,834,9.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,797a8951
144,David Cornell,wls WAL,GK,Hereford United,20,1991,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0c9aad01
145,Graham Coughlan,ie IRL,DF,Southend United,36,1974,4,2,162,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,327daa3b
146,Niall Cowperthwaite,eng ENG,DFMF,Morecambe,19,1992,3,1,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7bea3c91
147,Lee Cox,eng ENG,MF,Swindon Town,21,1990,6,2,302,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,18b0b898
148,Tom Craddock,eng ENG,FW,Oxford United,24,1986,9,6,452,5.0,1,1,2,1,0,1,1,0,0.20,0.20,0.40,0.20,0.40,3bfd4247
149,Ian Craney,eng ENG,MF,Accrington,29,1982,22,7,866,9.6,1,1,2,1,0,0,1,0,0.10,0.10,0.21,0.10,0.21,e8818709
150,Harry Crawford,ie IRL,FW,Southend United,19,1991,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2a1683b9
151,Ryan Cresswell,eng ENG,DF,Rotherham,23,1987,16,13,1154,12.8,4,1,5,4,0,0,5,1,0.31,0.08,0.39,0.31,0.39,39d496a8
152,Lance Cronin,eng ENG,GK,Bristol Rovers,25,1985,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,dca46a5d
153,Jason Crowe,eng ENG,DF,Northampton,32,1978,11,11,947,10.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f965d32c
154,Warren Cummings,sct SCO,DF,Crawley Town,30,1980,9,6,577,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5625dcda
155,Adam Cunnington,eng ENG,FW,Dag & Red,23,1987,9,2,296,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,eea4ec90
156,Craig Curran,eng ENG,FW,Morecambe,21,1989,7,6,565,6.3,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,96d750e8
157,Chris Dagnall,eng ENG,FW,Bradford City,25,1986,7,5,489,5.4,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,5cf6999a
158,Christian Dailly,sct SCO,DF,Southend United,37,1973,3,3,239,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0210c453
159,Luke Daley,eng ENG,MF,Plymouth Argyle,21,1989,18,14,1189,13.2,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,5f3c3191
160,Benoît Dalibard,fr FRA,DF,Hereford United,20,1991,10,9,600,6.7,0,2,2,0,0,0,2,1,0.00,0.30,0.30,0.00,0.30,e4e2512a
161,Colin Daniel,eng ENG,DFMF,Macclesfield,23,1988,36,30,2784,30.9,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,c2684852
