,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
135,Barry Corr,ie IRL,FW,Cambridge,32,1985,10,2,354,3.9,4,2,6,4,0,0,1,0,1.02,0.51,1.53,1.02,1.53,Matches,0550d14e
136,Sam Cosgrove,eng ENG,FW,Carlisle United,20,1996,8,3,318,3.5,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,ea55ae1a
137,Shaq Coulthirst,eng ENG,FWMF,Barnet,22,1994,40,34,2944,32.7,10,4,14,10,0,0,3,0,0.31,0.12,0.43,0.31,0.43,Matches,eae0b432
138,Paris Cowan-Hall,eng ENG,FW,Wycombe,26,1990,34,22,1874,20.8,8,2,10,8,0,0,5,0,0.38,0.10,0.48,0.38,0.48,Matches,458b6e1b
139,Dean Cox,eng ENG,MF,Crawley Town,29,1987,4,3,293,3.3,0,1,1,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,Matches,f419ee74
140,Jordan Cranston,wls WAL,DF,Cheltenham,23,1993,22,17,1486,16.5,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,44ebf2e2
141,Luke Croll,eng ENG,DF,Exeter City,22,1995,10,7,586,6.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,babe289a
142,Scott Cuthbert,sct SCO,DF,Luton Town,30,1987,23,20,1649,18.3,2,0,2,2,0,0,3,1,0.11,0.00,0.11,0.11,0.11,Matches,a76227cb
143,Lawson D'Ath,eng ENG,MF,Luton Town,24,1992,9,3,202,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a60c9c06
144,Chris Dagnall,eng ENG,FWMF,Crewe Alexandra,31,1986,32,24,2238,24.9,7,1,8,7,0,0,2,0,0.28,0.04,0.32,0.28,0.32,Matches,5cf6999a
145,Owen Dale,eng ENG,FWMF,Crewe Alexandra,18,1998,4,0,93,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,182b9864
146,Tom Dallison,eng ENG,DF,Accrington,21,1996,2,2,146,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a782215c
147,Harry Darling,eng ENG,DF,Cambridge,17,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0b0a1b58
148,Ben Davies,eng ENG,DF,Grimsby Town,36,1981,34,28,2612,29.0,2,1,3,0,2,2,6,0,0.07,0.03,0.10,0.00,0.03,Matches,b99746b2
149,Keston Davies,wls WAL,DF,Yeovil Town,20,1996,2,1,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7d8f1de9
150,Leon Davies,eng ENG,DF,Cambridge,17,1999,4,3,272,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0e51d189
151,Tom Davies,eng ENG,DF,Coventry City,25,1992,21,15,1366,15.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,bdea0a80
152,Joe Davis,eng ENG,DF,Port Vale,23,1993,18,16,1398,15.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,bf9f54db
153,Cameron Dawson,eng ENG,GK,Chesterfield,22,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,872891bc
154,Kevin Dawson,ie IRL,MF,Cheltenham,27,1990,34,32,2808,31.2,5,5,10,5,0,0,5,0,0.16,0.16,0.32,0.16,0.32,Matches,38ab7e00
