,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
162,Sam Cowler,eng ENG,GK,Barnet,19,1992,2,1,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,62a0201a
163,Lee Cox,eng ENG,MF,Plymouth Argyle,22,1990,10,10,845,9.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,18b0b898
164,Lee Cox,eng ENG,MF,Oxford United,22,1990,14,14,1132,12.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,18b0b898
165,Tom Craddock,eng ENG,FW,Oxford United,25,1986,32,22,1963,21.8,10,5,15,10,0,0,2,0,0.46,0.23,0.69,0.46,0.69,3bfd4247
166,Nathan Craig,wls WAL,MF,Torquay United,20,1991,30,28,2235,24.8,1,1,2,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,711f658c
167,Ian Craney,eng ENG,MF,Rochdale,30,1982,6,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e8818709
168,Harry Crawford,ie IRL,FW,Barnet,20,1991,10,3,384,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,2a1683b9
169,Richard Cresswell,eng ENG,FW,York City,34,1977,5,5,384,4.3,2,0,2,1,1,1,1,0,0.47,0.00,0.47,0.23,0.23,2feffa68
170,Ryan Cresswell,eng ENG,DF,Southend United,24,1987,43,42,3764,41.8,6,3,9,6,0,0,2,1,0.14,0.07,0.22,0.14,0.22,39d496a8
171,Max Crocombe,nz NZL,GK,Oxford United,18,1993,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fdf47077
172,Ryan Crowther,eng ENG,MF,Fleetwood Town,23,1988,15,8,800,8.9,2,0,2,2,0,0,0,0,0.23,0.00,0.23,0.23,0.23,7b9482fb
173,Thomas Cruise,eng ENG,DF,Torquay United,21,1991,16,6,693,7.7,0,2,2,0,0,0,0,1,0.00,0.26,0.26,0.00,0.26,7c96b395
174,Warren Cummings,sct SCO,DF,AFC Wimbledon,31,1980,9,7,558,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5625dcda
175,Jamie Cureton,eng ENG,FW,Exeter City,36,1975,40,38,3144,34.9,21,6,27,20,1,2,1,1,0.60,0.17,0.77,0.57,0.74,42f6103b
176,Craig Curran,eng ENG,FW,Rochdale,22,1989,4,0,86,1.0,0,1,1,0,0,0,0,0,0.00,1.05,1.05,0.00,1.05,96d750e8
177,Lawson D'Ath,eng ENG,DFMF,Cheltenham,19,1992,2,1,111,1.2,1,0,1,1,0,0,0,0,0.81,0.00,0.81,0.81,0.81,a60c9c06
178,Lawson D'Ath,eng ENG,DFMF,Exeter City,19,1992,7,6,497,5.5,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,a60c9c06
179,Bradley Dack,eng ENG,FWMF,Gillingham,18,1993,16,8,708,7.9,1,0,1,1,0,0,1,1,0.13,0.00,0.13,0.13,0.13,542d4f02
180,Stephen Darby,eng ENG,DF,Bradford City,23,1988,35,33,2950,32.8,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,f2909779
181,Tendayi Darikwa,zw ZIM,DFMF,Chesterfield,20,1991,36,31,2738,30.4,5,7,12,5,0,0,1,0,0.16,0.23,0.39,0.16,0.39,beecc37c
182,Jesse Darko,at AUT,FW,AFC Wimbledon,18,1993,12,2,417,4.6,0,1,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,a4018814
183,Edgar Davids,nl NED,MF,Barnet,39,1973,28,28,2377,26.4,1,1,2,1,0,0,7,2,0.04,0.04,0.08,0.04,0.08,19d5e43e
184,Andrew Davies,eng ENG,DF,Bradford City,27,1984,28,27,2293,25.5,4,2,6,4,0,0,1,1,0.16,0.08,0.24,0.16,0.24,8912dc31
185,Arron Davies,wls WAL,MF,Exeter City,28,1984,37,32,2812,31.2,3,1,4,3,0,0,1,0,0.10,0.03,0.13,0.10,0.13,c8a73b55
186,Callum Davies,eng ENG,DF,Gillingham,19,1993,14,12,1124,12.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3f0a8fbf
187,Scott Davies,ie IRL,DFMF,Oxford United,24,1988,12,10,946,10.5,1,1,2,1,0,0,0,0,0.10,0.10,0.19,0.10,0.19,7862840b
188,Scott Davies,eng ENG,GK,Fleetwood Town,25,1987,45,45,4017,44.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,bdf43e41
189,Claude Davis,jm JAM,DF,Rotherham,33,1979,15,15,1265,14.1,1,0,1,1,0,0,4,1,0.07,0.00,0.07,0.07,0.07,c06dc9f6
190,Joe Davis,eng ENG,DF,Port Vale,18,1993,7,3,362,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,bf9f54db
191,Liam Davis,eng ENG,DFMF,Oxford United,25,1986,23,19,1675,18.6,1,1,2,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,0d7eef8b
192,Andrew Dawber,eng ENG,GK,Accrington,17,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,efa6da01
193,Aaron Dawson,eng ENG,DFMF,Exeter City,20,1992,7,2,272,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,42e83d65
194,Kyle De Silva,eng ENG,MF,Barnet,18,1993,3,1,97,1.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,e12610b6
195,Sam Deering,eng ENG,MF,Cheltenham,21,1991,32,17,1463,16.3,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,3fedc6b4
196,Ishmel Demontagnac,eng ENG,MF,Northampton,24,1988,27,17,1441,16.0,1,3,4,1,0,0,8,0,0.06,0.19,0.25,0.06,0.25,81c7d697
197,Louis Dennis,eng ENG,DFFW,Dag & Red,19,1992,6,0,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5f7faece
198,Alec Denton,eng ENG,FW,Rotherham,18,1994,1,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,58b68fbf
199,Jamie Devitt,ie IRL,MF,Rotherham,22,1990,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,16928417
200,Zander Diamond,sct SCO,DF,Burton Albion,27,1985,37,37,3282,36.5,4,0,4,4,0,0,2,2,0.11,0.00,0.11,0.11,0.11,c37a5f8f
201,Claudio Dias,eng ENG,MF,Northampton,17,1994,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9ab79ee6
202,Brennan Dickenson,eng ENG,FWMF,Chesterfield,19,1993,11,5,411,4.6,1,1,2,1,0,0,0,0,0.22,0.22,0.44,0.22,0.44,37a18c9e
203,Brennan Dickenson,eng ENG,FWMF,AFC Wimbledon,19,1993,7,5,357,4.0,2,0,2,2,0,0,2,0,0.50,0.00,0.50,0.50,0.50,37a18c9e
204,Ryan Dickson,eng ENG,DFMF,Bradford City,25,1986,5,3,338,3.8,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,1eb7cac1
205,Bohan Dixon,eng ENG,MF,Accrington,22,1989,6,1,202,2.2,0,1,1,0,0,0,2,0,0.00,0.45,0.45,0.00,0.45,c2d81760
206,Kieran Djilali,eng ENG,MF,AFC Wimbledon,21,1991,5,0,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0ef80d3a
207,Louis Dodds,eng ENG,FWMF,Port Vale,25,1986,30,25,2206,24.5,7,1,8,7,0,0,3,0,0.29,0.04,0.33,0.29,0.33,62fe7159
208,Scott Doe,eng ENG,DF,Dag & Red,23,1988,46,46,4140,46.0,3,2,5,3,0,0,4,0,0.07,0.04,0.11,0.07,0.11,60d0b4e2
209,Gary Doherty,ie IRL,DFFW,Wycombe,32,1980,23,22,1997,22.2,2,0,2,2,0,0,0,0,0.09,0.00,0.09,0.09,0.09,db5c50dd
210,Tommy Doherty,nir NIR,MF,Exeter City,33,1979,30,23,1850,20.6,0,3,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,9dfe211d
211,Chris Doig,sct SCO,DF,York City,31,1981,14,13,1157,12.9,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,20d3bebd
212,George Donnelly,eng ENG,FW,Rochdale,24,1988,43,26,2542,28.2,8,6,14,8,0,0,7,0,0.28,0.21,0.50,0.28,0.50,85fa3416
213,Scott Donnelly,eng ENG,MF,Southend United,24,1987,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,07f076f4
214,Scott Donnelly,eng ENG,MF,Aldershot Town,24,1987,4,4,294,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,07f076f4
215,Aaron Downes,au AUS,DF,Torquay United,27,1985,38,38,3224,35.8,5,2,7,5,0,0,6,2,0.14,0.06,0.20,0.14,0.20,b6ededcd
216,Chris Doyle,eng ENG,DF,Morecambe,17,1995,4,1,153,1.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,14e86a14
217,Nathan Doyle,eng ENG,DFMF,Bradford City,25,1987,37,34,2951,32.8,2,2,4,1,1,1,7,1,0.06,0.06,0.12,0.03,0.09,a7f25b3c
218,Stewart Drummond,eng ENG,MF,Morecambe,36,1975,44,41,3703,41.1,2,1,3,2,0,0,4,0,0.05,0.02,0.07,0.05,0.07,5b6be0ed
219,Adam Drury,eng ENG,DF,Burton Albion,33,1978,12,6,650,7.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cc8f5f70
220,Michael Duberry,eng ENG,DF,Oxford United,36,1975,11,9,704,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,db61b520
221,Darryl Duffy,sct SCO,FW,Cheltenham,28,1984,24,3,508,5.6,2,1,3,2,0,0,2,0,0.35,0.18,0.53,0.35,0.53,f9d91dfd
222,Richard Duffy,wls WAL,DF,Port Vale,26,1985,36,35,2930,32.6,0,4,4,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,4faca002
223,Matt Duke,eng ENG,GK,Bradford City,35,1977,24,23,2073,23.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,752fc876
224,Ian Dunbavin,eng ENG,GK,Accrington,32,1980,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,540c8508
225,Charles Dunne,ie IRL,DF,Wycombe,19,1993,38,38,3375,37.5,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,1fcb595a
226,Jack Dyer,eng ENG,MF,Burton Albion,20,1991,28,15,1609,17.9,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,08e369bf
227,Danny East,eng ENG,DFMF,Northampton,20,1991,14,12,969,10.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0e57c017
228,Danny East,eng ENG,DFMF,Gillingham,20,1991,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0e57c017
229,Ashley Eastham,eng ENG,DF,Fleetwood Town,21,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b045cd5c
230,Craig Easton,sct SCO,MF,Torquay United,33,1979,21,18,1533,17.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,35900157
231,Freddy Eastwood,wls WAL,FW,Southend United,28,1983,26,10,1012,11.2,3,1,4,2,1,2,0,0,0.27,0.09,0.36,0.18,0.27,0f1d1211
232,Tom Eaves,eng ENG,FW,Bristol Rovers,20,1992,16,16,1379,15.3,7,3,10,7,0,0,2,1,0.46,0.20,0.65,0.46,0.65,377c465b
233,Tom Eckersley,eng ENG,DFMF,Accrington,20,1991,2,1,104,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c438d0d0
234,Anthony Edgar,eng ENG,MF,Barnet,21,1990,11,7,598,6.6,1,1,2,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,e7d76342
235,Robert Edmans,eng ENG,FW,Dag & Red,25,1987,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7914fbbd
236,Phil Edwards,eng ENG,DFMF,Rochdale,26,1985,44,43,3810,42.3,0,2,2,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,eb434ce3
237,Rob Edwards,wls WAL,DF,Fleetwood Town,29,1982,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,270efb21
238,Ryan Edwards,eng ENG,DF,Fleetwood Town,18,1993,9,9,810,9.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,f629de7e
239,Ryan Edwards,eng ENG,DF,Rochdale,18,1993,26,25,2295,25.5,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,f629de7e
240,John Egan,ie IRL,DF,Bradford City,19,1992,4,4,287,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,debe38a0
241,Georges Ehui,,MF,Wycombe,18,1994,2,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0062d578
242,Medy Elito,eng ENG,MF,Dag & Red,22,1990,46,43,3582,39.8,6,3,9,3,3,3,1,0,0.15,0.08,0.23,0.08,0.15,e7b905c1
243,Steve Elliott,eng ENG,DF,Cheltenham,33,1978,46,46,4094,45.5,4,3,7,4,0,0,2,0,0.09,0.07,0.15,0.09,0.15,2fc040aa
244,Kevin Ellison,eng ENG,MF,Morecambe,33,1979,40,38,3340,37.1,11,9,20,11,0,0,9,1,0.30,0.24,0.54,0.30,0.54,5baecff6
245,Neil Etheridge,ph PHI,GK,Bristol Rovers,22,1990,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2642bf6c
246,Alex Evans,wls WAL,DF,Oxford United,21,1991,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b8d8e6de
247,Gareth Evans,eng ENG,FWMF,Rotherham,24,1988,13,9,812,9.0,2,0,2,2,0,0,3,0,0.22,0.00,0.22,0.22,0.22,eccc9817
248,Gareth Evans,eng ENG,FWMF,Fleetwood Town,24,1988,16,13,1106,12.3,1,1,2,1,0,1,1,0,0.08,0.08,0.16,0.08,0.16,eccc9817
249,Micah Evans,eng ENG,FWMF,Chesterfield,19,1993,4,1,160,1.8,0,1,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,50372f73
250,Rhys Evans,eng ENG,GK,Exeter City,30,1982,5,4,405,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,049c2cbb
251,Ben Everson,eng ENG,FW,York City,25,1987,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,512898f0
252,Warren Feeney,nir NIR,FW,Plymouth Argyle,31,1981,21,12,1038,11.5,3,1,4,1,2,2,3,0,0.26,0.09,0.35,0.09,0.17,fded2f45
253,Jim Fenlon,eng ENG,DF,AFC Wimbledon,18,1994,17,16,1391,15.5,1,2,3,1,0,0,6,0,0.06,0.13,0.19,0.06,0.19,724e6fdc
254,Nick Fenton,eng ENG,DF,Morecambe,32,1979,38,37,3208,35.6,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,b8108aea
255,Kane Ferdinand,ie IRL,DFMF,Southend United,19,1992,3,3,252,2.8,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,705da758
256,Barry Ferguson,sct SCO,MF,Fleetwood Town,34,1978,6,6,478,5.3,0,1,1,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,43420ade
257,Robbie Findley,us USA,FW,Gillingham,26,1985,7,3,244,2.7,0,1,1,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,1b4c789a
258,Matt Fish,eng ENG,DF,Gillingham,23,1989,44,43,3834,42.6,2,4,6,2,0,0,5,0,0.05,0.09,0.14,0.05,0.14,82242d59
259,Tom Flanagan,nir NIR,DF,Gillingham,20,1992,13,12,1075,11.9,1,0,1,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,3419ab84
260,Tom Flanagan,nir NIR,DF,Barnet,20,1992,9,8,729,8.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,3419ab84
261,Andrew Fleming,eng ENG,MF,Morecambe,24,1987,32,29,2590,28.8,5,2,7,5,0,0,3,0,0.17,0.07,0.24,0.17,0.24,b597f4f5
262,Jean-Michel Fontaine,re REU,FW,Fleetwood Town,23,1988,13,4,447,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,411cddb8
263,Terrell Forbes,eng ENG,DF,Aldershot Town,30,1981,10,10,896,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1ca98ff3
264,Terrell Forbes,eng ENG,DF,Chesterfield,30,1981,17,17,1530,17.0,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,1ca98ff3
265,Tommy Forecast,eng ENG,GK,Gillingham,25,1986,2,1,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4794388b
266,Jake Forster-Caskey,eng ENG,MF,Oxford United,18,1994,16,13,1044,11.6,3,1,4,2,1,1,4,0,0.26,0.09,0.34,0.17,0.26,e9ec272c
267,Craig Forsyth,sct SCO,DFMF,Bradford City,23,1989,7,5,403,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6f44cb44
268,Jonathan Fortune,eng ENG,DF,Barnet,31,1980,6,4,408,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,dfa0cd77
269,Jonathan Fortune,eng ENG,DF,Dag & Red,31,1980,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,dfa0cd77
270,Danny Foster,eng ENG,DF,Wycombe,27,1984,9,9,799,8.9,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,91ded65e
271,Lee Fowler,wls WAL,MF,Burton Albion,29,1983,3,2,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,593e18b1
272,Lee Fowler,wls WAL,MF,Fleetwood Town,29,1983,10,10,734,8.2,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,593e18b1
273,Andy Frampton,eng ENG,DF,Gillingham,32,1979,30,21,2021,22.5,0,1,1,0,0,0,2,1,0.00,0.04,0.04,0.00,0.04,562670f9
274,George Francomb,eng ENG,DFMF,AFC Wimbledon,20,1991,15,14,1279,14.2,0,2,2,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,20b32465
275,Elliott Frear,eng ENG,MF,Exeter City,21,1990,2,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d35e3468
276,Lee Frecklington,eng ENG,MF,Rotherham,26,1985,31,27,2494,27.7,6,2,8,5,1,1,5,0,0.22,0.07,0.29,0.18,0.25,fa75c4ca
277,Barry Fuller,eng ENG,DF,Barnet,27,1984,39,39,3445,38.3,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,423fcbd7
278,Jamal Fyfield,eng ENG,DFMF,York City,23,1989,33,29,2652,29.5,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,321a93d5
279,Luke Gambin,mt MLT,MF,Barnet,19,1993,10,5,598,6.6,2,1,3,2,0,0,0,0,0.30,0.15,0.45,0.30,0.45,21fc18b3
280,Dwight Gayle,eng ENG,FW,Dag & Red,21,1990,18,16,1418,15.8,7,2,9,6,1,2,3,0,0.44,0.13,0.57,0.38,0.51,e58a03c6
281,Antonio German,gd GRN,FWMF,Gillingham,20,1991,7,4,360,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.50,0.25,0.50,12183e9e
282,Matthew Gill,eng ENG,MF,Bristol Rovers,31,1980,11,10,887,9.9,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,09416589
283,Steven Gillespie,eng ENG,FW,Fleetwood Town,27,1985,22,9,891,9.9,4,1,5,3,1,1,1,0,0.40,0.10,0.51,0.30,0.40,02eee26b
284,Rene Gilmartin,ie IRL,GK,Plymouth Argyle,25,1987,13,13,1122,12.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f1b7c957
285,Armand Gnanduillet,ci CIV,FW,Chesterfield,20,1991,13,4,564,6.3,3,2,5,3,0,0,2,0,0.48,0.32,0.80,0.48,0.80,bda099d0
286,Curtis Good,au AUS,DF,Bradford City,19,1993,3,2,207,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3fc011b4
287,Alan Goodall,eng ENG,DF,Fleetwood Town,30,1981,29,28,2503,27.8,4,1,5,4,0,0,6,1,0.14,0.04,0.18,0.14,0.18,4729d8eb
288,Johnny Gorman,nir NIR,MF,Plymouth Argyle,19,1992,2,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0dcc8a9f
289,Terry Gornell,eng ENG,FW,Rochdale,22,1989,19,16,1269,14.1,5,0,5,5,0,0,0,1,0.35,0.00,0.35,0.35,0.35,6653ce78
290,Jake Gosling,gi GIB,MF,Exeter City,18,1993,12,6,590,6.6,1,2,3,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,78921ace
291,Conor Gough,eng ENG,GK,Bristol Rovers,18,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1f1c4b9b
292,Jeff Goulding,eng ENG,FW,Cheltenham,28,1984,19,5,660,7.3,3,0,3,3,0,0,0,0,0.41,0.00,0.41,0.41,0.41,9ae4cf9d
293,Jeff Goulding,eng ENG,FW,Aldershot Town,28,1984,10,5,441,4.9,1,0,1,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,9ae4cf9d
294,Alan Gow,sct SCO,FWMF,Exeter City,29,1982,26,21,1823,20.3,4,7,11,3,1,1,2,0,0.20,0.35,0.54,0.15,0.49,68b4a94c
295,Gianluca Gracco,it ITA,FW,Dag & Red,22,1990,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8887b1f3
296,Bagasan Graham,eng ENG,MF,Cheltenham,19,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d99c67a7
297,Bobby Grant,eng ENG,FWMF,Rochdale,22,1990,36,35,3075,34.2,15,6,21,13,2,3,7,2,0.44,0.18,0.61,0.38,0.56,8f5d56ff
298,Joel Grant,jm JAM,FWMF,Wycombe,24,1987,41,40,3266,36.3,10,4,14,6,4,6,3,1,0.28,0.11,0.39,0.17,0.28,dc90d045
299,Andy Gray,sct SCO,FW,Bradford City,34,1977,7,6,439,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,54a44102
300,James Gray,nir NIR,FW,Accrington,20,1992,16,8,833,9.3,2,0,2,2,0,0,2,0,0.22,0.00,0.22,0.22,0.22,5346d794
301,Reece Gray,eng ENG,FW,Rochdale,19,1992,2,1,118,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,66f0f053
302,Danny Green,eng ENG,MF,Dag & Red,21,1990,6,0,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,88d8c020
303,Dominic Green,eng ENG,MF,Dag & Red,23,1989,10,1,241,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ba91ed1b
304,Steven Gregory,eng ENG,MF,Gillingham,25,1987,17,13,1272,14.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,df88d6e4
305,Steven Gregory,eng ENG,MF,AFC Wimbledon,25,1987,15,15,1336,14.8,0,2,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,df88d6e4
306,Anthony Griffith,ms MSR,MF,Port Vale,25,1986,10,10,836,9.3,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,28115e03
307,Rhys Griffiths,wls WAL,FW,Plymouth Argyle,32,1980,13,6,554,6.2,3,0,3,2,1,2,0,0,0.49,0.00,0.49,0.32,0.32,e11b560a
308,Scott Griffiths,eng ENG,DF,Plymouth Argyle,26,1985,5,4,369,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,e7ec129d
309,Ashley Grimes,eng ENG,MF,Rochdale,25,1986,38,27,2376,26.4,10,2,12,9,1,2,3,0,0.38,0.08,0.45,0.34,0.42,f58317ab
310,Andres Gurrieri,ar ARG,MF,Plymouth Argyle,23,1989,28,22,1828,20.3,1,2,3,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,8827fc15
311,Luke Guttridge,eng ENG,MF,Northampton,30,1982,25,20,1673,18.6,1,1,2,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,6761f5c4
312,Mozzi Gyorio,ca CAN,MF,Fleetwood Town,22,1989,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f11ddb7c
313,Chris Hackett,eng ENG,MF,Northampton,29,1983,41,39,3472,38.6,6,13,19,5,1,1,6,0,0.16,0.34,0.49,0.13,0.47,879bec88
314,Will Haining,sct SCO,DF,Morecambe,29,1982,36,33,2840,31.6,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,35d0dc83
315,Asa Hall,eng ENG,DFMF,Aldershot Town,25,1986,16,12,1097,12.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f6312f3d
316,Ryan Hall,eng ENG,FWMF,Southend United,24,1988,2,1,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,46ee2a4a
317,Saul Halpin,,MF,Torquay United,20,1991,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d2f12127
318,Joe Hanks,eng ENG,MF,Cheltenham,17,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,16497dad
319,Ross Hannah,eng ENG,FW,Bradford City,26,1986,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,07eeb21b
320,James Hanson,eng ENG,FW,Bradford City,24,1987,43,39,3604,40.0,10,8,18,10,0,0,2,0,0.25,0.20,0.45,0.25,0.45,d8e0f3bc
321,Ben Harding,eng ENG,MF,Northampton,27,1984,35,35,3035,33.7,2,2,4,2,0,0,3,0,0.06,0.06,0.12,0.06,0.12,c1aef4e5
322,Mitch Harding,eng ENG,FW,Bristol Rovers,18,1994,5,0,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,07503c85
323,Shaun Harrad,eng ENG,FW,Cheltenham,27,1984,31,20,1775,19.7,8,0,8,7,1,1,3,0,0.41,0.00,0.41,0.35,0.35,7df0cd65
324,Michael Harriman,ie IRL,DFMF,Wycombe,19,1992,20,19,1723,19.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4c3e2fd0
325,Bob Harris,sct SCO,DF,Rotherham,24,1987,5,5,450,5.0,1,1,2,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,4f3dd864
326,Louis Harris,eng ENG,MF,AFC Wimbledon,19,1992,7,6,403,4.5,1,1,2,1,0,0,0,0,0.22,0.22,0.45,0.22,0.45,d0f52d6d
