,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,-9999
112,Niall Canavan,ie IRL,DF,Scunthorpe,19,1991,8,6,653,7.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,f7ce89e7
113,Louis Carey,sct SCO,DF,Bristol City,33,1977,21,20,1759,19.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7c42c1d5
114,Clarke Carlisle,eng ENG,DF,Burnley,30,1979,35,33,2923,32.5,1,1,2,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06,4128d875
115,Lee Carsley,ie IRL,MF,Coventry City,36,1974,25,25,2250,25.0,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,8393a60b
116,Josh Carson,nir NIR,MF,Ipswich Town,17,1993,9,8,708,7.9,3,1,4,3,0,0,0,0,0.38,0.13,0.51,0.38,0.51,b5d17ad4
117,Darren Carter,eng ENG,DFMF,Millwall,26,1983,10,5,500,5.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,52fefc5b
118,Darren Carter,eng ENG,DFMF,Preston,26,1983,14,13,1111,12.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,52fefc5b
119,Steven Caulker,sl SLE,DF,Bristol City,18,1991,29,29,2476,27.5,2,1,3,2,0,0,4,0,0.07,0.04,0.11,0.07,0.11,2592d9b5
120,Radek Černý,cz CZE,GK,QPR,36,1974,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,190c0bb8
121,James Chambers,eng ENG,DF,Doncaster,29,1980,7,6,484,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4f2a1eb0
122,Luke Chambers,eng ENG,DF,Nottingham,24,1985,44,43,3915,43.5,6,0,6,6,0,0,3,0,0.14,0.00,0.14,0.14,0.14,1a98bcf4
123,James Chester,wls WAL,DF,Hull City,21,1989,21,21,1832,20.4,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,a772eba6
124,Pascal Chimbonda,fr FRA,DF,QPR,31,1979,3,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5cbb464e
125,Michael Chopra,eng ENG,FW,Cardiff City,26,1983,32,25,2060,22.9,9,4,13,9,0,0,7,0,0.39,0.17,0.57,0.39,0.57,e8368ec0
126,Simon Church,wls WAL,FW,Reading,21,1988,37,14,1446,16.1,5,1,6,5,0,0,1,0,0.31,0.06,0.37,0.31,0.37,6f8e8db0
127,Nadir Çiftçi,nl NED,FW,Portsmouth,18,1992,19,4,440,4.9,1,1,2,1,0,0,0,0,0.20,0.20,0.41,0.20,0.41,ad42d89e
128,Kalifa Cissé,ml MLI,DFMF,Bristol City,26,1984,29,19,1735,19.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,108f18f5
129,Luciano Civelli,ar ARG,MF,Ipswich Town,23,1986,9,0,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cabfebd3
130,Jordan Clark,eng ENG,MF,Barnsley,16,1993,4,0,52,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7c5fa6cf
131,Jordan Clarke,eng ENG,DF,Coventry City,18,1991,21,12,1052,11.7,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,08229d38
132,Leon Clarke,eng ENG,FW,QPR,25,1985,13,2,336,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,91c975a0
133,Leon Clarke,eng ENG,FW,Preston,25,1985,6,5,417,4.6,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,91c975a0
134,David Clarkson,sct SCO,FW,Bristol City,24,1985,34,17,1560,17.3,7,5,12,5,2,2,2,0,0.40,0.29,0.69,0.29,0.58,8c97060a
135,Adam Clayton,eng ENG,MF,Leeds United,21,1989,4,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,45b59689
136,Sammy Clingan,nir NIR,MF,Coventry City,26,1984,28,26,2370,26.3,0,4,4,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,f67bdda1
137,Nathaniel Clyne,eng ENG,DF,Crystal Palace,19,1991,46,46,4140,46.0,0,3,3,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0442183b
138,Chris Cohen,eng ENG,DFMF,Nottingham,23,1987,42,41,3635,40.4,2,7,9,2,0,0,6,1,0.05,0.17,0.22,0.05,0.22,7562a0ba
139,Hugo Colace,ar ARG,MF,Barnsley,26,1984,26,24,1951,21.7,1,1,2,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,118200c5
140,Jack Colback,eng ENG,MF,Ipswich Town,20,1989,13,13,1164,12.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,963a9201
141,Michael Collins,ie IRL,MF,Scunthorpe,24,1986,32,19,1800,20.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,696b6697
142,Neill Collins,sct SCO,DF,Sheffield United,26,1983,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,91ff7e1e
143,Neill Collins,sct SCO,DF,Leeds United,26,1983,21,20,1801,20.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,91ff7e1e
144,Kris Commons,sct SCO,FWMF,Derby County,26,1983,26,25,2030,22.6,13,2,15,11,2,2,4,0,0.58,0.09,0.67,0.49,0.58,f0900597
145,Matthew Connolly,eng ENG,DF,QPR,22,1987,36,33,2972,33.0,0,1,1,0,0,0,2,2,0.00,0.03,0.03,0.00,0.03,2797fc1d
146,Paul Connolly,eng ENG,DF,Leeds United,26,1983,30,30,2630,29.2,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,b6d19744
147,Liam Cooper,sct SCO,DF,Hull City,18,1991,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,dc64b8b3
148,James Coppinger,eng ENG,FWMF,Doncaster,29,1981,40,38,3410,37.9,7,10,17,7,0,0,1,0,0.18,0.26,0.45,0.18,0.45,181152ec
149,Jack Cork,eng ENG,DFMF,Burnley,21,1989,40,36,3264,36.3,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,74e12f1e
150,Leon Cort,gy GUY,DF,Burnley,30,1979,4,3,324,3.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,312b5891
151,Leon Cort,gy GUY,DF,Preston,30,1979,13,13,1111,12.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,312b5891
152,David Cotterill,wls WAL,FWMF,Swansea City,22,1987,14,10,895,9.9,1,0,1,0,1,3,2,0,0.10,0.00,0.10,0.00,0.00,7b6f3a36
153,David Cotterill,wls WAL,FWMF,Portsmouth,22,1987,15,12,971,10.8,1,4,5,1,0,0,3,0,0.09,0.37,0.46,0.09,0.46,7b6f3a36
154,Pablo Couñago,es ESP,FW,Crystal Palace,30,1979,30,17,1441,16.0,2,1,3,2,0,0,2,0,0.12,0.06,0.19,0.12,0.19,1633746c
155,Paul Coutts,sct SCO,MF,Preston,22,1988,23,17,1513,16.8,1,3,4,1,0,0,4,0,0.06,0.18,0.24,0.06,0.24,e00c4257
156,Paris Cowan-Hall,eng ENG,FWMF,Scunthorpe,19,1990,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,458b6e1b
157,Don Cowie,sct SCO,MF,Watford,27,1983,37,37,3166,35.2,4,13,17,4,0,0,3,0,0.11,0.37,0.48,0.11,0.48,c06e8b72
158,Danny Coyne,wls WAL,GK,Middlesbrough,36,1973,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,34d03089
159,Tony Craig,eng ENG,DF,Millwall,25,1985,24,21,1747,19.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bce997be
160,Martin Cranie,eng ENG,DF,Coventry City,23,1986,36,32,3025,33.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,9e53837d
161,Richard Cresswell,eng ENG,FW,Sheffield United,32,1977,35,30,2575,28.6,5,0,5,4,1,1,0,1,0.17,0.00,0.17,0.14,0.14,2feffa68
162,Andrew Crofts,wls WAL,MF,Norwich City,26,1984,44,44,3921,43.6,8,5,13,8,0,0,7,1,0.18,0.11,0.30,0.18,0.30,5ba16a76
163,Mark Cullen,eng ENG,FW,Hull City,18,1992,17,4,645,7.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c6f5f773
164,Shaun Cummings,jm JAM,DF,Reading,21,1989,10,10,861,9.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,6bfe339f
165,Greg Cunningham,ie IRL,DFMF,Leicester City,19,1991,13,13,1146,12.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,dc10b26c
166,Tomasz Cywka,pl POL,DFFW,Derby County,22,1988,31,21,2095,23.3,4,5,9,4,0,0,2,0,0.17,0.21,0.39,0.17,0.39,db7e8bab
167,Chris Dagnall,eng ENG,FW,Scunthorpe,24,1986,37,31,2611,29.0,5,2,7,5,0,0,1,0,0.17,0.07,0.24,0.17,0.24,5cf6999a
168,Luke Daley,eng ENG,MF,Norwich City,20,1989,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5f3c3191
169,Neil Danns,gy GUY,MF,Crystal Palace,27,1982,37,36,3163,35.1,8,4,12,6,2,2,6,1,0.23,0.11,0.34,0.17,0.28,8081f166
170,Karl Darlow,wls WAL,GK,Nottingham,19,1990,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cde3309f
171,Edgar Davids,nl NED,MF,Crystal Palace,37,1973,6,6,442,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,19d5e43e
172,Callum Davidson,sct SCO,DF,Preston,34,1976,18,17,1480,16.4,3,0,3,0,3,3,4,0,0.18,0.00,0.18,0.00,0.00,6bcf5daf
173,Andrew Davies,eng ENG,DF,Middlesbrough,25,1984,6,5,397,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8912dc31
174,Ben Davies,eng ENG,DFMF,Derby County,29,1981,13,10,922,10.2,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,b99746b2
175,Curtis Davies,sl SLE,DF,Leicester City,25,1985,12,12,1035,11.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,607fb965
176,Steve Davies,eng ENG,FW,Derby County,22,1987,20,14,1179,13.1,5,1,6,5,0,0,1,0,0.38,0.08,0.46,0.38,0.46,c4612ab6
177,Claude Davis,jm JAM,DF,Crystal Palace,31,1979,24,17,1447,16.1,0,1,1,0,0,0,3,2,0.00,0.06,0.06,0.00,0.06,c06dc9f6
178,Andy Dawson,eng ENG,DF,Hull City,31,1978,45,45,3997,44.4,0,3,3,0,0,0,11,0,0.00,0.07,0.07,0.00,0.07,d87a80b2
179,Bobby De Cordova-Reid,jm JAM,FWMF,Bristol City,17,1993,1,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0f7533cd
180,Ritchie De Laet,be BEL,DF,Portsmouth,21,1988,22,22,1910,21.2,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,dc234f98
181,Ritchie De Laet,be BEL,DF,Sheffield United,21,1988,6,4,438,4.9,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,dc234f98
182,Ritchie De Laet,be BEL,DF,Preston,21,1988,5,5,446,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,dc234f98
183,Gary Deegan,ie IRL,MF,Coventry City,22,1987,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e4545ca7
184,Troy Deeney,eng ENG,FW,Watford,22,1988,36,17,1888,21.0,3,3,6,3,0,0,2,0,0.14,0.14,0.29,0.14,0.29,82e34b69
185,Damien Delaney,ie IRL,DF,Ipswich Town,29,1981,32,32,2827,31.4,2,2,4,2,0,0,6,1,0.06,0.06,0.13,0.06,0.13,210d9ecb
186,Nathan Delfouneso,eng ENG,FWMF,Burnley,19,1991,11,7,675,7.5,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,49ae4072
187,Cedric van der Gun,nl NED,FWMF,Swansea City,31,1979,10,1,223,2.5,1,0,1,1,0,0,0,0,0.40,0.00,0.40,0.40,0.40,c38d4962
188,Shaun Derry,eng ENG,MF,QPR,32,1977,45,45,3944,43.8,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,e3606bf2
189,Martin Devaney,eng ENG,MF,Barnsley,30,1980,6,1,162,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a5d56a0e
190,Danny Devine,nir NIR,DF,Preston,17,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ad85ecbc
191,Jamie Devitt,ie IRL,MF,Hull City,20,1990,16,7,608,6.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,16928417
192,Carl Dickinson,eng ENG,DF,Portsmouth,23,1987,36,23,2232,24.8,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,ddce8cfa
193,Liam Dickinson,eng ENG,FW,Barnsley,24,1985,3,0,48,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,496a1d0f
194,Kagisho Dikgacoi,za RSA,MF,Crystal Palace,25,1984,13,13,1089,12.1,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,701d7cac
195,Kieran Djilali,eng ENG,MF,Crystal Palace,19,1991,14,10,834,9.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0ef80d3a
196,Stephen Dobbie,sct SCO,FW,Swansea City,27,1982,41,23,2033,22.6,9,5,14,9,0,0,0,0,0.40,0.22,0.62,0.40,0.62,2d67e9c7
197,Scott Donnelly,eng ENG,MF,Swansea City,22,1987,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,07f076f4
198,Andy Dorman,wls WAL,MF,Crystal Palace,28,1982,20,14,1252,13.9,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,58f301a5
199,Jamie Douglas,nir NIR,FW,Preston,18,1992,2,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,012a3f91
200,Conor Doyle,ie IRL,FWMF,Derby County,18,1991,14,5,455,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2e76de8a
201,Michael Doyle,ie IRL,DFMF,Sheffield United,28,1981,16,16,1293,14.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,445f0d6f
202,Michael Doyle,ie IRL,DFMF,Coventry City,28,1981,18,15,1367,15.2,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,445f0d6f
203,Nathan Doyle,eng ENG,DFMF,Barnsley,23,1987,43,35,3246,36.1,2,3,5,2,0,0,8,0,0.06,0.08,0.14,0.06,0.14,a7f25b3c
204,Lloyd Doyley,jm JAM,DF,Watford,27,1982,36,36,3195,35.5,0,2,2,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,d206d76b
205,Danny Drinkwater,eng ENG,MF,Watford,20,1990,12,3,412,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2649ff32
206,Danny Drinkwater,eng ENG,MF,Cardiff City,20,1990,9,7,597,6.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2649ff32
207,Adam Drury,eng ENG,DF,Norwich City,31,1978,20,19,1664,18.5,1,3,4,1,0,0,3,0,0.05,0.16,0.22,0.05,0.22,cc8f5f70
208,Andy Drury,eng ENG,DFMF,Ipswich Town,26,1983,12,4,530,5.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,085497ac
209,Michael Duff,nir NIR,DF,Burnley,32,1978,28,27,2434,27.0,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,eabdc970
210,Mark Duffy,eng ENG,MF,Scunthorpe,24,1985,22,19,1531,17.0,1,4,5,1,0,0,2,0,0.06,0.24,0.29,0.06,0.29,d86ccbc9
211,Shane Duffy,ie IRL,DFMF,Burnley,18,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7314bba4
212,Matt Duke,eng ENG,GK,Hull City,33,1977,21,20,1845,20.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,752fc876
213,Mustapha Dumbuya,sl SLE,DFMF,Doncaster,22,1987,23,17,1612,17.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,113d887e
214,Alan Dunne,ie IRL,DF,Millwall,27,1982,39,38,3393,37.7,0,1,1,0,0,0,9,2,0.00,0.03,0.03,0.00,0.03,9a26e8d1
215,Kieron Dyer,eng ENG,MF,Ipswich Town,31,1978,4,1,143,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,90b5a2f2
216,Lloyd Dyer,eng ENG,MF,Leicester City,27,1982,35,18,1755,19.5,3,2,5,3,0,0,0,0,0.15,0.10,0.26,0.15,0.26,4181c53d
217,Nathan Dyer,eng ENG,FWMF,Swansea City,22,1987,46,45,3685,40.9,2,7,9,2,0,0,3,0,0.05,0.17,0.22,0.05,0.22,6dfd5af0
218,Chris Eagles,eng ENG,MF,Burnley,24,1985,43,37,3254,36.2,11,10,21,7,4,5,3,0,0.30,0.28,0.58,0.19,0.47,92aadee9
219,Robert Earnshaw,wls WAL,FW,Nottingham,29,1981,34,26,2188,24.3,8,3,11,8,0,0,4,1,0.33,0.12,0.45,0.33,0.45,b3f4b640
220,Jermaine Easter,wls WAL,FW,Swansea City,28,1982,6,2,248,2.8,1,0,1,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,354243aa
221,Jermaine Easter,wls WAL,FW,Crystal Palace,28,1982,14,6,588,6.5,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,354243aa
222,Tom Eastman,eng ENG,DF,Ipswich Town,18,1991,9,8,676,7.5,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,c7e4c513
223,Craig Eastmond,eng ENG,DFMF,Millwall,19,1990,6,4,281,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a8c40a73
224,Brian Easton,sct SCO,DF,Burnley,22,1988,12,11,1028,11.4,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,e3908c66
225,Freddy Eastwood,wls WAL,FW,Coventry City,26,1983,27,14,1300,14.4,5,0,5,5,0,0,1,0,0.35,0.00,0.35,0.35,0.35,0f1d1211
226,David Edgar,ca CAN,DF,Burnley,23,1987,7,3,268,3.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,e4815a59
227,Carlos Edwards,tt TRI,DFMF,Ipswich Town,31,1978,45,42,3730,41.4,3,7,10,3,0,0,2,0,0.07,0.17,0.24,0.07,0.24,15e7a8c8
228,Joe Edwards,eng ENG,DFMF,Bristol City,19,1990,2,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a04d478f
229,Rob Edwards,wls WAL,DF,Norwich City,27,1982,3,0,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,270efb21
230,Nathan Ellington,eng ENG,FW,Preston,29,1981,18,7,810,9.0,2,1,3,2,0,0,0,0,0.22,0.11,0.33,0.22,0.33,5cb19c96
231,Marvin Elliott,jm JAM,MF,Bristol City,25,1984,46,46,4064,45.2,8,1,9,8,0,0,6,0,0.18,0.02,0.20,0.18,0.20,431228a8
232,Wade Elliott,eng ENG,MF,Burnley,31,1978,44,37,3382,37.6,2,5,7,2,0,0,5,0,0.05,0.13,0.19,0.05,0.19,20435992
233,Jay Emmanuel-Thomas,eng ENG,FWMF,Cardiff City,19,1990,14,7,702,7.8,2,3,5,2,0,0,0,0,0.26,0.38,0.64,0.26,0.64,b5f1c3c8
234,Marvin Emnes,nl NED,FWMF,Middlesbrough,22,1988,23,18,1692,18.8,3,4,7,3,0,0,1,0,0.16,0.21,0.37,0.16,0.37,a5900d91
235,Marvin Emnes,nl NED,FWMF,Swansea City,22,1988,4,3,277,3.1,2,0,2,2,0,0,0,0,0.65,0.00,0.65,0.65,0.65,a5900d91
236,Hogan Ephraim,eng ENG,FWMF,QPR,22,1988,28,19,1617,18.0,3,1,4,3,0,0,2,1,0.17,0.06,0.22,0.17,0.22,668b380c
237,Johannes Ertl,at AUT,DFMF,Sheffield United,27,1982,28,25,2133,23.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,85321ea0
238,Jason Euell,jm JAM,FWMF,Doncaster,33,1977,12,7,659,7.3,3,0,3,3,0,0,1,0,0.41,0.00,0.41,0.41,0.41,d97fe8bd
239,John Eustace,eng ENG,MF,Watford,30,1979,41,41,3631,40.3,6,3,9,6,0,0,12,1,0.15,0.07,0.22,0.15,0.22,019cf2b4
240,Ched Evans,wls WAL,FW,Sheffield United,21,1988,34,26,2316,25.7,9,0,9,8,1,1,4,0,0.35,0.00,0.35,0.31,0.31,bb770c52
241,Corry Evans,nir NIR,DFMF,Hull City,20,1990,18,17,1497,16.6,3,1,4,3,0,0,1,0,0.18,0.06,0.24,0.18,0.24,3e38b72f
242,Craig Fagan,eng ENG,FWMF,Hull City,27,1982,5,4,319,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,26d9e452
243,Waide Fairhurst,eng ENG,FW,Doncaster,21,1989,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0d5e3f59
244,Rory Fallon,nz NZL,FW,Ipswich Town,28,1982,6,4,339,3.8,1,2,3,1,0,0,1,0,0.27,0.53,0.80,0.27,0.80,4ab4976e
245,Alejandro Faurlín,ar ARG,MF,QPR,23,1986,40,40,3467,38.5,3,2,5,3,0,0,6,0,0.08,0.05,0.13,0.08,0.13,594d286e
246,Amdy Faye,sn SEN,DFMF,Leeds United,33,1977,8,6,440,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c0e82ee2
247,Adam Federici,au AUS,GK,Reading,25,1985,34,34,3053,33.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,e5ea8be7
248,Frank Fielding,eng ENG,GK,Derby County,22,1988,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4999f2fa
249,Robbie Findley,us USA,FW,Nottingham,24,1985,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1b4c789a
250,Willo Flood,ie IRL,DFMF,Middlesbrough,25,1985,5,1,79,0.9,0,1,1,0,0,0,0,0,0.00,1.14,1.14,0.00,1.14,be9f7bbe
251,Caleb Folan,ie IRL,FW,Hull City,27,1982,3,2,192,2.1,0,1,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,bc0bc597
252,Liam Fontaine,eng ENG,DF,Bristol City,24,1986,31,30,2726,30.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,51a44732
253,David Forde,ie IRL,GK,Millwall,30,1979,46,46,4140,46.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,806c9a3e
254,Jonathan Forte,bb BRB,FWMF,Scunthorpe,24,1986,24,18,1641,18.2,3,3,6,3,0,0,0,0,0.16,0.16,0.33,0.16,0.33,203d94d6
255,Stephen Foster,eng ENG,DF,Barnsley,29,1980,33,32,2819,31.3,1,0,1,1,0,0,4,1,0.03,0.00,0.03,0.03,0.03,4c8f2100
256,Danny Fox,sct SCO,DFMF,Burnley,24,1986,35,35,3108,34.5,0,7,7,0,0,0,12,0,0.00,0.20,0.20,0.00,0.20,857ec97f
257,David Fox,eng ENG,MF,Norwich City,26,1983,32,30,2527,28.1,1,9,10,1,0,0,3,0,0.04,0.32,0.36,0.04,0.36,102a7473
258,Jonathan Franks,eng ENG,FWMF,Middlesbrough,20,1990,4,1,115,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e2fe6cec
259,George Friend,eng ENG,DFMF,Doncaster,22,1987,32,30,2714,30.2,1,1,2,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,4f97147d
260,Matty Fryatt,eng ENG,FW,Leicester City,24,1986,12,5,538,6.0,2,0,2,2,0,0,0,1,0.33,0.00,0.33,0.33,0.33,4980fb08
261,Matty Fryatt,eng ENG,FW,Hull City,24,1986,22,21,1892,21.0,9,2,11,6,3,3,1,0,0.43,0.10,0.52,0.29,0.38,4980fb08
262,Márton Fülöp,hu HUN,GK,Ipswich Town,27,1983,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3267fa3b
263,Paul Gallagher,sct SCO,FWMF,Leicester City,25,1984,41,32,2725,30.3,10,6,16,6,4,4,1,0,0.33,0.20,0.53,0.20,0.40,9f0fb63c
264,Richard Garcia,au AUS,FWMF,Hull City,28,1981,25,16,1272,14.1,2,2,4,2,0,0,2,0,0.14,0.14,0.28,0.14,0.28,c3ae2db4
265,Anthony Gardner,eng ENG,DF,Hull City,29,1980,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0f2da318
266,Anthony Gardner,eng ENG,DF,Crystal Palace,29,1980,28,26,2441,27.1,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0f2da318
267,Ricardo Gardner,jm JAM,DFMF,Preston,31,1978,4,4,355,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b6a1eaa0
268,Joe Garner,eng ENG,FWMF,Scunthorpe,22,1988,18,17,1491,16.6,6,0,6,4,2,2,4,1,0.36,0.00,0.36,0.24,0.24,adb9f204
269,Owen Garvan,ie IRL,MF,Crystal Palace,22,1988,26,26,2186,24.3,3,2,5,3,0,0,4,1,0.12,0.08,0.21,0.12,0.21,47b3b724
270,Dean Gerken,eng ENG,GK,Bristol City,25,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,00cb9e48
271,Antonio German,gd GRN,FWMF,QPR,18,1991,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12183e9e
272,Anthony Gerrard,ie IRL,DF,Hull City,24,1986,41,41,3590,39.9,5,0,5,5,0,0,8,0,0.13,0.00,0.13,0.13,0.13,2f70ec31
273,Ben Gibson,eng ENG,DF,Middlesbrough,17,1993,1,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,bcfb0142
274,Matthew Gill,eng ENG,MF,Norwich City,29,1980,4,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,09416589
275,Simon Gillett,eng ENG,MF,Doncaster,24,1985,22,21,1728,19.2,1,2,3,1,0,0,1,1,0.05,0.10,0.16,0.05,0.16,bca7dcf7
