,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Azeem Abdulai,sct SCO,MF,Swansea City,20,2002,7,0,139,1.5,0,1,1,0,0,0,1,0,0.00,0.65,0.65,0.00,0.65,Matches,a0893a41
2,Ken Aboh,eng ENG,FWMF,Norwich City,18,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,282cee33
3,Ché Adams,sct SCO,FWMF,Southampton,27,1996,40,25,2289,25.4,16,4,20,16,0,0,5,0,0.63,0.16,0.79,0.63,0.79,Matches,f2bf1b0f
4,Ebou Adams,gm GAM,MFDF,Cardiff City,27,1996,11,3,310,3.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,84d7ae33
5,Albert Adomah,gh GHA,MF,QPR,35,1987,16,2,370,4.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c7174e81
6,Emanuel Aiwum,at AUT,DF,Birmingham City,22,2000,24,22,1941,21.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,d810c13b
7,Semi Ajayi,ng NGA,DF,West Brom,29,1993,26,10,1210,13.4,2,1,3,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22,Matches,d6192210
8,Yunus Akgün,tr TUR,MFFW,Leicester City,23,2000,23,9,890,9.9,1,2,3,1,0,0,1,0,0.10,0.20,0.30,0.10,0.30,Matches,1453e3cf
9,Marc Albrighton,eng ENG,MF,Leicester City,33,1989,12,0,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b827d5b3
10,Carlos Alcaraz,ar ARG,FWMF,Southampton,20,2002,23,13,1102,12.2,3,1,4,3,0,1,4,0,0.25,0.08,0.33,0.25,0.33,Matches,4abac767
11,Ajibola Alese,eng ENG,DF,Sunderland,22,2001,8,5,462,5.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,182a8b9d
12,Rúnar Alex Rúnarsson,is ISL,GK,Cardiff City,28,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8fa8f8d2
13,Jamie Allen,eng ENG,MF,Coventry City,28,1995,22,14,1158,12.9,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches,2c183a79
