,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Charlie Adam,sct SCO,MF,Reading,33,1985,21,8,782,8.7,2,1,3,1,1,1,4,0,0.23,0.12,0.35,0.12,0.23,Matches,aff418dc
2,Tosin Adarabioyo,eng ENG,DF,Blackburn,21,1997,34,33,2966,33.0,3,1,4,3,0,0,0,0,0.09,0.03,0.12,0.09,0.12,Matches,c81d773d
3,Albert Adomah,gh GHA,MFFW,Cardiff City,31,1987,9,9,733,8.1,0,2,2,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches,c7174e81
4,Albert Adomah,gh GHA,MF,Nottingham,31,1987,24,5,612,6.8,2,1,3,2,0,0,2,0,0.29,0.15,0.44,0.29,0.44,Matches,c7174e81
5,Benik Afobe,cd COD,FW,Bristol City,26,1993,12,8,739,8.2,3,0,3,2,1,1,0,0,0.37,0.00,0.37,0.24,0.24,Matches,b63f4077
6,Benik Afobe,cd COD,FW,Stoke City,26,1993,1,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b63f4077
7,Semi Ajayi,ng NGA,DF,West Brom,25,1993,43,42,3783,42.0,5,0,5,5,0,0,5,0,0.12,0.00,0.12,0.12,0.12,Matches,d6192210
8,Ezgjan Alioski,mk MKD,DFMF,Leeds United,27,1992,39,21,2262,25.1,5,3,8,5,0,0,8,0,0.20,0.12,0.32,0.20,0.32,Matches,1a7fcf39
9,Joe Allen,wls WAL,MF,Stoke City,29,1990,35,34,2938,32.6,4,2,6,4,0,0,5,1,0.12,0.06,0.18,0.12,0.18,Matches,9feb8f24
10,Sone Aluko,ng NGA,FWMF,Reading,30,1989,2,0,41,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5a75d4cc
11,Sammy Ameobi,eng ENG,MFFW,Nottingham,27,1992,45,37,3095,34.4,5,7,12,5,0,0,7,0,0.15,0.20,0.35,0.15,0.35,Matches,acd61628
12,Luke Amos,eng ENG,MF,QPR,22,1997,34,26,2111,23.5,2,0,2,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,77128f7e
13,Chuks Aneke,eng ENG,FW,Charlton Athletic,26,1993,20,2,589,6.5,1,1,2,1,0,0,2,0,0.15,0.15,0.31,0.15,0.31,Matches,c3afe72e
14,Felipe Araruna,br BRA,MF,Reading,23,1996,3,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d6b94d77
15,Adam Armstrong,eng ENG,MFFW,Blackburn,22,1997,46,40,3471,38.6,16,6,22,14,2,2,0,0,0.41,0.16,0.57,0.36,0.52,Matches,68c720b5
