,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
16,Manuel Almunia,es ESP,GK,Watford,36,1977,37,37,3285,36.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,9f6b2f8c
17,Ben Alnwick,eng ENG,GK,Charlton Athletic,26,1987,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,55b11e73
18,Darren Ambrose,eng ENG,FWMF,Birmingham City,29,1984,1,1,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6e5117de
19,Paul Anderson,eng ENG,MF,Ipswich Town,25,1988,31,22,1752,19.5,5,1,6,5,0,0,1,0,0.26,0.05,0.31,0.26,0.31,b3ab8f5c
20,Keith Andrews,ie IRL,MF,Brighton,32,1980,31,28,2567,28.5,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,5bca867f
21,Keith Andrews,ie IRL,MF,Bolton,32,1980,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5bca867f
22,Gabriele Angella,it ITA,DF,Watford,24,1989,40,39,3507,39.0,7,3,10,7,0,0,10,1,0.18,0.08,0.26,0.18,0.26,0c971997
23,Casper Ankergren,dk DEN,GK,Brighton,33,1979,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,328953a1
24,Michail Antonio,jm JAM,FWMF,Sheffield Weds,23,1990,27,24,2082,23.1,4,4,8,4,0,0,1,0,0.17,0.17,0.35,0.17,0.35,ac05f970
25,Ikechi Anya,sct SCO,FWMF,Watford,25,1988,35,29,2650,29.4,5,7,12,5,0,0,0,0,0.17,0.24,0.41,0.17,0.41,c55e973d
26,Scott Arfield,ca CAN,MF,Burnley,24,1988,45,42,3738,41.5,8,3,11,8,0,0,4,0,0.19,0.07,0.26,0.19,0.26,b1313ec4
27,Gboly Ariyibi,us USA,FWMF,Leeds United,18,1995,2,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,37849392
28,Harry Arter,ie IRL,MF,Bournemouth,23,1989,31,31,2700,30.0,3,2,5,3,0,0,8,1,0.10,0.07,0.17,0.10,0.17,2f4c5a52
29,Koby Arthur,gh GHA,MF,Birmingham City,17,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,20f583a7
30,Benoît Assou-Ekotto,cm CMR,DF,QPR,29,1984,31,30,2713,30.1,0,1,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,a557e6b0
31,Charlie Austin,eng ENG,FW,QPR,24,1989,31,28,2491,27.7,17,2,19,13,4,4,3,0,0.61,0.07,0.69,0.47,0.54,8d228291
32,Rodolph Austin,jm JAM,DFMF,Leeds United,28,1985,40,40,3553,39.5,3,3,6,3,0,0,9,0,0.08,0.08,0.15,0.08,0.15,5330af9d
33,Daniel Ayala,es ESP,DF,Middlesbrough,22,1990,19,17,1572,17.5,3,1,4,3,0,0,7,1,0.17,0.06,0.23,0.17,0.23,302560a0
34,Luke Ayling,eng ENG,DFMF,Yeovil Town,21,1991,42,41,3742,41.6,2,4,6,2,0,0,7,0,0.05,0.10,0.14,0.05,0.14,420d7c7d
35,James Bailey,eng ENG,DFMF,Derby County,24,1988,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c16d7863
36,Nicky Bailey,eng ENG,MF,Millwall,29,1984,28,26,2292,25.5,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,9f2550f3
37,Chris Baird,nir NIR,DFMF,Burnley,31,1982,7,5,473,5.3,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,55fd8c81
38,Chris Baird,nir NIR,DFMF,Reading,31,1982,9,9,705,7.8,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,55fd8c81
39,Zoumana Bakayogo,ci CIV,DF,Yeovil Town,26,1986,1,1,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1d2647b1
40,Patrick Bamford,eng ENG,FWMF,Derby County,19,1993,21,14,1248,13.9,8,2,10,8,0,0,2,0,0.58,0.14,0.72,0.58,0.72,93feac6e
41,Alex Baptiste,eng ENG,DF,Bolton,27,1986,39,37,3343,37.1,4,2,6,4,0,0,6,1,0.11,0.05,0.16,0.11,0.16,7b72f0b6
42,George Barker,eng ENG,FW,Brighton,21,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2972401e
43,Tom Barkhuizen,eng ENG,FWMF,Blackpool,20,1993,14,2,344,3.8,1,0,1,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,9cf7496b
44,Ashley Barnes,eng ENG,FWMF,Burnley,23,1989,21,11,1110,12.3,3,1,4,3,0,0,1,0,0.24,0.08,0.32,0.24,0.32,2691c772
45,Ashley Barnes,eng ENG,FWMF,Brighton,23,1989,22,17,1519,16.9,5,1,6,3,2,2,3,0,0.30,0.06,0.36,0.18,0.24,2691c772
46,Leon Barnett,eng ENG,DF,Wigan Athletic,27,1985,41,39,3539,39.3,4,0,4,4,0,0,3,0,0.10,0.00,0.10,0.10,0.10,76854cdf
47,Kyle Bartley,eng ENG,DF,Birmingham City,22,1991,17,14,1244,13.8,3,0,3,3,0,0,5,1,0.22,0.00,0.22,0.22,0.22,18e96f64
48,Joey Barton,eng ENG,MF,QPR,30,1982,34,33,2909,32.3,3,3,6,3,0,0,12,1,0.09,0.09,0.19,0.09,0.19,93bfa675
49,Chris Basham,eng ENG,DFMF,Blackpool,25,1988,40,37,3233,35.9,2,1,3,2,0,0,9,0,0.06,0.03,0.08,0.06,0.08,1aa84968
50,Cristian Battocchio,it ITA,MF,Watford,21,1992,35,21,2007,22.3,4,3,7,4,0,0,2,0,0.18,0.13,0.31,0.18,0.31,0f9b8301
51,Jean Beausejour,cl CHI,DFFW,Wigan Athletic,29,1984,33,30,2593,28.8,2,2,4,2,0,0,9,0,0.07,0.07,0.14,0.07,0.14,c8404849
52,Jermaine Beckford,jm JAM,FW,Bolton,29,1983,33,20,1938,21.5,7,1,8,7,0,1,3,0,0.33,0.05,0.37,0.33,0.37,393303c7
53,Mark Beevers,eng ENG,DF,Millwall,23,1989,28,27,2397,26.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,30bea884
54,Essaïd Belkalem,dz ALG,DF,Watford,24,1989,8,5,516,5.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,747e6a95
55,Amari'i Bell,jm JAM,DFMF,Birmingham City,19,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,399e9474
56,Héctor Bellerín,es ESP,DFMF,Watford,18,1995,8,6,518,5.8,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,f874dd44
57,Yossi Benayoun,il ISR,MF,QPR,33,1980,16,10,796,8.8,3,1,4,3,0,0,1,1,0.34,0.11,0.45,0.34,0.45,8414bb13
58,Kyle Bennett,eng ENG,MF,Doncaster,22,1990,3,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,46b16c2c
59,Mason Bennett,eng ENG,FWMF,Derby County,17,1996,13,1,284,3.2,1,1,2,1,0,0,0,0,0.32,0.32,0.63,0.32,0.63,aba031ad
60,Christophe Berra,sct SCO,DF,Ipswich Town,28,1985,42,41,3677,40.9,5,0,5,5,0,0,6,0,0.12,0.00,0.12,0.12,0.12,8455984a
61,Federico Bessone,ar ARG,DF,Millwall,29,1984,2,1,69,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7570ed49
62,Leon Best,ie IRL,FW,Sheffield Weds,26,1986,15,12,1075,11.9,4,1,5,4,0,1,0,0,0.33,0.08,0.42,0.33,0.42,0780ab75
63,Leon Best,ie IRL,FW,Blackburn,26,1986,8,5,410,4.6,2,0,2,2,0,0,3,0,0.44,0.00,0.44,0.44,0.44,0780ab75
64,Philip Billing,dk DEN,MF,Huddersfield,17,1996,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d328a254
65,Neal Bishop,eng ENG,MF,Blackpool,31,1981,35,29,2640,29.3,1,0,1,1,0,0,7,1,0.03,0.00,0.03,0.03,0.03,2c7b276d
66,Tyler Blackett,eng ENG,DF,Blackpool,19,1994,5,5,423,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a68a5466
67,Tyler Blackett,eng ENG,DF,Birmingham City,19,1994,8,6,508,5.6,0,2,2,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,a68a5466
68,Nick Blackman,bb BRB,FWMF,Reading,23,1989,30,9,1053,11.7,4,1,5,3,1,1,4,0,0.34,0.09,0.43,0.26,0.34,d4e7c451
69,Dexter Blackstock,ag ATG,FW,Nottingham,27,1986,1,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,803907c3
70,Dexter Blackstock,ag ATG,FW,Leeds United,27,1986,4,2,207,2.3,1,2,3,1,0,0,1,0,0.43,0.87,1.30,0.43,1.30,803907c3
71,Ádám Bogdán,hu HUN,GK,Bolton,25,1987,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,56f99ec7
72,Jonathan Bond,eng ENG,GK,Watford,20,1993,10,9,855,9.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c3a86eea
73,Jordan Bowery,kn SKN,DFFW,Doncaster,22,1991,3,3,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8f5a4e15
74,Emmerson Boyce,bb BRB,DF,Wigan Athletic,33,1979,42,39,3545,39.4,2,2,4,2,0,0,5,0,0.05,0.05,0.10,0.05,0.10,84bfbd38
75,Peter Brezovan,sk SVK,GK,Brighton,33,1979,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12f014b1
76,Liam Bridcutt,sct SCO,DFMF,Brighton,24,1989,11,8,807,9.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,d6066695
77,Wayne Bridge,eng ENG,DF,Reading,32,1980,12,11,995,11.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,86b982bc
78,Kirk Broadfoot,sct SCO,DF,Blackpool,28,1984,33,33,2910,32.3,0,1,1,0,0,0,5,2,0.00,0.03,0.03,0.00,0.03,8dbeac13
79,Chris Brown,eng ENG,FW,Doncaster,28,1984,40,38,3398,37.8,9,1,10,6,3,3,8,0,0.24,0.03,0.26,0.16,0.19,baf27774
80,Michael Brown,eng ENG,MF,Leeds United,36,1977,18,12,1059,11.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,85543572
81,Reece Brown,eng ENG,DFMF,Watford,21,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3c0fba18
82,Reece Brown,eng ENG,FWMF,Birmingham City,17,1996,6,3,315,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,59dc2fe5
83,Tyias Browning,cn CHN,DF,Wigan Athletic,19,1994,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c4e180f0
84,Bruno,es ESP,DF,Brighton,32,1980,33,31,2722,30.2,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,78803d03
85,Craig Bryson,sct SCO,MF,Derby County,26,1986,45,43,3780,42.0,16,12,28,15,1,2,6,0,0.38,0.29,0.67,0.36,0.64,10aaf318
86,Will Buckley,eng ENG,FWMF,Brighton,23,1989,30,20,1903,21.1,3,2,5,3,0,0,0,0,0.14,0.09,0.24,0.14,0.24,b1929302
87,Harry Bunn,eng ENG,FWMF,Huddersfield,20,1992,3,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c8d840f0
88,Chris Burke,sct SCO,FWMF,Birmingham City,29,1983,44,37,3274,36.4,4,7,11,4,0,0,1,0,0.11,0.19,0.30,0.11,0.30,f11919e9
89,Dan Burn,eng ENG,DF,Birmingham City,21,1992,24,23,2033,22.6,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,b2d31e83
90,Jack Butland,eng ENG,GK,Barnsley,20,1993,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,cc70a1d5
91,Jack Butland,eng ENG,GK,Leeds United,20,1993,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cc70a1d5
92,Jacob Butterfield,eng ENG,DFMF,Middlesbrough,23,1990,31,20,1641,18.2,3,1,4,3,0,0,0,0,0.16,0.05,0.22,0.16,0.22,5ff1aeb8
93,Jake Buxton,eng ENG,DF,Derby County,28,1985,45,43,3912,43.5,2,1,3,2,0,0,3,0,0.05,0.02,0.07,0.05,0.07,f073b43a
94,Lewis Buxton,eng ENG,DF,Sheffield Weds,29,1983,20,20,1704,18.9,3,0,3,3,0,0,3,0,0.16,0.00,0.16,0.16,0.16,0d76248a
95,Sam Byram,eng ENG,DFMF,Leeds United,19,1993,25,17,1692,18.8,0,3,3,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,1bf811d4
96,Stephen Bywater,eng ENG,GK,Millwall,32,1981,7,6,587,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,aaa3d97b
97,Paul Caddis,sct SCO,DFMF,Birmingham City,25,1988,38,35,3185,35.4,5,2,7,2,3,3,5,0,0.14,0.06,0.20,0.06,0.11,dc478234
98,Tom Cairney,sct SCO,MF,Blackburn,22,1991,37,36,3121,34.7,5,7,12,5,0,0,1,0,0.14,0.20,0.35,0.14,0.35,a8748947
99,Iñigo Calderón,es ESP,DF,Brighton,31,1982,23,18,1668,18.5,2,3,5,2,0,0,5,0,0.11,0.16,0.27,0.11,0.27,17a1c047
100,Gary Caldwell,sct SCO,DFMF,Wigan Athletic,31,1982,2,2,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5dc37f4a
101,Lee Camp,nir NIR,GK,Bournemouth,28,1984,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,df4b8b69
102,DJ Campbell,eng ENG,FW,Blackburn,31,1981,7,2,199,2.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,d9129797
103,DJ Campbell,eng ENG,FW,Millwall,31,1981,9,6,576,6.4,2,0,2,2,0,0,1,0,0.31,0.00,0.31,0.31,0.31,d9129797
104,Mustapha Carayol,gm GAM,FWMF,Middlesbrough,24,1988,32,24,2009,22.3,8,1,9,8,0,0,3,0,0.36,0.04,0.40,0.36,0.40,597d0f13
105,Daniel Carr,tt TRI,FW,Huddersfield,19,1994,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7e245150
106,Jake Carroll,ie IRL,DFMF,Huddersfield,21,1991,4,4,318,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,717d8910
107,Tom Carroll,eng ENG,MF,QPR,21,1992,26,23,1996,22.2,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,5a1900a4
108,Scott Carson,eng ENG,GK,Wigan Athletic,27,1985,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3e1550ee
109,Marco Cassetti,it ITA,DFMF,Watford,36,1977,35,32,2870,31.9,1,1,2,1,0,0,10,1,0.03,0.03,0.06,0.03,0.06,d607e02f
110,Craig Cathcart,nir NIR,DF,Blackpool,24,1989,30,29,2622,29.1,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,89e4b358
111,James Caton,eng ENG,MF,Blackpool,19,1994,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3194fb55
112,Nathaniel Chalobah,eng ENG,DFMF,Nottingham,18,1994,12,7,595,6.6,2,0,2,2,0,0,2,1,0.30,0.00,0.30,0.30,0.30,422862ea
113,Nathaniel Chalobah,eng ENG,DFMF,Middlesbrough,18,1994,19,15,1284,14.3,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,422862ea
114,Luke Chambers,eng ENG,DF,Ipswich Town,27,1985,46,46,4123,45.8,3,1,4,3,0,0,4,0,0.07,0.02,0.09,0.07,0.09,1a98bcf4
115,Richard Chaplow,eng ENG,MF,Millwall,28,1985,19,12,1017,11.3,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,66835431
116,Javier Chevantón,uy URU,FW,QPR,32,1980,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5824ef34
117,Adam Chicksen,zw ZIM,DFMF,Brighton,21,1991,1,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c87352d6
118,Michael Chopra,eng ENG,FW,Blackpool,29,1983,18,5,575,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e8368ec0
119,Park Chu-young,kr KOR,FWMF,Watford,28,1985,2,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d9fa272a
120,Lee Chung-yong,kr KOR,FWMF,Bolton,25,1988,45,32,2953,32.8,3,5,8,3,0,0,5,0,0.09,0.15,0.24,0.09,0.24,49b05a83
121,Simon Church,wls WAL,FW,Charlton Athletic,24,1988,38,28,2458,27.3,3,2,5,3,0,0,3,0,0.11,0.07,0.18,0.11,0.18,6f8e8db0
122,Alex Cisak,au AUS,GK,Burnley,24,1989,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1bbe1801
123,Kalifa Cissé,ml MLI,DFMF,Derby County,29,1984,3,1,111,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,108f18f5
124,Peter Clarke,eng ENG,DF,Huddersfield,31,1982,26,24,2094,23.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,9a7bb136
125,Adam Clayton,eng ENG,MF,Huddersfield,24,1989,42,41,3636,40.4,7,4,11,6,1,1,8,0,0.17,0.10,0.27,0.15,0.25,45b59689
126,Chris Cohen,eng ENG,DFMF,Nottingham,26,1987,16,16,1440,16.0,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,7562a0ba
127,Giles Coke,eng ENG,MF,Sheffield Weds,27,1986,28,20,1895,21.1,1,0,1,1,0,0,1,1,0.05,0.00,0.05,0.05,0.05,cb2a1fd2
128,Danny Collins,wls WAL,DF,Nottingham,32,1980,23,21,1917,21.3,1,0,1,1,0,0,2,1,0.05,0.00,0.05,0.05,0.05,b89cd819
129,Jack Collison,wls WAL,MF,Wigan Athletic,24,1988,9,5,556,6.2,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0566f8a9
130,Jack Collison,wls WAL,MF,Bournemouth,24,1988,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0566f8a9
131,Paul Connolly,eng ENG,DF,Millwall,29,1983,4,3,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b6d19744
132,Craig Conway,sct SCO,FWMF,Blackburn,28,1985,18,16,1470,16.3,4,11,15,4,0,0,0,0,0.24,0.67,0.92,0.24,0.92,2ce2d9ea
133,Craig Conway,sct SCO,FWMF,Brighton,28,1985,13,11,950,10.6,1,3,4,1,0,0,0,0,0.09,0.28,0.38,0.09,0.38,2ce2d9ea
134,Jordan Cook,eng ENG,FW,Charlton Athletic,23,1990,3,1,111,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,28a7e81c
135,Steve Cook,eng ENG,DFMF,Bournemouth,22,1991,38,38,3420,38.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,3e5e4e63
136,James Coppinger,eng ENG,FWMF,Doncaster,32,1981,41,34,3114,34.6,4,3,7,4,0,0,2,0,0.12,0.09,0.20,0.12,0.20,181152ec
137,Paul Corry,ie IRL,MF,Sheffield Weds,22,1991,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cd446e60
138,Leon Cort,gy GUY,DF,Charlton Athletic,33,1979,3,1,137,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,312b5891
139,David Cotterill,wls WAL,FWMF,Doncaster,25,1987,40,25,2389,26.5,4,1,5,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,7b6f3a36
140,Mohamed Coulibaly,fr FRA,FWMF,Bournemouth,24,1988,7,2,159,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3cc07724
141,Jordan Cousins,eng ENG,FWMF,Charlton Athletic,19,1994,42,37,3334,37.0,2,1,3,2,0,0,1,0,0.05,0.03,0.08,0.05,0.08,d4b0eb12
142,Paul Coutts,sct SCO,MF,Derby County,25,1988,8,3,377,4.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,e00c4257
143,Simon Cox,ie IRL,FW,Nottingham,26,1987,34,25,2127,23.6,8,3,11,8,0,1,7,0,0.34,0.13,0.47,0.34,0.47,6124c209
144,Stephen Crainey,sct SCO,DF,Wigan Athletic,32,1981,20,14,1352,15.0,0,2,2,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,2f6dd6a3
145,Martin Cranie,eng ENG,DF,Barnsley,26,1986,35,34,3025,33.6,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,9e53837d
146,Aaron Cresswell,eng ENG,DFMF,Ipswich Town,23,1989,42,42,3743,41.6,2,13,15,2,0,0,2,1,0.05,0.31,0.36,0.05,0.36,4f974391
147,Andrew Crofts,wls WAL,MF,Brighton,29,1984,23,23,2034,22.6,5,0,5,5,0,0,4,0,0.22,0.00,0.22,0.22,0.22,5ba16a76
148,Shaun Cummings,jm JAM,DF,Reading,24,1989,11,8,690,7.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6bfe339f
149,Tomasz Cywka,pl POL,DFFW,Barnsley,25,1988,30,15,1594,17.7,4,3,7,4,0,0,0,0,0.23,0.17,0.40,0.23,0.40,db7e8bab
150,Chris Dagnall,eng ENG,FW,Barnsley,27,1986,8,5,400,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,5cf6999a
151,Charlie Daniels,eng ENG,DFMF,Bournemouth,26,1986,23,22,1825,20.3,0,2,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,9d107085
152,Scott Dann,eng ENG,DF,Blackburn,26,1987,25,25,2249,25.0,0,3,3,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,52105203
153,Neil Danns,gy GUY,MF,Bolton,30,1982,33,26,2398,26.6,6,5,11,6,0,0,2,0,0.23,0.19,0.41,0.23,0.41,8081f166
154,Karl Darlow,wls WAL,GK,Nottingham,22,1990,43,43,3870,43.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,cde3309f
155,Ben Davies,eng ENG,DFMF,Derby County,32,1981,4,1,82,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,b99746b2
156,Craig Davies,wls WAL,FW,Bolton,27,1986,8,2,198,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8601380a
157,Mark Davies,eng ENG,MF,Bolton,25,1988,18,14,1157,12.9,1,2,3,1,0,0,5,0,0.08,0.16,0.23,0.08,0.23,3de91e73
158,Steve Davies,eng ENG,FW,Blackpool,25,1987,28,13,1240,13.8,3,1,4,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,c4612ab6
159,Liam Davis,eng ENG,DFMF,Yeovil Town,26,1986,27,18,1702,18.9,1,3,4,1,0,0,2,0,0.05,0.16,0.21,0.05,0.21,0d7eef8b
160,Simon Dawkins,jm JAM,FWMF,Derby County,25,1987,26,20,1657,18.4,4,2,6,4,0,0,2,0,0.22,0.11,0.33,0.22,0.33,9db762f1
161,Kevin Dawson,ie IRL,MF,Yeovil Town,23,1990,35,17,1833,20.4,1,2,3,1,0,0,6,0,0.05,0.10,0.15,0.05,0.15,38ab7e00
162,Stephen Dawson,ie IRL,MF,Barnsley,27,1985,37,29,2701,30.0,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,fd55dd25
