,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Almen Abdi,ch SUI,MF,Watford,27,1986,32,28,2240,24.9,9,2,11,9,0,0,6,0,0.36,0.08,0.44,0.36,0.44,Matches,8d425d84
2,Nadjim Abdou,km COM,MF,Millwall,30,1984,33,29,2498,27.8,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,5b7a0657
3,Damià Abella,es ESP,DFMF,Middlesbrough,32,1982,6,6,468,5.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e35b4a15
4,Miles Addison,eng ENG,DFMF,Blackpool,25,1989,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ccc9bd95
5,Tom Adeyemi,eng ENG,MF,Cardiff City,22,1991,20,11,1020,11.3,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches,e278cebf
6,Albert Adomah,gh GHA,FWMF,Middlesbrough,26,1987,43,40,3467,38.5,5,3,8,5,0,0,8,1,0.13,0.08,0.21,0.13,0.21,Matches,c7174e81
7,Adryan,br BRA,FWMF,Leeds United,19,1994,12,9,725,8.1,0,2,2,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches,769bba76
8,Benik Afobe,cd COD,FW,Wolves,21,1993,21,20,1794,19.9,13,5,18,13,0,0,1,0,0.65,0.25,0.90,0.65,0.90,Matches,b63f4077
9,Kieran Agard,eng ENG,FWMF,Rotherham,24,1989,2,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6c9bf1c
10,Kemy Agustien,cw CUW,DFMF,Brighton,27,1986,2,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,027a5151
11,Yakubu Aiyegbeni,ng NGA,FW,Reading,31,1982,7,3,331,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a1fe3f62
12,Nicky Ajose,eng ENG,FW,Leeds United,22,1991,3,2,197,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ba0ea6e
13,Nathan Aké,nl NED,DFMF,Reading,19,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eaeca114
14,Hope Akpan,ng NGA,MF,Reading,22,1991,20,14,1250,13.9,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,1ccbca79
15,Chuba Akpom,eng ENG,FWMF,Nottingham,18,1995,7,5,402,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e2b384d2
16,Raúl Albentosa,es ESP,DF,Derby County,25,1988,8,7,639,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,348e4809
17,Tom Aldred,sct SCO,DF,Blackpool,23,1990,6,6,461,5.1,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2a75e914
18,Darren Ambrose,eng ENG,FWMF,Ipswich Town,30,1984,6,1,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e5117de
19,Fernando Amorebieta,ve VEN,DF,Middlesbrough,29,1985,4,2,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2bbc0ec
20,Fernando Amorebieta,ve VEN,DF,Fulham,29,1985,7,7,549,6.1,1,1,2,1,0,0,2,1,0.16,0.16,0.33,0.16,0.33,Matches,b2bbc0ec
21,Ben Amos,eng ENG,GK,Bolton,24,1990,9,8,746,8.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6799cd2
22,Mikkel Andersen,dk DEN,GK,Reading,25,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,63e905bc
23,Paul Anderson,eng ENG,MF,Ipswich Town,26,1988,35,20,1778,19.8,1,7,8,1,0,0,2,0,0.05,0.35,0.40,0.05,0.40,Matches,b3ab8f5c
24,Tony Andreu,fr FRA,MF,Norwich City,26,1988,6,0,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,15504546
25,Keith Andrews,ie IRL,MF,Watford,33,1980,9,4,466,5.2,1,2,3,1,0,0,2,0,0.19,0.39,0.58,0.19,0.58,Matches,5bca867f
26,Gabriele Angella,it ITA,DF,Watford,25,1989,35,32,2826,31.4,2,3,5,2,0,0,5,2,0.06,0.10,0.16,0.06,0.16,Matches,0c971997
27,Mirco Antenucci,it ITA,FW,Leeds United,29,1984,36,24,2309,25.7,10,1,11,10,0,0,2,0,0.39,0.04,0.43,0.39,0.43,Matches,43a2e16c
28,Michail Antonio,jm JAM,FWMF,Nottingham,24,1990,46,46,3925,43.6,14,12,26,14,0,0,7,0,0.32,0.28,0.60,0.32,0.60,Matches,ac05f970
29,Ikechi Anya,sct SCO,FWMF,Watford,26,1988,35,27,2460,27.3,0,7,7,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,c55e973d
30,Kwesi Appiah,gh GHA,FW,Reading,23,1990,6,2,217,2.4,1,0,1,1,0,0,0,0,0.41,0.00,0.41,0.41,0.41,Matches,8fb893a5
31,Kári Árnason,is ISL,DFMF,Rotherham,31,1982,43,42,3792,42.1,3,0,3,3,0,0,10,0,0.07,0.00,0.07,0.07,0.07,Matches,7603aa77
32,Harry Arter,ie IRL,MF,Bournemouth,24,1989,43,43,3718,41.3,9,3,12,9,0,0,12,0,0.22,0.07,0.29,0.22,0.29,Matches,2f4c5a52
