,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Almen Abdi,ch SUI,MF,Sheffield Weds,30,1986,4,1,160,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8d425d84
2,Ché Adams,sct SCO,FWMF,Birmingham City,21,1996,30,16,1541,17.1,5,2,7,5,0,0,1,1,0.29,0.12,0.41,0.29,0.41,Matches,f2bf1b0f
3,Tom Adeyemi,eng ENG,MF,Ipswich Town,25,1991,5,4,361,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e278cebf
4,Albert Adomah,gh GHA,MF,Aston Villa,29,1987,39,34,2846,31.6,14,5,19,11,3,3,1,0,0.44,0.16,0.60,0.35,0.51,Matches,c7174e81
5,Benik Afobe,cd COD,FW,Wolves,24,1993,16,7,698,7.8,6,0,6,6,0,0,0,0,0.77,0.00,0.77,0.77,0.77,Matches,b63f4077
6,Gabriel Agbonlahor,eng ENG,MF,Aston Villa,30,1986,6,2,288,3.2,1,1,2,1,0,0,0,0,0.31,0.31,0.62,0.31,0.62,Matches,db80f5f1
7,Ola Aina,ng NGA,DFMF,Hull City,20,1996,44,42,3824,42.5,0,3,3,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,246d153b
8,Joost van Aken,nl NED,DF,Sheffield Weds,23,1994,14,14,1228,13.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,b4706f20
9,Lucas Akins,gd GRN,MFFW,Burton Albion,28,1989,42,39,3508,39.0,5,6,11,3,2,3,5,0,0.13,0.15,0.28,0.08,0.23,Matches,a8e93bd1
10,Hope Akpan,ng NGA,MF,Burton Albion,25,1991,26,19,1760,19.6,2,1,3,2,0,0,1,1,0.10,0.05,0.15,0.10,0.15,Matches,1ccbca79
11,Ezgjan Alioski,mk MKD,MFFW,Leeds United,25,1992,42,40,3127,34.7,7,5,12,7,0,0,6,0,0.20,0.14,0.35,0.20,0.35,Matches,1a7fcf39
12,Jamie Allen,eng ENG,MF,Burton Albion,22,1995,29,19,1723,19.1,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,2c183a79
13,Ben Alnwick,eng ENG,GK,Bolton,30,1987,39,39,3465,38.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,55b11e73
14,Sone Aluko,ng NGA,FW,Fulham,28,1989,4,4,331,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a75d4cc
15,Sone Aluko,ng NGA,MFFW,Reading,28,1989,39,36,3032,33.7,2,4,6,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,Matches,5a75d4cc
16,Sammy Ameobi,eng ENG,MFFW,Bolton,25,1992,35,33,2901,32.2,4,2,6,4,0,0,8,0,0.12,0.06,0.19,0.12,0.19,Matches,acd61628
17,Vurnon Anita,cw CUW,DF,Leeds United,28,1989,18,14,1290,14.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2d368fd5
18,Ikechi Anya,sct SCO,MF,Derby County,29,1988,7,3,304,3.4,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches,c55e973d
19,Jordan Archer,sct SCO,GK,Millwall,24,1993,45,45,4050,45.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,480c4a00
20,Theo Archibald,sct SCO,FWMF,Brentford,19,1998,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8bb20652
21,Adam Armstrong,eng ENG,MFFW,Bolton,20,1997,20,14,1113,12.4,1,2,3,1,0,0,0,0,0.08,0.16,0.24,0.08,0.24,Matches,68c720b5
22,Joel Asoro,se SWE,FWMF,Sunderland,18,1999,26,11,1225,13.6,3,1,4,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,Matches,13e827f8
23,Britt Assombalonga,cd COD,FW,Middlesbrough,24,1992,44,32,2982,33.1,15,0,15,14,1,2,3,0,0.45,0.00,0.45,0.42,0.42,Matches,315aa9c5
24,Daniel Ayala,es ESP,DF,Middlesbrough,26,1990,33,33,2909,32.3,7,2,9,7,0,0,3,2,0.22,0.06,0.28,0.22,0.28,Matches,302560a0
25,Floyd Ayité,tg TOG,FW,Fulham,28,1988,28,23,1711,19.0,4,2,6,4,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches,fd5888a0
26,Luke Ayling,eng ENG,DF,Leeds United,25,1991,27,27,2365,26.3,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,420d7c7d
27,Leandro Bacuna,cw CUW,MF,Aston Villa,25,1991,1,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9dc69d38
28,Leandro Bacuna,cw CUW,MFDF,Reading,25,1991,33,29,2650,29.4,1,3,4,0,1,1,8,1,0.03,0.10,0.14,0.00,0.10,Matches,9dc69d38
29,Chris Baird,nir NIR,DF,Derby County,35,1982,22,21,1887,21.0,0,1,1,0,0,0,3,1,0.00,0.05,0.05,0.00,0.05,Matches,55fd8c81
30,Ash Baker,wls WAL,MF,Sheffield Weds,20,1996,1,1,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a423a64
