,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
56,Ryan Bennett,eng ENG,DF,Norwich City,26,1990,33,24,2413,26.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0bad4516
57,Darren Bent,eng ENG,FW,Derby County,32,1984,37,22,1999,22.2,10,0,10,8,2,2,1,0,0.45,0.00,0.45,0.36,0.36,Matches,fe97f10b
58,Daniel Bentley,eng ENG,GK,Brentford,23,1993,45,45,4050,45.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,68db6358
59,Gaetano Berardi,ch SUI,DF,Leeds United,27,1988,26,24,2084,23.2,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,5348aada
60,Christophe Berra,sct SCO,DF,Ipswich Town,31,1985,44,44,3904,43.4,2,1,3,2,0,0,8,0,0.05,0.02,0.07,0.05,0.07,Matches,8455984a
61,Leon Best,ie IRL,FW,Ipswich Town,29,1986,11,5,541,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0780ab75
62,Marcus Bettinelli,eng ENG,GK,Fulham,24,1992,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0d85a4e8
63,Bartosz Białkowski,pl POL,GK,Ipswich Town,29,1987,44,44,3960,44.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4b5e809f
64,Jake Bidwell,eng ENG,DFMF,QPR,23,1993,36,36,3188,35.4,0,2,2,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06,Matches,676b6c9b
65,Krystian Bielik,pl POL,DFMF,Birmingham City,18,1998,10,8,777,8.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,8e0ec853
66,Philip Billing,dk DEN,MF,Huddersfield,20,1996,24,13,1207,13.4,2,0,2,2,0,0,4,0,0.15,0.00,0.15,0.15,0.15,Matches,d328a254
67,Teddy Bishop,eng ENG,MF,Ipswich Town,20,1996,19,7,692,7.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,682f5364
68,Birkir Bjarnason,is ISL,MFFW,Aston Villa,28,1988,8,5,407,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,da13074e
69,Andreas Bjelland,dk DEN,DF,Brentford,28,1988,28,25,2226,24.7,0,2,2,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches,e6dda1c7
70,Tyler Blackett,eng ENG,DF,Reading,22,1994,34,33,2888,32.1,0,1,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,Matches,a68a5466
71,Corey Blackett-Taylor,eng ENG,FWMF,Aston Villa,18,1997,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28016827
72,Nick Blackman,bb BRB,MF,Derby County,26,1989,9,2,243,2.7,1,0,1,0,1,1,0,0,0.37,0.00,0.37,0.00,0.00,Matches,d4e7c451
73,Dexter Blackstock,ag ATG,FW,Rotherham,30,1986,16,4,426,4.7,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,803907c3
74,Ádám Bogdán,hu HUN,GK,Wigan Athletic,28,1987,17,17,1498,16.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,56f99ec7
75,Omar Bogle,eng ENG,FW,Wigan Athletic,23,1993,14,12,1034,11.5,3,0,3,2,1,1,1,0,0.26,0.00,0.26,0.17,0.17,Matches,c334bcfc
76,Gaëtan Bong,cm CMR,DF,Brighton,28,1988,24,24,2160,24.0,0,4,4,0,0,0,6,2,0.00,0.17,0.17,0.00,0.17,Matches,cfd5e123
77,Jack Bonham,ie IRL,GK,Brentford,22,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3539472e
78,Cameron Borthwick-Jackson,eng ENG,DF,Wolves,19,1997,6,6,536,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ff61102d
79,Ariel Borysiuk,pl POL,MF,QPR,25,1991,11,8,683,7.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7a56d317
80,Josh Bowler,eng ENG,MF,QPR,17,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea39a081
81,Andy Boyle,ie IRL,DF,Preston,25,1991,7,7,585,6.5,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,e4ac16cf
82,Tom Bradshaw,wls WAL,FW,Barnsley,24,1992,42,28,2366,26.3,8,3,11,8,0,0,0,0,0.30,0.11,0.42,0.30,0.42,Matches,a9d071f8
83,Robbie Brady,ie IRL,DFMF,Norwich City,24,1992,23,22,1845,20.5,4,5,9,3,1,1,2,1,0.20,0.24,0.44,0.15,0.39,Matches,96bb8cc2
84,Alex Bray,wls WAL,MF,Rotherham,21,1995,5,0,83,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,88bc0d96
85,John Brayford,eng ENG,DFMF,Burton Albion,28,1987,33,33,2774,30.8,0,4,4,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches,bab2f2a5
86,James Bree,eng ENG,DF,Barnsley,18,1997,19,18,1593,17.7,0,2,2,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches,c07b7c5c
87,James Bree,eng ENG,MFDF,Aston Villa,18,1997,7,6,502,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c07b7c5c
88,Ben Brereton,cl CHI,MFFW,Nottingham,17,1999,18,13,1121,12.5,3,3,6,3,0,0,1,0,0.24,0.24,0.48,0.24,0.48,Matches,57827369
89,Liam Bridcutt,sct SCO,MF,Leeds United,27,1989,25,22,1972,21.9,0,2,2,0,0,0,8,2,0.00,0.09,0.09,0.00,0.09,Matches,d6066695
90,Kirk Broadfoot,sct SCO,DF,Rotherham,31,1984,3,3,263,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8dbeac13
91,Izzy Brown,eng ENG,MFFW,Rotherham,19,1997,20,17,1487,16.5,3,4,7,3,0,0,3,0,0.18,0.24,0.42,0.18,0.42,Matches,bf54c8cc
92,Izzy Brown,eng ENG,MF,Huddersfield,19,1997,15,12,1009,11.2,4,1,5,4,0,0,3,0,0.36,0.09,0.45,0.36,0.45,Matches,bf54c8cc
93,Jacob Brown,sct SCO,FWMF,Barnsley,18,1998,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca18c8f1
94,Reece Brown,eng ENG,DF,Birmingham City,20,1996,8,1,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59dc2fe5
95,Wes Brown,eng ENG,DF,Blackburn,36,1979,5,3,246,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,659ccc97
96,Alan Browne,ie IRL,MF,Preston,21,1995,31,21,1944,21.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,25dea15a
97,Josh Brownhill,eng ENG,MF,Bristol City,20,1995,27,19,1712,19.0,1,1,2,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,Matches,47369df8
98,Tyias Browning,cn CHN,DF,Preston,22,1994,8,8,681,7.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c4e180f0
99,Kévin Bru,mu MRI,MF,Ipswich Town,27,1988,26,14,1285,14.3,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,2a709dc0
100,Alex Bruce,nir NIR,DF,Wigan Athletic,31,1984,2,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,102ed2b2
101,Bruno,es ESP,DF,Brighton,35,1980,42,42,3715,41.3,0,3,3,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,78803d03
102,Joe Bryan,eng ENG,DFMF,Bristol City,22,1993,44,39,3520,39.1,1,2,3,1,0,0,10,0,0.03,0.05,0.08,0.03,0.08,Matches,af69e7f0
103,Craig Bryson,sct SCO,MF,Derby County,29,1986,34,23,2054,22.8,2,2,4,2,0,0,7,0,0.09,0.09,0.18,0.09,0.18,Matches,10aaf318
104,Will Buckley,eng ENG,MF,Sheffield Weds,26,1989,11,2,346,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b1929302
105,Harry Bunn,eng ENG,MFFW,Huddersfield,23,1992,16,6,705,7.8,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,c8d840f0
106,Mark Bunn,eng ENG,GK,Aston Villa,31,1984,6,5,495,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a6738b6c
107,Harry Burgoyne,eng ENG,GKFW,Wolves,19,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,710d9ad1
108,Luke Burke,eng ENG,DFMF,Wigan Athletic,18,1998,5,4,269,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,deeeadd3
109,Oliver Burke,sct SCO,FWMF,Nottingham,19,1997,5,4,372,4.1,4,1,5,4,0,0,1,0,0.97,0.24,1.21,0.97,1.21,Matches,f631c17f
110,Reece Burke,eng ENG,DFMF,Wigan Athletic,19,1996,10,10,757,8.4,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,a681b7b7
111,Dan Burn,eng ENG,DF,Wigan Athletic,24,1992,42,39,3551,39.5,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches,b2d31e83
112,Calum Butcher,eng ENG,DFMF,Burton Albion,25,1991,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cdf69275
113,Jacob Butterfield,eng ENG,MF,Derby County,26,1990,40,34,2977,33.1,1,2,3,1,0,0,5,1,0.03,0.06,0.09,0.03,0.09,Matches,5ff1aeb8
114,David Button,eng ENG,GK,Fulham,27,1989,40,40,3600,40.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e608ed4c
115,Jake Buxton,eng ENG,DF,Wigan Athletic,31,1985,39,39,3449,38.3,1,1,2,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matches,f073b43a
116,Jack Byrne,ie IRL,MF,Blackburn,20,1996,4,3,268,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,55472d80
117,Jack Byrne,ie IRL,MF,Wigan Athletic,20,1996,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,55472d80
118,Nathan Byrne,eng ENG,MFDF,Wigan Athletic,24,1992,14,6,679,7.5,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,c4041fbc
119,Stephen Bywater,eng ENG,GK,Burton Albion,35,1981,5,3,377,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aaa3d97b
120,Tom Cairney,sct SCO,MF,Fulham,25,1991,45,44,3935,43.7,12,10,22,10,2,3,5,0,0.27,0.23,0.50,0.23,0.46,Matches,a8748947
121,Abdoul Camara,gn GUI,FW,Derby County,26,1990,15,3,503,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,07296190
122,Lee Camp,nir NIR,GK,Rotherham,31,1984,18,18,1564,17.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,df4b8b69
123,Sergi Canós,es ESP,MF,Norwich City,19,1997,3,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1137759d
124,Sergi Canós,es ESP,MFFW,Brentford,19,1997,18,13,1091,12.1,4,1,5,4,0,0,2,0,0.33,0.08,0.41,0.33,0.41,Matches,1137759d
125,Mustapha Carayol,gm GAM,MFFW,Nottingham,27,1988,19,13,966,10.7,1,1,2,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19,Matches,597d0f13
126,Scott Carson,eng ENG,GK,Derby County,30,1985,46,46,4140,46.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3e1550ee
127,Matty Cash,pl POL,MFDF,Nottingham,18,1997,28,18,1677,18.6,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,2389cdc2
128,Steven Caulker,sl SLE,DF,QPR,24,1991,13,12,1134,12.6,2,0,2,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,2592d9b5
129,Ivan Cavaleiro,pt POR,FWMF,Wolves,22,1993,31,17,1621,18.0,5,5,10,4,1,1,4,1,0.28,0.28,0.56,0.22,0.50,Matches,979b811d
130,Marouane Chamakh,ma MAR,FW,Cardiff City,32,1984,2,0,48,0.5,0,1,1,0,0,0,0,0,0.00,1.87,1.87,0.00,1.87,Matches,790ca5f3
131,Luke Chambers,eng ENG,DF,Ipswich Town,30,1985,46,46,4140,46.0,4,0,4,4,0,0,7,0,0.09,0.00,0.09,0.09,0.09,Matches,1a98bcf4
132,Tjaronn Chery,sr SUR,MF,QPR,28,1988,22,22,1926,21.4,4,6,10,1,3,4,4,0,0.19,0.28,0.47,0.05,0.33,Matches,71031a25
133,James Chester,wls WAL,DF,Aston Villa,27,1989,45,45,4050,45.0,3,0,3,3,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches,a772eba6
134,Hamza Choudhury,bd BAN,MF,Burton Albion,18,1997,13,6,581,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7d2d3329
135,Tim Chow,tw TPE,MF,Wigan Athletic,22,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,55905262
136,Cyrus Christie,ie IRL,DF,Derby County,23,1992,27,24,2153,23.9,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,7eb67dad
137,Aly Cissokho,fr FRA,DF,Aston Villa,28,1987,12,11,916,10.2,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,83a2bb30
138,Ciaran Clark,ie IRL,DF,Newcastle,26,1989,34,34,3033,33.7,3,2,5,3,0,0,3,0,0.09,0.06,0.15,0.09,0.15,Matches,2b91cf8e
139,Josh Clarke,eng ENG,MFDF,Brentford,21,1995,30,19,1854,20.6,2,3,5,2,0,0,0,0,0.10,0.15,0.24,0.10,0.24,Matches,28ce8676
140,Tom Clarke,eng ENG,DF,Preston,28,1987,42,42,3687,41.0,4,1,5,4,0,0,3,0,0.10,0.02,0.12,0.10,0.12,Matches,73e704dd
141,Jonson Clarke-Harris,jm JAM,FW,Rotherham,22,1994,7,2,242,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,260af28b
142,Zach Clough,eng ENG,MF,Nottingham,21,1995,14,9,861,9.6,4,2,6,3,1,1,0,0,0.42,0.21,0.63,0.31,0.52,Matches,406831ff
143,Conor Coady,eng ENG,DFMF,Wolves,23,1993,40,35,3162,35.1,0,2,2,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,Matches,2928dca2
144,Josh Cogley,eng ENG,DFMF,Birmingham City,20,1996,14,9,788,8.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,01df3960
145,Chris Cohen,eng ENG,MF,Nottingham,29,1987,20,20,1737,19.3,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches,7562a0ba
146,Jack Colback,eng ENG,MF,Newcastle,26,1989,29,24,1971,21.9,0,1,1,0,0,0,10,0,0.00,0.05,0.05,0.00,0.05,Matches,963a9201
147,Ryan Colclough,eng ENG,FW,Wigan Athletic,21,1994,10,2,398,4.4,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches,e6e6ff5c
148,Reece Cole,eng ENG,MF,Brentford,18,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e483aa5
149,Joel Coleman,eng ENG,GK,Huddersfield,20,1995,5,3,385,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b73e459a
150,Maxime Colin,fr FRA,DFMF,Brentford,24,1991,38,38,3348,37.2,4,1,5,4,0,0,6,0,0.11,0.03,0.13,0.11,0.13,Matches,2f71c116
151,Brandon Comley,ms MSR,MF,QPR,20,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,caf7a176
152,Callum Connolly,eng ENG,DF,Wigan Athletic,18,1997,17,14,1303,14.5,2,0,2,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,39ad0b72
153,Matthew Connolly,eng ENG,DF,Cardiff City,28,1987,28,26,2345,26.1,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,Matches,2797fc1d
154,Craig Conway,sct SCO,MF,Blackburn,31,1985,42,34,2949,32.8,6,5,11,3,3,3,3,0,0.18,0.15,0.34,0.09,0.24,Matches,2ce2d9ea
