,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
11,Tom Anderson,eng ENG,DF,Lincoln City,20,1993,6,6,475,5.3,1,0,1,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,76e8c264
12,Nick Anderton,eng ENG,DF,Gateshead,18,1996,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,cb03c4d4
13,Nathan Arnold,eng ENG,FWMF,Grimsby Town,27,1987,31,26,2364,26.3,4,8,12,4,0,0,1,0,0.15,0.30,0.46,0.15,0.46,4966b48d
14,Nick Arnold,eng ENG,DF,Woking,21,1993,2,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,bf6a1d15
15,Steve Arnold,eng ENG,GK,Forest Green,24,1989,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8c0d375b
16,Chris Arthur,eng ENG,DFMF,Woking,24,1990,43,41,3722,41.4,0,3,3,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,0ca137fd
17,Akwasi Asante,eng ENG,FW,Harriers,21,1992,10,1,276,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d19fc4bd
18,Neil Ashton,eng ENG,DFMF,Wrexham,29,1985,39,39,3477,38.6,1,2,3,1,0,0,7,0,0.03,0.05,0.08,0.03,0.08,602ab267
19,Thierry Audel,fr FRA,DF,Lincoln City,27,1987,3,3,223,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b3ff6173
20,Thierry Audel,fr FRA,DF,Macclesfield,27,1987,12,12,1080,12.0,2,0,2,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,b3ff6173
21,Mitch Austin,au AUS,MF,Southport,23,1991,8,6,513,5.7,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,720194ad
22,Daniel Bachmann,at AUT,GK,Wrexham,20,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1c0eea98
23,Michael Bakare,eng ENG,FWMF,Braintree Town,27,1986,11,2,314,3.5,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,c87cfb5e
24,Amadou Bakayoko,sl SLE,FW,Southport,18,1996,11,4,472,5.2,2,0,2,2,0,0,0,0,0.38,0.00,0.38,0.38,0.38,7831875a
25,Courtney Baker-Richardson,eng ENG,FW,Nuneaton Town,18,1995,2,0,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3e2edcd1
26,Ángelo Balanta,co COL,FWMF,Bristol Rovers,24,1990,16,3,529,5.9,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,91f37c8f
27,Charles Banya,eng ENG,MF,Woking,20,1993,9,3,286,3.2,1,0,1,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,dd4ae02c
28,Chris Barker,eng ENG,DF,Aldershot Town,34,1980,32,31,2731,30.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c67c2a68
29,Matthew Barnes-Homer,eng ENG,FW,Macclesfield,28,1986,30,23,2244,24.9,9,0,9,9,0,0,1,0,0.36,0.00,0.36,0.36,0.36,86e174e7
30,Charlie Barnett,eng ENG,MF,Telford United,25,1988,16,9,814,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,9eb6ca3e
31,Marcel Barrington,gy GUY,FW,Nuneaton Town,18,1995,4,1,177,2.0,1,0,1,1,0,0,1,0,0.51,0.00,0.51,0.51,0.51,cbdd1654
32,Scott Barrow,wls WAL,DF,Macclesfield,25,1988,38,37,3367,37.4,2,5,7,2,0,0,3,0,0.05,0.13,0.19,0.05,0.19,79dd7411
33,Adam Bartlett,eng ENG,GK,Gateshead,28,1986,38,38,3480,38.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,673406a9
34,Wes Baynes,eng ENG,DFMF,Telford United,25,1988,7,6,538,6.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,45a59111
35,Harry Beautyman,eng ENG,DFFW,Welling United,22,1992,21,21,1899,21.1,11,4,15,11,0,0,3,0,0.52,0.19,0.71,0.52,0.71,b6623a0a
36,Reece Beckles,ag ATG,FW,Woking,19,1995,3,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,25950da6
37,Dean Beckwith,eng ENG,DF,Eastleigh,30,1983,26,25,2176,24.2,0,1,1,0,0,0,2,1,0.00,0.04,0.04,0.00,0.04,074ef683
38,Lee Bell,eng ENG,DFMF,Macclesfield,31,1983,10,9,804,8.9,3,0,3,3,0,0,2,0,0.34,0.00,0.34,0.34,0.34,e9acd900
39,Hamza Bencherif,dz ALG,DFMF,Lincoln City,26,1988,41,41,3665,40.7,6,0,6,6,0,0,4,1,0.15,0.00,0.15,0.15,0.15,77bb7a30
40,Tom Bender,wls WAL,DF,Dartford,21,1993,16,15,1397,15.5,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,ab4fbcf0
41,Tom Bender,wls WAL,DF,Forest Green,21,1993,8,2,208,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,ab4fbcf0
42,Dale Bennett,eng ENG,DF,Forest Green,24,1990,23,20,1863,20.7,3,4,7,3,0,0,3,0,0.14,0.19,0.34,0.14,0.34,473fb36c
43,Aaron Bentley,eng ENG,DF,Alfreton Town,18,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e3a4ded0
44,Elliot Benyon,eng ENG,FW,Torquay United,26,1987,6,1,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d5e92a6b
45,Durrell Berry,eng ENG,DF,Torquay United,22,1992,12,12,1080,12.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,468a942c
46,Kevin Betsy,sc SEY,FWMF,Woking,36,1978,34,25,2415,26.8,2,2,4,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,2daed131
47,Paul Bignot,eng ENG,DF,Grimsby Town,28,1986,13,5,554,6.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,ec830b3a
48,Andy Bishop,eng ENG,FW,Wrexham,31,1982,39,24,2235,24.8,7,2,9,7,0,0,6,1,0.28,0.08,0.36,0.28,0.36,e793de7f
49,Nathan Blissett,eng ENG,FW,Harriers,24,1990,18,13,1092,12.1,4,2,6,4,0,0,3,0,0.33,0.16,0.49,0.33,0.49,827ecad9
50,Nathan Blissett,eng ENG,FW,Bristol Rovers,24,1990,22,17,1447,16.1,5,2,7,5,0,0,6,0,0.31,0.12,0.44,0.31,0.44,827ecad9
51,Scott Boden,eng ENG,FWMF,FC Halifax Town,24,1989,38,31,2862,31.8,10,9,19,7,3,3,0,0,0.31,0.28,0.60,0.22,0.50,36971f53
52,James Bolton,eng ENG,DF,FC Halifax Town,19,1994,34,31,2755,30.6,4,1,5,4,0,0,3,1,0.13,0.03,0.16,0.13,0.16,bf6fbdca
53,Tom Bonner,sct SCO,DF,Dover Athletic,26,1988,22,22,1965,21.8,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,ab961dea
54,Ryan Bowman,eng ENG,FW,Torquay United,22,1991,37,35,2855,31.7,12,3,15,10,2,3,2,1,0.38,0.09,0.47,0.32,0.41,89880099
55,Andrew Boyce,eng ENG,DFMF,Grimsby Town,24,1989,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,375aaca1
56,Will Boyle,eng ENG,DF,Harriers,18,1995,2,2,144,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,04d98300
57,Peter Brezovan,sk SVK,GK,Southport,34,1979,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,12f014b1
58,Louis Briscoe,eng ENG,FWMF,Torquay United,26,1988,39,32,2547,28.3,10,2,12,10,0,0,3,0,0.35,0.07,0.42,0.35,0.42,82110bb9
59,Richard Brodie,eng ENG,FW,Southport,27,1987,36,34,2921,32.5,12,3,15,12,0,2,10,2,0.37,0.09,0.46,0.37,0.46,1523e245
60,Stephen Brogan,eng ENG,DF,Southport,26,1988,11,10,777,8.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8364660c
61,James Brown,eng ENG,FWMF,Gateshead,27,1987,9,3,331,3.7,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,5b5ad460
62,Jason Brown,wls WAL,GK,Dartford,32,1982,30,30,2730,30.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,02bc5b92
63,Lee Brown,eng ENG,DF,Bristol Rovers,23,1990,43,43,3900,43.3,2,8,10,2,0,1,0,0,0.05,0.18,0.23,0.05,0.23,315f6ae9
64,Matty Brown,eng ENG,DFMF,Chester,24,1990,23,21,1816,20.2,3,0,3,3,0,0,6,0,0.15,0.00,0.15,0.15,0.15,23ea840e
65,Nat Brown,eng ENG,DF,Lincoln City,33,1981,36,36,3069,34.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,078a5f15
66,Scott Brown,eng ENG,MF,Grimsby Town,29,1985,33,29,2627,29.2,1,6,7,1,0,0,6,0,0.03,0.21,0.24,0.03,0.24,8adefff9
67,Mitch Brundle,eng ENG,DFMF,Braintree Town,19,1994,43,38,3506,39.0,4,0,4,3,1,1,6,0,0.10,0.00,0.10,0.08,0.08,3e061157
68,Ryan Brunt,eng ENG,FW,Bristol Rovers,21,1993,6,4,307,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d784a35e
69,Benjamin Büchel,li LIE,GK,Welling United,25,1989,8,8,750,8.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,e289d34c
70,Jordan Burrow,eng ENG,FW,Lincoln City,21,1992,39,28,2675,29.7,10,0,10,10,0,0,2,1,0.34,0.00,0.34,0.34,0.34,013463b0
71,Callum Burton,eng ENG,GK,Nuneaton Town,17,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e8d6906d
72,Callum Burton,eng ENG,GK,Southport,17,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,e8d6906d
73,Deon Burton,jm JAM,FW,Eastleigh,37,1976,12,1,262,2.9,2,0,2,2,0,0,0,1,0.69,0.00,0.69,0.69,0.69,c0567c0f
74,Chris Bush,eng ENG,DFFW,Welling United,22,1992,33,31,2732,30.4,4,1,5,4,0,0,5,2,0.13,0.03,0.16,0.13,0.16,6d14377a
75,Lee Butcher,eng ENG,GK,Welling United,25,1988,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,14c687d0
76,Cliff Byrne,ie IRL,DF,Alfreton Town,32,1982,7,7,630,7.0,1,0,1,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,d3d5df89
77,Neill Byrne,ie IRL,DFMF,Telford United,21,1993,38,38,3319,36.9,4,0,4,4,0,0,8,0,0.11,0.00,0.11,0.11,0.11,34731ad8
78,Courtney Cameron,eng ENG,MF,Torquay United,21,1993,27,23,1903,21.1,2,4,6,1,1,1,2,0,0.09,0.19,0.28,0.05,0.24,7bbc0398
79,Adam Campbell,eng ENG,FWMF,Gateshead,19,1995,7,4,401,4.5,3,0,3,2,1,1,0,0,0.67,0.00,0.67,0.45,0.45,e3aa211f
80,John Campbell,eng ENG,FW,Torquay United,25,1988,9,5,406,4.5,2,0,2,2,0,0,0,0,0.44,0.00,0.44,0.44,0.44,04db33f2
81,Jake Caprice,eng ENG,DFMF,Lincoln City,21,1992,37,34,3085,34.3,0,2,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,d3082f30
82,Josh Carmichael,sct SCO,MF,Welling United,19,1994,4,2,210,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,c601442b
83,Mark Carrington,eng ENG,DFMF,Wrexham,27,1987,30,27,2385,26.5,1,1,2,1,0,0,3,1,0.04,0.04,0.08,0.04,0.08,c4ef73ec
84,Ryan Casey,ie IRL,DF,Braintree Town,35,1979,6,0,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1190807e
85,James Caton,eng ENG,MF,Southport,20,1994,4,3,290,3.2,0,1,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,3194fb55
86,Peter Cavanagh,eng ENG,DF,Altrincham,32,1981,34,28,2541,28.2,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,477b63a0
87,Mike Cestor,,DF,Woking,22,1992,21,18,1670,18.6,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,760be9fa
88,Jamie Chandler,eng ENG,MF,Gateshead,25,1989,30,28,2384,26.5,4,2,6,4,0,0,1,0,0.15,0.08,0.23,0.15,0.23,b01aa4dc
89,Jordan Chapell,eng ENG,FWMF,Torquay United,22,1991,23,17,1463,16.3,1,0,1,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,6dc8d46e
90,Jordan Chapell,eng ENG,FWMF,Grimsby Town,22,1991,6,2,236,2.6,1,0,1,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,6dc8d46e
91,Anthony Charles,eng ENG,DF,Nuneaton Town,33,1981,10,10,798,8.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,d0d0cd10
92,Reice Charles-Cook,gd GRN,GK,Nuneaton Town,20,1994,17,17,1483,16.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,cddc96f5
93,Kieran Charnock,eng ENG,DF,Chester,29,1984,37,33,2989,33.2,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,944a5601
94,Jordan Chiedozie,ng NGA,FW,Dartford,19,1994,4,4,319,3.5,2,0,2,2,0,0,1,0,0.56,0.00,0.56,0.56,0.56,914b7a76
95,Sean Clancy,eng ENG,DF,Telford United,26,1987,35,28,2541,28.2,1,5,6,1,0,1,5,0,0.04,0.18,0.21,0.04,0.21,51c4d755
96,Ben Clark,eng ENG,DF,Gateshead,31,1983,33,32,2879,32.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,3cd1c96c
97,James Clarke,eng ENG,DF,Woking,24,1989,30,28,2455,27.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,3830cfa7
98,Ollie Clarke,eng ENG,DFMF,Bristol Rovers,22,1992,27,15,1490,16.6,4,0,4,4,0,0,5,1,0.24,0.00,0.24,0.24,0.24,172e9148
99,Craig Clay,eng ENG,DFMF,Grimsby Town,22,1992,39,30,2712,30.1,2,1,3,2,0,0,2,0,0.07,0.03,0.10,0.07,0.10,c003124a
100,Conor Clifford,ie IRL,MF,Barnet,22,1991,13,10,916,10.2,1,1,2,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,55df1b99
101,Charlie Clough,eng ENG,DF,Forest Green,23,1990,17,17,1530,17.0,2,2,4,2,0,0,1,0,0.12,0.12,0.24,0.12,0.24,765ff543
102,Barry Cogan,ie IRL,MF,Dover Athletic,29,1984,20,12,1075,11.9,2,4,6,1,1,1,1,0,0.17,0.33,0.50,0.08,0.42,5443162e
103,Jake Cole,eng ENG,GK,Woking,28,1985,19,19,1602,17.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,7c5b4491
104,Danny Coles,eng ENG,DF,Forest Green,32,1981,29,29,2545,28.3,1,0,1,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,54e79bd4
105,Jamie Collins,eng ENG,DFMF,Eastleigh,29,1984,22,17,1479,16.4,4,1,5,3,1,1,3,0,0.24,0.06,0.30,0.18,0.24,d4d081d1
106,Alan Connell,eng ENG,FW,Grimsby Town,31,1983,3,3,243,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5ed7060f
107,Joe Connor,eng ENG,MF,Southport,28,1986,28,25,2231,24.8,4,0,4,4,0,0,2,0,0.16,0.00,0.16,0.16,0.16,7d10f1cc
108,James Constable,eng ENG,FW,Eastleigh,29,1984,43,41,3533,39.3,18,5,23,18,0,0,1,0,0.46,0.13,0.59,0.46,0.59,e60043fb
109,Lee Cook,eng ENG,MF,Barnet,31,1982,39,32,2674,29.7,8,5,13,7,1,1,3,0,0.27,0.17,0.44,0.24,0.40,a8ac00c8
110,Andy Coughlin,eng ENG,GK,Wrexham,21,1993,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,926222d2
111,Duane Courtney,eng ENG,DF,Alfreton Town,29,1985,14,13,1156,12.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,b988a767
112,Gavin Cowan,eng ENG,DF,Nuneaton Town,33,1981,19,16,1465,16.3,2,1,3,2,0,0,0,0,0.12,0.06,0.18,0.12,0.18,6b4ae5b6
113,Jordan Cranston,wls WAL,DFMF,Nuneaton Town,20,1993,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,44ebf2e2
114,Jordan Cranston,wls WAL,DFMF,Lincoln City,20,1993,11,11,990,11.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,44ebf2e2
115,Harry Crawford,ie IRL,FW,Dartford,22,1991,39,28,2581,28.7,7,3,10,7,0,0,3,0,0.24,0.10,0.35,0.24,0.35,2a1683b9
116,Max Crocombe,nz NZL,GK,Nuneaton Town,20,1993,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fdf47077
117,Michael Crowe,wls WAL,GK,Woking,18,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4a88753e
118,Ryan Crowther,eng ENG,MF,Altrincham,25,1988,33,16,1391,15.5,3,3,6,3,0,0,1,0,0.19,0.19,0.39,0.19,0.39,7b9482fb
119,Thomas Cruise,eng ENG,DF,Torquay United,23,1991,24,23,2131,23.7,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,7c96b395
120,Adam Cunnington,eng ENG,FW,Bristol Rovers,26,1987,15,12,989,11.0,3,1,4,3,0,0,0,0,0.27,0.09,0.36,0.27,0.36,eea4ec90
121,Craig Curran,eng ENG,FW,Nuneaton Town,24,1989,13,11,906,10.1,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,96d750e8
122,Luke Daley,eng ENG,MF,Dartford,24,1989,31,21,1843,20.5,1,4,5,1,0,0,0,0,0.05,0.20,0.24,0.05,0.24,5f3c3191
123,Tom Dallison,eng ENG,DF,Dartford,18,1996,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,a782215c
124,Kadell Daniel,gy GUY,MF,Torquay United,20,1994,7,5,511,5.7,2,0,2,2,0,0,1,0,0.35,0.00,0.35,0.35,0.35,37f7cf8a
125,Callum Davies,eng ENG,DF,Dover Athletic,21,1993,2,1,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3f0a8fbf
126,Tom Davies,eng ENG,DFFW,Alfreton Town,22,1992,9,9,810,9.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,bdea0a80
127,Tom Davies,eng ENG,DFFW,Southport,22,1992,9,8,730,8.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,bdea0a80
128,Tom Davies,eng ENG,DFFW,Lincoln City,22,1992,1,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,bdea0a80
129,Aaron Dawson,eng ENG,DFMF,Torquay United,22,1992,14,14,1237,13.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,42e83d65
130,Adam Dawson,eng ENG,MF,Bristol Rovers,21,1992,12,8,769,8.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0043fdf3
131,Adam Dawson,eng ENG,MF,Nuneaton Town,21,1992,13,13,1114,12.4,3,1,4,3,0,0,1,0,0.24,0.08,0.32,0.24,0.32,0043fdf3
132,Cameron Dawson,eng ENG,GK,Alfreton Town,19,1995,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,872891bc
133,Lucas Dawson,eng ENG,MF,Nuneaton Town,20,1993,7,5,456,5.1,0,1,1,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,4c556558
134,Jamie Day,eng ENG,MF,Welling United,34,1979,12,12,1099,12.2,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,ad1e2feb
135,Lyle Della-Verde,no NOR,MF,Bristol Rovers,19,1995,6,4,307,3.4,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,dde9cf4a
136,Tom Derry,eng ENG,FWMF,Aldershot Town,19,1995,16,3,469,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3d7a332b
137,Nicky Deverdics,eng ENG,DFMF,Dover Athletic,26,1987,43,37,3248,36.1,7,7,14,7,0,0,4,0,0.19,0.19,0.39,0.19,0.39,c68cbb16
138,Tony Diagne,fr FRA,DF,Lincoln City,23,1990,18,15,1359,15.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,327a004a
139,Craig Disley,eng ENG,MF,Grimsby Town,32,1981,40,35,3211,35.7,9,0,9,9,0,0,7,0,0.25,0.00,0.25,0.25,0.25,90db9266
140,Kyle Dixon,eng ENG,MF,Telford United,19,1994,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1aa97927
141,Christian Doidge,wls WAL,FW,Dartford,21,1992,7,6,432,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,9c4c3044
142,Chris Doig,sct SCO,DF,Grimsby Town,33,1981,4,3,304,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,20d3bebd
143,George Donnelly,eng ENG,FW,Southport,26,1988,16,14,1236,13.7,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,85fa3416
144,Aaron Downes,au AUS,DF,Torquay United,29,1985,39,39,3459,38.4,6,2,8,6,0,0,5,2,0.16,0.05,0.21,0.16,0.21,b6ededcd
145,Callum Driver,eng ENG,DF,Dartford,21,1992,22,19,1691,18.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,a5715b00
146,Karl Duguid,eng ENG,DFMF,Welling United,36,1978,3,3,242,2.7,0,1,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,b5fcd02b
147,Chey Dunkley,eng ENG,DF,Harriers,22,1992,19,19,1666,18.5,4,0,4,4,0,0,0,1,0.22,0.00,0.22,0.22,0.22,c50444fb
148,Jack Dyer,eng ENG,MF,Nuneaton Town,22,1991,11,8,644,7.2,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,08e369bf
149,Ross Dyer,eng ENG,FW,FC Halifax Town,26,1988,13,8,558,6.2,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,d6a5248f
150,Ross Dyer,eng ENG,FW,Southport,26,1988,6,5,435,4.8,0,2,2,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,d6a5248f
151,Ross Dyer,eng ENG,FW,Telford United,26,1988,14,5,613,6.8,0,3,3,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,d6a5248f
152,Danny East,eng ENG,DFMF,Aldershot Town,22,1991,6,5,505,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0e57c017
153,Jermaine Easter,wls WAL,FW,Bristol Rovers,32,1982,5,4,209,2.3,1,1,2,1,0,0,0,0,0.43,0.43,0.86,0.43,0.86,354243aa
154,Nathan Elder,eng ENG,FW,Dover Athletic,29,1985,10,7,566,6.3,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,685f3be9
155,Connor Essam,eng ENG,DFMF,Dover Athletic,22,1992,38,38,3420,38.0,4,3,7,4,0,0,7,0,0.11,0.08,0.18,0.11,0.18,4df2d69b
156,Micah Evans,eng ENG,FWMF,Southport,21,1993,16,8,713,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,50372f73
157,Rob Evans,wls WAL,MF,Wrexham,19,1995,26,16,1493,16.6,3,1,4,3,0,0,3,1,0.18,0.06,0.24,0.18,0.24,426283e5
158,Will Evans,eng ENG,DFMF,Eastleigh,22,1991,35,30,2744,30.5,3,2,5,3,0,0,4,0,0.10,0.07,0.16,0.10,0.16,f74c4167
159,Waide Fairhurst,eng ENG,FW,Macclesfield,25,1989,42,36,3155,35.1,10,8,18,8,2,3,7,1,0.29,0.23,0.51,0.23,0.46,0d5e3f59
160,Paul Farman,eng ENG,GK,Lincoln City,24,1989,28,28,2520,28.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,69625393
161,Carl Finnigan,eng ENG,FW,Gateshead,27,1986,22,13,1294,14.4,4,1,5,4,0,0,1,0,0.28,0.07,0.35,0.28,0.35,1963ac85
162,Jonathan Flatt,eng ENG,GK,Wrexham,19,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,372ef237
