,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,-9999
157,Joe Edwards,eng ENG,DFMF,Stockport,20,1990,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,a04d478f
158,Paul Edwards,eng ENG,DFMF,Barrow,31,1980,4,4,299,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,38a6847e
159,Paul Edwards,eng ENG,DFMF,Fleetwood Town,31,1980,7,7,607,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,38a6847e
160,Paul Edwards,eng ENG,DFMF,Mansfield Town,31,1980,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,38a6847e
161,Preston Edwards,eng ENG,GK,Ebbsfleet United,21,1989,31,31,2765,30.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,6927e0f8
162,Nathan Elder,eng ENG,FW,Hayes & Yeading,26,1985,6,2,221,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,685f3be9
163,Anthony Elding,eng ENG,FW,Grimsby Town,29,1982,43,27,2484,27.6,12,5,17,10,2,3,1,0,0.43,0.18,0.62,0.36,0.54,02e4505f
164,Tom Elliott,eng ENG,FW,Stockport,20,1990,42,33,2974,33.0,7,6,13,7,0,0,4,0,0.21,0.18,0.39,0.21,0.39,d73aa456
165,James Ellison,eng ENG,FW,Alfreton Town,19,1991,8,1,204,2.3,1,0,1,1,0,0,3,1,0.44,0.00,0.44,0.44,0.44,65dce50f
166,James Ellison,eng ENG,FW,Southport,19,1991,15,6,573,6.4,2,0,2,2,0,0,0,0,0.31,0.00,0.31,0.31,0.31,65dce50f
167,Lee Evans,wls WAL,MF,Newport County,17,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8ba29cfb
168,Rob Evans,wls WAL,MF,Wrexham,16,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,426283e5
169,Giannoulis Fakinos,gr GRE,MF,Ebbsfleet United,22,1989,12,7,447,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,29ed5aab
170,Ibrahim Farah,wls WAL,MF,Tamworth,19,1992,3,1,98,1.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,d6f16f2c
171,Paul Farman,eng ENG,GK,Gateshead,21,1989,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,69625393
172,Paul Farman,eng ENG,GK,Lincoln City,21,1989,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,69625393
173,Craig Farrell,eng ENG,FW,Telford United,28,1982,16,7,647,7.2,2,3,5,2,0,0,0,0,0.28,0.42,0.70,0.28,0.70,723e9329
174,Jerome Federico,eng ENG,MF,Hayes & Yeading,19,1992,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f266e28c
175,David Ferguson,eng ENG,DFMF,Darlington,17,1994,6,2,220,2.4,0,1,1,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,821bcc32
176,Andy Ferrell,eng ENG,MF,Barrow,27,1984,15,13,1169,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,f8b69ecb
177,Nathan Fisher,eng ENG,FW,Gateshead,22,1989,20,7,691,7.7,0,2,2,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,3665d38c
178,Stuart Fleetwood,wls WAL,FW,Luton Town,25,1986,37,22,2100,23.3,11,6,17,11,0,0,4,0,0.47,0.26,0.73,0.47,0.73,2e551572
179,Matthew Flynn,,DF,Fleetwood Town,22,1989,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f461869a
180,Sam Foley,ie IRL,DFMF,Newport County,24,1986,40,31,2946,32.7,9,5,14,8,1,2,4,0,0.27,0.15,0.43,0.24,0.40,5979c340
181,Kieron Forbes,eng ENG,MF,Forest Green,20,1990,41,40,3506,39.0,3,5,8,3,0,0,5,0,0.08,0.13,0.21,0.08,0.21,3af5e739
182,Lee Fowler,wls WAL,MF,Wrexham,28,1983,17,14,1271,14.1,2,2,4,2,0,0,4,0,0.14,0.14,0.28,0.14,0.28,593e18b1
183,Lee Fowler,wls WAL,MF,Fleetwood Town,28,1983,19,17,1555,17.3,0,6,6,0,0,0,2,0,0.00,0.35,0.35,0.00,0.35,593e18b1
184,Francino Francis,,DFFW,Tamworth,24,1987,36,35,3045,33.8,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,395fa40a
185,Fraser Franks,eng ENG,DF,Newport County,20,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4039f3ef
186,Fraser Franks,eng ENG,DF,Hayes & Yeading,20,1990,7,7,574,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4039f3ef
187,Leigh Franks,eng ENG,DF,Alfreton Town,20,1991,23,21,1839,20.4,0,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00,f059caeb
188,Ryan Fraughan,eng ENG,MF,Stockport,20,1991,10,6,576,6.4,0,1,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,7c3c9068
189,Kieron Freeman,wls WAL,DFMF,Mansfield Town,19,1992,9,9,803,8.9,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,c13c24c8
190,Ali Fuseini,gh GHA,MF,Lincoln City,22,1988,17,15,1305,14.5,1,2,3,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,48e7398b
191,Ben Futcher,eng ENG,DF,Mansfield Town,30,1981,13,13,1170,13.0,1,0,1,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,aa03517f
192,Ben Futcher,eng ENG,DF,Telford United,30,1981,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,aa03517f
193,Jamal Fyfield,eng ENG,DFMF,York City,22,1989,33,25,2371,26.3,3,0,3,3,0,0,3,0,0.11,0.00,0.11,0.11,0.11,321a93d5
194,Andy Gallinagh,eng ENG,DF,Bath City,26,1985,32,32,2724,30.3,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,411a94f3
195,Corey Gameiro,au AUS,FW,Hayes & Yeading,18,1993,5,1,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2450c0a5
196,Glyn Garner,wls WAL,GK,Bath City,34,1976,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1e95a3e3
197,Scott Garner,eng ENG,DF,Grimsby Town,21,1989,14,13,1164,12.9,3,0,3,3,0,0,4,0,0.23,0.00,0.23,0.23,0.23,e030820c
198,Michael Gash,eng ENG,FW,Cambridge,24,1986,40,32,2764,30.7,7,8,15,7,0,0,2,0,0.23,0.26,0.49,0.23,0.49,206ba5a5
199,Exodus Geohaghon,eng ENG,DFMF,Mansfield Town,26,1985,13,13,1170,13.0,2,4,6,2,0,0,1,0,0.15,0.31,0.46,0.15,0.46,5d9b17f8
200,Exodus Geohaghon,eng ENG,DFMF,Darlington,26,1985,5,5,450,5.0,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,5d9b17f8
201,Antonio German,gd GRN,FWMF,Stockport,19,1991,16,10,1005,11.2,3,0,3,3,0,0,1,0,0.27,0.00,0.27,0.27,0.27,12183e9e
202,Ben Gibson,eng ENG,DF,York City,18,1993,8,8,589,6.5,0,1,1,0,0,0,0,1,0.00,0.15,0.15,0.00,0.15,bcfb0142
203,Billy Gibson,eng ENG,MF,Braintree Town,20,1990,7,7,627,7.0,2,1,3,1,1,1,1,0,0.29,0.14,0.43,0.14,0.29,fc9017f7
204,Josh Gillies,eng ENG,MF,Gateshead,21,1990,27,19,1590,17.7,3,5,8,3,0,0,0,1,0.17,0.28,0.45,0.17,0.45,f51ce0a3
205,Ryan Gilligan,eng ENG,MF,Newport County,24,1987,6,3,356,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,46ad9f7a
206,Ben Gladwin,eng ENG,DFMF,Hayes & Yeading,19,1992,2,1,51,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,e957399e
207,Dan Gleeson,eng ENG,DF,Luton Town,26,1985,10,8,736,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8269ce4a
208,Matt Glennon,eng ENG,GK,Stockport,32,1978,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1067a248
209,Alan Goodall,eng ENG,DF,Fleetwood Town,29,1981,31,29,2616,29.1,0,4,4,0,0,0,5,0,0.00,0.14,0.14,0.00,0.14,4729d8eb
210,Josh Gowling,eng ENG,DF,Lincoln City,27,1983,37,36,3213,35.7,0,2,2,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,4f8b99a4
211,Luke Graham,wls WAL,DF,Forest Green,25,1986,28,21,2030,22.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2b7070f4
212,Simon Grand,eng ENG,DF,Southport,27,1984,42,42,3704,41.2,4,1,5,4,0,0,9,0,0.10,0.02,0.12,0.10,0.12,d179e8f1
213,Andre Gray,jm JAM,FW,Luton Town,20,1991,9,9,767,8.5,5,1,6,5,0,0,2,0,0.59,0.12,0.70,0.59,0.70,c24dba2a
214,James Gray,nir NIR,FW,Kettering Town,19,1992,9,8,765,8.5,0,2,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,5346d794
215,James Gray,nir NIR,FW,Darlington,19,1992,11,3,389,4.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,5346d794
216,Jamie Green,,DFMF,Grimsby Town,21,1989,6,5,481,5.3,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,e6a32f10
217,Matt Green,eng ENG,FW,Mansfield Town,24,1987,44,43,3694,41.0,29,10,39,26,3,4,6,0,0.71,0.24,0.95,0.63,0.88,bcfec3dd
218,Paul Green,eng ENG,DFMF,Tamworth,24,1987,40,40,3484,38.7,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,5dc90ebe
219,Charlie Griffin,eng ENG,FW,Forest Green,32,1979,28,19,1711,19.0,7,1,8,7,0,0,1,0,0.37,0.05,0.42,0.37,0.42,483d5e3a
220,Martin Gritton,sct SCO,FW,Stockport,33,1978,11,6,532,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2948d1cf
221,Steve Guinan,eng ENG,FW,Harriers,35,1975,38,24,2000,22.2,7,6,13,7,0,0,2,1,0.32,0.27,0.59,0.32,0.59,e42ddbe5
222,Kurtis Guthrie,eng ENG,FW,Southport,18,1993,5,2,235,2.6,1,0,1,1,0,0,3,0,0.38,0.00,0.38,0.38,0.38,7fe7249d
223,Jamie Guy,eng ENG,FW,Braintree Town,23,1987,8,1,146,1.6,1,0,1,1,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0bb36854
224,Sam Habergham,eng ENG,DFFW,Tamworth,19,1992,30,28,2446,27.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,45bbf59f
225,Danny Hall,eng ENG,DF,Stockport,27,1983,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,a13180ee
226,Andy Halls,eng ENG,DF,Stockport,19,1992,29,29,2406,26.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1ad6c55a
227,Mark Halstead,eng ENG,GK,Stockport,20,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ff36c850
228,Jamie Hand,eng ENG,MF,Luton Town,27,1984,13,11,1035,11.5,2,1,3,2,0,0,4,1,0.17,0.09,0.26,0.17,0.26,47e7bcd7
229,Jamie Hand,eng ENG,MF,Hayes & Yeading,27,1984,26,26,2319,25.8,2,1,3,0,2,2,7,1,0.08,0.04,0.12,0.00,0.04,47e7bcd7
230,Jay Harris,eng ENG,DFMF,Wrexham,24,1987,38,38,3130,34.8,3,3,6,3,0,0,12,1,0.09,0.09,0.17,0.09,0.17,1fafe92d
231,Scott Harrison,eng ENG,DF,Darlington,17,1993,10,7,694,7.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,364cf48a
232,Liam Hatch,eng ENG,DFFW,Gateshead,29,1982,11,8,786,8.7,4,2,6,4,0,0,5,0,0.46,0.23,0.69,0.46,0.69,fb36dfa1
233,Liam Hatch,eng ENG,DFFW,Darlington,29,1982,22,17,1593,17.7,3,1,4,3,0,0,9,0,0.17,0.06,0.23,0.17,0.23,fb36dfa1
234,Wayne Hatswell,eng ENG,DF,Newport County,36,1975,12,9,850,9.4,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,a526e632
235,Liam Hearn,eng ENG,FW,Grimsby Town,25,1985,42,42,3692,41.0,26,6,32,26,0,0,0,0,0.63,0.15,0.78,0.63,0.78,77951f1d
236,Nick Hegarty,eng ENG,DFMF,Mansfield Town,25,1986,2,2,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2fb31033
237,Liam Henderson,eng ENG,FW,York City,21,1989,6,2,198,2.2,1,0,1,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,6a615e11
238,Liam Henderson,eng ENG,FW,Forest Green,21,1989,22,14,1285,14.3,2,4,6,2,0,0,4,0,0.14,0.28,0.42,0.14,0.42,6a615e11
239,Lee Hendrie,eng ENG,MF,Harriers,34,1977,15,13,1125,12.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,8716663c
240,Charlie Henry,eng ENG,MF,Luton Town,24,1986,2,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3ea1aa1c
241,Johnny Herd,,DF,Ebbsfleet United,21,1989,22,18,1597,17.7,1,2,3,1,0,0,3,0,0.06,0.11,0.17,0.06,0.17,745b0e5f
242,Richard Hinds,eng ENG,DF,Lincoln City,30,1980,9,9,810,9.0,1,0,1,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,a56f9816
243,Jared Hodgkiss,eng ENG,DF,Forest Green,24,1986,46,46,4095,45.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0ce6f935
244,Lewis Hogg,eng ENG,MF,Bath City,28,1982,42,34,2996,33.3,1,6,7,1,0,0,12,0,0.03,0.18,0.21,0.03,0.21,d2a40e81
245,Euan Holden,sct SCO,DFMF,Stockport,23,1988,33,29,2523,28.0,1,4,5,1,0,0,1,0,0.04,0.14,0.18,0.04,0.18,cbf610e5
246,Andy Holdsworth,eng ENG,DFMF,Alfreton Town,27,1984,4,2,250,2.8,0,1,1,0,0,0,1,0,0.00,0.36,0.36,0.00,0.36,f39971c0
247,Haydn Hollis,eng ENG,DFFW,Darlington,18,1992,9,9,797,8.9,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,3e6bea88
248,Haydn Hollis,eng ENG,DFFW,Barrow,18,1992,3,2,182,2.0,1,0,1,1,0,0,1,0,0.49,0.00,0.49,0.49,0.49,3e6bea88
249,Aaron Holloway,wls WAL,FW,Bath City,18,1993,5,3,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,850629e4
250,Danny Holmes,eng ENG,DF,Fleetwood Town,22,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,89a78afc
251,Danny Hone,eng ENG,DF,Barrow,21,1989,26,25,2237,24.9,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,e89fc592
252,Danny Hone,eng ENG,DF,Lincoln City,21,1989,9,9,810,9.0,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,e89fc592
253,Lewis Hornby,eng ENG,MF,Kettering Town,16,1995,3,3,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,bf6a4525
254,Joe Howe,eng ENG,DF,Ebbsfleet United,23,1988,41,37,3310,36.8,0,3,3,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,20ecaf95
255,Anthony Howell,eng ENG,MF,Mansfield Town,25,1986,32,28,2404,26.7,5,1,6,5,0,0,2,1,0.19,0.04,0.22,0.19,0.22,810feb6b
256,Jake Howells,wls WAL,DFMF,Luton Town,20,1991,42,42,3661,40.7,5,10,15,5,0,1,2,0,0.12,0.25,0.37,0.12,0.37,b4624eb7
257,Luke Hubbins,eng ENG,MF,Tamworth,19,1991,1,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,53b78e8f
258,Andrew Hughes,wls WAL,DF,Newport County,19,1992,37,35,3149,35.0,0,2,2,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,18a6749d
259,Liam Hughes,eng ENG,MF,Cambridge,18,1992,21,9,897,10.0,2,1,3,2,0,0,2,0,0.20,0.10,0.30,0.20,0.30,f20bdb6f
260,Matty Hughes,eng ENG,FW,Fleetwood Town,19,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ce9b05c5
261,Kiernan Hughes-Mason,eng ENG,FWMF,Grimsby Town,19,1991,11,2,217,2.4,2,0,2,2,0,0,0,0,0.83,0.00,0.83,0.83,0.83,62407aae
262,Kiernan Hughes-Mason,eng ENG,FWMF,Kettering Town,19,1991,12,9,894,9.9,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,62407aae
263,Robin Hulbert,eng ENG,MF,Barrow,31,1980,8,7,488,5.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4d736964
264,Johnny Hunt,wls WAL,DFMF,Wrexham,20,1990,13,4,525,5.8,0,2,2,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,10198da1
265,Liam Hurst,,FW,Cambridge,16,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,001f57e1
266,Ben Hutchinson,eng ENG,FW,Mansfield Town,23,1987,12,5,438,4.9,1,2,3,0,1,1,1,0,0.21,0.41,0.62,0.00,0.41,58bc340a
267,Charlie I'Anson,eng ENG,DF,Grimsby Town,18,1993,13,12,926,10.3,1,1,2,1,0,0,0,0,0.10,0.10,0.19,0.10,0.19,907594ed
268,Jerel Ifil,eng ENG,DF,Kettering Town,29,1982,28,28,2337,26.0,0,1,1,0,0,0,11,1,0.00,0.04,0.04,0.00,0.04,cfe2c3c0
269,Philip Ifil,eng ENG,DF,Kettering Town,24,1986,23,22,1934,21.5,0,2,2,0,0,0,5,1,0.00,0.09,0.09,0.00,0.09,37b04be1
270,Michael Ingham,nir NIR,GK,York City,31,1980,43,43,3870,43.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6d90fc9c
271,Kelvin Jack,tt TRI,GK,Kettering Town,35,1976,3,3,256,2.8,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,e85726dd
272,Joe Jackson,eng ENG,FW,Barrow,18,1993,6,2,230,2.6,3,0,3,3,0,0,0,1,1.17,0.00,1.17,1.17,1.17,ba812afc
273,Marlon Jackson,eng ENG,FWMF,Telford United,20,1990,8,8,652,7.2,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,4188994a
274,Ryan Jackson,eng ENG,DFMF,Cambridge,21,1990,5,3,255,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,904f53f7
275,Ryan Jackson,eng ENG,DFMF,Fleetwood Town,21,1990,4,4,360,4.0,2,0,2,2,0,0,0,0,0.50,0.00,0.50,0.50,0.50,904f53f7
276,Merrick James-Lewis,eng ENG,MF,Braintree Town,19,1992,4,2,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,853da2c1
277,Felino Jardim,nl NED,MF,Newport County,25,1985,8,4,344,3.8,1,1,2,1,0,0,0,0,0.26,0.26,0.52,0.26,0.52,319338bd
278,Nathan Jarman,eng ENG,FWMF,Alfreton Town,24,1986,39,25,2433,27.0,12,4,16,6,6,6,7,0,0.44,0.15,0.59,0.22,0.37,6679d7aa
279,Nathaniel Jarvis,ag ATG,FW,Newport County,19,1991,30,19,1745,19.4,6,0,6,6,0,0,1,0,0.31,0.00,0.31,0.31,0.31,fb4c2c9d
280,Rossi Jarvis,eng ENG,DFMF,Cambridge,23,1988,41,36,3155,35.1,0,2,2,0,0,1,4,0,0.00,0.06,0.06,0.00,0.06,8f3f4b98
281,James Jennings,eng ENG,DF,Cambridge,23,1987,41,41,3672,40.8,2,10,12,2,0,0,9,1,0.05,0.25,0.29,0.05,0.29,77064a6a
282,Brett Johnson,eng ENG,DF,Cambridge,25,1985,2,2,172,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f10c297a
283,Marvin Johnson,eng ENG,DFMF,Harriers,20,1990,12,11,903,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,dc82e7f1
284,Paul Johnson,eng ENG,DF,Darlington,19,1992,9,9,765,8.5,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,e12ace1b
285,Gethin Jones,wls WAL,DF,Bath City,29,1981,40,39,3394,37.7,2,1,3,2,0,0,6,1,0.05,0.03,0.08,0.05,0.08,0c4bb9ff
286,Luke Jones,eng ENG,DF,Harriers,24,1987,39,38,3385,37.6,4,2,6,4,0,0,5,1,0.11,0.05,0.16,0.11,0.16,a044b733
287,Steve Jones,nir NIR,FWMF,Telford United,34,1976,15,9,852,9.5,3,0,3,3,0,0,3,0,0.32,0.00,0.32,0.32,0.32,207941f8
288,Ben Joyce,eng ENG,FW,Kettering Town,21,1989,9,7,608,6.8,1,1,2,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,14ad6564
289,Patrick Kanyuka,cd COD,DF,Tamworth,24,1987,13,11,1055,11.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,d54c870d
290,Keith Keane,ie IRL,DFMF,Luton Town,24,1986,33,33,2945,32.7,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,8656fc34
291,Dean Keates,eng ENG,MF,Wrexham,33,1978,29,23,2210,24.6,2,5,7,1,1,2,8,0,0.08,0.20,0.29,0.04,0.24,27362fb4
292,Marcus Kelly,eng ENG,MF,Mansfield Town,25,1986,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a9c9e0ba
293,Marcus Kelly,eng ENG,MF,Kettering Town,25,1986,27,26,2138,23.8,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,a9c9e0ba
294,Clark Keltie,eng ENG,MF,Darlington,27,1983,15,14,1249,13.9,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,4961f6bd
295,Darran Kempson,eng ENG,DF,Alfreton Town,26,1984,13,13,1057,11.7,1,1,2,1,0,0,0,0,0.09,0.09,0.17,0.09,0.17,d09c11e3
296,Darran Kempson,eng ENG,DF,Grimsby Town,26,1984,19,18,1641,18.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,d09c11e3
297,Joe Kendrick,ie IRL,DF,Mansfield Town,28,1983,15,15,1321,14.7,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,c3accdcf
298,Scott Kerr,eng ENG,MF,York City,29,1981,34,33,2952,32.8,0,3,3,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,af39b2df
299,Brendan Kiernan,eng ENG,FWMF,Braintree Town,18,1992,4,3,259,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7b3ca119
300,Shane Killock,eng ENG,DF,Telford United,22,1989,35,32,2858,31.8,1,0,1,1,0,0,4,1,0.03,0.00,0.03,0.03,0.03,4c0075f4
301,Craig King,sct SCO,FWGK,Telford United,20,1990,4,2,146,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,06b08e77
302,Steven Kinniburgh,sct SCO,DF,Cambridge,22,1989,3,2,194,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5f1cca33
303,Steven Kinniburgh,sct SCO,DF,Telford United,22,1989,1,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5f1cca33
304,Yan Klukowski,eng ENG,MF,Forest Green,24,1987,46,38,3518,39.1,18,3,21,14,4,4,4,0,0.46,0.08,0.54,0.36,0.43,b284f475
305,Nathaniel Knight-Percival,eng ENG,DF,Wrexham,24,1987,43,43,3846,42.7,4,0,4,4,0,0,7,1,0.09,0.00,0.09,0.09,0.09,a98cb18f
306,Darryl Knights,eng ENG,FW,Newport County,23,1988,23,12,1187,13.2,1,1,2,1,0,0,0,0,0.08,0.08,0.15,0.08,0.15,3c7feb9f
307,Nathan Koo-Boothe,eng ENG,DF,Hayes & Yeading,26,1985,1,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,489e5543
308,Nathan Koo-Boothe,eng ENG,DF,Kettering Town,26,1985,13,10,852,9.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,489e5543
309,János Kovács,hu HUN,DF,Luton Town,25,1985,37,37,3322,36.9,4,1,5,4,0,0,6,1,0.11,0.03,0.14,0.11,0.14,d1362972
310,Francis Laurent,fr FRA,FWMF,Lincoln City,25,1986,14,5,560,6.2,1,1,2,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,3e54ba3e
311,Josh Law,eng ENG,DFMF,Alfreton Town,21,1989,38,30,2658,29.5,1,10,11,1,0,1,3,0,0.03,0.34,0.37,0.03,0.37,0cb9f002
312,Alex Lawless,wls WAL,DFMF,Luton Town,26,1985,38,38,3225,35.8,2,2,4,2,0,0,9,1,0.06,0.06,0.11,0.06,0.11,81126c5e
313,Dwane Lee,gd GRN,MF,Hayes & Yeading,31,1979,19,13,1164,12.9,0,0,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,0ab64a6e
314,Graeme Lee,eng ENG,DF,Darlington,33,1978,24,24,2112,23.5,1,0,1,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,5eb14350
315,Steve Leslie,sct SCO,DFMF,Wrexham,23,1987,13,10,810,9.0,1,0,1,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,c1f4a99f
316,Daniel Lewis,eng ENG,GK,Harriers,29,1982,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,f927a746
317,Paul Linwood,eng ENG,DF,Fleetwood Town,27,1983,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4c1c81dd
318,Glen Little,eng ENG,MF,Wrexham,35,1975,17,3,490,5.4,0,2,2,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,3c418660
319,Danny Lloyd,eng ENG,FWMF,Lincoln City,19,1991,12,3,562,6.2,3,0,3,3,0,0,1,0,0.48,0.00,0.48,0.48,0.48,21123465
