,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Blair Adams,eng ENG,DFMF,Hartlepool,25,1991,33,27,2387,26.5,1,1,2,1,0,0,4,2,0.04,0.04,0.08,0.04,0.08,Matches,739a0921
2,Charlee Adams,eng ENG,DFMF,Dag & Red,22,1995,21,16,1436,16.0,1,2,3,1,0,0,4,0,0.06,0.13,0.19,0.06,0.19,Matches,7d80136e
3,Ebou Adams,gm GAM,MFDF,Leyton Orient,21,1996,16,16,1371,15.2,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,84d7ae33
4,Simon Ainge,eng ENG,FW,Wrexham,29,1988,10,1,268,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0fc0fbab
5,James Akintunde,eng ENG,MFFW,Chester,21,1996,41,33,2913,32.4,8,2,10,8,0,0,1,0,0.25,0.06,0.31,0.25,0.31,Matches,2e13c8c4
6,James Alabi,eng ENG,FWDF,Tranmere Rovers,22,1994,9,4,405,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c7b983d
7,James Alabi,eng ENG,FWMF,Dover Athletic,22,1994,11,7,534,5.9,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches,1c7b983d
8,Iffy Allen,eng ENG,MFDF,Bromley,23,1994,14,3,416,4.6,1,1,2,1,0,0,2,0,0.22,0.22,0.43,0.22,0.43,Matches,e27443d5
9,Jamie Allen,ms MSR,FWMF,Dover Athletic,22,1995,12,10,787,8.7,1,2,3,1,0,0,2,0,0.11,0.23,0.34,0.11,0.34,Matches,5b2ad206
10,Kevin Amankwaah,eng ENG,DF,Sutton United,35,1982,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,374416f1
11,Pádraig Amond,ie IRL,FWMF,Hartlepool,29,1988,4,4,360,4.0,1,0,1,0,1,1,0,0,0.25,0.00,0.25,0.00,0.00,Matches,75499f71
12,Joe Anderson,eng ENG,DFMF,Maidstone Utd,27,1989,42,41,3688,41.0,2,1,3,2,0,0,3,0,0.05,0.02,0.07,0.05,0.07,Matches,2d56c75b
13,Myles Anderson,eng ENG,DFMF,Torquay United,27,1990,9,7,672,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,47bd43ae
14,Myles Anderson,eng ENG,DFMF,Chester,27,1990,14,13,1055,11.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,47bd43ae
15,Bruno Andrade,pt POR,MFFW,Boreham Wood,23,1993,45,44,3872,43.0,20,8,28,13,7,10,8,0,0.46,0.19,0.65,0.30,0.49,Matches,6e87c80f
