,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
12,River Allen,,MF,Gateshead,19,1996,4,3,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f1d8831c
13,Louis Almond,eng ENG,FW,Southport,23,1992,42,41,3448,38.3,12,4,16,8,4,4,3,0,0.31,0.10,0.42,0.21,0.31,db14c0bc
14,Pádraig Amond,ie IRL,FWMF,Grimsby Town,27,1988,40,37,3221,35.8,30,3,33,29,1,1,1,0,0.84,0.08,0.92,0.81,0.89,75499f71
15,Harry Anderson,eng ENG,FWMF,Braintree Town,18,1997,2,1,91,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c6f940ed
16,Joe Anderson,eng ENG,DF,Bromley,25,1989,45,44,3968,44.1,1,7,8,1,0,0,2,0,0.02,0.16,0.18,0.02,0.18,2d56c75b
17,Nick Anderton,eng ENG,DF,Barrow,19,1996,21,21,1875,20.8,0,1,1,0,0,0,4,2,0.00,0.05,0.05,0.00,0.05,cb03c4d4
18,Nick Anderton,eng ENG,DF,Aldershot Town,19,1996,11,11,935,10.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,cb03c4d4
19,Bruno Andrade,pt POR,FWMF,Woking,21,1993,43,28,2727,30.3,5,7,12,5,0,0,1,0,0.17,0.23,0.40,0.17,0.40,6e87c80f
20,Nathan Arnold,eng ENG,FWMF,Grimsby Town,28,1987,40,38,3324,36.9,8,8,16,8,0,0,0,0,0.22,0.22,0.43,0.22,0.43,4966b48d
21,Steve Arnold,eng ENG,GK,Forest Green,25,1989,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8c0d375b
22,Chris Arthur,eng ENG,DFMF,Woking,25,1990,37,30,2728,30.3,0,2,2,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0ca137fd
23,Neil Ashton,eng ENG,DFMF,Barrow,30,1985,22,22,1909,21.2,0,2,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,602ab267
24,Rob Atkinson,eng ENG,DF,Guiseley,28,1987,38,38,3341,37.1,5,0,5,5,0,0,3,0,0.13,0.00,0.13,0.13,0.13,b2ac6d2d
25,Wes Atkinson,eng ENG,DF,Eastleigh,20,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,47e27690
26,Michael Bakare,eng ENG,FWMF,Welling United,28,1986,21,13,1044,11.6,3,0,3,3,0,0,0,1,0.26,0.00,0.26,0.26,0.26,c87cfb5e
27,Zane Banton,eng ENG,FW,Boreham Wood,19,1996,2,0,49,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f64a724e
28,Chris Barker,eng ENG,DF,Aldershot Town,35,1980,3,3,256,2.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,c67c2a68
29,Matthew Barnes-Homer,eng ENG,FW,Aldershot Town,29,1986,15,7,678,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,86e174e7
30,Matthew Barnes-Homer,eng ENG,FW,Harriers,29,1986,8,6,495,5.5,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,86e174e7
31,Jack Barthram,eng ENG,DF,Cheltenham,21,1993,42,38,3181,35.3,0,3,3,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,31699716
32,Mark Beck,sct SCO,FWMF,Wrexham,21,1994,11,7,638,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,60d58b05
33,Omar Beckles,gd GRN,DF,Aldershot Town,23,1991,45,45,4050,45.0,1,0,1,1,0,0,7,0,0.02,0.00,0.02,0.02,0.02,668005c9
34,Reece Beckles,ag ATG,FW,Woking,20,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,25950da6
35,Lee Beevers,wls WAL,DFMF,Lincoln City,31,1983,44,43,3898,43.3,0,6,6,0,0,0,6,1,0.00,0.14,0.14,0.00,0.14,1c8083e9
36,Cameron Belford,eng ENG,GK,Wrexham,26,1988,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,25e47120
37,Fergus Bell,eng ENG,MF,Torquay United,24,1991,6,2,241,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,04130013
38,Nyal Bell,eng ENG,FW,Chester,18,1997,3,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2cbbd5ad
39,Hamza Bencherif,dz ALG,DFMF,FC Halifax Town,27,1988,41,38,3147,35.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,77bb7a30
40,Tom Bender,wls WAL,DF,Forest Green,22,1993,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ab4fbcf0
41,Dale Bennett,eng ENG,DF,Forest Green,25,1990,42,42,3616,40.2,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,473fb36c
42,Durrell Berry,eng ENG,DF,Torquay United,23,1992,26,26,2263,25.1,1,2,3,1,0,0,5,0,0.04,0.08,0.12,0.04,0.12,468a942c
43,Andy Bishop,eng ENG,FW,FC Halifax Town,32,1982,4,2,150,1.7,0,1,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,e793de7f
44,Andy Bishop,eng ENG,FW,Southport,32,1982,23,13,1106,12.3,3,1,4,3,0,0,1,1,0.24,0.08,0.33,0.24,0.33,e793de7f
45,Adam Blakeman,eng ENG,DF,Southport,23,1991,28,27,2304,25.6,1,3,4,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16,6ee98861
46,Nathan Blissett,eng ENG,FW,Torquay United,25,1990,17,16,1350,15.0,8,3,11,8,0,0,0,0,0.53,0.20,0.73,0.53,0.73,827ecad9
47,Nathan Blissett,eng ENG,FW,Tranmere Rovers,25,1990,5,2,231,2.6,1,0,1,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,827ecad9
48,Nathan Blissett,eng ENG,FW,Lincoln City,25,1990,3,1,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,827ecad9
49,Omar Bogle,eng ENG,FW,Grimsby Town,22,1993,41,29,2654,29.5,13,9,22,9,4,5,2,0,0.44,0.31,0.75,0.31,0.61,c334bcfc
50,James Bolton,eng ENG,DF,FC Halifax Town,20,1994,45,45,4013,44.6,3,1,4,3,0,0,5,1,0.07,0.02,0.09,0.07,0.09,bf6fbdca
51,Danny Boshell,eng ENG,MF,Guiseley,34,1981,28,24,1965,21.8,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,ab62d153
52,James Bowen,eng ENG,DF,Cheltenham,19,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3b3d70d7
53,George Bowerman,eng ENG,FW,Altrincham,23,1991,28,14,1311,14.6,5,0,5,5,0,0,0,0,0.34,0.00,0.34,0.34,0.34,4079ab9a
54,Ryan Bowman,eng ENG,FW,Gateshead,23,1991,41,38,3293,36.6,16,6,22,13,3,3,2,0,0.44,0.16,0.60,0.36,0.52,89880099
55,Adam Boyes,eng ENG,FW,Guiseley,24,1990,42,28,2693,29.9,6,2,8,6,0,0,1,0,0.20,0.07,0.27,0.20,0.27,d39335c5
56,Craig Braham-Barrett,ms MSR,DF,Dover Athletic,27,1988,11,11,930,10.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,57e15a78
57,Craig Braham-Barrett,ms MSR,DF,Woking,27,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,57e15a78
58,Ritchie Branagan,ie IRL,GK,Macclesfield,23,1991,11,9,827,9.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,db00abb1
59,Louis Briscoe,eng ENG,FWMF,Torquay United,27,1988,21,14,1138,12.6,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,82110bb9
60,Louis Briscoe,eng ENG,FWMF,Wrexham,27,1988,4,0,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,82110bb9
61,Richard Brodie,eng ENG,FW,Southport,28,1987,1,1,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1523e245
62,Richard Brodie,eng ENG,FW,Aldershot Town,28,1987,22,17,1551,17.2,5,1,6,5,0,0,4,0,0.29,0.06,0.35,0.29,0.35,1523e245
63,David Brooks,wls WAL,FWMF,FC Halifax Town,18,1997,5,3,316,3.5,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,dc4cae05
64,Patrick Brough,eng ENG,DFMF,Lincoln City,19,1996,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4fdba4d6
65,Matty Brown,eng ENG,DFMF,FC Halifax Town,25,1990,29,29,2528,28.1,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,23ea840e
66,Nat Brown,eng ENG,DF,FC Halifax Town,34,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,078a5f15
67,Nat Brown,eng ENG,DF,Lincoln City,34,1981,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,078a5f15
68,Scott Brown,eng ENG,MF,Grimsby Town,30,1985,3,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8adefff9
69,Rhys Browne,ag ATG,DFFW,Aldershot Town,19,1995,37,31,2719,30.2,6,8,14,6,0,0,6,0,0.20,0.26,0.46,0.20,0.46,b88d0922
70,Mitch Brundle,eng ENG,DFMF,Braintree Town,20,1994,34,24,2234,24.8,3,4,7,3,0,0,2,1,0.12,0.16,0.28,0.12,0.28,3e061157
71,Nathan Buddle,eng ENG,DF,Gateshead,21,1993,15,11,1015,11.3,2,0,2,2,0,0,1,0,0.18,0.00,0.18,0.18,0.18,34d573c1
72,Cameron Burgess,au AUS,DF,Cheltenham,19,1995,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,da61ca98
73,Jordan Burrow,eng ENG,FW,FC Halifax Town,22,1992,45,43,3848,42.8,14,4,18,11,3,4,3,1,0.33,0.09,0.42,0.26,0.35,013463b0
74,Chris Bush,eng ENG,DFFW,Lincoln City,23,1992,31,29,2539,28.2,1,1,2,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,6d14377a
75,Matt Butcher,eng ENG,MF,Woking,18,1997,10,10,841,9.3,2,0,2,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,b170cfa2
76,Dan Butler,eng ENG,DFMF,Torquay United,20,1994,45,45,4050,45.0,2,9,11,2,0,0,7,0,0.04,0.20,0.24,0.04,0.24,84dd2a1f
77,Neill Byrne,ie IRL,DFMF,Macclesfield,22,1993,27,25,2238,24.9,2,0,2,2,0,0,3,1,0.08,0.00,0.08,0.08,0.08,34731ad8
78,Courtney Cameron,eng ENG,MF,Southport,22,1993,10,4,351,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7bbc0398
79,Tahvon Campbell,eng ENG,FWMF,Harriers,18,1997,15,11,906,10.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,106f7efa
80,Achille Campion,fr FRA,FW,Torquay United,25,1990,3,2,170,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fcc55c26
81,Jake Caprice,eng ENG,DFMF,Woking,22,1992,42,33,3057,34.0,0,4,4,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,d3082f30
82,Harry Cardwell,sct SCO,FW,Woking,18,1996,5,4,271,3.0,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,7f876c2e
83,Harry Cardwell,sct SCO,FW,Braintree Town,18,1996,4,2,211,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7f876c2e
84,Josh Carmichael,sct SCO,MF,Torquay United,20,1994,14,12,1049,11.7,1,1,2,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,c601442b
85,Daniel Carr,tt TRI,FW,Woking,21,1994,10,9,649,7.2,2,0,2,1,1,1,1,0,0.28,0.00,0.28,0.14,0.14,7e245150
86,Daniel Carr,tt TRI,FW,Aldershot Town,21,1994,7,5,449,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7e245150
87,Mark Carrington,eng ENG,DFMF,Wrexham,28,1987,32,26,2405,26.7,1,3,4,1,0,0,2,1,0.04,0.11,0.15,0.04,0.15,c4ef73ec
88,Darren Carter,eng ENG,DFMF,Forest Green,31,1983,33,32,2747,30.5,7,2,9,6,1,1,6,0,0.23,0.07,0.29,0.20,0.26,52fefc5b
89,James Caton,eng ENG,MF,Lincoln City,21,1994,12,8,715,7.9,3,4,7,3,0,0,0,0,0.38,0.50,0.88,0.38,0.88,3194fb55
90,James Caton,eng ENG,MF,Wrexham,21,1994,4,0,85,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3194fb55
91,Jamie Chandler,eng ENG,MF,Gateshead,26,1989,26,17,1688,18.8,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,b01aa4dc
92,Jordan Chapell,eng ENG,FWMF,Chester,23,1991,36,29,2390,26.6,3,5,8,3,0,0,0,0,0.11,0.19,0.30,0.11,0.30,6dc8d46e
93,Noah Chesmain,eng ENG,DF,Welling United,17,1997,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2bd2f749
94,Jordan Chiedozie,ng NGA,FW,Braintree Town,20,1994,5,4,304,3.4,1,0,1,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,914b7a76
95,Jordan Chiedozie,ng NGA,FW,Boreham Wood,20,1994,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,914b7a76
96,Ben Chorley,eng ENG,DF,Bromley,32,1982,31,29,2514,27.9,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,2a6839d7
97,Ben Clark,eng ENG,DF,Gateshead,32,1983,44,44,3872,43.0,2,0,2,2,0,0,3,0,0.05,0.00,0.05,0.05,0.05,3cd1c96c
98,Craig Clay,eng ENG,DFMF,Grimsby Town,23,1992,35,29,2544,28.3,3,0,3,3,0,0,3,0,0.11,0.00,0.11,0.11,0.11,c003124a
99,Billy Clifford,eng ENG,MF,Boreham Wood,22,1992,21,14,1331,14.8,1,3,4,0,1,1,3,1,0.07,0.20,0.27,0.00,0.20,ac30d565
100,Conor Clifford,ie IRL,MF,Boreham Wood,23,1991,44,44,3925,43.6,2,5,7,1,1,1,6,0,0.05,0.11,0.16,0.02,0.14,55df1b99
101,Charlie Clough,eng ENG,DF,Forest Green,24,1990,36,28,2679,29.8,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,765ff543
102,John Cofie,eng ENG,FW,Wrexham,22,1993,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,98d91ecf
103,Jake Cole,eng ENG,GK,Woking,29,1985,44,44,3960,44.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7c5b4491
104,Tom Connor,au AUS,GK,Bromley,25,1990,5,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,68e66ea3
105,Jack Connors,ie IRL,DF,Boreham Wood,20,1994,1,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5b307501
106,James Constable,eng ENG,FW,Eastleigh,30,1984,36,32,2890,32.1,15,3,18,15,0,0,5,1,0.47,0.09,0.56,0.47,0.56,e60043fb
107,Andy Cook,eng ENG,FW,Barrow,24,1990,45,45,3987,44.3,24,3,27,22,2,3,6,0,0.54,0.07,0.61,0.50,0.56,ef9bbaf3
108,Anthony Cook,eng ENG,DFMF,Bromley,25,1989,20,19,1693,18.8,4,2,6,1,3,3,4,0,0.21,0.11,0.32,0.05,0.16,67e48f87
109,Lee Cook,eng ENG,MF,Eastleigh,32,1982,36,21,1940,21.6,5,6,11,5,0,0,4,0,0.23,0.28,0.51,0.23,0.51,a8ac00c8
110,Josh Cooke,eng ENG,FW,Cheltenham,18,1997,6,0,80,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f0272c21
111,Adam Coombes,eng ENG,FW,Bromley,24,1991,15,10,914,10.2,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,217ee467
112,Sam Cosgrove,eng ENG,FW,Barrow,18,1996,5,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ea55ae1a
113,Andy Coughlin,eng ENG,GK,Southport,22,1993,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,926222d2
114,Luke Coulson,eng ENG,DFFW,Eastleigh,21,1994,16,16,1292,14.4,2,1,3,2,0,0,3,0,0.14,0.07,0.21,0.14,0.21,9be637af
115,Niall Cowperthwaite,eng ENG,DFMF,Barrow,23,1992,24,21,1829,20.3,1,0,1,1,0,0,1,1,0.05,0.00,0.05,0.05,0.05,7bea3c91
116,Sam Cox,gy GUY,DFMF,Boreham Wood,24,1990,22,21,1782,19.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,d9716f2b
117,Tom Craddock,eng ENG,FW,Guiseley,28,1986,30,11,1056,11.7,2,1,3,2,0,0,3,0,0.17,0.09,0.26,0.17,0.26,3bfd4247
118,Jordan Cranston,wls WAL,DFMF,Gateshead,21,1993,23,23,2028,22.5,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,44ebf2e2
119,Jordan Cranston,wls WAL,DFMF,Cheltenham,21,1993,15,8,796,8.8,0,2,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,44ebf2e2
120,Harry Crawford,ie IRL,FW,Boreham Wood,23,1991,10,2,360,4.0,3,0,3,3,0,0,1,0,0.75,0.00,0.75,0.75,0.75,2a1683b9
121,Harry Crawford,ie IRL,FW,Dover Athletic,23,1991,6,0,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2a1683b9
122,Max Crocombe,nz NZL,GK,Southport,21,1993,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,fdf47077
123,Michael Crowe,wls WAL,GK,Braintree Town,19,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4a88753e
124,Ryan Crowther,eng ENG,MF,Altrincham,26,1988,31,19,1661,18.5,2,4,6,2,0,0,3,0,0.11,0.22,0.33,0.11,0.33,7b9482fb
125,Adam Cunnington,eng ENG,FW,Woking,27,1987,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,eea4ec90
126,Adam Cunnington,eng ENG,FW,Bromley,27,1987,20,19,1560,17.3,5,4,9,5,0,0,4,0,0.29,0.23,0.52,0.29,0.52,eea4ec90
127,Tom Dallison,eng ENG,DF,Braintree Town,19,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a782215c
128,Kadell Daniel,gy GUY,MF,Welling United,21,1994,16,11,1028,11.4,3,1,4,3,0,0,1,0,0.26,0.09,0.35,0.26,0.35,37f7cf8a
129,Kadell Daniel,gy GUY,MF,Woking,21,1994,21,9,964,10.7,3,2,5,3,0,0,1,0,0.28,0.19,0.47,0.28,0.47,37f7cf8a
130,Ben Davies,eng ENG,DF,Southport,19,1995,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c9009a1f
131,Callum Davies,eng ENG,DF,Bromley,22,1993,1,1,45,0.5,1,0,1,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00,3f0a8fbf
132,Callum Davies,eng ENG,DF,Eastleigh,22,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3f0a8fbf
133,Scott Davies,eng ENG,GK,Tranmere Rovers,28,1987,45,45,4050,45.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,bdf43e41
134,Adam Dawson,eng ENG,MF,Tranmere Rovers,22,1992,9,8,669,7.4,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0043fdf3
135,Adam Dawson,eng ENG,MF,Harriers,22,1992,8,8,720,8.0,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,0043fdf3
136,James Dayton,eng ENG,MF,Cheltenham,26,1988,22,13,1073,11.9,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,d81b93e0
137,Tim Deasy,eng ENG,GK,Altrincham,29,1985,41,41,3674,40.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,a98632d0
138,Benjamin van den Broek,nz NZL,MF,Barrow,27,1987,10,6,507,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cc51ea00
139,Kristian Dennis,eng ENG,FW,Macclesfield,25,1990,39,32,2951,32.8,22,0,22,20,2,3,5,0,0.67,0.00,0.67,0.61,0.61,e7b25e72
140,Louis Dennis,eng ENG,DFFW,Bromley,22,1992,23,13,1321,14.7,5,1,6,5,0,0,1,0,0.34,0.07,0.41,0.34,0.41,5f7faece
141,Joe Devera,eng ENG,DF,Boreham Wood,28,1987,27,26,2302,25.6,1,1,2,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,30d05221
142,Nicky Deverdics,eng ENG,DFMF,Dover Athletic,27,1987,45,45,4050,45.0,14,17,31,8,6,7,3,0,0.31,0.38,0.69,0.18,0.56,c68cbb16
143,Tony Diagne,fr FRA,DF,Macclesfield,24,1990,32,25,2212,24.6,2,1,3,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,327a004a
144,Robert Dickie,eng ENG,DF,Cheltenham,19,1996,27,26,2377,26.4,3,3,6,3,0,0,6,0,0.11,0.11,0.23,0.11,0.23,c7dfc411
145,Liam Dickinson,eng ENG,FW,Guiseley,29,1985,31,12,1276,14.2,6,1,7,4,2,3,6,0,0.42,0.07,0.49,0.28,0.35,496a1d0f
146,Craig Disley,eng ENG,MF,Grimsby Town,33,1981,43,42,3763,41.8,6,6,12,6,0,0,9,0,0.14,0.14,0.29,0.14,0.29,90db9266
147,Scott Doe,eng ENG,DF,Boreham Wood,26,1988,45,45,4005,44.5,3,0,3,3,0,0,2,0,0.07,0.00,0.07,0.07,0.07,60d0b4e2
148,Michael Donohue,eng ENG,MF,Barrow,17,1997,6,6,437,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,91a6a9c3
149,Aaron Downes,au AUS,DF,Cheltenham,30,1985,28,28,2487,27.6,5,1,6,5,0,0,4,0,0.18,0.04,0.22,0.18,0.22,b6ededcd
150,Steven Drench,eng ENG,GK,Guiseley,29,1985,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4414c61f
151,Andy Drury,eng ENG,DFMF,Eastleigh,31,1983,35,33,2947,32.7,8,4,12,8,0,0,4,0,0.24,0.12,0.37,0.24,0.37,085497ac
152,Anthony Dudley,eng ENG,FW,Guiseley,19,1996,16,16,1312,14.6,7,0,7,7,0,0,1,0,0.48,0.00,0.48,0.48,0.48,0fc2b676
153,Calum Dyson,eng ENG,FW,Chester,18,1996,4,2,196,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,eff4c903
154,Danny East,eng ENG,DFMF,Grimsby Town,23,1991,25,19,1817,20.2,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0e57c017
155,Anthony Edgar,eng ENG,MF,Braintree Town,24,1990,21,4,539,6.0,2,1,3,2,0,0,2,0,0.33,0.17,0.50,0.33,0.50,e7d76342
156,Preston Edwards,eng ENG,GK,Boreham Wood,25,1989,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6927e0f8
157,Moses Emmanuel,eng ENG,FWMF,Bromley,26,1989,43,41,3520,39.1,20,8,28,18,2,2,2,0,0.51,0.20,0.72,0.46,0.66,6f9c376a
158,Connor Essam,eng ENG,DFMF,Dover Athletic,23,1992,8,4,398,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4df2d69b
159,Rob Evans,wls WAL,MF,Wrexham,20,1995,44,41,3540,39.3,3,0,3,3,0,0,8,0,0.08,0.00,0.08,0.08,0.08,426283e5
160,Will Evans,eng ENG,DFMF,Eastleigh,23,1991,34,32,2924,32.5,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,f74c4167
161,Waide Fairhurst,eng ENG,FW,Torquay United,26,1989,3,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0d5e3f59
162,Waide Fairhurst,eng ENG,FW,FC Halifax Town,26,1989,8,3,303,3.4,0,3,3,0,0,0,0,0,0.00,0.89,0.89,0.00,0.89,0d5e3f59
