,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
19,David Artell,gi GIB,DF,Wrexham,31,1980,8,8,675,7.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,18ff530d
20,Frankie Artus,eng ENG,MF,Grimsby Town,23,1988,22,14,1341,14.9,2,6,8,2,0,0,5,0,0.13,0.40,0.54,0.13,0.54,65b953de
21,Ed Asafu-Adjaye,eng ENG,DF,Forest Green,23,1988,24,22,2001,22.2,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0f7e82f9
22,Moses Ashikodi,ag ATG,FW,Ebbsfleet United,25,1987,23,15,1328,14.8,2,2,4,2,0,1,3,0,0.14,0.14,0.27,0.14,0.27,6e3ba254
23,Neil Ashton,eng ENG,DFMF,Wrexham,27,1985,39,38,3395,37.7,5,8,13,2,3,4,7,1,0.13,0.21,0.34,0.05,0.27,602ab267
24,Luke Ashworth,eng ENG,DF,Hyde,22,1989,45,45,4046,45.0,2,0,2,2,0,0,6,0,0.04,0.00,0.04,0.04,0.04,61e1c57e
25,Thierry Audel,fr FRA,DF,Macclesfield,25,1987,19,19,1710,19.0,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,b3ff6173
26,Ryan Austin,eng ENG,DF,Harriers,27,1984,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,9a686619
27,David Azin,am ARM,MF,Ebbsfleet United,22,1990,2,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b56ec61f
28,Michael Bakare,eng ENG,FWMF,Southport,25,1986,21,7,796,8.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,c87cfb5e
29,Richie Baker,eng ENG,MF,Barrow,24,1987,38,36,3240,36.0,10,3,13,5,5,6,9,0,0.28,0.08,0.36,0.14,0.22,3a998878
30,George Baldock,gr GRE,DFMF,Tamworth,19,1993,15,14,1198,13.3,1,0,1,1,0,0,7,0,0.08,0.00,0.08,0.08,0.08,394854c4
31,Al Bangura,sl SLE,MF,Forest Green,24,1988,33,29,2342,26.0,0,1,1,0,0,0,3,1,0.00,0.04,0.04,0.00,0.04,525719c7
32,Phil Barnes,eng ENG,GK,Alfreton Town,33,1979,18,18,1575,17.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2997e705
33,Matthew Barnes-Homer,eng ENG,FW,Macclesfield,26,1986,37,34,3052,33.9,18,4,22,14,4,4,1,0,0.53,0.12,0.65,0.41,0.53,86e174e7
34,Neil Barrett,eng ENG,MF,Ebbsfleet United,30,1981,42,41,3559,39.5,1,1,2,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,dd97c15a
35,Scott Barrow,wls WAL,DF,Tamworth,23,1988,24,22,1953,21.7,4,2,6,2,2,2,5,0,0.18,0.09,0.28,0.09,0.18,79dd7411
36,Adam Bartlett,eng ENG,GK,Gateshead,26,1986,46,46,4140,46.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,673406a9
37,Sam Beasant,eng ENG,GK,Woking,24,1988,3,2,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,23f1af23
38,Dean Beckwith,eng ENG,DF,Luton Town,28,1983,8,8,720,8.0,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,074ef683
39,Lee Beevers,wls WAL,DFMF,Mansfield Town,28,1983,36,35,3098,34.4,1,2,3,1,0,0,8,1,0.03,0.06,0.09,0.03,0.09,1c8083e9
40,Dale Bennett,eng ENG,DF,Forest Green,22,1990,7,5,481,5.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,473fb36c
41,Luke Berry,eng ENG,MF,Cambridge,20,1992,28,23,1990,22.1,3,1,4,3,0,0,4,1,0.14,0.05,0.18,0.14,0.18,2aaadf33
42,Kevin Betsy,sc SEY,FWMF,Woking,34,1978,46,46,4139,46.0,13,9,22,11,2,3,6,0,0.28,0.20,0.48,0.24,0.43,2daed131
43,Marcus Bettinelli,eng ENG,GK,Dartford,20,1992,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0d85a4e8
44,Adam Birchall,wls WAL,FWMF,Dartford,27,1984,6,4,363,4.0,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,de5d11cc
45,Andy Bishop,eng ENG,FW,Wrexham,29,1982,4,4,334,3.7,2,0,2,2,0,0,0,0,0.54,0.00,0.54,0.54,0.54,e793de7f
46,James Bittner,eng ENG,GK,Hereford United,30,1982,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,cb377e8b
47,Chris Blackburn,eng ENG,DFMF,Telford United,29,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,94111734
48,Ryan Blake,nir NIR,DF,Ebbsfleet United,20,1991,8,6,576,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,10790e83
49,Matthew Blinkhorn,eng ENG,FW,Hyde,27,1985,30,25,2097,23.3,6,5,11,6,0,0,1,0,0.26,0.21,0.47,0.26,0.47,03f0eaca
50,Nathan Blissett,eng ENG,FW,Cambridge,22,1990,7,3,320,3.6,2,0,2,2,0,0,0,0,0.56,0.00,0.56,0.56,0.56,827ecad9
51,Nathan Blissett,eng ENG,FW,Harriers,22,1990,25,15,1368,15.2,3,3,6,3,0,0,0,0,0.20,0.20,0.39,0.20,0.39,827ecad9
52,Michael Boateng,eng ENG,DF,Newport County,20,1991,3,3,229,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,f5d46052
53,Scott Boden,eng ENG,FWMF,Alfreton Town,22,1989,13,6,587,6.5,3,3,6,3,0,0,2,0,0.46,0.46,0.92,0.46,0.92,36971f53
54,Tom Bonner,sct SCO,DF,Dartford,24,1988,44,44,3891,43.2,3,2,5,3,0,0,3,1,0.07,0.05,0.12,0.07,0.12,ab961dea
55,Peter Bore,eng ENG,DFFW,Lincoln City,24,1987,7,5,424,4.7,0,2,2,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,337af33f
56,Peter Bore,eng ENG,DFFW,Gateshead,24,1987,10,9,771,8.6,0,2,2,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,337af33f
57,Ryan Bowman,eng ENG,FW,Hereford United,20,1991,39,30,2806,31.2,15,3,18,12,3,4,5,0,0.48,0.10,0.58,0.38,0.48,89880099
58,Andrew Boyce,eng ENG,DFMF,Lincoln City,22,1989,41,41,3609,40.1,4,1,5,4,0,0,10,0,0.10,0.02,0.12,0.10,0.12,375aaca1
59,Adam Boyes,eng ENG,FW,Barrow,21,1990,43,41,3594,39.9,13,3,16,12,1,2,5,0,0.33,0.08,0.40,0.30,0.38,d39335c5
60,Patrick Boyle,sct SCO,DF,Gateshead,25,1987,37,33,2908,32.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,5aac8956
61,Craig Braham-Barrett,ms MSR,DF,Macclesfield,24,1988,40,40,3545,39.4,0,4,4,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,57e15a78
62,Keith Briggs,eng ENG,MF,Harriers,30,1981,33,30,2427,27.0,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,afebe639
63,Dean Brill,eng ENG,GK,Luton Town,26,1985,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,028b9b6f
64,Louis Briscoe,eng ENG,FWMF,Mansfield Town,24,1988,39,26,2289,25.4,6,6,12,5,1,1,4,0,0.24,0.24,0.47,0.20,0.43,82110bb9
65,Michael Briscoe,eng ENG,DF,Telford United,29,1983,9,8,714,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8b8f29d4
66,Josh Brizell,eng ENG,DF,Hyde,20,1991,40,37,3317,36.9,1,2,3,1,0,0,4,1,0.03,0.05,0.08,0.03,0.08,7a180e73
67,Daniel Broadbent,eng ENG,FW,Hyde,22,1990,2,0,41,0.5,1,0,1,1,0,0,0,0,2.20,0.00,2.20,2.20,2.20,fd9c7a38
68,Richard Brodie,eng ENG,FW,Grimsby Town,25,1987,10,6,512,5.7,2,1,3,2,0,0,2,0,0.35,0.18,0.53,0.35,0.53,1523e245
69,Stephen Brogan,eng ENG,DF,Forest Green,24,1988,13,7,673,7.5,2,2,4,2,0,0,2,0,0.27,0.27,0.53,0.27,0.53,8364660c
70,James Brown,eng ENG,FWMF,Gateshead,25,1987,29,24,1923,21.4,4,2,6,4,0,0,2,0,0.19,0.09,0.28,0.19,0.28,5b5ad460
71,Jonathan Brown,wls WAL,FWMF,Telford United,22,1990,18,6,804,8.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4ec934f3
72,Nat Brown,eng ENG,DF,Macclesfield,31,1981,22,22,1942,21.6,2,1,3,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,078a5f15
73,Nat Brown,eng ENG,DF,Lincoln City,31,1981,10,10,900,10.0,0,1,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,078a5f15
74,Scott Brown,eng ENG,MF,Macclesfield,27,1985,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8adefff9
75,Seb Brown,eng ENG,GK,Woking,22,1989,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0f9e585d
76,Bradley Bubb,gd GRN,FW,Woking,24,1988,36,33,2693,29.9,18,4,22,15,3,3,7,0,0.60,0.13,0.74,0.50,0.63,ad929c55
77,Lee Bullock,eng ENG,MF,Stockport,31,1981,9,9,750,8.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1b44751d
78,Lee Bullock,eng ENG,MF,Gateshead,31,1981,7,7,553,6.1,0,4,4,0,0,0,1,0,0.00,0.65,0.65,0.00,0.65,1b44751d
79,Joe Bunney,eng ENG,DFFW,Stockport,18,1993,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7d4c4f3b
80,Lee Burge,eng ENG,GK,Nuneaton Town,19,1993,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1393c5ac
81,Wes Burns,wls WAL,DFFW,Forest Green,17,1994,6,5,405,4.5,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,b3fe23c6
82,Chris Bush,eng ENG,DFFW,Lincoln City,20,1992,3,2,207,2.3,1,0,1,1,0,0,0,0,0.43,0.00,0.43,0.43,0.43,6d14377a
83,Chris Bush,eng ENG,DFFW,Hereford United,20,1992,6,6,490,5.4,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,6d14377a
84,Chris Bush,eng ENG,DFFW,Gateshead,20,1992,20,15,1377,15.3,1,0,1,1,0,0,1,1,0.07,0.00,0.07,0.07,0.07,6d14377a
85,Darren Byfield,jm JAM,FW,Telford United,35,1976,7,2,227,2.5,1,0,1,0,1,1,0,0,0.40,0.00,0.40,0.00,0.00,03d4e002
86,Darren Byfield,jm JAM,FW,Tamworth,35,1976,18,10,912,10.1,2,1,3,2,0,0,2,0,0.20,0.10,0.30,0.20,0.30,03d4e002
87,Neill Byrne,ie IRL,DFMF,Southport,19,1993,10,10,834,9.3,2,0,2,2,0,0,2,1,0.22,0.00,0.22,0.22,0.22,34731ad8
88,Neill Byrne,ie IRL,DFMF,Barrow,19,1993,1,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,34731ad8
89,Sean Canham,eng ENG,FW,Hereford United,27,1984,10,8,610,6.8,3,2,5,3,0,0,0,0,0.44,0.30,0.74,0.44,0.74,237a59fa
90,Ashley Carew,eng ENG,MF,Ebbsfleet United,26,1985,27,27,2374,26.4,0,6,6,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,84958767
91,Chris Carruthers,eng ENG,DFMF,Hereford United,28,1983,21,18,1404,15.6,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,cde102fd
92,Mike Cestor,,DF,Woking,20,1992,37,26,2294,25.5,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,760be9fa
93,Aaron Chalmers,eng ENG,MF,Southport,21,1991,29,18,1641,18.2,2,2,4,2,0,1,3,1,0.11,0.11,0.22,0.11,0.22,e7db2947
94,Tom Champion,eng ENG,DFMF,Dartford,26,1986,42,42,3747,41.6,1,1,2,1,0,0,8,0,0.02,0.02,0.05,0.02,0.05,b8ec2432
95,Jamie Chandler,eng ENG,MF,Gateshead,23,1989,37,35,3211,35.7,4,5,9,4,0,0,6,0,0.11,0.14,0.25,0.11,0.25,b01aa4dc
96,Adam Chapman,nir NIR,MF,Mansfield Town,22,1989,11,9,820,9.1,4,0,4,4,0,0,4,0,0.44,0.00,0.44,0.44,0.44,cdce8c2f
97,Ryan Charles,eng ENG,FWMF,Newport County,22,1989,11,2,356,4.0,1,0,1,1,0,0,2,0,0.25,0.00,0.25,0.25,0.25,4d05ebf4
98,Kieran Charnock,eng ENG,DF,Macclesfield,27,1984,13,13,1170,13.0,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,944a5601
99,Kieran Charnock,eng ENG,DF,Stockport,27,1984,5,5,352,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,944a5601
100,Liam Chilvers,eng ENG,DF,Telford United,30,1981,8,8,604,6.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,cadf3b28
101,Iyseden Christie,eng ENG,FW,Alfreton Town,35,1976,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,93a58dd8
102,Adrian Cieślewicz,pl POL,FW,Wrexham,21,1990,38,18,1765,19.6,6,2,8,6,0,0,0,0,0.31,0.10,0.41,0.31,0.41,4b779cb2
103,Adnan Cirak,se SWE,FW,Stockport,22,1990,11,6,528,5.9,2,1,3,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,7d29f43c
104,Sean Clancy,eng ENG,DF,Southport,24,1987,9,4,435,4.8,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,51c4d755
105,Sean Clancy,eng ENG,DF,Harriers,24,1987,3,0,11,0.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,51c4d755
106,Ben Clark,eng ENG,DF,Gateshead,29,1983,33,32,2840,31.6,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,3cd1c96c
107,Chris Clements,eng ENG,MF,Mansfield Town,22,1990,17,14,1217,13.5,0,5,5,0,0,0,2,0,0.00,0.37,0.37,0.00,0.37,dd963b78
108,Simon Clist,eng ENG,MF,Hereford United,31,1981,16,12,1033,11.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,05cb5128
109,Sam Clucas,eng ENG,MF,Hereford United,21,1990,41,41,3631,40.3,8,10,18,8,0,0,3,0,0.20,0.25,0.45,0.20,0.45,987718f5
110,Joe Colbeck,eng ENG,MF,Grimsby Town,25,1986,39,31,2773,30.8,3,10,13,3,0,0,2,1,0.10,0.32,0.42,0.10,0.42,d96c3efb
111,Charlie Collins,eng ENG,FW,Tamworth,20,1991,14,3,447,5.0,1,0,1,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,8853d3bd
112,Jamie Collins,eng ENG,DFMF,Forest Green,27,1984,21,17,1599,17.8,1,3,4,1,0,0,4,0,0.06,0.17,0.23,0.06,0.23,d4d081d1
113,Reece Connolly,eng ENG,FW,Forest Green,20,1992,7,5,521,5.8,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,23c63075
114,Joe Connor,eng ENG,MF,Hereford United,26,1986,12,10,1000,11.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7d10f1cc
115,Joe Connor,eng ENG,MF,Stockport,26,1986,23,21,1910,21.2,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,7d10f1cc
116,Andy Cook,eng ENG,FW,Grimsby Town,21,1990,43,35,2828,31.4,11,4,15,11,0,0,0,0,0.35,0.13,0.48,0.35,0.48,ef9bbaf3
117,Andrew Corbett,eng ENG,DF,Hereford United,30,1982,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5428b5f0
118,Andy Coughlin,eng ENG,GK,Wrexham,19,1993,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,926222d2
119,Josh Coulson,eng ENG,DFMF,Cambridge,23,1989,39,39,3464,38.5,4,1,5,4,0,0,1,0,0.10,0.03,0.13,0.10,0.13,9af2822d
120,Duane Courtney,eng ENG,DF,Tamworth,27,1985,39,38,3432,38.1,0,1,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,b988a767
121,Don Cowan,ie IRL,FW,Braintree Town,22,1989,1,1,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,bc06e384
122,Gavin Cowan,eng ENG,DF,Nuneaton Town,31,1981,37,37,3250,36.1,0,1,1,0,0,0,2,2,0.00,0.03,0.03,0.00,0.03,6b4ae5b6
123,Ian Craney,eng ENG,MF,Telford United,30,1982,11,10,818,9.1,1,2,3,1,0,0,0,0,0.11,0.22,0.33,0.11,0.33,e8818709
124,Harry Crawford,ie IRL,FW,Dartford,20,1991,26,17,1499,16.7,13,1,14,13,0,1,1,1,0.78,0.06,0.84,0.78,0.84,2a1683b9
125,Mark Creighton,eng ENG,DF,Wrexham,30,1981,4,3,201,2.2,1,0,1,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,a2448147
126,Lance Cronin,eng ENG,GK,Macclesfield,26,1985,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,dca46a5d
127,Danny Crow,eng ENG,FW,Newport County,26,1986,25,20,1760,19.6,3,6,9,3,0,1,2,0,0.15,0.31,0.46,0.15,0.46,1e832e99
128,Ryan Crowther,eng ENG,MF,Hyde,23,1988,18,15,1248,13.9,4,1,5,4,0,0,1,0,0.29,0.07,0.36,0.29,0.36,7b9482fb
129,Mark Cullen,eng ENG,FW,Stockport,20,1992,16,15,1283,14.3,4,3,7,4,0,0,1,0,0.28,0.21,0.49,0.28,0.49,c6f5f773
130,Micky Cummins,ie IRL,MF,Gateshead,34,1978,39,24,2097,23.3,3,0,3,3,0,0,0,0,0.13,0.00,0.13,0.13,0.13,34740908
131,Adam Cunnington,eng ENG,FW,Tamworth,24,1987,45,42,3647,40.5,21,2,23,13,8,10,8,0,0.52,0.05,0.57,0.32,0.37,eea4ec90
132,Bradley Dack,eng ENG,FWMF,Braintree Town,18,1993,4,0,38,0.4,1,0,1,1,0,0,0,0,2.37,0.00,2.37,2.37,2.37,542d4f02
133,Luke Daley,eng ENG,MF,Braintree Town,22,1989,30,24,2063,22.9,7,4,11,7,0,0,1,0,0.31,0.17,0.48,0.31,0.48,5f3c3191
134,Luke Daley,eng ENG,MF,Lincoln City,22,1989,5,4,312,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5f3c3191
135,Colin Daniel,eng ENG,DFMF,Mansfield Town,24,1988,41,34,2966,33.0,5,4,9,5,0,0,6,0,0.15,0.12,0.27,0.15,0.27,c2684852
136,Cameron Darkwah,eng ENG,FWMF,Stockport,19,1992,5,2,200,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,30830220
137,Jay Davies,eng ENG,MF,Woking,20,1991,2,1,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d5baef4d
138,Richard Davies,eng ENG,MF,Telford United,22,1990,13,9,712,7.9,2,2,4,2,0,0,3,0,0.25,0.25,0.51,0.25,0.51,199242ab
139,Josh Dawkin,wls WAL,MF,Braintree Town,20,1992,12,4,426,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,46f8fe89
140,Adam Dawson,eng ENG,MF,Barrow,19,1992,9,5,433,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0043fdf3
141,Mickey Demetriou,eng ENG,DF,Harriers,22,1990,43,42,3780,42.0,2,7,9,2,0,0,1,0,0.05,0.17,0.21,0.05,0.21,2acf1ee3
142,John Dempster,sct SCO,DF,Mansfield Town,29,1983,33,33,2970,33.0,3,1,4,3,0,0,8,0,0.09,0.03,0.12,0.09,0.12,98c2f1ae
143,John Dempster,sct SCO,DF,Tamworth,29,1983,6,6,540,6.0,1,1,2,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33,98c2f1ae
144,Tom Denton,eng ENG,FW,Alfreton Town,23,1989,3,0,43,0.5,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,2e78eb1a
145,Martin Devaney,eng ENG,MF,Harriers,32,1980,8,2,242,2.7,1,0,1,1,0,0,3,0,0.37,0.00,0.37,0.37,0.37,a5d56a0e
146,Danny Devine,nir NIR,DF,Wrexham,19,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ad85ecbc
147,Jamie Devitt,ie IRL,MF,Grimsby Town,22,1990,14,11,923,10.3,2,2,4,1,1,1,2,0,0.20,0.20,0.39,0.10,0.29,16928417
148,Tony Diagne,fr FRA,DF,Lincoln City,21,1990,7,7,620,6.9,2,1,3,2,0,0,2,0,0.29,0.15,0.44,0.29,0.44,327a004a
149,Tony Diagne,fr FRA,DF,Macclesfield,21,1990,16,7,792,8.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,327a004a
150,Christopher Dilo,fr FRA,GK,Hyde,18,1994,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2448eba5
151,Craig Disley,eng ENG,MF,Grimsby Town,30,1981,40,40,3521,39.1,7,1,8,7,0,0,7,0,0.18,0.03,0.20,0.18,0.20,90db9266
152,Ryan Donaldson,eng ENG,DFFW,Gateshead,21,1991,39,38,3314,36.8,8,5,13,7,1,1,4,1,0.22,0.14,0.35,0.19,0.33,afa2d317
153,Scott Donnelly,eng ENG,MF,Newport County,24,1987,18,16,1359,15.1,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,07f076f4
154,Robert Duffy,wls WAL,FW,Lincoln City,29,1982,3,3,222,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3faed998
155,Harrison Dunk,eng ENG,DFMF,Cambridge,21,1990,32,30,2571,28.6,2,7,9,2,0,0,4,0,0.07,0.25,0.32,0.07,0.32,7a7bac17
156,Chey Dunkley,eng ENG,DF,Harriers,20,1992,43,43,3870,43.0,5,2,7,5,0,0,6,0,0.12,0.05,0.16,0.12,0.16,c50444fb
157,Ross Dyer,eng ENG,FW,Mansfield Town,24,1988,1,1,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,d6a5248f
158,Tom Eckersley,eng ENG,DFMF,Barrow,20,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c438d0d0
159,Tom Eckersley,eng ENG,DFMF,Stockport,20,1991,2,0,35,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,c438d0d0
160,Robert Edmans,eng ENG,FW,Macclesfield,25,1987,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7914fbbd
161,Preston Edwards,eng ENG,GK,Ebbsfleet United,22,1989,43,43,3830,42.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6927e0f8
162,Mohamed Eisa,sd SDN,FW,Dartford,18,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,989924c1
163,Nathan Elder,eng ENG,FW,Ebbsfleet United,27,1985,42,32,2774,30.8,15,4,19,11,4,4,2,1,0.49,0.13,0.62,0.36,0.49,685f3be9
