,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,-additional
16,Neil Ashton,eng ENG,DFMF,Wrexham,25,1985,41,41,3547,39.4,0,4,4,0,0,0,8,1,0.00,0.10,0.10,0.00,0.10,602ab267
17,Taiwo Atieno,ke KEN,FW,Luton Town,24,1985,13,6,520,5.8,3,0,3,3,0,0,1,1,0.52,0.00,0.52,0.52,0.52,c78e27e8
18,Ross Atkins,eng ENG,GK,Tamworth,20,1989,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,a88fb3b0
19,Rob Atkinson,eng ENG,DF,Grimsby Town,23,1987,25,24,2225,24.7,4,1,5,4,0,0,2,0,0.16,0.04,0.20,0.16,0.20,b2ac6d2d
20,Kevin Austin,tt TRI,DF,Darlington,37,1973,13,13,1020,11.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,fc8be620
21,Richie Baker,eng ENG,MF,Barrow,22,1987,14,12,1118,12.4,5,3,8,5,0,0,4,1,0.40,0.24,0.64,0.40,0.64,3a998878
22,Matthew Barnes-Homer,eng ENG,FW,Luton Town,24,1986,44,39,3239,36.0,16,5,21,14,2,4,6,0,0.44,0.14,0.58,0.39,0.53,86e174e7
23,Neil Barrett,eng ENG,MF,York City,28,1981,23,20,1680,18.7,2,0,2,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,dd97c15a
24,Scott Barrow,wls WAL,DF,Tamworth,21,1988,42,41,3609,40.1,3,1,4,3,0,0,2,0,0.07,0.02,0.10,0.07,0.10,79dd7411
25,Anthony Barry,eng ENG,MF,Fleetwood Town,24,1986,44,44,3852,42.8,2,3,5,2,0,0,3,0,0.05,0.07,0.12,0.05,0.12,9cb80f8f
26,Jonathan Bateson,eng ENG,DF,Altrincham,20,1989,9,6,560,6.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,e789297b
27,Wes Baynes,eng ENG,DFMF,Altrincham,21,1988,26,20,1781,19.8,2,3,5,2,0,0,2,1,0.10,0.15,0.25,0.10,0.25,45a59111
28,Shaun Beeley,eng ENG,DF,Fleetwood Town,21,1988,38,38,3383,37.6,2,4,6,2,0,0,5,0,0.05,0.11,0.16,0.05,0.16,4dba97de
29,Mark Beesley,eng ENG,FW,Altrincham,29,1980,18,8,810,9.0,2,2,4,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44,3c18a3df
30,Mark Beesley,eng ENG,FW,Fleetwood Town,29,1980,5,1,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3c18a3df
31,Mark Beesley,eng ENG,FW,York City,29,1980,3,2,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3c18a3df
32,Dale Belford,eng ENG,GK,Tamworth,43,1967,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,66c616d2
33,Mark Bentley,eng ENG,DFMF,Cambridge,32,1978,6,6,539,6.0,1,0,1,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,e82d654d
34,Luke Berry,eng ENG,MF,Cambridge,18,1992,14,12,1004,11.2,1,0,1,1,0,1,2,0,0.09,0.00,0.09,0.09,0.09,2aaadf33
35,Pavel Besta,cz CZE,MF,Luton Town,27,1982,6,3,336,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4b2275b6
36,Paul Bignot,eng ENG,DF,Newport County,24,1986,41,41,3627,40.3,1,2,3,1,0,0,7,1,0.02,0.05,0.07,0.02,0.07,ec830b3a
37,James Bittner,eng ENG,GK,Forest Green,28,1982,46,46,4140,46.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,cb377e8b
38,Chris Blackburn,eng ENG,DFMF,Wrexham,27,1982,43,43,3753,41.7,1,1,2,1,0,0,6,0,0.02,0.02,0.05,0.02,0.05,94111734
39,Shane Blackett,eng ENG,DF,Luton Town,27,1982,8,7,663,7.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,995abed2
40,Andre Blackman,eng ENG,DFMF,AFC Wimbledon,19,1990,13,12,1066,11.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,4519be7a
41,Matty Blair,eng ENG,DFMF,Harriers,21,1989,43,30,2768,30.8,11,4,15,11,0,0,3,0,0.36,0.13,0.49,0.36,0.49,14455ab7
42,Gregg Blundell,eng ENG,FW,Barrow,32,1977,9,7,501,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7dd624dc
43,Phil Bolland,eng ENG,DF,Barrow,33,1976,40,40,3582,39.8,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,fb125d5a
44,Peter Bore,eng ENG,DFFW,Grimsby Town,22,1987,37,34,3179,35.3,4,4,8,4,0,0,2,0,0.11,0.11,0.23,0.11,0.23,337af33f
45,Andre Boucaud,tt TRI,MF,Kettering Town,25,1984,20,19,1628,18.1,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,24ed0071
46,Andre Boucaud,tt TRI,MF,York City,25,1984,19,10,979,10.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,24ed0071
47,Mark Boyd,eng ENG,MF,Barrow,28,1981,13,11,938,10.4,1,3,4,1,0,0,1,0,0.10,0.29,0.38,0.10,0.38,258610ac
48,Marc Bridge-Wilkinson,eng ENG,MF,Darlington,31,1979,27,27,2388,26.5,10,3,13,7,3,3,5,0,0.38,0.11,0.49,0.26,0.38,1eb5637f
49,Keith Briggs,eng ENG,MF,Harriers,28,1981,43,43,3698,41.1,6,3,9,6,0,0,3,0,0.15,0.07,0.22,0.15,0.22,afebe639
50,Louis Briscoe,eng ENG,FWMF,Mansfield Town,22,1988,42,36,3220,35.8,13,6,19,12,1,2,7,0,0.36,0.17,0.53,0.34,0.50,82110bb9
51,Michael Briscoe,eng ENG,DF,Harriers,27,1983,45,43,3963,44.0,1,0,1,1,0,0,6,0,0.02,0.00,0.02,0.02,0.02,8b8f29d4
52,Martin Brittain,eng ENG,MF,Gateshead,25,1984,41,39,3222,35.8,9,18,27,4,5,5,3,0,0.25,0.50,0.75,0.11,0.61,674a49e7
53,Richard Brodie,eng ENG,FW,Crawley Town,23,1987,38,25,2175,24.2,11,4,15,10,1,1,9,0,0.46,0.17,0.62,0.41,0.58,1523e245
54,Richard Brodie,eng ENG,FW,York City,23,1987,6,6,511,5.7,1,1,2,0,1,1,2,0,0.18,0.18,0.35,0.00,0.18,1523e245
55,Michael Brough,wls WAL,MF,Darlington,28,1981,5,5,408,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,03eceb74
56,Drewe Broughton,eng ENG,FW,AFC Wimbledon,31,1978,8,3,293,3.3,2,0,2,2,0,0,1,0,0.61,0.00,0.61,0.61,0.61,48875315
57,Aaron Brown,eng ENG,DFMF,Darlington,30,1980,40,40,3519,39.1,2,5,7,2,0,0,6,1,0.05,0.13,0.18,0.05,0.18,831ba14a
58,Danny Brown,eng ENG,MF,Eastbourne,29,1980,11,7,592,6.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1598d740
59,David Brown,eng ENG,FW,Wrexham,31,1978,9,6,482,5.4,1,0,1,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,e4fa54f7
60,Jonathan Brown,wls WAL,FWMF,Bath City,20,1990,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4ec934f3
61,Junior Brown,eng ENG,DFMF,Fleetwood Town,21,1989,21,20,1766,19.6,2,1,3,2,0,0,4,1,0.10,0.05,0.15,0.10,0.15,7a094557
62,Lee Brown,eng ENG,DF,Hayes & Yeading,19,1990,28,28,2520,28.0,3,2,5,0,3,3,3,0,0.11,0.07,0.18,0.00,0.07,315f6ae9
63,Ryan Brown,eng ENG,DF,Altrincham,25,1985,33,24,2171,24.1,0,2,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,6bce8f5b
64,Seb Brown,eng ENG,GK,AFC Wimbledon,20,1989,45,45,4050,45.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0f9e585d
65,Simon Brown,eng ENG,GK,Cambridge,33,1976,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,714c7ea1
66,Dannie Bulman,eng ENG,MF,Crawley Town,31,1979,31,31,2741,30.5,1,3,4,1,0,0,1,1,0.03,0.10,0.13,0.03,0.13,fd567e78
67,Dan Burn,eng ENG,DF,Darlington,18,1992,10,9,811,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b2d31e83
68,Joe Burnell,eng ENG,MF,Bath City,29,1980,25,21,1859,20.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,320ac499
69,Michael Burns,eng ENG,MF,Newport County,21,1988,1,1,41,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,153fca3b
70,Chris Bush,eng ENG,DFFW,AFC Wimbledon,18,1992,13,12,1064,11.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6d14377a
71,Adam Bygrave,eng ENG,DF,Hayes & Yeading,21,1989,44,44,3955,43.9,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0fce5a2e
72,Ashley Cain,eng ENG,MF,Mansfield Town,19,1990,20,17,1503,16.7,1,3,4,1,0,0,1,0,0.06,0.18,0.24,0.06,0.24,3f817c16
73,Gavin Caines,eng ENG,DF,Forest Green,26,1983,43,36,3291,36.6,3,1,4,3,0,0,4,1,0.08,0.03,0.11,0.08,0.11,5fe9d2c1
74,John Campbell,eng ENG,FW,Darlington,21,1988,12,7,511,5.7,3,0,3,3,0,0,1,0,0.53,0.00,0.53,0.53,0.53,04db33f2
75,Marc Canham,eng ENG,MF,Bath City,27,1982,45,44,3910,43.4,4,7,11,4,0,0,2,0,0.09,0.16,0.25,0.09,0.25,12c237c6
76,Sean Canham,eng ENG,FW,Harriers,25,1984,12,10,816,9.1,2,0,2,2,0,0,2,0,0.22,0.00,0.22,0.22,0.22,237a59fa
77,Paul Carden,eng ENG,MF,Luton Town,31,1979,10,8,672,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1ec5ddea
78,Paul Carden,eng ENG,MF,Cambridge,31,1979,24,24,2109,23.4,0,1,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,1ec5ddea
79,Danny Carlton,eng ENG,FW,Grimsby Town,26,1983,6,6,418,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,20353c9b
80,Chris Carruthers,eng ENG,DFMF,York City,26,1983,25,14,1405,15.6,1,2,3,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,cde102fd
81,Peter Cavanagh,eng ENG,DF,Fleetwood Town,28,1981,16,15,1336,14.8,0,1,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,477b63a0
82,Nick Chadwick,eng ENG,FW,Barrow,27,1982,15,10,931,10.3,3,1,4,3,0,0,2,0,0.29,0.10,0.39,0.29,0.39,b6602cb4
83,Jon Challinor,eng ENG,DFMF,Newport County,29,1980,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,42e374b2
84,Jon Challinor,eng ENG,DFMF,Kettering Town,29,1980,14,4,463,5.1,1,1,2,1,0,0,1,0,0.19,0.19,0.39,0.19,0.39,42e374b2
85,Ashley Chambers,eng ENG,FWMF,York City,20,1990,27,23,2004,22.3,2,4,6,2,0,0,5,0,0.09,0.18,0.27,0.09,0.27,0c76743b
86,Jamie Chandler,eng ENG,MF,Darlington,21,1989,28,23,2007,22.3,2,0,2,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,b01aa4dc
87,Ryan Charles,eng ENG,FWMF,R&D,20,1989,39,22,2035,22.6,7,6,13,7,0,0,4,0,0.31,0.27,0.57,0.31,0.57,4d05ebf4
88,Iyseden Christie,eng ENG,FW,Kettering Town,33,1976,19,12,1117,12.4,7,1,8,7,0,0,4,1,0.56,0.08,0.64,0.56,0.64,93a58dd8
89,Adrian Cieślewicz,pl POL,FW,Wrexham,19,1990,20,3,568,6.3,2,2,4,2,0,0,1,0,0.32,0.32,0.63,0.32,0.63,4b779cb2
90,Sean Clancy,eng ENG,DF,Fleetwood Town,22,1987,31,20,1853,20.6,3,2,5,3,0,0,2,0,0.15,0.10,0.24,0.15,0.24,51c4d755
91,Daryl Clare,ie IRL,FW,Cambridge,31,1978,20,10,999,11.1,1,2,3,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27,2643ec39
92,Ben Clark,eng ENG,DF,Gateshead,27,1983,44,44,3915,43.5,2,2,4,2,0,0,6,1,0.05,0.05,0.09,0.05,0.09,3cd1c96c
93,Shane Clarke,eng ENG,MF,Gateshead,22,1987,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,78df6444
94,Craig Clay,eng ENG,DFMF,Barrow,18,1992,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,c003124a
95,Charlie Clough,eng ENG,DF,Newport County,19,1990,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,765ff543
96,Charlie Clough,eng ENG,DF,Bath City,19,1990,11,9,884,9.8,2,0,2,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,765ff543
97,Barry Cogan,ie IRL,MF,Crawley Town,25,1984,3,2,142,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5443162e
98,Charlie Collins,eng ENG,FW,Kettering Town,18,1991,5,3,200,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,8853d3bd
99,Jamie Collins,eng ENG,DFMF,Newport County,25,1984,45,44,4004,44.5,10,2,12,7,3,3,10,1,0.22,0.04,0.27,0.16,0.20,d4d081d1
100,Alan Connell,eng ENG,FW,Grimsby Town,27,1983,46,46,4074,45.3,25,8,33,21,4,5,2,0,0.55,0.18,0.73,0.46,0.64,5ed7060f
101,Adam Connolly,eng ENG,MF,Bath City,24,1986,45,43,3736,41.5,2,0,2,2,0,0,1,0,0.05,0.00,0.05,0.05,0.05,d70649d3
102,Paul Connor,eng ENG,FW,Mansfield Town,31,1979,40,34,2894,32.2,11,4,15,11,0,1,3,1,0.34,0.12,0.47,0.34,0.47,550fc868
103,Leon Constantine,eng ENG,FW,York City,32,1978,26,13,1198,13.3,8,2,10,6,2,2,0,0,0.60,0.15,0.75,0.45,0.60,107bc8b1
104,Andy Cook,eng ENG,FW,Barrow,19,1990,33,7,1115,12.4,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,ef9bbaf3
105,Jamie Cook,eng ENG,FWMF,Crawley Town,30,1979,21,6,676,7.5,2,1,3,2,0,0,0,0,0.27,0.13,0.40,0.27,0.40,57bd568c
106,Steve Cook,eng ENG,DFMF,Mansfield Town,19,1991,8,8,675,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3e5e4e63
107,Steve Cook,eng ENG,DFMF,Eastbourne,19,1991,7,7,624,6.9,1,2,3,1,0,0,3,0,0.14,0.29,0.43,0.14,0.43,3e5e4e63
108,Josh Coulson,eng ENG,DFMF,Cambridge,21,1989,38,35,3152,35.0,4,1,5,4,0,0,1,0,0.11,0.03,0.14,0.11,0.14,9af2822d
109,Michael Coulson,eng ENG,FWMF,Grimsby Town,22,1988,29,29,2428,27.0,8,5,13,8,0,0,5,0,0.30,0.19,0.48,0.30,0.48,57859e84
110,Duane Courtney,eng ENG,DF,Tamworth,25,1985,18,17,1483,16.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,b988a767
111,Duane Courtney,eng ENG,DF,York City,25,1985,7,4,457,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,b988a767
112,Paris Cowan-Hall,eng ENG,FWMF,R&D,19,1990,3,2,188,2.1,1,0,1,1,0,0,1,0,0.48,0.00,0.48,0.48,0.48,458b6e1b
113,Tom Craddock,eng ENG,FW,Luton Town,23,1986,4,1,132,1.5,2,0,2,2,0,0,1,0,1.36,0.00,1.36,1.36,1.36,3bfd4247
114,Ian Craney,eng ENG,MF,Fleetwood Town,28,1982,19,19,1583,17.6,3,5,8,3,0,0,3,0,0.17,0.28,0.45,0.17,0.45,e8818709
115,Mark Creighton,eng ENG,DF,Wrexham,28,1981,27,27,2400,26.7,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,a2448147
116,Steve Croudson,eng ENG,GK,Grimsby Town,29,1980,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,07f2a5d0
117,Danny Crow,eng ENG,FW,Luton Town,24,1986,28,17,1628,18.1,7,3,10,6,1,2,4,0,0.39,0.17,0.55,0.33,0.50,1e832e99
118,Matt Crowell,wls WAL,MF,Altrincham,26,1984,9,7,680,7.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0588168f
119,Micky Cummins,ie IRL,MF,Grimsby Town,32,1978,36,32,2868,31.9,1,1,2,1,0,0,3,2,0.03,0.03,0.06,0.03,0.06,34740908
120,Adam Cunnington,eng ENG,FW,Kettering Town,22,1987,14,11,861,9.6,1,2,3,1,0,0,2,0,0.10,0.21,0.31,0.10,0.31,eea4ec90
121,Wayne Curtis,eng ENG,FW,Barrow,30,1980,15,15,1216,13.5,1,3,4,1,0,0,0,1,0.07,0.22,0.30,0.07,0.30,1280a618
122,Wayne Curtis,eng ENG,FW,Fleetwood Town,30,1980,20,18,1450,16.1,3,5,8,3,0,0,1,0,0.19,0.31,0.50,0.19,0.50,1280a618
123,Tendayi Darikwa,zw ZIM,DFMF,Barrow,18,1991,1,1,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,beecc37c
124,Liam Darville,eng ENG,DF,York City,19,1990,17,17,1530,17.0,0,2,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,57794690
125,Scott Davies,eng ENG,GK,Fleetwood Town,23,1987,31,30,2787,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,bdf43e41
126,Sol Davis,eng ENG,DF,Kettering Town,30,1979,22,16,1399,15.5,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,5c850c76
127,Jamie Day,eng ENG,DF,R&D,24,1986,38,34,2999,33.3,1,3,4,1,0,0,4,1,0.03,0.09,0.12,0.03,0.12,5e4cef06
128,Joe Day,eng ENG,GK,R&D,19,1990,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,269e8622
129,Rhys Day,wls WAL,DF,Mansfield Town,27,1982,8,8,682,7.6,0,1,1,0,0,0,2,1,0.00,0.13,0.13,0.00,0.13,c666eb75
130,Tim Deasy,eng ENG,GK,Gateshead,24,1985,41,41,3632,40.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,a98632d0
131,Ahmed Deen,sl SLE,DF,Hayes & Yeading,25,1985,14,8,773,8.6,1,3,4,1,0,0,3,0,0.12,0.35,0.47,0.12,0.47,07e2273c
132,Sam Deering,eng ENG,MF,Newport County,19,1991,3,3,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3fedc6b4
133,Mickey Demetriou,eng ENG,DF,Eastbourne,20,1990,10,5,483,5.4,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,2acf1ee3
134,John Dempster,sct SCO,DF,Crawley Town,27,1983,10,8,725,8.1,1,0,1,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,98c2f1ae
135,John Dempster,sct SCO,DF,Kettering Town,27,1983,18,17,1591,17.7,1,1,2,1,0,0,8,1,0.06,0.06,0.11,0.06,0.11,98c2f1ae
136,Ciaran Donnelly,eng ENG,MF,Barrow,26,1984,16,6,844,9.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,b44fa824
137,George Donnelly,eng ENG,FW,Fleetwood Town,22,1988,20,13,1243,13.8,4,0,4,4,0,0,3,1,0.29,0.00,0.29,0.29,0.29,85fa3416
138,Craig Dootson,eng ENG,GK,Altrincham,31,1979,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1bf1e9d3
139,David Dowson,eng ENG,FW,York City,21,1988,5,0,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8f74e5a2
140,Andy Drury,eng ENG,DFMF,Luton Town,26,1983,23,23,2006,22.3,6,13,19,4,2,2,4,1,0.27,0.58,0.85,0.18,0.76,085497ac
141,Robert Duffy,wls WAL,FW,Grimsby Town,27,1982,17,14,1152,12.8,2,2,4,2,0,0,2,0,0.16,0.16,0.31,0.16,0.31,3faed998
142,Robert Duffy,wls WAL,FW,Mansfield Town,27,1982,19,8,668,7.4,5,1,6,4,1,1,1,1,0.67,0.13,0.81,0.54,0.67,3faed998
143,Ross Dyer,eng ENG,FW,Forest Green,22,1988,31,26,2536,28.2,5,4,9,5,0,0,4,0,0.18,0.14,0.32,0.18,0.32,d6a5248f
144,Robert Eagle,eng ENG,MF,Grimsby Town,23,1987,39,29,2591,28.8,9,4,13,9,0,0,7,0,0.31,0.14,0.45,0.31,0.45,8581585c
145,Joe Edwards,eng ENG,DFMF,Bath City,19,1990,10,8,741,8.2,0,2,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,a04d478f
146,Paul Edwards,eng ENG,DFMF,Barrow,30,1980,43,43,3866,43.0,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,38a6847e
147,Gary Elphick,eng ENG,DF,Eastbourne,24,1985,23,21,1862,20.7,5,1,6,5,0,0,3,0,0.24,0.05,0.29,0.24,0.29,f6bc9a20
148,Paul Farman,eng ENG,GK,Gateshead,20,1989,6,5,452,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,69625393
149,Craig Farrell,eng ENG,FW,R&D,27,1982,27,11,1161,12.9,1,2,3,1,0,1,0,0,0.08,0.16,0.23,0.08,0.23,723e9329
150,Andy Ferrell,eng ENG,MF,Gateshead,26,1984,20,13,1166,13.0,3,2,5,3,0,0,2,0,0.23,0.15,0.39,0.23,0.39,f8b69ecb
151,Andy Ferrell,eng ENG,MF,Barrow,26,1984,8,8,720,8.0,2,0,2,2,0,0,0,0,0.25,0.00,0.25,0.25,0.25,f8b69ecb
152,Nathan Fisher,eng ENG,FW,Gateshead,21,1989,40,19,2070,23.0,9,3,12,9,0,0,1,0,0.39,0.13,0.52,0.39,0.52,3665d38c
153,Tom Flanagan,nir NIR,DF,Kettering Town,18,1992,8,8,720,8.0,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,3419ab84
154,Wes Foderingham,eng ENG,GK,Histon,19,1991,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,96cf7b61
155,Sam Foley,ie IRL,DFMF,Newport County,23,1986,40,22,2070,23.0,5,6,11,5,0,0,2,0,0.22,0.26,0.48,0.22,0.48,5979c340
156,Kieron Forbes,eng ENG,MF,Forest Green,19,1990,25,23,2059,22.9,2,1,3,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,3af5e739
157,Tommy Forecast,eng ENG,GK,Eastbourne,23,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4794388b
158,Danny Forrest,eng ENG,FWMF,Barrow,25,1984,14,10,810,9.0,2,2,4,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44,73fd7a0b
159,Steve Foster,eng ENG,DF,Mansfield Town,35,1974,33,33,2898,32.2,1,0,1,1,0,0,2,2,0.03,0.00,0.03,0.03,0.03,b79e92d6
160,Lee Fowler,wls WAL,MF,Forest Green,27,1983,11,11,977,10.9,0,4,4,0,0,0,3,1,0.00,0.37,0.37,0.00,0.37,593e18b1
161,Lee Fowler,wls WAL,MF,Wrexham,27,1983,12,7,638,7.1,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,593e18b1
162,Fraser Franks,eng ENG,DF,AFC Wimbledon,19,1990,24,15,1484,16.5,2,1,3,2,0,0,6,0,0.12,0.06,0.18,0.12,0.18,4039f3ef
163,Paul Furlong,eng ENG,FW,Kettering Town,41,1968,27,10,1175,13.1,4,0,4,4,0,0,5,0,0.31,0.00,0.31,0.31,0.31,83af4aa2
