,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Charlee Adams,eng ENG,MFDF,Dag & Red,25,1995,10,7,646,7.2,0,,,0,0,0,3,0,0.00,,,0.00,,Matches,7d80136e
2,Fisayo Adarabioyo,eng ENG,FWMF,Altrincham,25,1995,8,7,482,5.4,1,,,1,0,0,0,0,0.19,,,0.19,,Matches,3a4a234c
3,Alex Addai,eng ENG,DF,Maidenhead,26,1993,5,3,287,3.2,1,,,1,0,0,1,0,0.31,,,0.31,,Matches,2ae8286c
4,Alex Addai,eng ENG,MFFW,Solihull Moors,26,1993,10,9,732,8.1,1,,,1,0,0,1,0,0.12,,,0.12,,Matches,2ae8286c
5,Corey Addai,jm JAM,GK,Chesterfield,22,1997,2,2,180,2.0,0,,,0,0,0,0,0,0.00,,,0.00,,Matches,a95f407f
6,Jordan Adebayo-Smith,ng NGA,FW,Sutton United,19,2001,1,0,29,0.3,0,,,0,0,0,0,0,0.00,,,0.00,,Matches,f1e19fad
7,Tomi Adeloye,eng ENG,FWMF,Barnet,24,1996,17,11,946,10.5,3,,,3,0,0,3,1,0.29,,,0.29,,Matches,eb8afd9e
8,David Ajiboye,eng ENG,MF,Sutton United,21,1998,39,38,3403,37.8,5,,,5,0,0,2,0,0.13,,,0.13,,Matches,5b1e9f24
9,James Alabi,eng ENG,FWMF,Bromley,25,1994,36,8,1066,11.8,7,,,7,0,0,2,0,0.59,,,0.59,,Matches,1c7b983d
10,Jamie Allen,ms MSR,FW,FC Halifax Town,25,1995,31,22,2103,23.4,5,,,5,0,0,2,0,0.21,,,0.21,,Matches,5b2ad206
11,Jermaine Anderson,eng ENG,MFDF,Aldershot Town,24,1996,31,28,2519,28.0,4,,,4,0,0,4,1,0.14,,,0.14,,Matches,97d9a4df
12,Myles Anderson,eng ENG,MF,Weymouth,30,1990,2,1,158,1.8,0,,,0,0,0,0,0,0.00,,,0.00,,Matches,47bd43ae
13,Jake Andrews,eng ENG,FWMF,Torquay,22,1997,38,26,2384,26.5,5,,,5,0,0,7,0,0.19,,,0.19,,Matches,98af6a1c
14,Dior Angus,eng ENG,FW,Wrexham,26,1994,24,22,1802,20.0,6,,,6,0,0,3,0,0.30,,,0.30,,Matches,727e7bf1
15,Cameron Archer,eng ENG,MFFW,Solihull Moors,19,2001,25,11,1040,11.6,4,,,4,0,0,1,0,0.35,,,0.35,,Matches,05e8ca6d
16,Luke Armstrong,eng ENG,FW,Hartlepool,24,1996,28,28,2380,26.4,13,,,13,0,0,1,0,0.49,,,0.49,,Matches,d6556450
17,Jude Arthurs,eng ENG,MFDF,Bromley,18,2001,15,12,965,10.7,2,,,2,0,0,1,0,0.19,,,0.19,,Matches,22ae4aeb
18,Akwasi Asante,eng ENG,FW,Chesterfield,27,1992,22,22,1850,20.6,10,,,10,0,0,2,0,0.49,,,0.49,,Matches,d19fc4bd
19,Taye Ashby-Hammond,eng ENG,GK,Maidenhead,21,1999,33,33,2925,32.5,0,,,0,0,0,1,0,0.00,,,0.00,,Matches,d42adb69
