,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,29,1990,22,20,1777,19.7,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,5f09991f
2,Tammy Abraham,eng ENG,FW,Chelsea,22,1997,22,12,1040,11.6,6,1,7,6,0,0,0,0,0.52,0.09,0.61,0.52,0.61,Matches,f586779e
3,Ché Adams,sct SCO,FW,Southampton,24,1996,36,30,2667,29.6,9,5,14,9,0,0,1,0,0.30,0.17,0.47,0.30,0.47,Matches,f2bf1b0f
4,Tosin Adarabioyo,eng ENG,DF,Fulham,22,1997,33,33,2953,32.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c81d773d
5,Adrián,es ESP,GK,Liverpool,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f76e6b4e
6,Sergio Agüero,ar ARG,FWMF,Manchester City,32,1988,12,7,559,6.2,4,1,5,3,1,2,0,0,0.64,0.16,0.81,0.48,0.64,Matches,4d034881
7,Ola Aina,ng NGA,DF,Fulham,23,1996,31,31,2664,29.6,2,1,3,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,Matches,246d153b
8,Rayan Aït-Nouri,dz ALG,MFDF,Wolves,19,2001,21,16,1404,15.6,1,1,2,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13,Matches,9b398aea
9,Semi Ajayi,ng NGA,DF,West Brom,26,1993,33,31,2780,30.9,2,0,2,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,Matches,d6192210
10,Nathan Aké,nl NED,DF,Manchester City,25,1995,10,9,797,8.9,1,0,1,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,eaeca114
11,Marc Albrighton,eng ENG,MF,Leicester City,30,1989,31,17,1746,19.4,1,5,6,1,0,0,2,0,0.05,0.26,0.31,0.05,0.31,Matches,b827d5b3
12,Thiago Alcántara,es ESP,MF,Liverpool,29,1991,24,20,1854,20.6,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,77e84962
13,Toby Alderweireld,be BEL,DF,Tottenham,31,1989,25,25,2240,24.9,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,f7d50789
14,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8fa8f8d2
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,36,34,3031,33.7,2,7,9,2,0,0,2,0,0.06,0.21,0.27,0.06,0.27,Matches,cd1acf9d
16,Ezgjan Alioski,mk MKD,DFMF,Leeds United,28,1992,36,29,2461,27.3,2,3,5,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,Matches,1a7fcf39
17,Alisson,br BRA,GK,Liverpool,27,1992,33,33,2970,33.0,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches,7a2e46a8
18,Allan,br BRA,MF,Everton,29,1991,24,23,2051,22.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,cc700722
19,Dele Alli,eng ENG,MF,Tottenham,24,1996,15,7,620,6.9,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches,cea4ee8f
20,Miguel Almirón,py PAR,MFFW,Newcastle,26,1994,34,28,2429,27.0,4,1,5,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,Matches,862a1c15
21,Marcos Alonso,es ESP,MFDF,Chelsea,29,1990,13,11,960,10.7,2,0,2,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,f4290206
22,Steven Alzate,co COL,MF,Brighton,21,1998,15,10,896,10.0,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,ad1f61f3
23,Daniel Amartey,gh GHA,DF,Leicester City,25,1994,12,8,722,8.0,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches,1a4ef233
24,Ethan Ampadu,wls WAL,DFMF,Sheffield United,19,2000,25,23,2089,23.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,10b9fa99
25,Joachim Andersen,dk DEN,DF,Fulham,24,1996,31,30,2730,30.3,1,1,2,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,Matches,e34fc66d
26,Elliot Anderson,eng ENG,MF,Newcastle,17,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,de31038e
27,Felipe Anderson,br BRA,FWMF,West Ham,27,1993,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f1893b9
28,Frank Anguissa,cm CMR,MF,Fulham,24,1995,36,29,2587,28.7,0,3,3,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,Matches,6bb2c084
29,Michail Antonio,jm JAM,FW,West Ham,30,1990,26,24,1974,21.9,10,5,15,10,0,0,3,0,0.46,0.23,0.68,0.46,0.68,Matches,ac05f970
30,Alphonse Areola,fr FRA,GK,Fulham,27,1993,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2f965a72
31,Stuart Armstrong,sct SCO,MF,Southampton,28,1992,33,32,2764,30.7,4,5,9,4,0,0,3,0,0.13,0.16,0.29,0.13,0.29,Matches,97333cf5
32,Kepa Arrizabalaga,es ESP,GK,Chelsea,25,1994,7,6,585,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,28d596a0
33,Pierre-Emerick Aubameyang,ga GAB,FWMF,Arsenal,31,1989,29,26,2332,25.9,10,3,13,8,2,2,2,0,0.39,0.12,0.50,0.31,0.42,Matches,d5dd5f1f
34,Serge Aurier,ci CIV,DFMF,Tottenham,27,1992,19,19,1605,17.8,2,3,5,2,0,0,0,0,0.11,0.17,0.28,0.11,0.28,Matches,5c2b4f07
35,Charlie Austin,eng ENG,FW,West Brom,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8d228291
36,Jordan Ayew,gh GHA,FWMF,Crystal Palace,28,1991,33,23,2096,23.3,1,3,4,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,Matches,da052c14
