,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
74,Craig Cathcart,nir NIR,DF,Watford,29,1989,36,35,3096,34.4,3,0,3,3,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,89e4b358
75,Ivan Cavaleiro,pt POR,FWMF,Wolves,24,1993,23,6,693,7.7,3,1,4,3,0,0,1,0,0.39,0.13,0.52,0.39,0.52,Matches,979b811d
76,Petr Čech,cz CZE,GK,Arsenal,36,1982,7,7,584,6.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71672fa0
77,Nathaniel Chalobah,eng ENG,MF,Watford,23,1994,9,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,422862ea
78,Calum Chambers,eng ENG,MFDF,Fulham,23,1995,31,29,2588,28.8,2,0,2,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,Matches,dc6f5bdd
79,Ben Chilwell,eng ENG,DF,Leicester City,21,1996,36,36,3240,36.0,0,4,4,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,d2424d1b
80,Tahith Chong,cw CUW,FWMF,Manchester Utd,18,1999,2,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2696b6a9
81,Hamza Choudhury,bd BAN,MF,Leicester City,20,1997,9,7,595,6.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7d2d3329
82,Andreas Christensen,dk DEN,DF,Chelsea,22,1996,8,6,617,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1cb49278
83,Cyrus Christie,ie IRL,MFDF,Fulham,25,1992,28,19,1948,21.6,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,7eb67dad
84,Ibrahima Cissé,gn GUI,MF,Fulham,24,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be4fede9
85,Ciaran Clark,ie IRL,DF,Newcastle,28,1989,11,9,858,9.5,3,0,3,3,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches,2b91cf8e
86,Tom Cleverley,eng ENG,MF,Watford,28,1989,13,4,478,5.3,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,6cdd8245
87,Nathaniel Clyne,eng ENG,DF,Bournemouth,27,1991,14,13,1143,12.7,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,0442183b
88,Nathaniel Clyne,eng ENG,DF,Liverpool,27,1991,4,1,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0442183b
89,Conor Coady,eng ENG,DF,Wolves,25,1993,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2928dca2
90,Joel Coleman,eng ENG,GK,Huddersfield,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b73e459a
91,Séamus Coleman,ie IRL,DF,Everton,29,1988,29,29,2558,28.4,2,2,4,2,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches,0420d84f
92,Lewis Cook,eng ENG,MF,Bournemouth,21,1997,13,8,723,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2afc7272
93,Steve Cook,eng ENG,DF,Bournemouth,27,1991,31,31,2786,31.0,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches,3e5e4e63
94,Jack Cork,eng ENG,MF,Burnley,29,1989,37,37,3312,36.8,1,2,3,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,Matches,74e12f1e
95,Hélder Costa,ao ANG,MFFW,Wolves,24,1994,25,16,1341,14.9,1,2,3,1,0,0,3,0,0.07,0.13,0.20,0.07,0.20,Matches,f13d02a6
96,Aaron Cresswell,eng ENG,DF,West Ham,28,1989,20,18,1589,17.7,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,4f974391
97,Peter Crouch,eng ENG,FW,Burnley,37,1981,6,0,92,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,73d9bdc7
98,Greg Cunningham,ie IRL,DF,Cardiff City,27,1991,7,7,630,7.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,dc10b26c
99,Diogo Dalot,pt POR,DFMF,Manchester Utd,19,1999,16,12,1013,11.3,0,2,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,d9565625
100,Matty Daly,eng ENG,MF,Huddersfield,17,2001,2,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,03e48abb
101,Loïc Damour,fr FRA,MF,Cardiff City,27,1991,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,074d8166
102,Charlie Daniels,eng ENG,DFMF,Bournemouth,31,1986,21,17,1585,17.6,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,9d107085
103,Danilo,br BRA,DF,Manchester City,27,1991,11,9,807,9.0,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,94b2001f
104,Scott Dann,eng ENG,DF,Crystal Palace,31,1987,10,7,663,7.4,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,52105203
105,Matteo Darmian,it ITA,DFMF,Manchester Utd,28,1989,6,5,443,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,96e0490d
106,Ben Davies,wls WAL,DFMF,Tottenham,25,1993,27,20,1844,20.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,44781702
107,Tom Davies,eng ENG,MF,Everton,20,1998,16,10,980,10.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,9228b07c
108,Steven Davis,nir NIR,MF,Southampton,33,1985,3,1,98,1.1,0,1,1,0,0,0,0,0,0.00,0.92,0.92,0.00,0.92,Matches,cf15bbb1
109,Kevin De Bruyne,be BEL,MF,Manchester City,27,1991,19,11,975,10.8,2,2,4,2,0,0,2,0,0.18,0.18,0.37,0.18,0.37,Matches,e46012d4
110,Bobby De Cordova-Reid,jm JAM,MFFW,Cardiff City,25,1993,27,16,1424,15.8,5,2,7,4,1,1,0,0,0.32,0.13,0.44,0.25,0.38,Matches,0f7533cd
111,Troy Deeney,eng ENG,FW,Watford,30,1988,32,28,2545,28.3,9,5,14,8,1,1,4,1,0.32,0.18,0.50,0.28,0.46,Matches,82e34b69
112,Jermain Defoe,eng ENG,FW,Bournemouth,35,1982,4,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f1e8372d
113,Steven Defour,be BEL,MF,Burnley,30,1988,6,6,448,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,73489527
114,Fabian Delph,eng ENG,DF,Manchester City,28,1989,11,8,725,8.1,0,1,1,0,0,0,1,1,0.00,0.12,0.12,0.00,0.12,Matches,111c3236
115,Mousa Dembélé,be BEL,MF,Tottenham,31,1987,10,7,515,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f7ee69fb
116,Leander Dendoncker,be BEL,MF,Wolves,23,1995,19,17,1467,16.3,2,0,2,2,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,5a7301ae
117,Laurent Depoitre,be BEL,FW,Huddersfield,29,1988,23,10,1068,11.9,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,aa5859cb
118,Gerard Deulofeu,es ESP,FW,Watford,24,1994,30,26,2066,23.0,10,5,15,10,0,0,3,0,0.44,0.22,0.65,0.44,0.65,Matches,39583cfd
119,Fousseni Diabaté,ml MLI,MF,Leicester City,22,1995,1,1,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d07e3b41
120,Adama Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,12,6,552,6.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,65585e3a
121,Mohamed Diamé,sn SEN,MF,Newcastle,31,1987,29,24,2166,24.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,b7d082af
122,Grady Diangana,cd COD,MF,West Ham,20,1998,17,6,609,6.8,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches,f522d7ec
123,Eric Dier,eng ENG,MF,Tottenham,24,1994,20,18,1506,16.7,3,0,3,3,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches,ac861941
124,Lucas Digne,fr FRA,DF,Everton,25,1993,35,33,2965,32.9,4,4,8,4,0,0,5,1,0.12,0.12,0.24,0.12,0.24,Matches,1b84dbe1
125,Issa Diop,ma MAR,DF,West Ham,21,1997,33,33,2970,33.0,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,a712ca2b
126,Matt Doherty,ie IRL,MF,Wolves,26,1992,38,35,3144,34.9,4,5,9,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,Matches,d557d734
127,Abdoulaye Doucouré,ml MLI,MF,Watford,25,1993,35,34,3062,34.0,5,6,11,5,0,0,7,0,0.15,0.18,0.32,0.15,0.32,Matches,02b29014
128,Luke Dreher,eng ENG,MF,Crystal Palace,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d1c509d9
129,Martin Dúbravka,sk SVK,GK,Newcastle,29,1989,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3a949a25
130,Shane Duffy,ie IRL,DF,Brighton,26,1992,35,35,3087,34.3,5,1,6,5,0,0,4,1,0.15,0.03,0.17,0.15,0.17,Matches,7314bba4
131,Demeaco Duhaney,eng ENG,DF,Huddersfield,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5ef608f7
132,Paul Dummett,wls WAL,DF,Newcastle,26,1991,26,21,1990,22.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3fe6bd8c
133,Lewis Dunk,eng ENG,DF,Brighton,26,1991,36,36,3151,35.0,2,1,3,2,0,0,7,2,0.06,0.03,0.09,0.06,0.09,Matches,282f75f3
134,Erik Durm,de GER,DFMF,Huddersfield,26,1992,28,21,2055,22.8,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches,cf623c78
135,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,30,1988,38,37,3376,37.5,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,72a0fb65
136,Harvey Elliott,eng ENG,FWMF,Fulham,15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9e1436c
137,Mohamed Elneny,eg EGY,MF,Arsenal,26,1992,8,5,380,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47a34c4f
138,Mohamed Elyounoussi,no NOR,MF,Southampton,23,1994,16,8,793,8.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68dc0dac
139,Christian Eriksen,dk DEN,MFFW,Tottenham,26,1992,35,30,2774,30.8,8,12,20,8,0,0,3,0,0.26,0.39,0.65,0.26,0.65,Matches,980522ec
140,Neil Etheridge,ph PHI,GK,Cardiff City,28,1990,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2642bf6c
141,Jonny Evans,nir NIR,DF,Leicester City,30,1988,24,21,1996,22.2,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,f8fcd2a5
142,Łukasz Fabiański,pl POL,GK,West Ham,33,1985,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9328b835
143,Fabinho,br BRA,MF,Liverpool,24,1993,28,21,2017,22.4,1,2,3,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,Matches,7f3b388c
144,Cesc Fàbregas,es ESP,MF,Chelsea,31,1987,6,1,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,33508c78
145,Fabricio,es ESP,GK,Fulham,30,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af245161
146,Marouane Fellaini,be BEL,MF,Manchester Utd,30,1987,14,6,752,8.4,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,87575fd9
147,Kiko Femenía,es ESP,DF,Watford,27,1991,29,22,2049,22.8,1,1,2,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,Matches,e5d01ecf
148,Federico Fernández,ar ARG,DF,Newcastle,29,1989,19,17,1484,16.5,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,f25b010f
149,Fernandinho,br BRA,MF,Manchester City,33,1985,29,27,2377,26.4,1,3,4,1,0,0,5,0,0.04,0.11,0.15,0.04,0.15,Matches,101da2b5
150,Roberto Firmino,br BRA,FWMF,Liverpool,26,1991,34,31,2607,29.0,12,6,18,11,1,1,0,0,0.41,0.21,0.62,0.38,0.59,Matches,4c370d81
151,Phil Foden,eng ENG,MF,Manchester City,18,2000,13,3,335,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,ed1e53f3
152,Fraser Forster,eng ENG,GK,Southampton,30,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c3e39f12
153,Ben Foster,eng ENG,GK,Watford,35,1983,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d0b3ceb9
154,Timothy Fosu-Mensah,nl NED,DF,Fulham,20,1998,12,10,793,8.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a9142dc3
155,Juan Foyth,ar ARG,DF,Tottenham,20,1998,12,10,888,9.9,1,0,1,1,0,0,3,1,0.10,0.00,0.10,0.10,0.10,Matches,6c7762c3
