,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Patrick van Aanholt,nl NED,DFMF,Crystal Palace,26,1990,28,25,2184,24.3,5,1,6,5,0,0,7,0,0.21,0.04,0.25,0.21,0.25,Matches,5f09991f
2,Rolando Aarons,eng ENG,MF,Newcastle,21,1995,4,1,139,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c5942695
3,Tammy Abraham,eng ENG,FW,Swansea City,19,1997,31,15,1726,19.2,5,1,6,5,0,0,0,0,0.26,0.05,0.31,0.26,0.31,Matches,f586779e
4,Charlie Adam,sct SCO,MF,Stoke City,31,1985,11,5,411,4.6,0,0,0,0,0,1,2,1,0.00,0.00,0.00,0.00,0.00,Matches,aff418dc
5,Adrián,es ESP,GK,West Ham,30,1987,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f76e6b4e
6,Ibrahim Afellay,nl NED,MF,Stoke City,31,1986,6,1,166,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9a8c6673
7,Benik Afobe,cd COD,FW,Bournemouth,24,1993,17,5,611,6.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b63f4077
8,Sergio Agüero,ar ARG,FW,Manchester City,29,1988,25,22,1963,21.8,21,6,27,17,4,4,2,0,0.96,0.28,1.24,0.78,1.05,Matches,4d034881
9,Nathan Aké,nl NED,DF,Bournemouth,22,1995,38,37,3353,37.3,2,3,5,2,0,0,5,0,0.05,0.08,0.13,0.05,0.13,Matches,eaeca114
10,Marc Albrighton,eng ENG,MF,Leicester City,27,1989,34,30,2538,28.2,2,7,9,2,0,0,5,1,0.07,0.25,0.32,0.07,0.32,Matches,b827d5b3
11,Toby Alderweireld,be BEL,DF,Tottenham,28,1989,14,13,1178,13.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f7d50789
12,Trent Alexander-Arnold,eng ENG,DFMF,Liverpool,18,1998,19,18,1573,17.5,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,Matches,cd1acf9d
13,Joe Allen,wls WAL,MF,Stoke City,27,1990,36,36,3139,34.9,2,6,8,2,0,0,8,0,0.06,0.17,0.23,0.06,0.23,Matches,9feb8f24
14,Dele Alli,eng ENG,MF,Tottenham,21,1996,36,34,2958,32.9,9,10,19,9,0,0,7,0,0.27,0.30,0.58,0.27,0.58,Matches,cea4ee8f
15,Marcos Alonso,es ESP,MF,Chelsea,26,1990,33,33,2855,31.7,7,2,9,7,0,0,6,0,0.22,0.06,0.28,0.22,0.28,Matches,f4290206
16,Daniel Amartey,gh GHA,DF,Leicester City,22,1994,8,6,487,5.4,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches,1a4ef233
17,Ethan Ampadu,wls WAL,DFMF,Chelsea,16,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,10b9fa99
18,Nordin Amrabat,ma MAR,FW,Watford,30,1987,3,3,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c2a398c
19,Michail Antonio,jm JAM,MFFW,West Ham,27,1990,21,16,1354,15.0,3,1,4,3,0,0,1,0,0.20,0.07,0.27,0.20,0.27,Matches,ac05f970
