,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
39,Luciano Becchio,ar ARG,FW,Norwich City,28,1983,8,2,169,1.9,0,1,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,3b3d4028
40,Asmir Begović,ba BIH,GK,Stoke City,25,1987,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7b4de647
41,Hatem Ben Arfa,fr FRA,FWMF,Newcastle,25,1987,19,16,1458,16.2,4,2,6,2,2,2,1,0,0.25,0.12,0.37,0.12,0.25,Matches,74dc806c
42,Tal Ben Haim,il ISR,DF,QPR,30,1982,3,2,197,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2277a390
43,Yossi Benayoun,il ISR,MF,Chelsea,32,1980,6,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8414bb13
44,Yossi Benayoun,il ISR,MF,West Ham,32,1980,6,4,315,3.5,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches,8414bb13
45,Elliott Bennett,eng ENG,DFMF,Norwich City,23,1988,23,9,938,10.4,1,3,4,1,0,0,3,0,0.10,0.29,0.38,0.10,0.38,Matches,02c9ea40
46,Joe Bennett,eng ENG,DFMF,Aston Villa,22,1990,25,21,1857,20.6,0,2,2,0,0,0,4,1,0.00,0.10,0.10,0.00,0.10,Matches,dc936144
47,Ryan Bennett,eng ENG,DF,Norwich City,22,1990,15,10,1069,11.9,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,0bad4516
48,Darren Bent,eng ENG,FW,Aston Villa,28,1984,16,8,815,9.1,3,0,3,3,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,fe97f10b
49,Christian Benteke,be BEL,FW,Aston Villa,21,1990,34,32,2818,31.3,19,4,23,16,3,3,9,1,0.61,0.13,0.73,0.51,0.64,Matches,ab070c55
50,Dimitar Berbatov,bg BUL,FW,Fulham,31,1981,33,32,2842,31.6,15,3,18,11,4,4,1,0,0.48,0.10,0.57,0.35,0.44,Matches,f5781978
51,Ryan Bertrand,eng ENG,DFMF,Chelsea,22,1989,19,14,1286,14.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,01226327
52,Gaël Bigirimana,bi BDI,MF,Newcastle,18,1993,13,3,413,4.6,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,b48778f2
53,Nick Blackman,bb BRB,FWMF,Reading,22,1989,11,3,394,4.4,0,1,1,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches,d4e7c451
54,Fabio Borini,it ITA,FWMF,Liverpool,21,1991,13,5,513,5.7,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches,ef5b337e
55,Artur Boruc,pl POL,GK,Southampton,32,1980,20,20,1755,19.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,34ccf6fa
56,Mauro Boselli,ar ARG,FW,Wigan Athletic,27,1985,7,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,284e865d
57,José Bosingwa,pt POR,DF,QPR,29,1982,23,22,1825,20.3,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,13dd442f
58,Jay Bothroyd,eng ENG,FW,QPR,30,1982,4,2,238,2.6,1,0,1,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,Matches,8cdc5afd
59,Jordan Bowery,kn SKN,DFFW,Aston Villa,21,1991,10,3,302,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f5a4e15
60,Emmerson Boyce,bb BRB,DF,Wigan Athletic,32,1979,36,36,3138,34.9,4,0,4,4,0,0,5,0,0.11,0.00,0.11,0.11,0.11,Matches,84bfbd38
61,Titus Bramble,eng ENG,DF,Sunderland,31,1981,16,12,1184,13.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,83ac7c3c
62,Matthew Briggs,gy GUY,DF,Fulham,21,1991,5,3,297,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,182c89db
63,Leon Britton,eng ENG,MF,Swansea City,29,1982,33,30,2525,28.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,b92dd711
64,Izzy Brown,eng ENG,FWMF,West Brom,15,1997,1,0,5,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bf54c8cc
65,Chris Brunt,nir NIR,DFMF,West Brom,27,1984,31,23,2182,24.2,2,3,5,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21,Matches,ec7e6ad1
66,Mark Bunn,eng ENG,GK,Norwich City,27,1984,23,22,1853,20.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,a6738b6c
67,Alexander Büttner,nl NED,DFMF,Manchester Utd,23,1989,5,4,383,4.3,2,1,3,2,0,0,1,0,0.47,0.23,0.70,0.47,0.70,Matches,a44f7c60
68,Yohan Cabaye,fr FRA,MF,Newcastle,26,1986,26,25,2114,23.5,6,2,8,5,1,1,8,0,0.26,0.09,0.34,0.21,0.30,Matches,ad7b19ef
69,Gary Cahill,eng ENG,DF,Chelsea,26,1985,26,24,2219,24.7,2,2,4,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches,7914b9fe
70,Gary Caldwell,sct SCO,DFMF,Wigan Athletic,30,1982,25,25,2079,23.1,1,1,2,1,0,0,8,0,0.04,0.04,0.09,0.04,0.09,Matches,5dc37f4a
71,Geoff Cameron,us USA,DFMF,Stoke City,27,1985,35,29,2637,29.3,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,1a160ea3
72,Lee Camp,nir NIR,GK,Norwich City,27,1984,3,1,226,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,df4b8b69
73,Eduard Campabadal,es ESP,DF,Wigan Athletic,19,1993,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bbf23a57
74,Adam Campbell,eng ENG,FWMF,Newcastle,17,1995,3,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e3aa211f
75,Fraizer Campbell,eng ENG,FW,Sunderland,24,1987,12,1,262,2.9,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,81d63375
76,Jamie Carragher,eng ENG,DFMF,Liverpool,34,1978,24,16,1536,17.1,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,d0ebce19
77,Michael Carrick,eng ENG,MF,Manchester Utd,31,1981,36,34,3044,33.8,1,4,5,1,0,0,3,0,0.03,0.12,0.15,0.03,0.15,Matches,ab7263c1
78,Daniel Carriço,pt POR,DFMF,Reading,23,1988,3,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1deea75
79,Andy Carroll,eng ENG,FW,West Ham,23,1989,24,22,1933,21.5,7,4,11,6,1,1,5,0,0.33,0.19,0.51,0.28,0.47,Matches,b581987a
80,Andy Carroll,eng ENG,FW,Liverpool,23,1989,2,0,20,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b581987a
81,Tom Carroll,eng ENG,MF,Tottenham,20,1992,7,0,81,0.9,0,1,1,0,0,0,0,0,0.00,1.11,1.11,0.00,1.11,Matches,5a1900a4
82,Lee Cattermole,eng ENG,MF,Sunderland,24,1988,10,10,661,7.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,538e77d5
83,Steven Caulker,sl SLE,DF,Tottenham,20,1991,18,17,1575,17.5,2,1,3,2,0,0,0,0,0.11,0.06,0.17,0.11,0.17,Matches,2592d9b5
84,Santi Cazorla,es ESP,MF,Arsenal,27,1984,38,37,3297,36.6,12,11,23,12,0,0,1,0,0.33,0.30,0.63,0.33,0.63,Matches,e2e9c250
85,Petr Čech,cz CZE,GK,Chelsea,30,1982,36,36,3195,35.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,71672fa0
86,Júlio César,br BRA,GK,QPR,32,1979,24,24,2098,23.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f619413f
87,Marouane Chamakh,ma MAR,FW,West Ham,28,1984,3,2,151,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,790ca5f3
88,Richard Chaplow,eng ENG,MF,Southampton,27,1985,3,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,66835431
89,Djibril Cissé,fr FRA,FW,QPR,30,1981,18,12,1111,12.3,3,0,3,3,0,1,0,0,0.24,0.00,0.24,0.24,0.24,Matches,7e6917be
90,Papiss Cissé,sn SEN,FW,Newcastle,27,1985,36,35,2994,33.3,8,2,10,8,0,1,6,0,0.24,0.06,0.30,0.24,0.30,Matches,40f3ff51
91,Ciaran Clark,ie IRL,DFMF,Aston Villa,22,1989,29,28,2498,27.8,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches,2b91cf8e
92,Tom Cleverley,eng ENG,MF,Manchester Utd,22,1989,22,18,1445,16.1,2,2,4,2,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches,6cdd8245
93,Gaël Clichy,fr FRA,DF,Manchester City,27,1985,28,26,2334,25.9,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,450ad405
94,Nathaniel Clyne,eng ENG,DF,Southampton,21,1991,34,34,3019,33.5,1,3,4,1,0,0,2,0,0.03,0.09,0.12,0.03,0.12,Matches,0442183b
95,Conor Coady,eng ENG,DFMF,Liverpool,19,1993,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2928dca2
96,Sebastián Coates,uy URU,DF,Liverpool,21,1990,5,2,236,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1fbbfbde
97,Jack Colback,eng ENG,MF,Sunderland,22,1989,35,30,2813,31.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,963a9201
98,Ashley Cole,eng ENG,DF,Chelsea,31,1980,31,31,2790,31.0,1,2,3,1,0,0,3,0,0.03,0.06,0.10,0.03,0.10,Matches,be091289
99,Carlton Cole,eng ENG,FW,West Ham,28,1983,27,14,1369,15.2,2,1,3,2,0,0,2,1,0.13,0.07,0.20,0.13,0.20,Matches,51b2effb
100,Joe Cole,eng ENG,MF,West Ham,30,1981,11,7,620,6.9,2,0,2,2,0,0,2,0,0.29,0.00,0.29,0.29,0.29,Matches,2c2f117b
101,Joe Cole,eng ENG,MF,Liverpool,30,1981,6,0,172,1.9,1,0,1,1,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches,2c2f117b
102,Séamus Coleman,ie IRL,DFMF,Everton,23,1988,26,24,2165,24.1,0,5,5,0,0,0,4,0,0.00,0.21,0.21,0.00,0.21,Matches,0420d84f
103,James Collins,wls WAL,DF,West Ham,28,1983,29,29,2492,27.7,0,1,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,Matches,c61f1719
104,Jack Collison,wls WAL,MF,West Ham,23,1988,17,5,639,7.1,2,0,2,2,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches,0566f8a9
105,Fabricio Coloccini,ar ARG,DFMF,Newcastle,30,1982,22,22,1916,21.3,0,1,1,0,0,0,1,1,0.00,0.05,0.05,0.00,0.05,Matches,78b3399f
106,Francis Coquelin,fr FRA,DFMF,Arsenal,21,1991,11,3,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6951bf8
107,Jack Cork,eng ENG,DFMF,Southampton,23,1989,28,28,2426,27.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,74e12f1e
108,Philippe Coutinho,br BRA,FWMF,Liverpool,20,1992,13,12,923,10.3,3,5,8,3,0,0,0,0,0.29,0.49,0.78,0.29,0.78,Matches,0ef89a37
109,Peter Crouch,eng ENG,FW,Stoke City,31,1981,34,28,2321,25.8,7,4,11,7,0,0,2,0,0.27,0.16,0.43,0.27,0.43,Matches,73d9bdc7
110,Carlos Cuéllar,es ESP,DF,Sunderland,30,1981,26,26,2256,25.1,1,2,3,1,0,0,5,0,0.04,0.08,0.12,0.04,0.12,Matches,1222ab35
111,Shaun Cummings,jm JAM,DF,Reading,23,1989,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6bfe339f
112,Ben Davies,wls WAL,DFMF,Swansea City,19,1993,37,33,3052,33.9,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,Matches,44781702
113,Kelvin Davis,eng ENG,GK,Southampton,35,1976,10,9,855,9.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,33b6ee02
114,Steven Davis,nir NIR,MF,Southampton,27,1985,32,22,2067,23.0,2,1,3,2,0,0,1,0,0.09,0.04,0.13,0.09,0.13,Matches,cf15bbb1
115,Simon Dawkins,jm JAM,FWMF,Aston Villa,24,1987,4,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9db762f1
116,Craig Dawson,eng ENG,DF,West Brom,22,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3e9e06cb
117,Michael Dawson,eng ENG,DF,Tottenham,28,1983,27,23,2011,22.3,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,4771114f
118,Steve De Ridder,be BEL,FWMF,Southampton,25,1987,4,0,53,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7561b81d
119,Mathieu Debuchy,fr FRA,DF,Newcastle,27,1985,14,14,1167,13.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,92232aad
120,Jermain Defoe,eng ENG,FW,Tottenham,29,1982,34,27,2409,26.8,11,3,14,11,0,0,4,0,0.41,0.11,0.52,0.41,0.52,Matches,f1e8372d
121,Ashkan Dejagah,ir IRN,FWMF,Fulham,26,1986,21,13,1194,13.3,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,5171db60
122,Rory Delap,ie IRL,MF,Stoke City,36,1976,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9b0dac73
123,Nathan Delfouneso,eng ENG,FWMF,Aston Villa,21,1991,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49ae4072
124,Fabian Delph,eng ENG,DFMF,Aston Villa,22,1989,24,19,1704,18.9,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,111c3236
125,Mousa Dembélé,be BEL,MF,Tottenham,25,1987,30,26,2194,24.4,1,3,4,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,Matches,f7ee69fb
126,Mousa Dembélé,be BEL,MF,Fulham,25,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f7ee69fb
127,Guy Demel,ci CIV,DFMF,West Ham,31,1981,31,28,2473,27.5,0,2,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,605bba68
128,Clint Dempsey,us USA,FWMF,Tottenham,29,1983,29,22,1993,22.1,7,4,11,7,0,0,4,0,0.32,0.18,0.50,0.32,0.50,Matches,523d9de6
129,Rafael van der Vaart,nl NED,MF,Tottenham,29,1983,2,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41473b67
130,Shaun Derry,eng ENG,MF,QPR,34,1977,18,10,1085,12.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e3606bf2
131,Franco Di Santo,ar ARG,FW,Wigan Athletic,23,1989,35,24,2125,23.6,5,2,7,5,0,0,5,0,0.21,0.08,0.30,0.21,0.30,Matches,549c6ba7
132,Abou Diaby,fr FRA,MF,Arsenal,26,1986,11,10,705,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8c8b5071
133,Samba Diakité,ml MLI,MF,QPR,23,1989,14,11,934,10.4,0,1,1,0,0,0,6,1,0.00,0.10,0.10,0.00,0.10,Matches,6bc6f173
134,Mohamed Diamé,sn SEN,MF,West Ham,25,1987,33,31,2595,28.8,3,0,3,3,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,b7d082af
135,Alou Diarra,fr FRA,MF,West Ham,31,1981,3,1,141,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9b74ce00
136,Mahamadou Diarra,ml MLI,MF,Fulham,31,1981,8,7,605,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4a6c3ade
137,Sylvain Distin,fr FRA,DF,Everton,34,1977,34,31,2838,31.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,002d06bb
138,Graham Dorrans,sct SCO,FWMF,West Brom,25,1987,26,21,1749,19.4,1,3,4,0,1,1,3,0,0.05,0.15,0.21,0.00,0.15,Matches,eeb032db
139,Stewart Downing,eng ENG,FWMF,Liverpool,28,1984,29,25,2191,24.3,3,5,8,3,0,0,0,0,0.12,0.21,0.33,0.12,0.33,Matches,b13c4620
140,Damien Duff,ie IRL,FWMF,Fulham,33,1979,31,27,2332,25.9,3,7,10,3,0,0,0,0,0.12,0.27,0.39,0.12,0.39,Matches,057a6936
141,Shane Duffy,ie IRL,DFMF,Everton,20,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7314bba4
142,Kieron Dyer,eng ENG,MF,QPR,33,1978,4,1,198,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,90b5a2f2
143,Nathan Dyer,eng ENG,FWMF,Swansea City,24,1987,37,25,2309,25.7,3,4,7,3,0,0,5,1,0.12,0.16,0.27,0.12,0.27,Matches,6dfd5af0
144,Edin Džeko,ba BIH,FW,Manchester City,26,1986,32,16,1822,20.2,14,3,17,14,0,1,4,0,0.69,0.15,0.84,0.69,0.84,Matches,3bb7f478
145,Maurice Edu,us USA,DFMF,Stoke City,26,1986,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,748dbb80
146,Rob Elliot,ie IRL,GK,Newcastle,26,1986,10,9,835,9.3,0,1,1,0,0,0,2,1,0.00,0.11,0.11,0.00,0.11,Matches,b1b25949
147,Ahmed Elmohamady,eg EGY,DFMF,Sunderland,24,1987,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,615ef733
148,Urby Emanuelson,nl NED,DFFW,Fulham,26,1986,13,5,649,7.2,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,66e83563
149,Eyong Enoh,cm CMR,MF,Fulham,26,1986,9,8,693,7.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d3dcab48
150,José Enrique,es ESP,DF,Liverpool,26,1986,29,25,2257,25.1,2,4,6,2,0,0,1,0,0.08,0.16,0.24,0.08,0.24,Matches,d56364d5
151,Roger Espinoza,hn HON,DFMF,Wigan Athletic,25,1986,12,6,611,6.8,1,2,3,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,Matches,60b7c195
152,Matthew Etherington,eng ENG,MF,Stoke City,30,1981,31,21,1720,19.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ef616df9
153,Jonny Evans,nir NIR,DF,Manchester Utd,24,1988,23,21,1902,21.1,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,Matches,f8fcd2a5
154,Patrice Evra,fr FRA,DF,Manchester Utd,31,1981,34,34,3060,34.0,4,5,9,4,0,0,3,0,0.12,0.15,0.26,0.12,0.26,Matches,51a3caf1
155,Łukasz Fabiański,pl POL,GK,Arsenal,27,1985,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9328b835
