,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Patrick van Aanholt,nl NED,DF,Wigan Athletic,20,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5f09991f
2,Charlie Adam,sct SCO,MF,Liverpool,25,1985,28,27,2167,24.1,2,6,8,1,1,2,6,1,0.08,0.25,0.33,0.04,0.29,Matches,aff418dc
3,Emmanuel Adebayor,tg TOG,FW,Tottenham,27,1984,33,32,2827,31.4,17,11,28,14,3,4,3,0,0.54,0.35,0.89,0.45,0.80,Matches,936d9e3e
4,Gabriel Agbonlahor,eng ENG,FWMF,Aston Villa,24,1986,33,32,2762,30.7,5,5,10,5,0,0,6,0,0.16,0.16,0.33,0.16,0.33,Matches,db80f5f1
5,Daniel Agger,dk DEN,DF,Liverpool,26,1984,27,24,2140,23.8,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches,f1ea4af0
6,Sergio Agüero,ar ARG,FW,Manchester City,23,1988,34,31,2575,28.6,23,8,31,20,3,3,2,0,0.80,0.28,1.08,0.70,0.98,Matches,4d034881
7,Kemy Agustien,cw CUW,DFMF,Swansea City,24,1986,13,7,713,7.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,027a5151
8,Patrick Agyemang,gh GHA,FW,QPR,30,1980,2,2,144,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,80f1245c
9,Yakubu Aiyegbeni,ng NGA,FW,Blackburn,28,1982,30,29,2442,27.1,17,2,19,13,4,5,1,1,0.63,0.07,0.70,0.48,0.55,Matches,a1fe3f62
10,Marc Albrighton,eng ENG,MF,Aston Villa,21,1989,26,15,1498,16.6,2,2,4,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches,b827d5b3
11,Antolín Alcaraz,py PAR,DF,Wigan Athletic,29,1982,25,25,2172,24.1,2,0,2,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches,cee38e27
12,Alex,br BRA,DF,Chelsea,29,1982,3,3,245,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58721835
13,Joe Allen,wls WAL,MF,Swansea City,21,1990,36,31,2895,32.2,4,2,6,4,0,0,3,1,0.12,0.06,0.19,0.12,0.19,Matches,9feb8f24
14,Marcos Alonso,es ESP,DFMF,Bolton,20,1990,5,4,331,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,f4290206
15,Sammy Ameobi,eng ENG,FWMF,Newcastle,19,1992,10,1,202,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,acd61628
16,Shola Ameobi,ng NGA,FW,Newcastle,29,1981,27,8,1023,11.4,2,5,7,2,0,0,3,0,0.18,0.44,0.62,0.18,0.62,Matches,e79a368b
17,Ben Amos,eng ENG,GK,Manchester Utd,21,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6799cd2
18,Anderson,br BRA,MF,Manchester Utd,23,1988,10,8,690,7.7,2,1,3,2,0,0,2,0,0.26,0.13,0.39,0.26,0.39,Matches,ffcbeb74
19,Bruno Andrade,pt POR,FWMF,QPR,17,1993,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e87c80f
20,Keith Andrews,ie IRL,MF,West Brom,30,1980,14,8,789,8.8,2,1,3,2,0,0,2,0,0.23,0.11,0.34,0.23,0.34,Matches,5bca867f
21,Nicolas Anelka,fr FRA,FW,Chelsea,32,1979,9,3,421,4.7,1,1,2,1,0,0,0,0,0.21,0.21,0.43,0.21,0.43,Matches,931ed5e9
22,Victor Anichebe,ng NGA,FW,Everton,23,1988,12,5,448,5.0,5,0,5,5,0,0,1,0,1.00,0.00,1.00,1.00,1.00,Matches,4aed5c19
23,John Arne Riise,no NOR,DFMF,Fulham,30,1980,36,35,3139,34.9,0,4,4,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,9bf988c2
24,Andrey Arshavin,ru RUS,FWMF,Arsenal,30,1981,19,8,724,8.0,1,3,4,1,0,0,1,0,0.12,0.37,0.50,0.12,0.50,Matches,8fd1ea1f
25,Mikel Arteta,es ESP,MF,Arsenal,29,1982,29,29,2470,27.4,6,2,8,6,0,0,4,0,0.22,0.07,0.29,0.22,0.29,Matches,d934d1e6
26,Mikel Arteta,es ESP,MF,Everton,29,1982,2,1,127,1.4,1,0,1,0,1,1,1,0,0.71,0.00,0.71,0.00,0.00,Matches,d934d1e6
27,Benoît Assou-Ekotto,cm CMR,DF,Tottenham,27,1984,34,34,2957,32.9,2,4,6,2,0,0,6,0,0.06,0.12,0.18,0.06,0.18,Matches,a557e6b0
28,Fábio Aurélio,br BRA,DFMF,Liverpool,31,1979,2,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68f0ce09
29,Daniel Ayala,es ESP,DF,Norwich City,20,1990,7,6,497,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,302560a0
30,Demba Ba,sn SEN,FW,Newcastle,26,1985,34,32,2721,30.2,16,2,18,14,2,3,1,0,0.53,0.07,0.60,0.46,0.53,Matches,8b683d09
31,Leighton Baines,eng ENG,DF,Everton,26,1984,33,33,2970,33.0,4,2,6,1,3,3,7,0,0.12,0.06,0.18,0.03,0.09,Matches,b18095b6
32,Chris Baird,nir NIR,DFMF,Fulham,29,1982,19,13,1274,14.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,55fd8c81
33,Nathan Baker,eng ENG,DF,Aston Villa,20,1991,8,6,551,6.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b18af9e3
34,Gareth Bale,wls WAL,FWMF,Tottenham,22,1989,36,36,3216,35.7,9,10,19,9,0,0,3,0,0.25,0.28,0.53,0.25,0.53,Matches,a58bb1e1
35,Mario Balotelli,it ITA,FW,Manchester City,20,1990,23,14,1327,14.7,13,1,14,10,3,3,8,4,0.88,0.07,0.95,0.68,0.75,Matches,8ff07990
36,Barry Bannan,sct SCO,MF,Aston Villa,21,1989,28,10,1262,14.0,1,2,3,0,1,1,2,0,0.07,0.14,0.21,0.00,0.14,Matches,9469fb13
