,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
18,Ashqar Ahmed,,DF,Reading FC,,,8,8,720,8.0,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,aa0e5f3f
19,Joshua Ajala,eng ENG,FW,West Ham,17,2006,18,13,1179,13.1,7,0,7,7,0,0,2,0,0.53,0.00,0.53,0.53,0.53,Matches,1efb5369
20,Noah Ajayi,de GER,FW,Manchester Utd,15,2008,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cffaf63c
21,Oyindamola Ajayi,eng ENG,MFFW,Tottenham,18,2005,18,17,1424,15.8,3,1,4,3,0,0,1,0,0.19,0.06,0.25,0.19,0.25,Matches,d3a6f5a3
22,Semi Ajayi,ng NGA,DF,West Brom,30,1993,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d6192210
23,Romeo Akachukwu,ie IRL,MFFW,Southampton,18,2006,18,15,1374,15.3,2,0,2,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,e964b8f3
24,Adrian Akande,ng NGA,MF,Reading FC,20,2003,5,5,422,4.7,2,0,2,2,0,0,0,0,0.43,0.00,0.43,0.43,0.43,Matches,981c64ea
25,Yusuf Akhamrich,eng ENG,MFDF,Tottenham,18,2005,20,17,1510,16.8,5,1,6,5,0,0,3,0,0.30,0.06,0.36,0.30,0.36,Matches,e19dc888
26,Victor Akinwale,eng ENG,FW,Crystal Palace,19,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e47e2386
27,Travis Akomeah,eng ENG,DF,Chelsea,18,2006,5,5,405,4.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,27737745
28,Tyron Akpata,eng ENG,MFDF,West Ham,17,2006,19,16,1414,15.7,1,2,3,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches,e1bfc002
29,Zane Albarus,eng ENG,MFDF,Brighton,18,2005,13,11,936,10.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,128c81a4
30,Todd Alcock,eng ENG,MFDF,Aston Villa,19,2004,16,16,1412,15.7,0,2,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,8c66b157
31,Milan Aleksić,rs SRB,MFDF,Sunderland,18,2005,2,2,150,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c79f7793
32,Farid Alfa-Ruprecht,de GER,MFFW,Manchester City,18,2006,12,12,972,10.8,7,2,9,7,0,0,1,0,0.65,0.19,0.83,0.65,0.83,Matches,5f3abfe6
33,Mirsad Ali,eng ENG,DF,Leicester City,18,2006,13,10,894,9.9,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,7c79cc59
34,Sonny Aljofree,eng ENG,DF,Manchester Utd,19,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd44b52f
35,Cruz Allen,wls WAL,MFFW,Derby County,17,2007,17,15,1346,15.0,3,4,7,3,0,0,5,0,0.20,0.27,0.47,0.20,0.47,Matches,7a5b542a
36,Michael Allen,eng ENG,GK,Fulham,19,2004,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bd2277cb
37,Max Alleyne,eng ENG,DF,Manchester City,19,2005,17,17,1522,16.9,1,2,3,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches,defcfd32
38,Olabade Aluko,,DF,Leicester City,,,11,10,830,9.2,1,1,2,1,0,0,5,1,0.11,0.11,0.22,0.11,0.22,Matches,12bb637a
39,Will Alves,eng ENG,MF,Leicester City,19,2005,3,3,195,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,39ef5a7b
40,Bobby Amartey,eng ENG,DF,Leicester City,18,2006,9,5,510,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7e188f3d
41,Harry Amass,eng ENG,DFMF,Manchester Utd,17,2007,10,10,826,9.2,0,2,2,0,0,0,5,0,0.00,0.22,0.22,0.00,0.22,Matches,7b47100c
42,Idrissa Amihere,,MFDF,West Brom,,,14,6,714,7.9,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,0ad197e1
43,Samuel Amissah,eng ENG,DF,Fulham,17,2007,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2835bfe1
44,Samuel Amo-Ameyaw,eng ENG,MFFW,Southampton,18,2006,6,6,526,5.8,2,1,3,2,0,0,0,0,0.34,0.17,0.51,0.34,0.51,Matches,9eedf0e0
45,Ato Ampah,eng ENG,MF,Chelsea,18,2006,17,11,999,11.1,3,2,5,3,0,0,2,0,0.27,0.18,0.45,0.27,0.45,Matches,4b98d1d4
46,Ethan Amundsen-Day,no NOR,DF,Aston Villa,19,2005,16,14,1236,13.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8f5996c3
47,Freddie Anderson,eng ENG,DF,Stoke City,17,2006,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,27e95c19
48,Joe Anderson,eng ENG,DF,Sunderland,23,2001,11,11,990,11.0,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,19a890ba
49,William Andiyapan,wls WAL,DF,Tottenham,19,2005,9,4,293,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1b68c553
50,Dani Ángel,es ESP,FW,Wolves,18,2006,20,13,1127,12.5,7,1,8,7,0,0,0,0,0.56,0.08,0.64,0.56,0.64,Matches,3ccb9f65
51,Danny Anijsko,eng ENG,MF,Nottingham,18,2006,5,1,102,1.1,0,1,1,0,0,0,0,0,0.00,0.88,0.88,0.00,0.88,Matches,997f9101
52,Andre Annous,eng ENG,FWMF,Arsenal,16,2007,11,5,515,5.7,2,0,2,2,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches,2d14071d
53,Aaron Anselmino,ar ARG,DF,Chelsea,19,2005,1,1,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d87670e
54,Caleb Ansen,eng ENG,GK,Norwich City,18,2005,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5be1a1f3
55,Genesis Antwi,se SWE,MFDF,Chelsea,17,2007,7,3,355,3.9,2,1,3,2,0,0,1,0,0.51,0.25,0.76,0.51,0.76,Matches,aaa96db5
56,Adil Aouchiche,dz ALG,MF,Sunderland,22,2002,2,2,180,2.0,2,1,3,2,0,0,0,0,1.00,0.50,1.50,1.00,1.50,Matches,b94b8be1
57,Matthew Apter,eng ENG,MF,Everton,18,2005,3,0,43,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d79005ff
58,Pele Arganese-Mcdermott,eng ENG,DF,Tottenham,18,2005,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0259465e
59,Will Armitage,eng ENG,DF,Southampton,19,2005,9,6,582,6.5,0,2,2,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,Matches,08d45bf7
60,Harrison Armstrong,eng ENG,MF,Everton,17,2007,3,3,269,3.0,1,1,2,1,0,0,0,1,0.33,0.33,0.67,0.33,0.67,Matches,de59e609
61,Tyrell Ashcroft,eng ENG,DF,Tottenham,20,2004,9,7,590,6.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,c7675488
62,Finlay Ashworth,wls WAL,MF,Wolves,18,2005,12,9,861,9.6,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,3d19acc8
63,Tom Atcheson,nir NIR,DF,Blackburn,17,2006,7,7,504,5.6,0,1,1,0,0,0,2,1,0.00,0.18,0.18,0.00,0.18,Matches,1dd307a6
64,Cormac Austin,nir NIR,MF,Crystal Palace,18,2006,9,5,526,5.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2cabac1d
65,Lanre Awesu,eng ENG,GK,West Ham,16,2008,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f801d255
66,Abdoullah Ba,fr FRA,MFFW,Sunderland,21,2003,4,4,315,3.5,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches,3f651f34
67,Fin Back,eng ENG,DFMF,Nottingham,21,2002,10,10,856,9.5,1,2,3,1,0,0,5,2,0.11,0.21,0.32,0.11,0.32,Matches,328ad94f
68,Luke Badley-Morgan,jm JAM,DF,Stoke City,20,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fd2b7b25
69,James Bailey,eng ENG,MF,Manchester Utd,16,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2d3d6e3
70,Lewis Bailey,,FW,Stoke City,,,2,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,24afd585
71,Scott Bailey,eng ENG,MF,Newcastle,18,2006,8,6,446,5.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7e086cd1
72,Oliver Bainbridge,eng ENG,DF,Sunderland,19,2005,8,8,691,7.7,0,1,1,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,Matches,f4bbe2ed
73,Alex Baker,eng ENG,FW,Blackburn,21,2003,5,2,153,1.7,1,1,2,1,0,0,2,1,0.59,0.59,1.18,0.59,1.18,Matches,b115732c
74,Lewis Baker,eng ENG,MF,Blackburn,29,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1b278bf5
75,Hazeem Bakre,eng ENG,FWMF,Middlesbrough,18,2005,11,9,812,9.0,7,0,7,7,0,0,4,0,0.78,0.00,0.78,0.78,0.78,Matches,101dfbcf
76,James Balagizi,eng ENG,FW,Liverpool,20,2003,5,1,183,2.0,2,1,3,2,0,0,0,0,0.98,0.49,1.48,0.98,1.48,Matches,a5c8bb69
77,Daniel Ballard,nir NIR,DF,Sunderland,24,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,38f300f3
78,Dominic Ballard,eng ENG,FW,Southampton,19,2005,2,2,163,1.8,4,2,6,3,1,1,1,0,2.21,1.10,3.31,1.66,2.76,Matches,ed8d597c
79,Jamal Baptiste,eng ENG,DF,Everton,20,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41d3704d
80,Max Bardell,eng ENG,DFMF,Derby County,21,2002,6,5,466,5.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c683914c
81,Daniel Barden,wls WAL,GK,Norwich City,23,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f670e314
82,Owen Barker,eng ENG,FWMF,Everton,19,2005,13,5,595,6.6,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,67156ae3
83,Mikell Barnes,eng ENG,MF,Aston Villa,19,2004,5,1,154,1.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a321179f
84,Ty Barnett,eng ENG,MF,Wolves,19,2005,8,7,540,6.0,2,0,2,2,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,c68c6838
85,Fraser Barnsley,nir NIR,GK,Everton,19,2004,9,8,766,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,794b7bf9
86,Joseph Barough,eng ENG,MFFW,Reading FC,18,2006,17,13,1186,13.2,1,0,1,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,Matches,388012c7
87,Jack Barrett,eng ENG,GK,Blackburn,22,2002,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6217792f
88,Ryan Bartley,eng ENG,DF,Derby County,20,2003,4,4,326,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b381ce3d
89,Sahil Bashir,eng ENG,MFFW,Brighton,18,2005,13,9,767,8.5,2,0,2,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,613aecca
90,Callum Bates,eng ENG,MF,Everton,18,2005,17,13,1098,12.2,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,b2010f35
91,Ryan Battrum,eng ENG,MFDF,West Ham,18,2005,10,7,684,7.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1791f9a4
92,Jake Batty,eng ENG,DF,Blackburn,19,2005,2,2,166,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,79f29835
93,Zachary Baumann,ua UKR,MF,Manchester Utd,17,2007,3,2,211,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7a361d1c
94,Stevie Bausor,eng ENG,GK,Leicester City,19,2005,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e3413112
95,Gavin Bazunu,ie IRL,GK,Southampton,22,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c91441dc
96,Eddie Beach,wls WAL,GK,Chelsea,20,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7cbd6d68
97,Boyd Beacroft,eng ENG,DF,Reading FC,21,2003,19,19,1702,18.9,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,12b39eae
98,Jacob Beaumont-Clark,eng ENG,MFFW,Everton,18,2005,11,4,385,4.3,1,2,3,1,0,0,1,0,0.23,0.47,0.70,0.23,0.70,Matches,16430796
99,Owen Beck,wls WAL,DF,Blackburn,21,2002,1,1,90,1.0,0,2,2,0,0,0,1,0,0.00,2.00,2.00,0.00,2.00,Matches,a011a1e9
100,George Bell,,DF,Sunderland,,,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,35247f8f
101,Lewis Bell,eng ENG,MFFW,Blackburn,18,2005,9,3,395,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,381bff9c
102,Luke Bell,eng ENG,DF,Sunderland,18,2006,15,13,1234,13.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4b007307
103,Joe Belmont,wls WAL,FW,Brighton,17,2006,6,5,342,3.8,2,0,2,2,0,0,2,0,0.53,0.00,0.53,0.53,0.53,Matches,6caf4093
104,Dean Benamar,eng ENG,DF,Crystal Palace,16,2008,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b047bb3b
105,Lewys Benjamin,wls WAL,GK,Wolves,17,2006,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41b36757
106,Omari Benjamin,wls WAL,FWMF,Everton,18,2005,18,16,1447,16.1,8,1,9,8,0,0,5,0,0.50,0.06,0.56,0.50,0.56,Matches,eb4365e6
107,Jewison Bennette,cr CRC,DFMF,Sunderland,20,2004,4,4,319,3.5,2,1,3,2,0,0,0,0,0.56,0.28,0.85,0.56,0.85,Matches,58f5704e
108,Lucas Bergström,fi FIN,GK,Chelsea,21,2002,4,4,350,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b59c2a92
109,Adam Berry,eng ENG,FWMF,Nottingham,18,2006,10,3,310,3.4,2,0,2,2,0,0,1,0,0.58,0.00,0.58,0.58,0.58,Matches,696ee5de
110,Gabriele Biancheri,wls WAL,FWMF,Manchester Utd,17,2006,11,6,586,6.5,5,0,5,5,0,0,0,0,0.77,0.00,0.77,0.77,0.77,Matches,6e68626f
111,Josh Bickerton,eng ENG,DFMF,Stoke City,18,2005,9,9,809,9.0,1,1,2,1,0,0,3,0,0.11,0.11,0.22,0.11,0.22,Matches,22c9900b
112,Dominik Biniek,pl POL,MFFW,Blackburn,19,2004,8,5,427,4.7,1,2,3,1,0,0,2,0,0.21,0.42,0.63,0.21,0.63,Matches,a4beb9c5
113,Coban Bird,eng ENG,DF,Leeds United,16,2007,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,353c732b
114,Leo Black,eng ENG,MFFW,Tottenham,18,2006,16,12,1089,12.1,0,2,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,d7f02829
115,Zyan Blake,eng ENG,FW,Nottingham,16,2007,4,4,294,3.3,2,2,4,2,0,0,0,0,0.61,0.61,1.22,0.61,1.22,Matches,adf7ca78
116,Thomas Bloxham,ie IRL,MFFW,Blackburn,19,2005,6,5,398,4.4,2,0,2,2,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,c27580c4
117,Kingsford Boakye,gh GHA,FW,Everton,19,2004,4,1,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,175bc3e4
118,Oliver Boast,eng ENG,FW,Leeds United,15,2009,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,810c6ac6
119,Oscar Bobb,no NOR,FW,Manchester City,21,2003,1,1,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eed2427e
120,Billy Bodin,wls WAL,MFFW,Reading FC,32,1992,2,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49eb2779
121,Lamare Bogarde,nl NED,MF,Aston Villa,20,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bca5c4a7
122,Joe Boggan,,MFFW,Blackburn,,,9,4,478,5.3,4,1,5,4,0,0,1,0,0.75,0.19,0.94,0.75,0.94,Matches,08116e2e
123,Jack Bonham,ie IRL,GK,Stoke City,30,1993,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3539472e
124,Somto Boniface,eng ENG,DF,Chelsea,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6115a18a
125,Nathaniel Boot,,DF,Southampton,,,4,4,252,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,915bdee1
126,Jacob Borgnis,eng ENG,DFMF,Reading FC,21,2003,15,14,1219,13.5,0,2,2,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,Matches,eb4425b4
127,Aidan Borland,sct SCO,MF,Aston Villa,17,2007,20,18,1619,18.0,0,2,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,634c58a6
128,Alexander Borto,us USA,GK,Fulham,20,2003,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85c20be9
129,Ollie Bostock,wls WAL,MFFW,West Brom,17,2007,8,8,566,6.3,1,1,2,1,0,0,3,0,0.16,0.16,0.32,0.16,0.32,Matches,52f8322e
130,Sven Botman,nl NED,DF,Newcastle,24,2000,1,1,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ccce7025
131,Aaron Bott,eng ENG,GK,Nottingham,19,2004,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,854521ca
132,Carter Bowdery,,MF,Reading FC,,,2,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,69a77204
133,Coniah Boyce-Clarke,jm JAM,GK,Reading FC,21,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,94a01643
134,Miles Bracking,eng ENG,MF,Norwich City,17,2007,7,3,348,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,810aacc8
135,Makenzie Bradbury,wls WAL,MFDF,Wolves,16,2007,14,7,735,8.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,41b33809
136,Cameron Bragg,eng ENG,MF,Southampton,19,2005,11,11,982,10.9,1,3,4,1,0,0,3,0,0.09,0.27,0.37,0.09,0.37,Matches,a596a82a
137,Kaden Braithwaite,eng ENG,DF,Manchester City,16,2008,3,0,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd1bd054
138,Cole Brannigan,nir NIR,MF,Aston Villa,17,2007,5,3,259,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,400fa959
139,Jarrad Branthwaite,eng ENG,DF,Everton,22,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c1949191
140,Sammy Braybrooke,eng ENG,MF,Leicester City,20,2004,10,10,855,9.5,1,0,1,1,0,1,3,0,0.11,0.00,0.11,0.11,0.11,Matches,9f684e25
141,Joe Brayson,eng ENG,FW,Newcastle,17,2007,6,2,261,2.9,3,1,4,3,0,0,0,0,1.03,0.34,1.38,1.03,1.38,Matches,d97bba30
142,Ben Brereton,cl CHI,MF,Southampton,25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,57827369
143,AJ Bridge,eng ENG,MF,Norwich City,19,2005,15,15,1321,14.7,0,3,3,0,0,0,5,0,0.00,0.20,0.20,0.00,0.20,Matches,76f24ab5
144,AJ Bridge,eng ENG,MF,Middlesbrough,19,2005,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,76f24ab5
145,Joshua Briggs,nir NIR,DFMF,West Ham,18,2006,11,9,808,9.0,0,1,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,880979fb
146,Logan Briggs,eng ENG,MF,Leicester City,19,2005,15,12,1058,11.8,4,2,6,4,0,0,1,0,0.34,0.17,0.51,0.34,0.51,Matches,2dd26f66
147,Logan Briggs,sct SCO,MF,Leicester City,19,2005,3,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,48e141b2
148,Thorsten Brits,eng ENG,GK,Manchester City,17,2007,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d5837248
149,Benjamin Broggio,eng ENG,MFFW,Aston Villa,17,2007,11,7,528,5.9,4,1,5,4,0,0,0,0,0.68,0.17,0.85,0.68,0.85,Matches,cdf9e86a
150,Armando Broja,al ALB,MF,Everton,22,2001,1,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97220da2
151,Harry Brooke,eng ENG,MF,Norwich City,20,2004,8,2,269,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6b4c1067
152,Alfie Brooks,rs SRB,GK,Stoke City,20,2003,13,12,1125,12.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aaf61e0d
153,Connor Brown,eng ENG,FW,Nottingham,18,2005,2,0,49,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c70b5605
154,Dajaune Brown,jm JAM,FW,Derby County,18,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b4d24801
155,Luis Brown,eng ENG,DF,West Ham,18,2005,6,4,352,3.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,5b2a7c84
156,Thierry Brown,,MF,Southampton,,,4,1,151,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6877f665
