,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Ché Adams,sct SCO,FW,Southampton,23,1996,1,1,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches,f2bf1b0f
2,Dennis Adeniran,eng ENG,MFFW,Everton,20,1999,14,14,1250,13.9,2,2,4,2,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matches,506eff98
3,Ryan Alebiosu,ng NGA,DFMF,Arsenal,17,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ce048fb8
4,Kyle Alex John,eng ENG,DFMF,Everton,18,2001,12,11,879,9.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c9093a1a
5,Steven Alzate,co COL,MF,Brighton,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ad1f61f3
6,Yeboah Amankwah,eng ENG,DF,Manchester City,18,2000,6,5,429,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,09afe920
7,Joe Anderson,eng ENG,DFMF,Everton,18,2001,5,5,405,4.5,0,2,2,0,0,0,1,0,0.00,0.44,0.44,0.00,0.44,Matches,19a890ba
8,Angeliño,es ESP,DF,Manchester City,22,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30941e96
9,Faustino Anjorin,eng ENG,MFFW,Chelsea,17,2001,11,7,706,7.8,5,1,6,4,1,1,0,0,0.64,0.13,0.76,0.51,0.64,Matches,b105919e
10,Louie Annesley,gi GIB,DFMF,Blackburn,19,2000,4,3,251,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,88ddc295
11,Ikechi Anya,sct SCO,DF,Derby County,31,1988,2,2,170,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c55e973d
12,Bernard Ashley-Seal,eng ENG,FW,Wolves,20,1998,10,10,896,10.0,5,1,6,4,1,1,0,0,0.50,0.10,0.60,0.40,0.50,Matches,4f187520
13,Ryan Astley,wls WAL,DF,Everton,17,2001,14,11,993,11.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0eb884e1
